AGE_GROUP,VALUE,QUARTER,SOURCE,_id,REG,UNIT,YEAR,EDUCATIONAL
35-39 ปี ,12.62,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,50,กทม.,พันคน,2563,ต่ำกว่าประถมศึกษา
35-39 ปี ,125.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,51,กทม.,พันคน,2563,ประถมศึกษา
35-39 ปี ,168.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,52,กทม.,พันคน,2563,มัธยมศึกษาตอนต้น
35-39 ปี ,117.61,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,53,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
35-39 ปี ,34.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,54,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
35-39 ปี ,1.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,55,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
35-39 ปี ,358.63,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,56,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการ
35-39 ปี ,47.62,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,57,กทม.,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
35-39 ปี ,11.23,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,58,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
35-39 ปี ,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,59,กทม.,พันคน,2563,การศึกษาอื่นๆ 
35-39 ปี ,2.99,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,60,กทม.,พันคน,2563,ไม่ทราบระดับการศึกษา 
40-49 ปี,19.19,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,61,กทม.,พันคน,2563,ไม่มีการศึกษา
40-49 ปี,50.02,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,62,กทม.,พันคน,2563,ต่ำกว่าประถมศึกษา
40-49 ปี,382.63,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,63,กทม.,พันคน,2563,ประถมศึกษา
40-49 ปี,225.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,64,กทม.,พันคน,2563,มัธยมศึกษาตอนต้น
40-49 ปี,180.43,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,65,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
40-49 ปี,68.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,66,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
40-49 ปี,1.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,67,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
40-49 ปี,590.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,68,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการ
40-49 ปี,106.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,69,กทม.,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
40-49 ปี,20.94,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,70,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
40-49 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,71,กทม.,พันคน,2563,การศึกษาอื่นๆ 
40-49 ปี,9.45,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,72,กทม.,พันคน,2563,ไม่ทราบระดับการศึกษา 
50-59 ปี,15.12,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,73,กทม.,พันคน,2563,ไม่มีการศึกษา
50-59 ปี,157.87,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,74,กทม.,พันคน,2563,ต่ำกว่าประถมศึกษา
50-59 ปี,286.86,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,75,กทม.,พันคน,2563,ประถมศึกษา
50-59 ปี,133.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,76,กทม.,พันคน,2563,มัธยมศึกษาตอนต้น
50-59 ปี,150.09,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,77,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
50-59 ปี,72.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,78,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
50-59 ปี,0.45,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,79,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
50-59 ปี,340.62,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,80,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการ
50-59 ปี,63.91,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,81,กทม.,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
50-59 ปี,27.69,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,82,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
50-59 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,83,กทม.,พันคน,2563,การศึกษาอื่นๆ 
50-59 ปี,3.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,84,กทม.,พันคน,2563,ไม่ทราบระดับการศึกษา 
60 ปีขึ้นไป,74.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,85,กทม.,พันคน,2563,ไม่มีการศึกษา
60 ปีขึ้นไป,408.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,86,กทม.,พันคน,2563,ต่ำกว่าประถมศึกษา
60 ปีขึ้นไป,153.53,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,87,กทม.,พันคน,2563,ประถมศึกษา
60 ปีขึ้นไป,102.34,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,88,กทม.,พันคน,2563,มัธยมศึกษาตอนต้น
60 ปีขึ้นไป,102.71,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,89,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
60 ปีขึ้นไป,71.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,90,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
60 ปีขึ้นไป,1.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,91,กทม.,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
60 ปีขึ้นไป,232.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,92,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการ
60 ปีขึ้นไป,47.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,93,กทม.,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
60 ปีขึ้นไป,33.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,94,กทม.,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
60 ปีขึ้นไป,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,95,กทม.,พันคน,2563,การศึกษาอื่นๆ 
60 ปีขึ้นไป,2.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,96,กทม.,พันคน,2563,ไม่ทราบระดับการศึกษา 
15-19 ปี,13.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,97,กลาง,พันคน,2563,ไม่มีการศึกษา
15-19 ปี,10.67,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,98,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
15-19 ปี,275.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,99,กลาง,พันคน,2563,ประถมศึกษา
15-19 ปี,677.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,100,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
15-19 ปี,105.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,101,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
15-19 ปี,37.82,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,102,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
15-19 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,103,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
15-19 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,104,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
15-19 ปี,2.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,105,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
15-19 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,106,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
15-19 ปี,2.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,107,กลาง,พันคน,2563,การศึกษาอื่นๆ 
15-19 ปี,8.51,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,108,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
20-24 ปี,66.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,109,กลาง,พันคน,2563,ไม่มีการศึกษา
20-24 ปี,10.86,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,110,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
20-24 ปี,134.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,111,กลาง,พันคน,2563,ประถมศึกษา
20-24 ปี,314.17,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,112,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
20-24 ปี,440.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,113,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
20-24 ปี,111.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,114,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
20-24 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,115,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
20-24 ปี,127.45,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,116,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
20-24 ปี,135.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,117,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
20-24 ปี,16.28,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,118,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
20-24 ปี,22.66,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,119,กลาง,พันคน,2563,การศึกษาอื่นๆ 
20-24 ปี,21.33,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,120,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
25-29 ปี,92.85,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,121,กลาง,พันคน,2563,ไม่มีการศึกษา
25-29 ปี,18.94,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,122,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
25-29 ปี,138.77,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,123,กลาง,พันคน,2563,ประถมศึกษา
25-29 ปี,394.32,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,124,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
25-29 ปี,272.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,125,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
25-29 ปี,101.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,126,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
25-29 ปี,1.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,127,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
25-29 ปี,318.41,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,128,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
25-29 ปี,173.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,129,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
25-29 ปี,48.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,130,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
25-29 ปี,45.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,131,กลาง,พันคน,2563,การศึกษาอื่นๆ 
25-29 ปี,28.58,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,132,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
30-34 ปี,98.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,133,กลาง,พันคน,2563,ไม่มีการศึกษา
30-34 ปี,27.08,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,134,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
30-34 ปี,165.97,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,135,กลาง,พันคน,2563,ประถมศึกษา
30-34 ปี,387.98,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,136,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
30-34 ปี,317.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,137,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
30-34 ปี,91.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,138,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
30-34 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,139,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
30-34 ปี,306.56,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,140,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
30-34 ปี,163.83,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,141,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
30-34 ปี,24.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,142,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
30-34 ปี,29.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,143,กลาง,พันคน,2563,การศึกษาอื่นๆ 
30-34 ปี,49.48,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,144,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
35-39 ปี ,67.17,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,145,กลาง,พันคน,2563,ไม่มีการศึกษา
35-39 ปี ,26.53,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,146,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
35-39 ปี ,229.68,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,147,กลาง,พันคน,2563,ประถมศึกษา
35-39 ปี ,393.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,148,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
35-39 ปี ,306.54,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,149,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
35-39 ปี ,97.95,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,150,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
35-39 ปี ,0.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,151,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
35-39 ปี ,336.41,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,152,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
35-39 ปี ,194.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,153,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
35-39 ปี ,26.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,154,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
35-39 ปี ,11.44,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,155,กลาง,พันคน,2563,การศึกษาอื่นๆ 
35-39 ปี ,47.79,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,156,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
40-49 ปี,85.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,157,กลาง,พันคน,2563,ไม่มีการศึกษา
40-49 ปี,149.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,158,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
40-49 ปี,1033.64,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,159,กลาง,พันคน,2563,ประถมศึกษา
40-49 ปี,661.77,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,160,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
40-49 ปี,477.74,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,161,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
40-49 ปี,128.59,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,162,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
40-49 ปี,1.69,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,163,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
40-49 ปี,507.48,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,164,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
40-49 ปี,235.42,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,165,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
40-49 ปี,60.17,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,166,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
40-49 ปี,10.81,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,167,กลาง,พันคน,2563,การศึกษาอื่นๆ 
40-49 ปี,43.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,168,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
50-59 ปี,82.87,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,169,กลาง,พันคน,2563,ไม่มีการศึกษา
50-59 ปี,823.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,170,กลาง,พันคน,2563,ต่ำกว่าประถมศึกษา
50-59 ปี,825.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,171,กลาง,พันคน,2563,ประถมศึกษา
50-59 ปี,317.67,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,172,กลาง,พันคน,2563,มัธยมศึกษาตอนต้น
50-59 ปี,259.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,173,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายสามัญ
50-59 ปี,115.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,174,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา 
50-59 ปี,0.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,175,กลาง,พันคน,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา 
50-59 ปี,285.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,176,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการ
50-59 ปี,143.42,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,177,กลาง,พันคน,2563,อุดมศึกษา สายวิชาชีพ 
50-59 ปี,50.27,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,178,กลาง,พันคน,2563,อุดมศึกษา สายวิชาการศึกษา 
50-59 ปี,0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,179,กลาง,พันคน,2563,การศึกษาอื่นๆ 
50-59 ปี,24.48,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,180,กลาง,พันคน,2563,ไม่ทราบระดับการศึกษา 
60 ปีขึ้นไป,221.25,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,181,กลาง,พันคน,2563,ไม่มีการศึกษา
