จำนวน,ประเภท,ที่มา,สถานภาพแรงงาน,_id,ปี,เพศ,ช่วงเวลา,หน่วย
 750 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,274,2566,ชาย,ไตรมาสที่ 2,คน
 637 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,275,2566,ชาย,ไตรมาสที่ 2,คน
" 122,061 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,276,2566,หญิง,ไตรมาสที่ 2,คน
 558 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,277,2566,หญิง,ไตรมาสที่ 2,คน
" 2,207 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,278,2566,หญิง,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,279,2566,ชาย,ไตรมาสที่ 2,คน
" 12,224 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,280,2566,ชาย,ไตรมาสที่ 2,คน
" 21,784 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,281,2566,ชาย,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,282,2566,ชาย,ไตรมาสที่ 2,คน
" 6,571 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,283,2566,ชาย,ไตรมาสที่ 2,คน
" 5,986 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,284,2566,หญิง,ไตรมาสที่ 2,คน
" 16,121 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,285,2566,หญิง,ไตรมาสที่ 2,คน
" 34,838 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,286,2566,หญิง,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,287,2566,หญิง,ไตรมาสที่ 2,คน
" 21,153 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,288,2566,หญิง,ไตรมาสที่ 2,คน
" 140,055 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,289,2566,ชาย,ไตรมาสที่ 3,คน
" 2,457 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,290,2566,ชาย,ไตรมาสที่ 3,คน
 147 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,291,2566,ชาย,ไตรมาสที่ 3,คน
" 122,995 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,292,2566,หญิง,ไตรมาสที่ 3,คน
 321 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,293,2566,หญิง,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,294,2566,หญิง,ไตรมาสที่ 3,คน
 200 ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,295,2566,ชาย,ไตรมาสที่ 3,คน
" 12,619 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,296,2566,ชาย,ไตรมาสที่ 3,คน
" 20,678 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,297,2566,ชาย,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,298,2566,ชาย,ไตรมาสที่ 3,คน
" 6,206 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,299,2566,ชาย,ไตรมาสที่ 3,คน
" 7,877 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,300,2566,หญิง,ไตรมาสที่ 3,คน
" 15,907 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,301,2566,หญิง,ไตรมาสที่ 3,คน
" 34,333 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,302,2566,หญิง,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,303,2566,หญิง,ไตรมาสที่ 3,คน
" 21,499 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,304,2566,หญิง,ไตรมาสที่ 3,คน
" 137,536 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,305,2566,ชาย,ไตรมาสที่ 4,คน
 551 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,306,2566,ชาย,ไตรมาสที่ 4,คน
 252 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,307,2566,ชาย,ไตรมาสที่ 4,คน
" 124,727 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,308,2566,หญิง,ไตรมาสที่ 4,คน
 334 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,309,2566,หญิง,ไตรมาสที่ 4,คน
 133 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,310,2566,หญิง,ไตรมาสที่ 4,คน
 642 ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,311,2566,ชาย,ไตรมาสที่ 4,คน
" 13,373 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,312,2566,ชาย,ไตรมาสที่ 4,คน
" 23,509 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,313,2566,ชาย,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,314,2566,ชาย,ไตรมาสที่ 4,คน
" 6,377 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,315,2566,ชาย,ไตรมาสที่ 4,คน
" 7,806 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,316,2566,หญิง,ไตรมาสที่ 4,คน
" 15,106 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,317,2566,หญิง,ไตรมาสที่ 4,คน
" 38,064 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,318,2566,หญิง,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,319,2566,หญิง,ไตรมาสที่ 4,คน
" 16,724 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,320,2566,หญิง,ไตรมาสที่ 4,คน
" 121,017 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,321,2567,ชาย,ไตรมาสที่ 1,คน
 568 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,322,2567,ชาย,ไตรมาสที่ 1,คน
" 3,395 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,323,2567,ชาย,ไตรมาสที่ 1,คน
" 102,502 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,324,2567,หญิง,ไตรมาสที่ 1,คน
 490 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,325,2567,หญิง,ไตรมาสที่ 1,คน
" 1,670 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,326,2567,หญิง,ไตรมาสที่ 1,คน
 618 ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,327,2567,ชาย,ไตรมาสที่ 1,คน
" 15,761 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,328,2567,ชาย,ไตรมาสที่ 1,คน
" 28,768 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,329,2567,ชาย,ไตรมาสที่ 1,คน
" 2,070 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,330,2567,ชาย,ไตรมาสที่ 1,คน
" 9,940 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,331,2567,ชาย,ไตรมาสที่ 1,คน
" 16,082 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,332,2567,หญิง,ไตรมาสที่ 1,คน
" 15,688 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,333,2567,หญิง,ไตรมาสที่ 1,คน
" 40,694 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,334,2567,หญิง,ไตรมาสที่ 1,คน
" 20,743 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,335,2567,หญิง,ไตรมาสที่ 1,คน
" 4,999 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,336,2567,หญิง,ไตรมาสที่ 1,คน
" 117,927 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,337,2567,ชาย,ไตรมาสที่ 2,คน
" 1,179 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,338,2567,ชาย,ไตรมาสที่ 2,คน
" 4,575 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,339,2567,ชาย,ไตรมาสที่ 2,คน
" 90,402 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,340,2567,หญิง,ไตรมาสที่ 2,คน
" 1,040 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,341,2567,หญิง,ไตรมาสที่ 2,คน
" 2,286 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,342,2567,หญิง,ไตรมาสที่ 2,คน
" 1,923 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,343,2567,ชาย,ไตรมาสที่ 2,คน
" 13,989 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,344,2567,ชาย,ไตรมาสที่ 2,คน
" 28,649 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,345,2567,ชาย,ไตรมาสที่ 2,คน
 769 ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,346,2567,ชาย,ไตรมาสที่ 2,คน
" 13,034 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,347,2567,ชาย,ไตรมาสที่ 2,คน
" 32,313 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,348,2567,หญิง,ไตรมาสที่ 2,คน
" 14,892 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,349,2567,หญิง,ไตรมาสที่ 2,คน
" 40,783 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,350,2567,หญิง,ไตรมาสที่ 2,คน
" 16,226 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,351,2567,หญิง,ไตรมาสที่ 2,คน
" 4,918 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,352,2567,หญิง,ไตรมาสที่ 2,คน
" 120,466 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,353,2567,ชาย,ไตรมาสที่ 3,คน
" 3,494 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,354,2567,ชาย,ไตรมาสที่ 3,คน
 209 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,355,2567,ชาย,ไตรมาสที่ 3,คน
" 90,708 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,356,2567,หญิง,ไตรมาสที่ 3,คน
" 2,911 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,357,2567,หญิง,ไตรมาสที่ 3,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,358,2567,หญิง,ไตรมาสที่ 3,คน
" 2,381 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,359,2567,ชาย,ไตรมาสที่ 3,คน
" 15,093 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,360,2567,ชาย,ไตรมาสที่ 3,คน
" 29,150 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,361,2567,ชาย,ไตรมาสที่ 3,คน
" 1,027 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,362,2567,ชาย,ไตรมาสที่ 3,คน
" 10,113 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,363,2567,ชาย,ไตรมาสที่ 3,คน
" 35,029 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,364,2567,หญิง,ไตรมาสที่ 3,คน
" 15,533 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,365,2567,หญิง,ไตรมาสที่ 3,คน
" 38,747 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,366,2567,หญิง,ไตรมาสที่ 3,คน
" 15,493 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,367,2567,หญิง,ไตรมาสที่ 3,คน
" 4,420 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,368,2567,หญิง,ไตรมาสที่ 3,คน
" 127,000 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,369,2567,ชาย,ไตรมาสที่ 4,คน
" 2,970 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,370,2567,ชาย,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,371,2567,ชาย,ไตรมาสที่ 4,คน
" 101,417 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,372,2567,หญิง,ไตรมาสที่ 4,คน
 469 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,373,2567,หญิง,ไตรมาสที่ 4,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,374,2567,หญิง,ไตรมาสที่ 4,คน
 693 ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,375,2567,ชาย,ไตรมาสที่ 4,คน
" 15,451 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,376,2567,ชาย,ไตรมาสที่ 4,คน
" 27,858 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,377,2567,ชาย,ไตรมาสที่ 4,คน
" 1,531 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,378,2567,ชาย,ไตรมาสที่ 4,คน
" 6,277 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,379,2567,ชาย,ไตรมาสที่ 4,คน
" 23,268 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,380,2567,หญิง,ไตรมาสที่ 4,คน
" 15,269 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,381,2567,หญิง,ไตรมาสที่ 4,คน
" 42,645 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,382,2567,หญิง,ไตรมาสที่ 4,คน
" 16,194 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,383,2567,หญิง,ไตรมาสที่ 4,คน
" 3,502 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,384,2567,หญิง,ไตรมาสที่ 4,คน
" 124,431 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,385,2568,ชาย,ไตรมาสที่ 1,คน
 64 ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,386,2568,ชาย,ไตรมาสที่ 1,คน
" 1,763 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,387,2568,ชาย,ไตรมาสที่ 1,คน
" 90,137 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,388,2568,หญิง,ไตรมาสที่ 1,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,389,2568,หญิง,ไตรมาสที่ 1,คน
" 3,020 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,390,2568,หญิง,ไตรมาสที่ 1,คน
 768 ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,391,2568,ชาย,ไตรมาสที่ 1,คน
" 15,211 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,392,2568,ชาย,ไตรมาสที่ 1,คน
" 28,542 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,393,2568,ชาย,ไตรมาสที่ 1,คน
" 1,223 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,394,2568,ชาย,ไตรมาสที่ 1,คน
" 9,637 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,395,2568,ชาย,ไตรมาสที่ 1,คน
" 30,522 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,396,2568,หญิง,ไตรมาสที่ 1,คน
" 17,222 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,397,2568,หญิง,ไตรมาสที่ 1,คน
" 41,215 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,398,2568,หญิง,ไตรมาสที่ 1,คน
" 15,886 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,399,2568,หญิง,ไตรมาสที่ 1,คน
" 4,703 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,400,2568,หญิง,ไตรมาสที่ 1,คน
" 115,843 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,401,2568,ชาย,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,402,2568,ชาย,ไตรมาสที่ 2,คน
" 2,106 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,403,2568,ชาย,ไตรมาสที่ 2,คน
" 85,235 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้มีงานทำ,404,2568,หญิง,ไตรมาสที่ 2,คน
 -   ,ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ว่างงาน,405,2568,หญิง,ไตรมาสที่ 2,คน
" 2,276 ",ผู้อยู่ในกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ที่รอฤดูกาล,406,2568,หญิง,ไตรมาสที่ 2,คน
 470 ,ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ทำงานบ้าน,407,2568,ชาย,ไตรมาสที่ 2,คน
" 13,841 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เรียนหนังสือ,408,2568,ชาย,ไตรมาสที่ 2,คน
" 31,590 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,409,2568,ชาย,ไตรมาสที่ 2,คน
" 2,788 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,ผู้ดูแลเด็ก/ผู้สูงอายุ/ผู้ป่วย/ผู้พิการ,410,2568,ชาย,ไตรมาสที่ 2,คน
" 14,868 ",ผู้อยู่นอกกำลังแรงงาน,สำนักงานสถิติจังหวัดหนองบัวลำภู,อื่นๆ,411,2568,ชาย,ไตรมาสที่ 2,คน
