AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,YEAR
หญิง,431.53,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,28,30-34 ปี,พันคน,2567
หญิง,341.24,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,29,35-39 ปี,พันคน,2567
หญิง,890.86,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,30,40-49 ปี,พันคน,2567
หญิง,1501.03,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,31,50-59 ปี,พันคน,2567
หญิง,5843.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,32,60 ปีขึ้นไป,พันคน,2567
ชาย,1789.39,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,33,15-19 ปี,พันคน,2567
ชาย,685.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,34,20-24 ปี,พันคน,2567
ชาย,157.22,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,35,25-29 ปี,พันคน,2567
ชาย,103.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,36,30-34 ปี,พันคน,2567
ชาย,88.55,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,37,35-39 ปี,พันคน,2567
ชาย,252.91,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,38,40-49 ปี,พันคน,2567
ชาย,391.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,39,50-59 ปี,พันคน,2567
ชาย,3056.74,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,40,60 ปีขึ้นไป,พันคน,2567
หญิง,1943.19,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,41,15-19 ปี,พันคน,2567
หญิง,1059.44,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,42,20-24 ปี,พันคน,2567
หญิง,484.53,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,43,25-29 ปี,พันคน,2567
หญิง,389.56,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,44,30-34 ปี,พันคน,2567
หญิง,332.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,45,35-39 ปี,พันคน,2567
หญิง,787.62,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,46,40-49 ปี,พันคน,2567
หญิง,1406.14,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,47,50-59 ปี,พันคน,2567
หญิง,5826.58,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,48,60 ปีขึ้นไป,พันคน,2567
ชาย,1781.56,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,49,15-19 ปี,พันคน,2567
ชาย,667.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,50,20-24 ปี,พันคน,2567
ชาย,133.84,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,51,25-29 ปี,พันคน,2567
ชาย,106.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,52,30-34 ปี,พันคน,2567
ชาย,97.95,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,53,35-39 ปี,พันคน,2567
ชาย,249.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,54,40-49 ปี,พันคน,2567
ชาย,379.13,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,55,50-59 ปี,พันคน,2567
ชาย,3036.89,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,56,60 ปีขึ้นไป,พันคน,2567
หญิง,1947.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,57,15-19 ปี,พันคน,2567
หญิง,1052.43,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,58,20-24 ปี,พันคน,2567
หญิง,489.36,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,59,25-29 ปี,พันคน,2567
หญิง,368.34,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,60,30-34 ปี,พันคน,2567
หญิง,340.45,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,61,35-39 ปี,พันคน,2567
หญิง,846.44,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,62,40-49 ปี,พันคน,2567
หญิง,1430.36,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,63,50-59 ปี,พันคน,2567
หญิง,5832.34,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,64,60 ปีขึ้นไป,พันคน,2567
ชาย,1758.57,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,65,15-19 ปี,พันคน,2568
หญิง,1921.56,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,66,15-19 ปี,พันคน,2568
ชาย,720.24,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,67,20-24 ปี,พันคน,2568
หญิง,1105.16,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,68,20-24 ปี,พันคน,2568
ชาย,190.14,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,69,25-29 ปี,พันคน,2568
หญิง,462.73,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,70,25-29 ปี,พันคน,2568
ชาย,135.42,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,71,30-34 ปี,พันคน,2568
หญิง,391.63,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,72,30-34 ปี,พันคน,2568
ชาย,118.94,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,73,35-39 ปี,พันคน,2568
หญิง,367.55,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,74,35-39 ปี,พันคน,2568
ชาย,261.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,75,40-49 ปี,พันคน,2568
หญิง,865.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,76,40-49 ปี,พันคน,2568
ชาย,437.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,77,50-59 ปี,พันคน,2568
หญิง,1491.55,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,78,50-59 ปี,พันคน,2568
ชาย,3095.85,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,79,60 ปีขึ้นไป,พันคน,2568
หญิง,5951.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,80,60 ปีขึ้นไป,พันคน,2568
ชาย,1757.67,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,81,15-19 ปี,พันคน,2568
หญิง,1902.57,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,82,15-19 ปี,พันคน,2568
ชาย,726.13,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,83,20-24 ปี,พันคน,2568
หญิง,1093.97,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,84,20-24 ปี,พันคน,2568
ชาย,173.65,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,85,25-29 ปี,พันคน,2568
หญิง,447.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,86,25-29 ปี,พันคน,2568
ชาย,124.43,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,87,30-34 ปี,พันคน,2568
หญิง,412.58,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,88,30-34 ปี,พันคน,2568
ชาย,98.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,89,35-39 ปี,พันคน,2568
หญิง,339.22,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,90,35-39 ปี,พันคน,2568
ชาย,237.88,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,91,40-49 ปี,พันคน,2568
 15-19 ปี,1782.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,92,ชาย,พันคน,2563
 20-24 ปี,725.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,93,ชาย,พันคน,2563
 25-29 ปี,179.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,94,ชาย,พันคน,2563
 30-34 ปี,100.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,95,ชาย,พันคน,2563
 35-39 ปี,111.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,96,ชาย,พันคน,2563
 40-49 ปี,256.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,97,ชาย,พันคน,2563
 50-59 ปี,429.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,98,ชาย,พันคน,2563
 60 ปีขึ้นไป,3065.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,99,ชาย,พันคน,2563
 15-19 ปี,1966.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,100,หญิง,พันคน,2563
 20-24 ปี,1050.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,101,หญิง,พันคน,2563
 25-29 ปี,473.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,102,หญิง,พันคน,2563
 30-34 ปี,427.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,103,หญิง,พันคน,2563
 35-39 ปี,392.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,104,หญิง,พันคน,2563
 40-49 ปี,978.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,105,หญิง,พันคน,2563
 50-59 ปี,1570.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,106,หญิง,พันคน,2563
 60 ปีขึ้นไป,5043.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,107,หญิง,พันคน,2563
 15-19 ปี,1743.99,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,108,ชาย,พันคน,2563
 20-24 ปี,669.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,109,ชาย,พันคน,2563
 25-29 ปี,183.44,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,110,ชาย,พันคน,2563
 30-34 ปี,120.94,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,111,ชาย,พันคน,2563
 35-39 ปี,109.82,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,112,ชาย,พันคน,2563
 40-49 ปี,273.72,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,113,ชาย,พันคน,2563
 50-59 ปี,410.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,114,ชาย,พันคน,2563
 60 ปีขึ้นไป,3020.44,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,115,ชาย,พันคน,2563
 15-19 ปี,1936.03,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,116,หญิง,พันคน,2563
 20-24 ปี,1135.51,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,117,หญิง,พันคน,2563
 25-29 ปี,552.77,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,118,หญิง,พันคน,2563
 30-34 ปี,442.63,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,119,หญิง,พันคน,2563
 35-39 ปี,422.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,120,หญิง,พันคน,2563
 40-49 ปี,1050.51,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,121,หญิง,พันคน,2563
 50-59 ปี,1543.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,122,หญิง,พันคน,2563
 60 ปีขึ้นไป,5028.57,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,123,หญิง,พันคน,2563
 15-19 ปี,1744.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,124,ชาย,พันคน,2563
 20-24 ปี,681.09,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,125,ชาย,พันคน,2563
 25-29 ปี,155.77,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,126,ชาย,พันคน,2563
 30-34 ปี,109.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,127,ชาย,พันคน,2563
 35-39 ปี,101.42,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,128,ชาย,พันคน,2563
 40-49 ปี,217.85,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,129,ชาย,พันคน,2563
 50-59 ปี,409.11,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,130,ชาย,พันคน,2563
 60 ปีขึ้นไป,3010.51,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,131,ชาย,พันคน,2563
 15-19 ปี,1943.86,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,132,หญิง,พันคน,2563
 20-24 ปี,1068.65,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,133,หญิง,พันคน,2563
 25-29 ปี,530.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,134,หญิง,พันคน,2563
 30-34 ปี,400.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,135,หญิง,พันคน,2563
 35-39 ปี,404.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,136,หญิง,พันคน,2563
 40-49 ปี,958.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,137,หญิง,พันคน,2563
 50-59 ปี,1411.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,138,หญิง,พันคน,2563
 60 ปีขึ้นไป,5011.19,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,139,หญิง,พันคน,2563
 15-19 ปี,1719.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,140,ชาย,พันคน,2563
 20-24 ปี,583.71,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,141,ชาย,พันคน,2563
 25-29 ปี,139.63,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,142,ชาย,พันคน,2563
 30-34 ปี,101.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,143,ชาย,พันคน,2563
 35-39 ปี,100.65,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,144,ชาย,พันคน,2563
 40-49 ปี,220.25,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,145,ชาย,พันคน,2563
 50-59 ปี,427.37,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,146,ชาย,พันคน,2563
 60 ปีขึ้นไป,2999.79,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,147,ชาย,พันคน,2563
 15-19 ปี,1931.24,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,148,หญิง,พันคน,2563
 20-24 ปี,987.71,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,149,หญิง,พันคน,2563
 25-29 ปี,499.54,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,150,หญิง,พันคน,2563
 30-34 ปี,380.37,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,151,หญิง,พันคน,2563
 35-39 ปี,394.81,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,152,หญิง,พันคน,2563
 40-49 ปี,900.56,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,153,หญิง,พันคน,2563
 50-59 ปี,1408.52,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,154,หญิง,พันคน,2563
 60 ปีขึ้นไป,5058.87,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,155,หญิง,พันคน,2563
 15-19 ปี,1734.46,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,156,ชาย,พันคน,2564
 20-24 ปี,671.64,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,157,ชาย,พันคน,2564
 25-29 ปี,165.37,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,158,ชาย,พันคน,2564
 30-34 ปี,93.71,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,159,ชาย,พันคน,2564
 35-39 ปี,99.85,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,160,ชาย,พันคน,2564
 40-49 ปี,240.62,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,161,ชาย,พันคน,2564
 50-59 ปี,412.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,162,ชาย,พันคน,2564
 60 ปีขึ้นไป,3075.47,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,163,ชาย,พันคน,2564
 15-19 ปี,1935.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,164,หญิง,พันคน,2564
 20-24 ปี,1058.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,165,หญิง,พันคน,2564
 25-29 ปี,469.42,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,166,หญิง,พันคน,2564
 30-34 ปี,388.88,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,167,หญิง,พันคน,2564
 35-39 ปี,369.35,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,168,หญิง,พันคน,2564
 40-49 ปี,928.03,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,169,หญิง,พันคน,2564
 50-59 ปี,1493.73,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,170,หญิง,พันคน,2564
 60 ปีขึ้นไป,5115.05,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,171,หญิง,พันคน,2564
 15-19 ปี,1742.33,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,172,ชาย,พันคน,2564
 20-24 ปี,685.67,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,173,ชาย,พันคน,2564
 25-29 ปี,161.95,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,174,ชาย,พันคน,2564
 30-34 ปี,113.85,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,175,ชาย,พันคน,2564
 35-39 ปี,91.04,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,176,ชาย,พันคน,2564
 40-49 ปี,238.43,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,177,ชาย,พันคน,2564
 50-59 ปี,389.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,178,ชาย,พันคน,2564
 60 ปีขึ้นไป,3068.81,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,179,ชาย,พันคน,2564
 15-19 ปี,1904.24,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,180,หญิง,พันคน,2564
 20-24 ปี,1077.91,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,181,หญิง,พันคน,2564
หญิง,873.78,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,182,40-49 ปี,พันคน,2568
ชาย,429.67,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,183,50-59 ปี,พันคน,2568
หญิง,1507.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,184,50-59 ปี,พันคน,2568
ชาย,3167.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,185,60 ปีขึ้นไป,พันคน,2568
หญิง,6019.53,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,186,60 ปีขึ้นไป,พันคน,2568
ชาย,1785.55,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,187,15-19 ปี,พันคน,2568
หญิง,1920.88,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,188,15-19 ปี,พันคน,2568
ชาย,754.77,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,189,20-24 ปี,พันคน,2568
หญิง,1055.68,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,190,20-24 ปี,พันคน,2568
ชาย,184.97,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,191,25-29 ปี,พันคน,2568
หญิง,440.38,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,192,25-29 ปี,พันคน,2568
ชาย,135.68,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,193,30-34 ปี,พันคน,2568
หญิง,416.78,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,194,30-34 ปี,พันคน,2568
ชาย,93.36,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,195,35-39 ปี,พันคน,2568
หญิง,371.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,196,35-39 ปี,พันคน,2568
ชาย,250.16,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,197,40-49 ปี,พันคน,2568
หญิง,790.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,198,40-49 ปี,พันคน,2568
ชาย,406.04,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,199,50-59 ปี,พันคน,2568
หญิง,1421.79,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,200,50-59 ปี,พันคน,2568
ชาย,3218.64,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,201,60 ปีขึ้นไป,พันคน,2568
หญิง,6049.11,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,202,60 ปีขึ้นไป,พันคน,2568
15-19 ปี,1789.96,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,203,ชาย,พันคน,2568
15-19 ปี,1922.16,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,204,หญิง,พันคน,2568
20-24 ปี,691.38,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,205,ชาย,พันคน,2568
20-24 ปี,1073.44,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,206,หญิง,พันคน,2568
25-29 ปี,166.53,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,207,ชาย,พันคน,2568
25-29 ปี,450.62,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,208,หญิง,พันคน,2568
30-34 ปี,132.51,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,209,ชาย,พันคน,2568
30-34 ปี,401.42,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,210,หญิง,พันคน,2568
35-39 ปี,106.24,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,211,ชาย,พันคน,2568
35-39 ปี,368.03,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,212,หญิง,พันคน,2568
40-49 ปี,255.42,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,213,ชาย,พันคน,2568
40-49 ปี,807.21,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,214,หญิง,พันคน,2568
50-59 ปี,433.17,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,215,ชาย,พันคน,2568
50-59 ปี,1470.73,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,216,หญิง,พันคน,2568
60 ปีขึ้นไป,3244.88,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,217,ชาย,พันคน,2568
60 ปีขึ้นไป,6113.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,218,หญิง,พันคน,2568
 25-29 ปี,477.88,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,219,หญิง,พันคน,2564
 30-34 ปี,376.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,220,หญิง,พันคน,2564
 35-39 ปี,380.64,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,221,หญิง,พันคน,2564
 40-49 ปี,930.71,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,222,หญิง,พันคน,2564
 50-59 ปี,1479.51,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,223,หญิง,พันคน,2564
 60 ปีขึ้นไป,5168.59,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,224,หญิง,พันคน,2564
 15-19 ปี,1764.86,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,225,ชาย,พันคน,2564
 20-24 ปี,652.22,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,226,ชาย,พันคน,2564
 25-29 ปี,165.49,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,227,ชาย,พันคน,2564
 30-34 ปี,108.21,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,228,ชาย,พันคน,2564
 35-39 ปี,99.74,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,229,ชาย,พันคน,2564
 40-49 ปี,240.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,230,ชาย,พันคน,2564
