PROVINCE,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,LABOR_FORCE_STATUS,REGION,YEAR
ลพบุรี,2.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1931,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
ลำปาง,216.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1932,ชาย,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
ลำปาง,2.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1933,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
ลำปาง,0.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1934,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2564
ลำปาง,179.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1935,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
ลำปาง,4.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1936,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
ลำปาง,1.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1937,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2564
ลำพูน,133.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1938,ชาย,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
ลำพูน,1.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1939,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
ลำพูน,119.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1940,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
ลำพูน,2.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1941,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
เลย,163.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1942,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
เลย,0.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1943,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
เลย,140.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1944,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
เลย,1.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1945,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
ศรีสะเกษ,284.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1946,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
ศรีสะเกษ,0.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1947,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
ศรีสะเกษ,5.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1948,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
ศรีสะเกษ,232.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1949,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
ศรีสะเกษ,1.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1950,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
ศรีสะเกษ,1.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1951,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
สกลนคร,225.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1952,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
สกลนคร,7.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1953,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
สกลนคร,15.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1954,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
สกลนคร,164.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1955,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
สกลนคร,3.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1956,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
สกลนคร,11.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1957,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
สงขลา,446.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1958,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2564
สงขลา,17.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1959,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
สงขลา,394.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1960,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2564
สุรินทร์,0.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1961,ชาย,พันคน,ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2569
สุรินทร์,15.01,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1962,หญิง,พันคน,กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2569
อุดรธานี,278.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1963,หญิง,พันคน,ผู้มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2569
อุดรธานี,1.79,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1964,หญิง,พันคน,ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2569
นครสวรรค์,236.17,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1965,หญิง,พันคน,ผู้มีงานทำ,ภาคเหนือ,2569
สงขลา,11.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1966,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
สตูล,82.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1967,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2564
สตูล,2.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1968,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
สตูล,0.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1969,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2564
สตูล,62.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1970,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2564
สตูล,3.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1971,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
สตูล,0.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1972,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคใต้,2564
สมุทรปราการ,731.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1973,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สมุทรปราการ,14.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1974,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สมุทรปราการ,1.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1975,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
สมุทรปราการ,636.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1976,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สมุทรปราการ,23.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1977,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สมุทรสงคราม,60.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1978,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สมุทรสงคราม,1.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1979,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สมุทรสงคราม,51.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1980,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สมุทรสงคราม,0.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1981,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สมุทรสาคร,376.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1982,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สมุทรสาคร,3.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1983,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สมุทรสาคร,334.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1984,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สมุทรสาคร,4.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1985,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สระแก้ว,192.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1986,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สระแก้ว,5.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1987,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สระแก้ว,0.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1988,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
สระแก้ว,155.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1989,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สระแก้ว,4.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1990,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สระแก้ว,0.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1991,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
สระบุรี,215.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1992,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สระบุรี,7.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1993,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สระบุรี,0.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1994,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
สระบุรี,184.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1995,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สระบุรี,2.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1996,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สระบุรี,1.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1997,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
สิงห์บุรี,55.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1998,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สิงห์บุรี,2.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1999,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สิงห์บุรี,53.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2000,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สิงห์บุรี,1.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2001,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สุโขทัย,177.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2002,ชาย,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
สุโขทัย,4.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2003,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
สุโขทัย,0.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2004,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2564
สุโขทัย,158.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2005,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
สุโขทัย,2.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2006,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
สุพรรณบุรี,266.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2007,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สุพรรณบุรี,1.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2008,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สุพรรณบุรี,1.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2009,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
สุพรรณบุรี,209.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2010,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
สุพรรณบุรี,1.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2011,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
สุพรรณบุรี,2.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2012,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
สุราษฎร์ธานี,340.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2013,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2564
สุราษฎร์ธานี,6.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2014,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
สุราษฎร์ธานี,286.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2015,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2564
สุราษฎร์ธานี,4.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2016,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
สุรินทร์,276.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2017,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
สุรินทร์,5.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2018,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
สุรินทร์,13.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2019,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
สุรินทร์,233.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2020,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
สุรินทร์,3.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2021,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
สุรินทร์,5.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2022,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
หนองคาย,111.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2023,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
หนองคาย,1.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2024,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
หนองคาย,2.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2025,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
หนองคาย,90.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2026,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
หนองคาย,2.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2027,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
หนองคาย,1.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2028,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
หนองบัวลำภู,118.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2029,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
ลำพูน,115.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2030,ชาย,พันคน,ผู้มีงานทำ,ภาคเหนือ,2569
ลำพูน,0.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2031,ชาย,พันคน,ผู้ว่างงาน,ภาคเหนือ,2569
ลำพูน,114.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2032,หญิง,พันคน,ผู้มีงานทำ,ภาคเหนือ,2569
แม่ฮ่องสอน,1.91,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2033,หญิง,พันคน,กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2569
แม่ฮ่องสอน,67.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2034,หญิง,พันคน,ผู้มีงานทำ,ภาคเหนือ,2569
แม่ฮ่องสอน,0.14,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2035,หญิง,พันคน,ผู้ว่างงาน,ภาคเหนือ,2569
หนองบัวลำภู,3.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2036,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
หนองบัวลำภู,6.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2037,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
หนองบัวลำภู,89.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2038,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
หนองบัวลำภู,1.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2039,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
หนองบัวลำภู,2.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2040,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
อ่างทอง,73.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2041,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
อ่างทอง,1.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2042,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
อ่างทอง,0.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2043,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
อ่างทอง,68.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2044,หญิง,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
อ่างทอง,0.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2045,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
อ่างทอง,0.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2046,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
อำนาจเจริญ,60.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2047,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
อำนาจเจริญ,1.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2048,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
อำนาจเจริญ,6.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2049,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
อำนาจเจริญ,48.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2050,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
อำนาจเจริญ,2.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2051,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
อำนาจเจริญ,4.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2052,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
อุดรธานี,333.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2053,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
อุดรธานี,7.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2054,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
อุดรธานี,7.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2055,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
อุดรธานี,249.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2056,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
อุดรธานี,2.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2057,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
อุดรธานี,3.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2058,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
อุตรดิตถ์,113.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2059,ชาย,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
อุตรดิตถ์,2.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2060,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
อุตรดิตถ์,4.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2061,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2564
อุตรดิตถ์,94.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2062,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
อุตรดิตถ์,1.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2063,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
อุตรดิตถ์,0.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2064,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2564
อุทัยธานี,78.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2065,ชาย,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
อุทัยธานี,0.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2066,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
อุทัยธานี,0.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2067,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2564
อุทัยธานี,71.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2068,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2564
อุทัยธานี,0.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2069,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2564
อุทัยธานี,1.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2070,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2564
อุบลราชธานี,462.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2071,ชาย,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
อุบลราชธานี,9.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2072,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
อุบลราชธานี,4.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2073,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
อุบลราชธานี,379.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2074,หญิง,พันคน,1.1 มีงานทำ,ภาคตะวันออกเฉียงเหนือ,2564
อุบลราชธานี,2.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2075,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคตะวันออกเฉียงเหนือ,2564
อุบลราชธานี,13.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,2076,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคตะวันออกเฉียงเหนือ,2564
กระบี่,118.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2077,ชาย,พันคน,1.1 มีงานทำ,ภาคใต้,2564
กระบี่,4.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2078,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
กระบี่,89.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2079,หญิง,พันคน,1.1 มีงานทำ,ภาคใต้,2564
กระบี่,3.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2080,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคใต้,2564
กรุงเทพมหานคร,2803.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2081,ชาย,พันคน,1.1 มีงานทำ,กรุงเทพมหานคร,2564
กรุงเทพมหานคร,75.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2082,ชาย,พันคน,1.2 ผู้ว่างงาน,กรุงเทพมหานคร,2564
กรุงเทพมหานคร,1.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2083,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,กรุงเทพมหานคร,2564
กรุงเทพมหานคร,2571.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2084,หญิง,พันคน,1.1 มีงานทำ,กรุงเทพมหานคร,2564
กรุงเทพมหานคร,61.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2085,หญิง,พันคน,1.2 ผู้ว่างงาน,กรุงเทพมหานคร,2564
กรุงเทพมหานคร,1.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2086,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,กรุงเทพมหานคร,2564
กาญจนบุรี,248.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2087,ชาย,พันคน,1.1 มีงานทำ,ภาคกลาง,2564
กาญจนบุรี,2.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2088,ชาย,พันคน,1.2 ผู้ว่างงาน,ภาคกลาง,2564
กาญจนบุรี,1.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,2089,ชาย,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคกลาง,2564
