_id,ปริมาณการใช้รวมต่อปี,ลำดับหมวดอุตสาหกรรม,หมวดอุตสาหกรรม,จังหวัด
30,111382086.851,3,อุตสาหกรรมเครื่องดื่ม,กาญจนบุรี
31,1777195.0509999993,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,กาญจนบุรี
32,3149.499,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,กาญจนบุรี
33,15.98,14,ผลิตภัณฑ์พลาสติก,กาญจนบุรี
34,47,15,ผลิตภัณฑ์อโลหะ,กาญจนบุรี
35,4486.338599999999,16,ผลิตโลหะขั้นมูลฐาน,กาญจนบุรี
36,16980541.525,21,การผลิตอื่นๆ,กาญจนบุรี
37,18592.219000000005,1,ผลิตภัณฑ์จากพืช,กาฬสินธุ์
38,2311.1349999999998,2,อุตสาหกรรมอาหาร,กาฬสินธุ์
39,312.038,3,อุตสาหกรรมเครื่องดื่ม,กาฬสินธุ์
40,0,15,ผลิตภัณฑ์อโลหะ,กาฬสินธุ์
41,1,17,ผลิตภัณฑ์โลหะ,กาฬสินธุ์
42,7216.609,21,การผลิตอื่นๆ,กาฬสินธุ์
43,247.062,1,ผลิตภัณฑ์จากพืช,กำแพงเพชร
44,160.967,2,อุตสาหกรรมอาหาร,กำแพงเพชร
45,11410.16,3,อุตสาหกรรมเครื่องดื่ม,กำแพงเพชร
46,621.33872,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,กำแพงเพชร
47,34085.768200000006,21,การผลิตอื่นๆ,กำแพงเพชร
48,229.892,1,ผลิตภัณฑ์จากพืช,ขอนแก่น
49,317008.574,2,อุตสาหกรรมอาหาร,ขอนแก่น
50,2753.75841,3,อุตสาหกรรมเครื่องดื่ม,ขอนแก่น
51,891.6702000000001,4,สิ่งทอ,ขอนแก่น
52,36.199999999999996,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ขอนแก่น
53,272416.4,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ขอนแก่น
54,0,12,ผลิตภัณฑ์จากปิโตรเลียม,ขอนแก่น
55,280.4297000000001,15,ผลิตภัณฑ์อโลหะ,ขอนแก่น
56,59.243,17,ผลิตภัณฑ์โลหะ,ขอนแก่น
57,235.24,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ขอนแก่น
58,85.11558,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ขอนแก่น
59,1963.7790000000002,21,การผลิตอื่นๆ,ขอนแก่น
60,451.12,1,ผลิตภัณฑ์จากพืช,จันทบุรี
61,115.073,2,อุตสาหกรรมอาหาร,จันทบุรี
62,8,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,จันทบุรี
63,3027.46,12,ผลิตภัณฑ์จากปิโตรเลียม,จันทบุรี
64,262.14899999899995,13,ยางและผลิตภัณฑ์ยาง,จันทบุรี
65,8,15,ผลิตภัณฑ์อโลหะ,จันทบุรี
66,1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,จันทบุรี
67,0.9192452600000001,21,การผลิตอื่นๆ,จันทบุรี
68,120.35300000000001,1,ผลิตภัณฑ์จากพืช,ฉะเชิงเทรา
69,3594.4173431970016,2,อุตสาหกรรมอาหาร,ฉะเชิงเทรา
70,58541.1358,3,อุตสาหกรรมเครื่องดื่ม,ฉะเชิงเทรา
71,1252.3870299999999,4,สิ่งทอ,ฉะเชิงเทรา
72,3.8569999999999998,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,ฉะเชิงเทรา
73,373.93,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ฉะเชิงเทรา
74,3.2,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ฉะเชิงเทรา
75,815.024,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ฉะเชิงเทรา
76,7018.07097949,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ฉะเชิงเทรา
77,2381.9231300000006,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,ฉะเชิงเทรา
78,10601044.362640023,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ฉะเชิงเทรา
79,8359.804239997,12,ผลิตภัณฑ์จากปิโตรเลียม,ฉะเชิงเทรา
80,5784.82,13,ยางและผลิตภัณฑ์ยาง,ฉะเชิงเทรา
81,701744.0196190003,14,ผลิตภัณฑ์พลาสติก,ฉะเชิงเทรา
82,80366.514,15,ผลิตภัณฑ์อโลหะ,ฉะเชิงเทรา
83,652393.2939000002,16,ผลิตโลหะขั้นมูลฐาน,ฉะเชิงเทรา
84,37456.44480779303,17,ผลิตภัณฑ์โลหะ,ฉะเชิงเทรา
85,15841.613935999012,18,ผลิตเครื่องจักรและเครื่องกล,ฉะเชิงเทรา
86,354133.3591354008,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ฉะเชิงเทรา
87,677018.2878512908,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ฉะเชิงเทรา
88,2985228.11077,21,การผลิตอื่นๆ,ฉะเชิงเทรา
89,25070044.33460195,1,ผลิตภัณฑ์จากพืช,ชลบุรี
90,946405.0016899996,2,อุตสาหกรรมอาหาร,ชลบุรี
91,2842.649,3,อุตสาหกรรมเครื่องดื่ม,ชลบุรี
92,4333.084000000002,4,สิ่งทอ,ชลบุรี
93,1807.8437799999997,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ชลบุรี
94,10.1,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ชลบุรี
95,827.9611999999997,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ชลบุรี
96,4435.162200000001,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ชลบุรี
97,67813.03820000001,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,ชลบุรี
98,2806924.8601179854,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ชลบุรี
99,171019.2072520001,12,ผลิตภัณฑ์จากปิโตรเลียม,ชลบุรี
100,1314721.014602,13,ยางและผลิตภัณฑ์ยาง,ชลบุรี
101,239529.9421519099,14,ผลิตภัณฑ์พลาสติก,ชลบุรี
102,140085.60185320006,15,ผลิตภัณฑ์อโลหะ,ชลบุรี
103,343455.40300799976,16,ผลิตโลหะขั้นมูลฐาน,ชลบุรี
104,435763.5639933859,17,ผลิตภัณฑ์โลหะ,ชลบุรี
105,686035.1017998307,18,ผลิตเครื่องจักรและเครื่องกล,ชลบุรี
106,586363.9097036584,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ชลบุรี
107,2035710.2699575482,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ชลบุรี
108,134673.35519599888,21,การผลิตอื่นๆ,ชลบุรี
109,201.39700000000002,3,อุตสาหกรรมเครื่องดื่ม,ชัยนาท
110,152.61903452999996,4,สิ่งทอ,ชัยนาท
111,107750.28375099997,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ชัยนาท
112,320,21,การผลิตอื่นๆ,ชัยนาท
113,19089.060790000007,1,ผลิตภัณฑ์จากพืช,ชัยภูมิ
114,11500.9561,2,อุตสาหกรรมอาหาร,ชัยภูมิ
115,2000000,3,อุตสาหกรรมเครื่องดื่ม,ชัยภูมิ
116,2.299,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,ชัยภูมิ
117,0,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ชัยภูมิ
118,84,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ชัยภูมิ
119,420.4680000000001,21,การผลิตอื่นๆ,ชัยภูมิ
120,5399.613,2,อุตสาหกรรมอาหาร,ชุมพร
121,28163.756699999998,13,ยางและผลิตภัณฑ์ยาง,ชุมพร
122,20181.383,15,ผลิตภัณฑ์อโลหะ,ชุมพร
123,111111155.24,21,การผลิตอื่นๆ,ชุมพร
124,35.309999999999995,2,อุตสาหกรรมอาหาร,เชียงราย
125,69.88735,13,ยางและผลิตภัณฑ์ยาง,เชียงราย
126,12,14,ผลิตภัณฑ์พลาสติก,เชียงราย
127,13.5,21,การผลิตอื่นๆ,เชียงราย
128,18.986,1,ผลิตภัณฑ์จากพืช,เชียงใหม่
129,586.0781,2,อุตสาหกรรมอาหาร,เชียงใหม่
130,65.782,3,อุตสาหกรรมเครื่องดื่ม,เชียงใหม่
131,0.1675,4,สิ่งทอ,เชียงใหม่
132,32.15939000000001,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,เชียงใหม่
133,1.62292,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,เชียงใหม่
134,28.3,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,เชียงใหม่
135,2,14,ผลิตภัณฑ์พลาสติก,เชียงใหม่
136,86.17189999999998,15,ผลิตภัณฑ์อโลหะ,เชียงใหม่
137,177.727,17,ผลิตภัณฑ์โลหะ,เชียงใหม่
138,420.82834999999983,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,เชียงใหม่
139,102.25099999999998,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,เชียงใหม่
140,342.80808,21,การผลิตอื่นๆ,เชียงใหม่
141,27.95,2,อุตสาหกรรมอาหาร,ตรัง
142,53516.23799999999,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ตรัง
143,0,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ตรัง
144,2687.6299999999997,12,ผลิตภัณฑ์จากปิโตรเลียม,ตรัง
145,231657.1980585469,13,ยางและผลิตภัณฑ์ยาง,ตรัง
146,100,21,การผลิตอื่นๆ,ตรัง
147,1.98,2,อุตสาหกรรมอาหาร,ตราด
148,0,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ตราด
149,17990,13,ยางและผลิตภัณฑ์ยาง,ตราด
150,10,21,การผลิตอื่นๆ,ตราด
151,45,1,ผลิตภัณฑ์จากพืช,ตาก
152,505.503,4,สิ่งทอ,ตาก
153,8.715,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ตาก
154,2.4,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ตาก
155,81.63000000000001,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ตาก
156,100,12,ผลิตภัณฑ์จากปิโตรเลียม,ตาก
157,14.749999999999998,14,ผลิตภัณฑ์พลาสติก,ตาก
158,0.5,15,ผลิตภัณฑ์อโลหะ,ตาก
159,0.54,16,ผลิตโลหะขั้นมูลฐาน,ตาก
160,15,21,การผลิตอื่นๆ,ตาก
161,677.46836,2,อุตสาหกรรมอาหาร,นครนายก
162,1328.7540000000004,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,นครนายก
163,88.8,13,ยางและผลิตภัณฑ์ยาง,นครนายก
164,32.67999999999999,18,ผลิตเครื่องจักรและเครื่องกล,นครนายก
165,4032.6465300000004,1,ผลิตภัณฑ์จากพืช,นครปฐม
166,3863527.223652996,2,อุตสาหกรรมอาหาร,นครปฐม
167,19308.967719000004,3,อุตสาหกรรมเครื่องดื่ม,นครปฐม
168,9909.344844680001,4,สิ่งทอ,นครปฐม
169,13601.287,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,นครปฐม
170,0.2277,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,นครปฐม
171,6.4,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,นครปฐม
172,25.344,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,นครปฐม
173,322277.00435,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,นครปฐม
174,13061.01,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,นครปฐม
175,1180621.509330878,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,นครปฐม
176,49214.58480999999,13,ยางและผลิตภัณฑ์ยาง,นครปฐม
177,2508606.4883000003,14,ผลิตภัณฑ์พลาสติก,นครปฐม
178,3370.975,15,ผลิตภัณฑ์อโลหะ,นครปฐม
179,30397.424000000003,16,ผลิตโลหะขั้นมูลฐาน,นครปฐม
180,109.607,17,ผลิตภัณฑ์โลหะ,นครปฐม
181,270,18,ผลิตเครื่องจักรและเครื่องกล,นครปฐม
182,26646.659875999998,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,นครปฐม
183,35.231,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,นครปฐม
184,18498.352869999988,21,การผลิตอื่นๆ,นครปฐม
185,1,2,อุตสาหกรรมอาหาร,นครพนม
186,123.636,13,ยางและผลิตภัณฑ์ยาง,นครพนม
187,32.6,14,ผลิตภัณฑ์พลาสติก,นครพนม
188,1000000,15,ผลิตภัณฑ์อโลหะ,นครพนม
189,46215.36671,1,ผลิตภัณฑ์จากพืช,นครราชสีมา
190,3616242.0176999997,2,อุตสาหกรรมอาหาร,นครราชสีมา
191,130919.08209999999,3,อุตสาหกรรมเครื่องดื่ม,นครราชสีมา
192,14.60669,4,สิ่งทอ,นครราชสีมา
193,312.62,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,นครราชสีมา
194,8.05,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,นครราชสีมา
195,260.6,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,นครราชสีมา
196,18970.247999999996,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,นครราชสีมา
197,34037,12,ผลิตภัณฑ์จากปิโตรเลียม,นครราชสีมา
198,4921.829935000001,13,ยางและผลิตภัณฑ์ยาง,นครราชสีมา
199,14186.835849000005,14,ผลิตภัณฑ์พลาสติก,นครราชสีมา
200,9456.779999999999,15,ผลิตภัณฑ์อโลหะ,นครราชสีมา
201,1524.47553,16,ผลิตโลหะขั้นมูลฐาน,นครราชสีมา
202,37984.82713999999,17,ผลิตภัณฑ์โลหะ,นครราชสีมา
203,4637.890658,18,ผลิตเครื่องจักรและเครื่องกล,นครราชสีมา
204,5438.985930100003,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,นครราชสีมา
205,1293.4746800000005,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,นครราชสีมา
206,70945.90914999998,21,การผลิตอื่นๆ,นครราชสีมา
207,65.694,2,อุตสาหกรรมอาหาร,นครศรีธรรมราช
208,16.5,3,อุตสาหกรรมเครื่องดื่ม,นครศรีธรรมราช
209,300,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,นครศรีธรรมราช
210,125.83999999999996,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,นครศรีธรรมราช
211,21019.627,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,นครศรีธรรมราช
212,4782,12,ผลิตภัณฑ์จากปิโตรเลียม,นครศรีธรรมราช
213,9009.434418199999,13,ยางและผลิตภัณฑ์ยาง,นครศรีธรรมราช
214,37681.33569999998,15,ผลิตภัณฑ์อโลหะ,นครศรีธรรมราช
215,3,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,นครศรีธรรมราช
216,620590.9621999998,21,การผลิตอื่นๆ,นครศรีธรรมราช
217,34.870000000000005,1,ผลิตภัณฑ์จากพืช,นครสวรรค์
218,360.6,2,อุตสาหกรรมอาหาร,นครสวรรค์
219,22314.2465,3,อุตสาหกรรมเครื่องดื่ม,นครสวรรค์
220,24,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,นครสวรรค์
221,1749.17,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,นครสวรรค์
222,410.5,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,นครสวรรค์
223,95,15,ผลิตภัณฑ์อโลหะ,นครสวรรค์
224,230,16,ผลิตโลหะขั้นมูลฐาน,นครสวรรค์
225,51.6,17,ผลิตภัณฑ์โลหะ,นครสวรรค์
226,18.5,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,นครสวรรค์
227,666.8564,21,การผลิตอื่นๆ,นครสวรรค์
228,3.355,1,ผลิตภัณฑ์จากพืช,นนทบุรี
229,1704.78705715,2,อุตสาหกรรมอาหาร,นนทบุรี
230,11293.4,3,อุตสาหกรรมเครื่องดื่ม,นนทบุรี
231,32.27,4,สิ่งทอ,นนทบุรี
232,75.405,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,นนทบุรี
233,154.30900000000003,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,นนทบุรี
234,17285.899999999998,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,นนทบุรี
235,134103.2130170001,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,นนทบุรี
236,1681.832,13,ยางและผลิตภัณฑ์ยาง,นนทบุรี
237,44544.3,14,ผลิตภัณฑ์พลาสติก,นนทบุรี
238,35130820.9,15,ผลิตภัณฑ์อโลหะ,นนทบุรี
239,17.4,16,ผลิตโลหะขั้นมูลฐาน,นนทบุรี
240,552.897,17,ผลิตภัณฑ์โลหะ,นนทบุรี
241,10150.602490000005,18,ผลิตเครื่องจักรและเครื่องกล,นนทบุรี
242,2977.8560352000013,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,นนทบุรี
243,66.4782,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,นนทบุรี
244,23551.010523949997,21,การผลิตอื่นๆ,นนทบุรี
245,0.36,2,อุตสาหกรรมอาหาร,นราธิวาส
246,137.6,3,อุตสาหกรรมเครื่องดื่ม,นราธิวาส
247,1421,12,ผลิตภัณฑ์จากปิโตรเลียม,นราธิวาส
248,1078.416,13,ยางและผลิตภัณฑ์ยาง,นราธิวาส
249,27.15,21,การผลิตอื่นๆ,นราธิวาส
250,1,1,ผลิตภัณฑ์จากพืช,น่าน
251,199.26245400000002,13,ยางและผลิตภัณฑ์ยาง,บึงกาฬ
252,1210.1,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,บึงกาฬ
253,5839.536,1,ผลิตภัณฑ์จากพืช,บุรีรัมย์
254,1694.61,2,อุตสาหกรรมอาหาร,บุรีรัมย์
255,131.33,3,อุตสาหกรรมเครื่องดื่ม,บุรีรัมย์
256,26.659,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,บุรีรัมย์
257,2053.5930000010003,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,บุรีรัมย์
258,449.07951,13,ยางและผลิตภัณฑ์ยาง,บุรีรัมย์
259,574.327,21,การผลิตอื่นๆ,บุรีรัมย์
260,1989.4062599999997,1,ผลิตภัณฑ์จากพืช,ปทุมธานี
261,472730.8208419999,2,อุตสาหกรรมอาหาร,ปทุมธานี
262,194068.76696600008,3,อุตสาหกรรมเครื่องดื่ม,ปทุมธานี
263,272.21728,4,สิ่งทอ,ปทุมธานี
264,4244.951300000001,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ปทุมธานี
265,58.7,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,ปทุมธานี
266,229.566,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ปทุมธานี
267,5321.625,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ปทุมธานี
268,3431.2509019980007,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,ปทุมธานี
269,2731417.2760074097,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ปทุมธานี
270,2397.1659999999997,12,ผลิตภัณฑ์จากปิโตรเลียม,ปทุมธานี
271,18885.67100000001,13,ยางและผลิตภัณฑ์ยาง,ปทุมธานี
272,27071.101400000003,14,ผลิตภัณฑ์พลาสติก,ปทุมธานี
273,46733.819359999994,15,ผลิตภัณฑ์อโลหะ,ปทุมธานี
274,1740.792600000001,16,ผลิตโลหะขั้นมูลฐาน,ปทุมธานี
275,9210.337593999995,17,ผลิตภัณฑ์โลหะ,ปทุมธานี
276,257331.1773670001,18,ผลิตเครื่องจักรและเครื่องกล,ปทุมธานี
277,42754.19227750099,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ปทุมธานี
278,52234.97075850004,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ปทุมธานี
279,151418.08344118294,21,การผลิตอื่นๆ,ปทุมธานี
280,774085.9689,2,อุตสาหกรรมอาหาร,ประจวบคีรีขันธ์
281,15000,4,สิ่งทอ,ประจวบคีรีขันธ์
282,65992.034996,16,ผลิตโลหะขั้นมูลฐาน,ประจวบคีรีขันธ์
283,4286.283,17,ผลิตภัณฑ์โลหะ,ประจวบคีรีขันธ์
284,81,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ประจวบคีรีขันธ์
285,59.53761,21,การผลิตอื่นๆ,ประจวบคีรีขันธ์
286,4014.4060000000004,1,ผลิตภัณฑ์จากพืช,ปราจีนบุรี
287,100408.6434,2,อุตสาหกรรมอาหาร,ปราจีนบุรี
288,3730.9548649999997,3,อุตสาหกรรมเครื่องดื่ม,ปราจีนบุรี
289,1923.3820099999996,4,สิ่งทอ,ปราจีนบุรี
290,8.795,5,อุตสาหกรรมเครื่องแต่งกายยกเว้นรองเท้า,ปราจีนบุรี
291,1043.844,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,ปราจีนบุรี
292,1164834.8432,8,เครื่องเรือนหรือเครื่องตบแต่งในอาคารจากไม้ แก้ว ยาง หรือโลหะอื่นๆ,ปราจีนบุรี
293,4488688.335000001,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,ปราจีนบุรี
294,620.6500000000001,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,ปราจีนบุรี
295,111314.23678000006,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ปราจีนบุรี
296,150.99499999999998,13,ยางและผลิตภัณฑ์ยาง,ปราจีนบุรี
297,102327.84098600001,14,ผลิตภัณฑ์พลาสติก,ปราจีนบุรี
298,43603.269673749994,15,ผลิตภัณฑ์อโลหะ,ปราจีนบุรี
299,41322.38999999999,16,ผลิตโลหะขั้นมูลฐาน,ปราจีนบุรี
300,6256.72574,17,ผลิตภัณฑ์โลหะ,ปราจีนบุรี
301,2132.5765000000006,18,ผลิตเครื่องจักรและเครื่องกล,ปราจีนบุรี
302,287211.56645999994,19,ผลิตเครื่องใช้ไฟฟ้าและอุปกรณ์,ปราจีนบุรี
303,146683.30427232388,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ปราจีนบุรี
304,30899.78419000001,21,การผลิตอื่นๆ,ปราจีนบุรี
305,27.377000000000002,2,อุตสาหกรรมอาหาร,ปัตตานี
306,5000,12,ผลิตภัณฑ์จากปิโตรเลียม,ปัตตานี
307,62.325,13,ยางและผลิตภัณฑ์ยาง,ปัตตานี
308,5000,15,ผลิตภัณฑ์อโลหะ,ปัตตานี
309,15.000000001,20,ผลิตยานพาหนะและอุปกรณ์รวมทั้งการซ่อมยานพาหนะและอุปกรณ์,ปัตตานี
310,110.56,21,การผลิตอื่นๆ,ปัตตานี
311,4944.212100000001,1,ผลิตภัณฑ์จากพืช,พระนครศรีอยุธยา
312,436968.2315302999,2,อุตสาหกรรมอาหาร,พระนครศรีอยุธยา
313,21079.62315384501,3,อุตสาหกรรมเครื่องดื่ม,พระนครศรีอยุธยา
314,1904.562008,4,สิ่งทอ,พระนครศรีอยุธยา
315,9608.697000000002,6,ผลิตหนังสัตว์และผลิตภัณฑ์จากหนังสัตว์,พระนครศรีอยุธยา
316,14.090000000000002,7,แปรรูปไม้และผลิตภัณฑ์จากไม้,พระนครศรีอยุธยา
317,362.21,9,ผลิตกระดาษและผลิตภัณฑ์กระดาษ,พระนครศรีอยุธยา
318,888.8040000000002,10,การพิมพ์ การเย็บเล่ม ทำปกหรือการทำแม่พิมพ์,พระนครศรีอยุธยา
319,401025.13435600046,11,เคมีภัณฑ์และผลิตภัณฑ์เคมี,พระนครศรีอยุธยา
