ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
ประกอบและซ่อมแซมชิ้นส่วนและอุปกรณ์สำหรับรถใช้งานเฉพาะกิจต่าง ๆ เช่น รถกวาด-ดูดฝุ่น รถกระเช้า รถยก รถปฏิบัติการภาคพื้นที่ใช้ในสนามบิน ฯลฯ,5,คลองหลวง-หนองเสือ, 11.80 ,จ2-77(1)-5/64ปท,20130047725644,1183,55.5,7701,บริษัท ยูนิเทค แอสโซซิเอทส์ จำกัด,คลองห้า,64,-,คลองหลวง,33,ปทุมธานี,บริษัท ยูนิเทค แอสโซซิเอทส์ จำกัด,2, 10 ,12120
ผลิตอุปกรณ์สำหรับรถยนต์,5,, 6.00 ,จ2-77(2)-16/64ปท,20130071025648,1184,57.0,7702,บริษัท ศิลามั่นคง 2012 จำกัด,คลองสี่,64,,คลองหลวง,39/13,ปทุมธานี,บริษัท ศิลามั่นคง 2012 จำกัด,2, 10 ,12120
ผลิตอุปกรณ์สำหรับรถยนต์,5,, 7.00 ,จ2-77(2)-28/64ปท,20130119525641,1185,54.66,7702,บริษัท เมเจอร์ เทคนิคอน จำกัด,คลองสี่,64,,คลองหลวง,39/1,ปทุมธานี,บริษัท เมเจอร์ เทคนิคอน จำกัด,2, 10 ,12120
ทำชิ้นส่วนยานยนต์ เครื่องจักร และชิ้นส่วนโลหะทั่วไป,1,ธัญบุรี-วังน้อย, 12.86 ,จ2-77(2)-15/64ปท,20130070925640,1186,70.75,7702,บริษัท เอสพีเอ็น เวิร์ค จำกัด,คลองเจ็ด,64,,คลองหลวง,55/24,ปทุมธานี,บริษัท เอสพีเอ็น เวิร์ค จำกัด,2, 16 ,12120
ผลิตอุปรณ์สำหรับรถยนต์,5,, 6.00 ,จ2-77(2)-14/64ปท,20130061925641,1187,57.32,7702,นางพรฤดี พิรุณวัฒนา,คลองสี่,64,,คลองหลวง,39/4,ปทุมธานี,นางพรฤดี พิรุณวัฒนา,2, 10 ,12120
ผลิตชุดและอุปกรณ์สำหรับกีฬาทางน้ำ เช่น ชุดดำน้ำ,20,พหลโยธิน, 5.75 ,จ2-86-1/36ปท,20132600125360,1188,24.57,8600,บริษัท ยูโร-เอเซีย แมนูแฟคเจอร์ริ่ง จำกัด,คลองหนึ่ง,36,นวนคร 3,คลองหลวง,101/5,ปทุมธานี,บริษัท ยูโร-เอเซีย แมนูแฟคเจอร์ริ่ง จำกัด,2, 55 ,12120
ทำป้าย ตรา เครื่องหมาย ป้ายติดของหรือเครื่องโฆษณาสินค้า ตราโลหะหรือยางแม่พิมพ์ลายฉลุ (stencils),8,, 29.60 ,จ2-87(5)-2/67ปท,20130024425671,1189,64.94,8705,บริษัท ไทยสยาม อิงค์เจ็คท์ จำกัด,คลองสี่,67,,คลองหลวง,3/9,ปทุมธานี,บริษัท ไทยสยาม อิงค์เจ็คท์ จำกัด,2, 30 ,12120
แบ่งบรรจุน้ำมันหล่อลื่น,7,พหลโยธิน, 11.00 ,อ2-91(1)-37/64ปท,60130431225640,1190,55.0,9101,บริษัท น้ำมันอพอลโล (ไทย) จำกัด,คลองหนึ่ง,64,,คลองหลวง,35/10,ปทุมธานี,บริษัท น้ำมันอพอลโล (ไทย) จำกัด,2, 11 ,12120
บรรจุน้ำมันพืชบริสุทธิ์,6,, 18.00 ,จ2-91(1)-11/64ปท,20130060825644,1191,72.0,9101,-,คลองสี่,64,,คลองหลวง,88/8,ปทุมธานี,นางภัคธนัทกันต์ รุจิศักดิ์เมธี,2, 15 ,12120
บรรจุสินค้าทั่วไปผลิตสินค้าผักผลไม้,9,ไอยรา 1, 0.00 ,อ2-91(1)-4/62ปท,60130129925626,1192,34.05,9101,บริษัท ที ซี เฟรช จำกัด,คลองสอง,62,,คลองหลวง,48/12,ปทุมธานี,บริษัท ที ซี เฟรช จำกัด,2, 50 ,12120
ห้องเย็นเก็บรักษา พืช ผัก ผลไม้ ความจุ 300 ตัน,9,, 19.00 ,อ2-92-2/65ปท,60130205425657,1193,68.36,9200,บริษัท หย่าไท่ กั๋วจี้ โหลงฉางผิ่ง จี้ถ๋วน จำกัด,คลองสอง,65,เทศบาล 2,คลองหลวง,8/98,ปทุมธานี,บริษัท หย่าไท่ กั๋วจี้ โหลงฉางผิ่ง จี้ถ๋วน จำกัด,2, 10 ,12120
ตัดแต่งผัก ผลไม้ และบรรจุพร้อมแช่เย็น,9,ตลาดไท, 2.60 ,อ2-92-23/64ปท,60130141125643,1194,51.0,9200,บริษัท เอ-เบสท์ จำกัด,คลองสอง,64,ตลาดไท,คลองหลวง,32/1036,ปทุมธานี,บริษัท เอ-เบสท์ จำกัด,2, 61 ,12120
ห้องเย็นเก็บรักษาพืชผลการเกษตร ความจุ 560 ตัน,10,ไอยรา1, 25.00 ,อ2-92-16/64ปท,60130114825641,1195,65.67,9200,บริษัท คิงทา จำกัด,คลองสอง,64,,คลองหลวง,44/60,ปทุมธานี,บริษัท คิงทา จำกัด,2, 9 ,12120
โรงงานห้องเย็นและบรรจุภัณฑ์ผักและผลไม้,9,, 28.29 ,อ2-92-1/65ปท,60130193325653,1196,38.43,9200,บริษัท เอสพี เพรช อินเตอร์เทรด จำกัด,คลองหนึ่ง,65,,คลองหลวง,"99/44,99/46,99/48",ปทุมธานี,บริษัท เอสพี เพรช อินเตอร์เทรด จำกัด,2, 66 ,12120
ห้องเย็น,8,เทพกุญชร 2, 7.88 ,จ2-92-6/64ปท,20130073425648,1197,51.0,9200,,คลองหนึ่ง,64,เทพกุญชร 8,คลองหลวง,,ปทุมธานี,นางวนิดา จองจำเริญ,2, 10 ,12120
ห้องเย็น,12,, 6.00 ,จ2-92-21/64ปท,20130135325646,1198,60.0,9200,,คลองหนึ่ง,64,,คลองหลวง,33/130,ปทุมธานี,นายสันติ แซ่ย่าง,2, 10 ,12120
ห้องเย็นเก็บรักษาผัก ผลไม้สด,8,, 19.00 ,อ2-92-20/64ปท,60130135025643,1199,51.24,9200,บริษัท ออลเวย์ เฟรช อินเตอร์เทรด จำกัด,คลองหนึ่ง,64,,คลองหลวง,25/10,ปทุมธานี,บริษัท ออลเวย์ เฟรช อินเตอร์เทรด จำกัด,2, 10 ,12120
ห้องเย็น (เก็บรักษาพืช ผัก ผลไม้ ทางการเกษตร),9,เทพกุญชร 2, 12.50 ,อ2-92-2/68ปท,60130002225680,1200,65.0,9200,นางวาสนาดี ชัยศุภลักษณ์,คลองหนึ่ง,68,เทพกุญชร 7,คลองหลวง,15/12,ปทุมธานี,นางวาสนาดี ชัยศุภลักษณ์,2, 7 ,12120
ห้องเย็นเก็บรักษาพืชผลการเกษตร ความจุ 800 ตัน,9,คลองหลวง, 20.00 ,อ2-92-22/64ปท,60130135725648,1201,67.0,9200,สหรุ่งเรือง,คลองสอง,64,เทศบาล 4,คลองหลวง,95/9,ปทุมธานี,สหรุ่งเรือง,2, 7 ,12120
ห้องเย็น,9,, 15.00 ,อ2-92-14/64ปท,60130114225644,1202,60.0,9200,บริษัท ทีที อิมพอร์ต แอนด์ เอ็กซ์พอร์ต เทรดดิ้ง จำกัด,คลองหนึ่ง,64,,คลองหลวง,15/16,ปทุมธานี,บริษัท ทีที อิมพอร์ต แอนด์ เอ็กซ์พอร์ต เทรดดิ้ง จำกัด,2, 10 ,12120
ห้องเย็น,9,, 8.00 ,จ2-92-15/64ปท,20130114425649,1203,65.0,9200,,คลองหนึ่ง,64,,คลองหลวง,62/9,ปทุมธานี,นางสาวหยี่หลิง แซ่ย่าง,2, 6 ,12120
ห้องเย็นเก็บรักษาพืช ผัก ผลไม้ ความจุ 375 ตัน,9,, 7.50 ,อ2-92-12/64ปท,60130113325643,1204,56.93,9200,บริษัท รุน ดอง จำกัด,คลองหนึ่ง,64,,คลองหลวง,62/16,ปทุมธานี,บริษัท รุน ดอง จำกัด,2, 7 ,12120
ห้องเย็น,8,, 8.65 ,อ2-92-11/64ปท,60130113025649,1205,64.0,9200,บริษัท เอ แอนด์ เอ มีท ฟูด โปรดักส์ จำกัด,คลองหนึ่ง,64,,คลองหลวง,21/34,ปทุมธานี,บริษัท เอ แอนด์ เอ มีท ฟูด โปรดักส์ จำกัด,2, 25 ,12120
ห้องเย็น (เก็บรักษาพืชผัก ผลไม้ทางการเกษตร),9,, 8.00 ,อ2-92-26/67ปท,60130198625677,1206,65.0,9200,นางวาสนาดี ชัยศุภลักษณ์,คลองหนึ่ง,67,,คลองหลวง,62/12,ปทุมธานี,นางวาสนาดี ชัยศุภลักษณ์,2, 6 ,12120
ห้องเย็น,9,, 8.00 ,จ2-92-10/64ปท,20130111525649,1207,65.0,9200,,คลองหนึ่ง,64,,คลองหลวง,62/13,ปทุมธานี,นายทินกร ตุงพิทักษ์พงศ์,2, 6 ,12120
ห้องเย็นเก็บรักษาพืช ผัก ผลไม้ ความจุ 750 ตัน,9,, 47.00 ,จ2-92-50/64ปท,20130303225644,1208,56.93,9200,บริษัท จง ไท่ ซิง หลง จำกัด,คลองหนึ่ง,64,,คลองหลวง,62/18,ปทุมธานี,บริษัท จง ไท่ ซิง หลง จำกัด,2, 7 ,12120
