sex,_id,provice,Working status,year,Source,unit,Value
ชาย,1126, ร้อยเอ็ด,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,319326
ชาย,1127, กาฬสินธุ์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,246745
ชาย,1128, สกลนคร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,265816
ชาย,1129, นครพนม,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,168902
ชาย,1130, มุกดาหาร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,111565
ชาย,1131,ภาคใต้,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,2825789
ชาย,1132, นครศรีธรรมราช,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,479533
ชาย,1133, กระบี่,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,119374
ชาย,1134, พังงา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,88188
ชาย,1135,ภูเก็ต,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,174854
ชาย,1136,สุราษฎร์ธานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,338496
ชาย,1137, ระนอง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,86034
ชาย,1138, ชุมพร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,168897
ชาย,1139,สงขลา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,453596
ชาย,1140, สตูล,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,86743
ชาย,1141, ตรัง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,197993
ชาย,1142, พัทลุง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,155274
ชาย,1143, ปัตตานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,168205
ชาย,1144, ยะลา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,120440
ชาย,1145, นราธิวาส,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,188161
หญิง,1146,จำนวน,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,17540244
หญิง,1147, กรุงเทพมหานคร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,2466774
หญิง,1148,ภาคกลาง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,5260574
หญิง,1149, สมุทรปราการ,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,599714
หญิง,1150, นนทบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,419522
หญิง,1151, ปทุมธานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,412341
หญิง,1152, พระนครศรีอยุธยา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,216890
หญิง,1153, อ่างทอง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,69780
หญิง,1154, ลพบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,200271
หญิง,1155, สิงห์บุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,58131
หญิง,1156, ชัยนาท,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,83519
หญิง,1157,สระบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,188556
หญิง,1158,ชลบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,440622
หญิง,1159, ระยอง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,230954
หญิง,1160,จันทบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,150983
หญิง,1161, ตราด,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,68609
หญิง,1162,ฉะเชิงเทรา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,184295
หญิง,1163, ปราจีนบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,166378
หญิง,1164, นครนายก,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,65707
หญิง,1165,สระแก้ว,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,140024
หญิง,1166, ราชบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,216649
หญิง,1167, กาญจนบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,202519
หญิง,1168, สุพรรณบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,232412
หญิง,1169, นครปฐม,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,293266
หญิง,1170, สมุทรสาคร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,308962
หญิง,1171, สมุทรสงคราม,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,51095
หญิง,1172, เพชรบุรี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,136724
หญิง,1173, ประจวบคีรีขันธ์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,122650
หญิง,1174,ภาคเหนือ,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,3011691
หญิง,1175, เชียงใหม่,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,463336
หญิง,1176, ลำพูน,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,138488
หญิง,1177, ลำปาง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,200712
หญิง,1178, อุตรดิตถ์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,104047
หญิง,1179, แพร่,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,117268
หญิง,1180, น่าน,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,122236
หญิง,1181, พะเยา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,104264
หญิง,1182, เชียงราย,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,307900
หญิง,1183, แม่ฮ่องสอน,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,51949
หญิง,1184, นครสวรรค์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,252749
หญิง,1185, อุทัยธานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,74748
หญิง,1186, กำแพงเพชร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,196323
หญิง,1187, ตาก,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,119777
หญิง,1188, สุโขทัย,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,174151
หญิง,1189, พิษณุโลก,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,233889
หญิง,1190, พิจิตร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,126705
หญิง,1191, เพชรบูรณ์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,223147
หญิง,1192,ภาคตะวันออกเฉียงเหนือ,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,4535229
หญิง,1193,นครราชสีมา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,646133
หญิง,1194, บุรีรัมย์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,245813
หญิง,1195, สุรินทร์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,255861
หญิง,1196, ศรีสะเกษ,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,284127
หญิง,1197, อุบลราชธานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,407623
หญิง,1198,ยโสธร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,136744
หญิง,1199,ชัยภูมิ,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,242992
หญิง,1200, อำนาจเจริญ,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,75414
หญิง,1201, บึงกาฬ,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,68726
หญิง,1202, หนองบัวลำภู,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,107740
หญิง,1203, ขอนแก่น,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,372980
หญิง,1204, อุดรธานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,278550
หญิง,1205,เลย,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,143208
หญิง,1206, หนองคาย,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,102925
หญิง,1207,มหาสารคาม,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,219180
หญิง,1208, ร้อยเอ็ด,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,275267
หญิง,1209, กาฬสินธุ์,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,208525
หญิง,1210, สกลนคร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,215193
หญิง,1211, นครพนม,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,155025
หญิง,1212, มุกดาหาร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,93204
หญิง,1213,ภาคใต้,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,2265976
หญิง,1214, นครศรีธรรมราช,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,398472
หญิง,1215, กระบี่,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,90712
หญิง,1216, พังงา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,57410
หญิง,1217,ภูเก็ต,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,131678
หญิง,1218,สุราษฎร์ธานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,270973
หญิง,1219, ระนอง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,58418
หญิง,1220, ชุมพร,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,121981
หญิง,1221,สงขลา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,390874
หญิง,1222, สตูล,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,60491
หญิง,1223, ตรัง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,177550
หญิง,1224, พัทลุง,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,141895
หญิง,1225, ปัตตานี,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,137704
หญิง,1226, ยะลา,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,99629
หญิง,1227, นราธิวาส,ผู้มีงานทำทั้งหมด,2557,สำนักงานสถิติแห่งชาติ,คน,128190
รวม,1228,จำนวน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,3839312
รวม,1229, กรุงเทพมหานคร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,202063
รวม,1230,ภาคกลาง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,895113
รวม,1231, สมุทรปราการ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,42659
รวม,1232, นนทบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,40063
รวม,1233, ปทุมธานี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,34735
รวม,1234, พระนครศรีอยุธยา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,35147
รวม,1235, อ่างทอง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,21181
รวม,1236, ลพบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,58003
รวม,1237, สิงห์บุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,19551
รวม,1238, ชัยนาท,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,28935
รวม,1239,สระบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,32688
รวม,1240,ชลบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,58386
รวม,1241, ระยอง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,31328
รวม,1242,จันทบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,39544
รวม,1243, ตราด,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,16270
รวม,1244,ฉะเชิงเทรา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,33334
รวม,1245, ปราจีนบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,37539
รวม,1246, นครนายก,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,13467
รวม,1247,สระแก้ว,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,34789
รวม,1248, ราชบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,54928
รวม,1249, กาญจนบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,47898
รวม,1250, สุพรรณบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,69989
รวม,1251, นครปฐม,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,44105
รวม,1252, สมุทรสาคร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,21712
รวม,1253, สมุทรสงคราม,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,15815
รวม,1254, เพชรบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,39336
รวม,1255, ประจวบคีรีขันธ์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,23712
รวม,1256,ภาคเหนือ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,856091
รวม,1257, เชียงใหม่,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,97201
รวม,1258, ลำพูน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,42800
รวม,1259, ลำปาง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,67673
รวม,1260, อุตรดิตถ์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,35854
รวม,1261, แพร่,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,39409
รวม,1262, น่าน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,35240
รวม,1263, พะเยา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,32590
รวม,1264, เชียงราย,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,82151
รวม,1265, แม่ฮ่องสอน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,9898
รวม,1266, นครสวรรค์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,80463
รวม,1267, อุทัยธานี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,24869
รวม,1268, กำแพงเพชร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,58177
รวม,1269, ตาก,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,23749
รวม,1270, สุโขทัย,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,57968
รวม,1271, พิษณุโลก,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,58476
รวม,1272, พิจิตร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,42494
รวม,1273, เพชรบูรณ์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,67079
รวม,1274,ภาคตะวันออกเฉียงเหนือ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,1379572
รวม,1275,นครราชสีมา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,181019
รวม,1276, บุรีรัมย์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,92717
รวม,1277, สุรินทร์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,113603
รวม,1278, ศรีสะเกษ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,101226
รวม,1279, อุบลราชธานี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,117532
รวม,1280,ยโสธร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,46915
รวม,1281,ชัยภูมิ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,83123
รวม,1282, อำนาจเจริญ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,23835
รวม,1283, บึงกาฬ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,12619
รวม,1284, หนองบัวลำภู,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,31275
รวม,1285, ขอนแก่น,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,100305
รวม,1286, อุดรธานี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,58517
รวม,1287,เลย,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,36662
รวม,1288, หนองคาย,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,25951
รวม,1289,มหาสารคาม,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,78641
รวม,1290, ร้อยเอ็ด,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,100748
รวม,1291, กาฬสินธุ์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,63718
รวม,1292, สกลนคร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,45006
รวม,1293, นครพนม,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,42733
รวม,1294, มุกดาหาร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,23426
รวม,1295,ภาคใต้,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,506473
รวม,1296, นครศรีธรรมราช,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,125970
รวม,1297, กระบี่,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,16907
รวม,1298, พังงา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,10820
รวม,1299,ภูเก็ต,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,14153
รวม,1300,สุราษฎร์ธานี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,46631
รวม,1301, ระนอง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,9279
รวม,1302, ชุมพร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,31074
รวม,1303,สงขลา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,72547
รวม,1304, สตูล,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,10469
รวม,1305, ตรัง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,38444
รวม,1306, พัทลุง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,46669
รวม,1307, ปัตตานี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,33159
รวม,1308, ยะลา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,20034
รวม,1309, นราธิวาส,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,30317
ชาย,1310,จำนวน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,2259744
ชาย,1311, กรุงเทพมหานคร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,123277
ชาย,1312,ภาคกลาง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,498691
ชาย,1313, สมุทรปราการ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,21939
ชาย,1314, นนทบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,19569
ชาย,1315, ปทุมธานี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,20462
ชาย,1316, พระนครศรีอยุธยา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,19866
ชาย,1317, อ่างทอง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,10757
ชาย,1318, ลพบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,32188
ชาย,1319, สิงห์บุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,10134
ชาย,1320, ชัยนาท,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,15184
ชาย,1321,สระบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,19252
ชาย,1322,ชลบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,38557
ชาย,1323, ระยอง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,18459
ชาย,1324,จันทบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,22774
ชาย,1325, ตราด,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,9968
ชาย,1326,ฉะเชิงเทรา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,18892
ชาย,1327, ปราจีนบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,20023
ชาย,1328, นครนายก,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,7123
ชาย,1329,สระแก้ว,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,21340
ชาย,1330, ราชบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,30582
ชาย,1331, กาญจนบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,27664
ชาย,1332, สุพรรณบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,37846
ชาย,1333, นครปฐม,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,22380
ชาย,1334, สมุทรสาคร,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,12738
ชาย,1335, สมุทรสงคราม,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,7643
ชาย,1336, เพชรบุรี,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,20337
ชาย,1337, ประจวบคีรีขันธ์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,13014
ชาย,1338,ภาคเหนือ,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,506792
ชาย,1339, เชียงใหม่,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,57417
ชาย,1340, ลำพูน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,24212
ชาย,1341, ลำปาง,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,39907
ชาย,1342, อุตรดิตถ์,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,22505
ชาย,1343, แพร่,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,22271
ชาย,1344, น่าน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,21148
ชาย,1345, พะเยา,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,21649
ชาย,1346, เชียงราย,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,50502
ชาย,1347, แม่ฮ่องสอน,ผู้สูงอายุที่ทำงาน,2557,สำนักงานสถิติแห่งชาติ,คน,6269
