จำนวน,_id,ปี,สถานภาพการทำงาน,เพศ,ไตรมาส
" 22,667 ",88,2561,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 3
" 19,870 ",89,2561,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 4
" 21,597 ",90,2561,ช่วยธุรกิจครัวเรือน,หญิง                        ,เฉลี่ย 4 ไตรมาส
,91,2561,การรวมกลุ่ม,รวม,ไตรมาส 1
 170 ,92,2561,การรวมกลุ่ม,รวม,ไตรมาส 2
,93,2561,การรวมกลุ่ม,รวม,ไตรมาส 3
,94,2561,การรวมกลุ่ม,รวม,ไตรมาส 4
 42 ,95,2561,การรวมกลุ่ม,รวม,เฉลี่ย 4 ไตรมาส
,96,2561,การรวมกลุ่ม,ชาย                         ,ไตรมาส 1
 170 ,97,2561,การรวมกลุ่ม,ชาย                         ,ไตรมาส 2
,98,2561,การรวมกลุ่ม,ชาย                         ,ไตรมาส 3
,99,2561,การรวมกลุ่ม,ชาย                         ,ไตรมาส 4
 42 ,100,2561,การรวมกลุ่ม,ชาย                         ,เฉลี่ย 4 ไตรมาส
,101,2561,การรวมกลุ่ม,หญิง                        ,ไตรมาส 1
,102,2561,การรวมกลุ่ม,หญิง                        ,ไตรมาส 2
,103,2561,การรวมกลุ่ม,หญิง                        ,ไตรมาส 3
,104,2561,การรวมกลุ่ม,หญิง                        ,ไตรมาส 4
,105,2561,การรวมกลุ่ม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 393,578 ",106,2562,ยอดรวม,รวม,ไตรมาส 1
" 384,788 ",107,2562,ยอดรวม,รวม,ไตรมาส 2
" 381,671 ",108,2562,ยอดรวม,รวม,ไตรมาส 3
" 390,716 ",109,2562,ยอดรวม,รวม,ไตรมาส 4
" 387,688 ",110,2562,ยอดรวม,รวม,เฉลี่ย 4 ไตรมาส
" 220,254 ",111,2562,ยอดรวม,ชาย                         ,ไตรมาส 1
" 216,856 ",112,2562,ยอดรวม,ชาย                         ,ไตรมาส 2
" 215,688 ",113,2562,ยอดรวม,ชาย                         ,ไตรมาส 3
" 212,887 ",114,2562,ยอดรวม,ชาย                         ,ไตรมาส 4
" 216,421 ",115,2562,ยอดรวม,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 173,324 ",116,2562,ยอดรวม,หญิง                        ,ไตรมาส 1
" 167,932 ",117,2562,ยอดรวม,หญิง                        ,ไตรมาส 2
" 165,983 ",118,2562,ยอดรวม,หญิง                        ,ไตรมาส 3
" 177,829 ",119,2562,ยอดรวม,หญิง                        ,ไตรมาส 4
" 171,267 ",120,2562,ยอดรวม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 15,313 ",121,2562,นายจ้าง,รวม,ไตรมาส 1
" 12,057 ",122,2562,นายจ้าง,รวม,ไตรมาส 2
" 7,036 ",123,2562,นายจ้าง,รวม,ไตรมาส 3
" 12,455 ",124,2562,นายจ้าง,รวม,ไตรมาส 4
" 11,715 ",125,2562,นายจ้าง,รวม,เฉลี่ย 4 ไตรมาส
" 10,607 ",126,2562,นายจ้าง,ชาย                         ,ไตรมาส 1
" 9,434 ",127,2562,นายจ้าง,ชาย                         ,ไตรมาส 2
" 4,488 ",128,2562,นายจ้าง,ชาย                         ,ไตรมาส 3
" 9,783 ",129,2562,นายจ้าง,ชาย                         ,ไตรมาส 4
" 8,578 ",130,2562,นายจ้าง,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 4,706 ",131,2562,นายจ้าง,หญิง                        ,ไตรมาส 1
" 2,623 ",132,2562,นายจ้าง,หญิง                        ,ไตรมาส 2
" 2,548 ",133,2562,นายจ้าง,หญิง                        ,ไตรมาส 3
" 2,672 ",134,2562,นายจ้าง,หญิง                        ,ไตรมาส 4
" 3,137 ",135,2562,นายจ้าง,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 32,306 ",136,2562,ลูกจ้างรัฐบาล,รวม,ไตรมาส 1
" 33,981 ",137,2562,ลูกจ้างรัฐบาล,รวม,ไตรมาส 2
" 42,007 ",138,2562,ลูกจ้างรัฐบาล,รวม,ไตรมาส 3
" 35,761 ",139,2562,ลูกจ้างรัฐบาล,รวม,ไตรมาส 4
" 36,014 ",140,2562,ลูกจ้างรัฐบาล,รวม,เฉลี่ย 4 ไตรมาส
" 16,428 ",141,2562,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 1
" 16,618 ",142,2562,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 2
" 21,006 ",143,2562,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 3
" 14,903 ",144,2562,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 4
" 17,239 ",145,2562,ลูกจ้างรัฐบาล,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 15,877 ",146,2562,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 1
" 17,363 ",147,2562,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 2
" 21,001 ",148,2562,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 3
" 20,858 ",149,2562,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 4
" 18,775 ",150,2562,ลูกจ้างรัฐบาล,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 236,397 ",151,2562,ลูกจ้างเอกชน,รวม,ไตรมาส 1
" 218,875 ",152,2562,ลูกจ้างเอกชน,รวม,ไตรมาส 2
" 215,903 ",153,2562,ลูกจ้างเอกชน,รวม,ไตรมาส 3
" 226,194 ",154,2562,ลูกจ้างเอกชน,รวม,ไตรมาส 4
" 224,342 ",155,2562,ลูกจ้างเอกชน,รวม,เฉลี่ย 4 ไตรมาส
" 145,394 ",156,2562,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 1
" 134,520 ",157,2562,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 2
" 135,305 ",158,2562,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 3
" 135,776 ",159,2562,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 4
" 137,749 ",160,2562,ลูกจ้างเอกชน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 91,003 ",161,2562,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 1
" 84,355 ",162,2562,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 2
" 80,599 ",163,2562,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 3
" 90,418 ",164,2562,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 4
" 86,594 ",165,2562,ลูกจ้างเอกชน,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 79,141 ",166,2562,ทำงานส่วนตัว,รวม,ไตรมาส 1
" 80,604 ",167,2562,ทำงานส่วนตัว,รวม,ไตรมาส 2
" 79,182 ",168,2562,ทำงานส่วนตัว,รวม,ไตรมาส 3
" 79,235 ",169,2562,ทำงานส่วนตัว,รวม,ไตรมาส 4
" 79,540 ",170,2562,ทำงานส่วนตัว,รวม,เฉลี่ย 4 ไตรมาส
" 36,784 ",171,2562,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 1
" 39,944 ",172,2562,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 2
" 36,506 ",173,2562,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 3
" 34,985 ",174,2562,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 4
" 37,055 ",175,2562,ทำงานส่วนตัว,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 42,357 ",176,2562,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 1
" 40,660 ",177,2562,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 2
" 42,677 ",178,2562,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 3
" 44,250 ",179,2562,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 4
" 42,486 ",180,2562,ทำงานส่วนตัว,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 30,421 ",181,2562,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 1
" 39,272 ",182,2562,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 2
" 37,543 ",183,2562,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 3
" 37,071 ",184,2562,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 4
" 36,077 ",185,2562,ช่วยธุรกิจครัวเรือน,รวม,เฉลี่ย 4 ไตรมาส
" 11,041 ",186,2562,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 1
" 16,340 ",187,2562,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 2
" 18,384 ",188,2562,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 3
" 17,440 ",189,2562,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 4
" 15,801 ",190,2562,ช่วยธุรกิจครัวเรือน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 19,380 ",191,2562,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 1
" 22,932 ",192,2562,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 2
" 19,159 ",193,2562,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 3
" 19,631 ",194,2562,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 4
" 20,276 ",195,2562,ช่วยธุรกิจครัวเรือน,หญิง                        ,เฉลี่ย 4 ไตรมาส
,196,2562,การรวมกลุ่ม,รวม,ไตรมาส 1
,197,2562,การรวมกลุ่ม,รวม,ไตรมาส 2
,198,2562,การรวมกลุ่ม,รวม,ไตรมาส 3
,199,2562,การรวมกลุ่ม,รวม,ไตรมาส 4
,200,2562,การรวมกลุ่ม,รวม,เฉลี่ย 4 ไตรมาส
,201,2562,การรวมกลุ่ม,ชาย                         ,ไตรมาส 1
,202,2562,การรวมกลุ่ม,ชาย                         ,ไตรมาส 2
,203,2562,การรวมกลุ่ม,ชาย                         ,ไตรมาส 3
,204,2562,การรวมกลุ่ม,ชาย                         ,ไตรมาส 4
,205,2562,การรวมกลุ่ม,ชาย                         ,เฉลี่ย 4 ไตรมาส
,206,2562,การรวมกลุ่ม,หญิง                        ,ไตรมาส 1
,207,2562,การรวมกลุ่ม,หญิง                        ,ไตรมาส 2
,208,2562,การรวมกลุ่ม,หญิง                        ,ไตรมาส 3
,209,2562,การรวมกลุ่ม,หญิง                        ,ไตรมาส 4
,210,2562,การรวมกลุ่ม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 397,559 ",211,2563,ยอดรวม,รวม,ไตรมาส 1
" 380,187 ",212,2563,ยอดรวม,รวม,ไตรมาส 2
" 391,220 ",213,2563,ยอดรวม,รวม,ไตรมาส 3
" 394,647 ",214,2563,ยอดรวม,รวม,ไตรมาส 4
" 390,903 ",215,2563,ยอดรวม,รวม,เฉลี่ย 4 ไตรมาส
" 218,621 ",216,2563,ยอดรวม,ชาย                         ,ไตรมาส 1
" 213,794 ",217,2563,ยอดรวม,ชาย                         ,ไตรมาส 2
" 219,131 ",218,2563,ยอดรวม,ชาย                         ,ไตรมาส 3
" 217,858 ",219,2563,ยอดรวม,ชาย                         ,ไตรมาส 4
" 217,351 ",220,2563,ยอดรวม,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 178,939 ",221,2563,ยอดรวม,หญิง                        ,ไตรมาส 1
" 166,394 ",222,2563,ยอดรวม,หญิง                        ,ไตรมาส 2
" 172,089 ",223,2563,ยอดรวม,หญิง                        ,ไตรมาส 3
" 176,789 ",224,2563,ยอดรวม,หญิง                        ,ไตรมาส 4
" 173,553 ",225,2563,ยอดรวม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 10,704 ",226,2563,นายจ้าง,รวม,ไตรมาส 1
" 11,382 ",227,2563,นายจ้าง,รวม,ไตรมาส 2
" 8,656 ",228,2563,นายจ้าง,รวม,ไตรมาส 3
" 11,207 ",229,2563,นายจ้าง,รวม,ไตรมาส 4
" 10,487 ",230,2563,นายจ้าง,รวม,เฉลี่ย 4 ไตรมาส
" 7,758 ",231,2563,นายจ้าง,ชาย                         ,ไตรมาส 1
" 8,067 ",232,2563,นายจ้าง,ชาย                         ,ไตรมาส 2
" 6,112 ",233,2563,นายจ้าง,ชาย                         ,ไตรมาส 3
" 8,308 ",234,2563,นายจ้าง,ชาย                         ,ไตรมาส 4
" 7,561 ",235,2563,นายจ้าง,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 2,946 ",236,2563,นายจ้าง,หญิง                        ,ไตรมาส 1
" 3,315 ",237,2563,นายจ้าง,หญิง                        ,ไตรมาส 2
" 2,544 ",238,2563,นายจ้าง,หญิง                        ,ไตรมาส 3
" 2,899 ",239,2563,นายจ้าง,หญิง                        ,ไตรมาส 4
" 2,926 ",240,2563,นายจ้าง,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 37,171 ",241,2563,ลูกจ้างรัฐบาล,รวม,ไตรมาส 1
" 29,602 ",242,2563,ลูกจ้างรัฐบาล,รวม,ไตรมาส 2
" 33,276 ",243,2563,ลูกจ้างรัฐบาล,รวม,ไตรมาส 3
" 32,105 ",244,2563,ลูกจ้างรัฐบาล,รวม,ไตรมาส 4
" 33,039 ",245,2563,ลูกจ้างรัฐบาล,รวม,เฉลี่ย 4 ไตรมาส
" 15,841 ",246,2563,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 1
" 14,205 ",247,2563,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 2
" 15,653 ",248,2563,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 3
" 14,503 ",249,2563,ลูกจ้างรัฐบาล,ชาย                         ,ไตรมาส 4
" 15,050 ",250,2563,ลูกจ้างรัฐบาล,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 21,331 ",251,2563,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 1
" 15,398 ",252,2563,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 2
" 17,623 ",253,2563,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 3
" 17,602 ",254,2563,ลูกจ้างรัฐบาล,หญิง                        ,ไตรมาส 4
" 17,988 ",255,2563,ลูกจ้างรัฐบาล,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 235,392 ",256,2563,ลูกจ้างเอกชน,รวม,ไตรมาส 1
" 203,227 ",257,2563,ลูกจ้างเอกชน,รวม,ไตรมาส 2
" 198,791 ",258,2563,ลูกจ้างเอกชน,รวม,ไตรมาส 3
" 220,296 ",259,2563,ลูกจ้างเอกชน,รวม,ไตรมาส 4
" 214,426 ",260,2563,ลูกจ้างเอกชน,รวม,เฉลี่ย 4 ไตรมาส
" 137,181 ",261,2563,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 1
" 123,341 ",262,2563,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 2
" 118,614 ",263,2563,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 3
" 131,138 ",264,2563,ลูกจ้างเอกชน,ชาย                         ,ไตรมาส 4
" 127,569 ",265,2563,ลูกจ้างเอกชน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 98,211 ",266,2563,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 1
" 79,886 ",267,2563,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 2
" 80,177 ",268,2563,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 3
" 89,158 ",269,2563,ลูกจ้างเอกชน,หญิง                        ,ไตรมาส 4
" 86,858 ",270,2563,ลูกจ้างเอกชน,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 80,983 ",271,2563,ทำงานส่วนตัว,รวม,ไตรมาส 1
" 94,471 ",272,2563,ทำงานส่วนตัว,รวม,ไตรมาส 2
" 96,917 ",273,2563,ทำงานส่วนตัว,รวม,ไตรมาส 3
" 89,499 ",274,2563,ทำงานส่วนตัว,รวม,ไตรมาส 4
" 90,467 ",275,2563,ทำงานส่วนตัว,รวม,เฉลี่ย 4 ไตรมาส
" 41,808 ",276,2563,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 1
" 51,767 ",277,2563,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 2
" 50,061 ",278,2563,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 3
" 44,707 ",279,2563,ทำงานส่วนตัว,ชาย                         ,ไตรมาส 4
" 47,086 ",280,2563,ทำงานส่วนตัว,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 39,175 ",281,2563,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 1
" 42,704 ",282,2563,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 2
" 46,856 ",283,2563,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 3
" 44,792 ",284,2563,ทำงานส่วนตัว,หญิง                        ,ไตรมาส 4
" 43,382 ",285,2563,ทำงานส่วนตัว,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 33,310 ",286,2563,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 1
" 41,506 ",287,2563,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 2
" 52,568 ",288,2563,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 3
" 40,986 ",289,2563,ช่วยธุรกิจครัวเรือน,รวม,ไตรมาส 4
" 42,093 ",290,2563,ช่วยธุรกิจครัวเรือน,รวม,เฉลี่ย 4 ไตรมาส
" 16,034 ",291,2563,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 1
" 16,414 ",292,2563,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 2
" 28,202 ",293,2563,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 3
" 18,649 ",294,2563,ช่วยธุรกิจครัวเรือน,ชาย                         ,ไตรมาส 4
" 19,825 ",295,2563,ช่วยธุรกิจครัวเรือน,ชาย                         ,เฉลี่ย 4 ไตรมาส
" 17,276 ",296,2563,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 1
" 25,092 ",297,2563,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 2
" 24,367 ",298,2563,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 3
" 22,337 ",299,2563,ช่วยธุรกิจครัวเรือน,หญิง                        ,ไตรมาส 4
" 22,268 ",300,2563,ช่วยธุรกิจครัวเรือน,หญิง                        ,เฉลี่ย 4 ไตรมาส
,301,2563,การรวมกลุ่ม,รวม,ไตรมาส 1
,302,2563,การรวมกลุ่ม,รวม,ไตรมาส 2
" 1,012 ",303,2563,การรวมกลุ่ม,รวม,ไตรมาส 3
 553 ,304,2563,การรวมกลุ่ม,รวม,ไตรมาส 4
 391 ,305,2563,การรวมกลุ่ม,รวม,เฉลี่ย 4 ไตรมาส
,306,2563,การรวมกลุ่ม,ชาย                         ,ไตรมาส 1
,307,2563,การรวมกลุ่ม,ชาย                         ,ไตรมาส 2
 489 ,308,2563,การรวมกลุ่ม,ชาย                         ,ไตรมาส 3
 553 ,309,2563,การรวมกลุ่ม,ชาย                         ,ไตรมาส 4
 261 ,310,2563,การรวมกลุ่ม,ชาย                         ,เฉลี่ย 4 ไตรมาส
,311,2563,การรวมกลุ่ม,หญิง                        ,ไตรมาส 1
,312,2563,การรวมกลุ่ม,หญิง                        ,ไตรมาส 2
 523 ,313,2563,การรวมกลุ่ม,หญิง                        ,ไตรมาส 3
,314,2563,การรวมกลุ่ม,หญิง                        ,ไตรมาส 4
 131 ,315,2563,การรวมกลุ่ม,หญิง                        ,เฉลี่ย 4 ไตรมาส
" 400,485 ",316,2564,ยอดรวม,รวม,ไตรมาส 1
" 395,829 ",317,2564,ยอดรวม,รวม,ไตรมาส 2
" 377,394 ",318,2564,ยอดรวม,รวม,ไตรมาส 3
" 388,106 ",319,2564,ยอดรวม,รวม,ไตรมาส 4
" 390,453 ",320,2564,ยอดรวม,รวม,เฉลี่ย 4 ไตรมาส
" 215,920 ",321,2564,ยอดรวม,ชาย                         ,ไตรมาส 1
