VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR,LAVEL_EDUCATIONAL
68.48,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,668,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,669,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
462.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,670,หญิง,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการ
137.61,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,671,หญิง,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาชีพ
99.89,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,672,หญิง,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการศึกษา
3.71,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,673,หญิง,พันคน,ภาคใต้,2567, อื่น ๆ
20.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,674,หญิง,พันคน,ภาคใต้,2567, ไม่ทราบ
51.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,675,ชาย,พันคน,กรุงเทพมหานคร,2567, ไม่มีการศึกษา
114.03,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,676,ชาย,พันคน,กรุงเทพมหานคร,2567, ต่ำกว่าประถมศึกษา
534.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,677,ชาย,พันคน,กรุงเทพมหานคร,2567, ประถมศึกษา
548.12,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,678,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนต้น
485.78,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,679,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายสามัญ
176.63,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,680,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,681,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
745.85,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,682,ชาย,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาการ
200.89,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,683,ชาย,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาชีพ
48.49,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,684,ชาย,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,685,ชาย,พันคน,กรุงเทพมหานคร,2567, อื่น ๆ
34.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,686,ชาย,พันคน,กรุงเทพมหานคร,2567, ไม่ทราบ
50.74,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,687,หญิง,พันคน,กรุงเทพมหานคร,2567, ไม่มีการศึกษา
137.03,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,688,หญิง,พันคน,กรุงเทพมหานคร,2567, ต่ำกว่าประถมศึกษา
412.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,689,หญิง,พันคน,กรุงเทพมหานคร,2567, ประถมศึกษา
393.84,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,690,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนต้น
356.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,691,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายสามัญ
113.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,692,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,693,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1049.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,694,หญิง,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาการ
137.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,695,หญิง,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาชีพ
