เดือน,จำนวน,ที่มา,_id,ปี,หน่วย,รายการ,จังหวัด,ประเภทกิจการ
เมษายน,"15,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,66,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
เมษายน,"239,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,67,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
เมษายน,"377,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,68,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
พฤษภาคม,"179,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,69,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
พฤษภาคม,"606,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,70,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
พฤษภาคม,"1,305,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,71,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
พฤษภาคม,"117,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,72,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
พฤษภาคม,"889,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,73,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
พฤษภาคม,"57,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,74,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
พฤษภาคม,"143,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,75,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
พฤษภาคม,"7,278,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,76,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
พฤษภาคม,"178,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,77,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
พฤษภาคม,"18,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,78,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
พฤษภาคม,"263,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,79,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
พฤษภาคม,"109,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,80,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
พฤษภาคม,"235,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,81,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
พฤษภาคม,"252,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,82,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
พฤษภาคม,"16,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,83,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
พฤษภาคม,"271,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,84,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
พฤษภาคม,"413,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,85,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
มิถุนายน,"187,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,86,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
มิถุนายน,"1,194,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,87,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
มิถุนายน,"1,485,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,88,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
มิถุนายน,"283,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,89,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
มิถุนายน,"822,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,90,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
มิถุนายน,"69,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,91,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
มิถุนายน,"106,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,92,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
มิถุนายน,"5,299,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,93,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
มิถุนายน,"219,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,94,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
มิถุนายน,"18,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,95,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
มิถุนายน,"564,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,96,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
มิถุนายน,"101,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,97,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
มิถุนายน,"799,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,98,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
มิถุนายน,"164,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,99,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
มิถุนายน,"15,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,100,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
มิถุนายน,"301,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,101,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
มิถุนายน,"295,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,102,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
กรกฎาคม,"188,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,103,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
กรกฎาคม,"1,123,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,104,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
กรกฎาคม,"1,546,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,105,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
กรกฎาคม,"137,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,106,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
กรกฎาคม,"110,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,107,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
กรกฎาคม,"110,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,108,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
กรกฎาคม,"114,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,109,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
กรกฎาคม,"5,035,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,110,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
กรกฎาคม,"237,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,111,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
กรกฎาคม,"17,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,112,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
กรกฎาคม,"548,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,113,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
กรกฎาคม,"104,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,114,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
กรกฎาคม,"916,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,115,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
กรกฎาคม,"168,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,116,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
กรกฎาคม,"13,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,117,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
กรกฎาคม,"133,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,118,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
กรกฎาคม,"422,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,119,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
สิงหาคม,"201,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,120,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
สิงหาคม,"735,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,121,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
สิงหาคม,"1,959,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,122,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
สิงหาคม,"150,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,123,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
สิงหาคม,"478,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,124,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
สิงหาคม,"86,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,125,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
สิงหาคม,"99,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,126,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
สิงหาคม,"6,515,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,127,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
สิงหาคม,"300,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,128,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
สิงหาคม,"17,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,129,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
สิงหาคม,"553,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,130,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
สิงหาคม,"120,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,131,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
สิงหาคม,"1,643,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,132,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
สิงหาคม,"209,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,133,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
สิงหาคม,"14,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,134,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
สิงหาคม,"195,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,135,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
สิงหาคม,"429,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,136,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
กันยายน,"184,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,137,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
กันยายน,"866,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,138,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
กันยายน,"2,660,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,139,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
กันยายน,"178,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,140,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
กันยายน,"137,000.00",สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,141,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
