ที่มา,_id,ปี,ข้อมูล,อำเภอ,รายการข้อมูล,หน่วย
สำนักงานเกษตรจังหวัดอุบลราชธานี,203,2565,"83,631",ทุ่งศรีอุดม,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,204,2565,"72,571",นาเยีย,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,205,2565,"72,246",เหล่าเสือโก้ก,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,206,2565,"87,913",นาตาล,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,207,2565,"38,817",สว่างวีระวงศ์,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,208,2565,"57,281",น้ำขุ่น,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,209,2565,"1,395,640",รวม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,210,2565,"28,624",เมืองอุบลราชธานี,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,211,2565,"62,915",เขมราฐ,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,212,2565,"74,927",เขื่องใน,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,213,2565,"71,126",ศรีเมืองใหม่,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,214,2565,"173,605",เดชอุดม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,215,2565,"126,190",ตระการพืชผล,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,216,2565,"35,981",น้ำยืน,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,217,2565,"24,431",โขงเจียม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,218,2565,"87,410",บุณฑริก,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,219,2565,"132,518",พิบูลมังสาหาร,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,220,2565,"110,953",ม่วงสามสิบ,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,221,2565,"56,669",วารินชำราบ,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,222,2565,"48,565",กุดข้าวปุ้น,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,223,2565,"50,171",นาจะหลวย,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,224,2565,"34,944",ตาลสุม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,225,2565,"33,642",โพธิ์ไทร,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,226,2565,"70,181",สำโรง,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,227,2565,"14,773",ดอนมดแดง,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,228,2565,"17,471",สิรินธร,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,229,2565,"27,598",ทุ่งศรีอุดม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,230,2565,"24,674",นาเยีย,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,231,2565,"23,841",เหล่าเสือโก้ก,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,232,2565,"30,418",นาตาล,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,233,2565,"13,392",สว่างวีระวงศ์,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,234,2565,"20,621",น้ำขุ่น,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,235,2566,"4,120,157",รวม,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,236,2566,"116,005",เมืองอุบลราชธานี,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,237,2566,"182,844",เขมราฐ,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,238,2566,"268,653",เขื่องใน,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,239,2566,"220,485",ศรีเมืองใหม่,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,240,2566,"480,392",เดชอุดม,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,241,2566,"345,690",ตระการพืชผล,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,242,2566,"95,621",น้ำยืน,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,243,2566,"71,113",โขงเจียม,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,244,2566,"251,299",บุณฑริก,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,245,2566,"368,258",พิบูลมังสาหาร,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,246,2566,"305,969",ม่วงสามสิบ,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,247,2566,"179,776",วารินชำราบ,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,248,2566,"135,573",กุดข้าวปุ้น,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,249,2566,"133,781",นาจะหลวย,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,250,2566,"119,805",ตาลสุม,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,251,2566,"987,150",โพธิ์ไทร,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,252,2566,"200,425",สำโรง,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,253,2566,"61,637",ดอนมดแดง,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,254,2566,"52,542",สิรินธร,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,255,2566,"86,644",ทุ่งศรีอุดม,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,256,2566,"78,819",นาเยีย,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,257,2566,"71,807",เหล่าเสือโก้ก,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,258,2566,"88,074",นาตาล,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,259,2566,"45,653",สว่างวีระวงศ์,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,260,2566,"61,142",น้ำขุ่น,เนื้อที่ปลูกข้าวนาปี,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,261,2566,"3,995,570",รวม,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,262,2566,"101,104",เมืองอุบลราชธานี,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,263,2566,"181,594",เขมราฐ,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,264,2566,"220,708",เขื่องใน,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,265,2566,"219,370",ศรีเมืองใหม่,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,266,2566,"477,268",เดชอุดม,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,267,2566,"344,072",ตระการพืชผล,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,268,2566,"95,171",น้ำยืน,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,269,2566,"70,981",โขงเจียม,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,270,2566,"246,274",บุณฑริก,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,271,2566,"366,008",พิบูลมังสาหาร,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,272,2566,"298,339",ม่วงสามสิบ,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,273,2566,"174,943",วารินชำราบ,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,274,2566,"135,185",กุดข้าวปุ้น,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,275,2566,"132,931",นาจะหลวย,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,276,2566,"113,064",ตาลสุม,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,277,2566,"87,296",โพธิ์ไทร,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,278,2566,"198,575",สำโรง,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,279,2566,"53,423",ดอนมดแดง,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,280,2566,"52,217",สิรินธร,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,281,2566,"85,778",ทุ่งศรีอุดม,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,282,2566,"77,144",นาเยีย,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,283,2566,"70,763",เหล่าเสือโก้ก,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,284,2566,"87,854",นาตาล,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,285,2566,"44,916",สว่างวีระวงศ์,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,286,2566,"60,592",น้ำขุ่น,เนื้อที่เก็บเกี่ยว,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,287,2566,"1,453,013",รวม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,288,2566,"35,285",เมืองอุบลราชธานี,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,289,2566,"64,647",เขมราฐ,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,290,2566,"76,806",เขื่องใน,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,291,2566,"73,928",ศรีเมืองใหม่,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,292,2566,"180,407",เดชอุดม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,293,2566,"133,156",ตระการพืชผล,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,294,2566,"36,165",น้ำยืน,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,295,2566,"25,553",โขงเจียม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,296,2566,"88,659",บุณฑริก,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,297,2566,"139,449",พิบูลมังสาหาร,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,298,2566,"109,789",ม่วงสามสิบ,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,299,2566,"61,230",วารินชำราบ,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,300,2566,"49,343",กุดข้าวปุ้น,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,301,2566,"49,184",นาจะหลวย,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,302,2566,"40,703",ตาลสุม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,303,2566,"30,554",โพธิ์ไทร,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,304,2566,"72,083",สำโรง,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,305,2566,"20,408",ดอนมดแดง,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,306,2566,"17,649",สิรินธร,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,307,2566,"29,079",ทุ่งศรีอุดม,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,308,2566,"26,923",นาเยีย,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,309,2566,"23,847",เหล่าเสือโก้ก,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,310,2566,"30,661",นาตาล,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,311,2566,"15,631",สว่างวีระวงศ์,ผลผลิต,ตัน
สำนักงานเกษตรจังหวัดอุบลราชธานี,312,2566,"21,874",น้ำขุ่น,ผลผลิต,ตัน
,313,,,,,
