province,sex,quarter,_id,year,value,attribute,variable,unit,source
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,34,2565,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,35,2565,1.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,36,2565,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,37,2565,65051.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,38,2565,45184.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,39,2565,19866.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,40,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,41,2565,1.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,42,2565,0.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,43,2565,69692.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,44,2565,37752.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,45,2565,31940.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,46,2565,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,47,2565,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,48,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,49,2566,62386.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 1,50,2566,34248.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 1,51,2566,28138.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,52,2566,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 1,53,2566,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 1,54,2566,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,55,2566,63839.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,56,2566,30630.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,57,2566,33209.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,58,2566,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,59,2566,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,60,2566,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,61,2566,56582.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,62,2566,28987.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,63,2566,27596.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,64,2566,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,65,2566,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,66,2566,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,67,2566,42712.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,68,2566,26738.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,69,2566,15973.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,70,2566,0.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,71,2566,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,72,2566,0.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,73,2567,52106.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 1,74,2567,24555.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 1,75,2567,27552.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,76,2567,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 1,77,2567,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 1,78,2567,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,79,2567,66996.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,80,2567,33525.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,81,2567,33471.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 2,82,2567,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 2,83,2567,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 2,84,2567,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,85,2567,67460.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,86,2567,39259.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,87,2567,28201.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 3,88,2567,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 3,89,2567,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 3,90,2567,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,91,2567,49670.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,92,2567,24816.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,93,2567,24853.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 4,94,2567,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 4,95,2567,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 4,96,2567,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,97,2568,63497.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 1,98,2568,34978.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 1,99,2568,28519.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,รวม,ไตรมาสที่ 1,100,2568,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,ชาย,ไตรมาสที่ 1,101,2568,1.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,หญิง,ไตรมาสที่ 1,102,2568,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,103,2564,37127.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,104,2564,14097.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,105,2564,23030.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,106,2564,2.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,107,2564,1.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,108,2564,3.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 2,109,2564,19640.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 2,110,2564,13126.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 2,111,2564,6515.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 2,112,2564,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 2,113,2564,1.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 2,114,2564,1.0,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 3,115,2564,36249.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 3,116,2564,25822.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 3,117,2564,10427.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 3,118,2564,2.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 3,119,2564,3.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 3,120,2564,1.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 4,121,2564,18620.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 4,122,2564,6737.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 4,123,2564,11883.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 4,124,2564,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 4,125,2564,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 4,126,2564,1.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,127,2565,20732.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,128,2565,8419.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,129,2565,12313.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,130,2565,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,131,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,132,2565,1.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 2,133,2565,18242.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 2,134,2565,8376.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 2,135,2565,9866.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 2,136,2565,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 2,137,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 2,138,2565,1.5,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 3,139,2565,15895.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 3,140,2565,6506.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 3,141,2565,9389.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 3,142,2565,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 3,143,2565,0.9,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 3,144,2565,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 4,145,2565,21118.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 4,146,2565,5222.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 4,147,2565,15896.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 4,148,2565,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 4,149,2565,0.7,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 4,150,2565,2.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,151,2566,19893.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,152,2566,14215.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,153,2566,5678.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,154,2566,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,155,2566,1.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,156,2566,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 2,157,2566,20082.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 2,158,2566,11874.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 2,159,2566,8208.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 2,160,2566,1.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 2,161,2566,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 2,162,2566,1.1,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 3,163,2566,12811.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 3,164,2566,11249.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 3,165,2566,1562.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 3,166,2566,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 3,167,2566,1.4,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 3,168,2566,0.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 4,169,2566,8894.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 4,170,2566,6741.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 4,171,2566,2153.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 4,172,2566,0.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 4,173,2566,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 4,174,2566,0.3,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,175,2567,23360.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,176,2567,17393.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,177,2567,5966.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 1,178,2567,1.6,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 1,179,2567,2.2,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,หญิง,ไตรมาสที่ 1,180,2567,0.8,,อัตราการว่างงาน,ร้อยละ,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,รวม,ไตรมาสที่ 2,181,2567,10721.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,ชาย,ไตรมาสที่ 2,182,2567,7798.0,,ผู้ว่างงาน,คน,สำนักงานสถิติแห่งชาติ
