PROVINCE,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
มหาสารคาม,208.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,48,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
มหาสารคาม,160.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,49,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
มุกดาหาร,122.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,50,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
มุกดาหาร,107.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,51,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ยโสธร,134.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,52,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ยโสธร,139.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,53,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ร้อยเอ็ด,294.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,54,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ร้อยเอ็ด,258.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,55,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ศรีสะเกษ,296.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,56,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ศรีสะเกษ,268.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,57,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สกลนคร,234.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,58,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สกลนคร,171.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,59,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สุรินทร์,271.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,60,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
สุรินทร์,221.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,61,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองคาย,115.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,62,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองคาย,101.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,63,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองบัวลำภู,126.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,64,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
หนองบัวลำภู,96.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,65,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อำนาจเจริญ,69.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,66,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อำนาจเจริญ,57.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,67,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุดรธานี,327.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,68,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุดรธานี,278.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,69,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุบลราชธานี,485.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,70,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
อุบลราชธานี,369.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,71,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
เลย,162.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,72,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
เลย,149.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,73,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
กระบี่,135.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,74,ชาย,พันคน,ภาคใต้,2565
กระบี่,106.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,75,หญิง,พันคน,ภาคใต้,2565
ชุมพร,156.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,76,ชาย,พันคน,ภาคใต้,2565
พัทลุง,129.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,77,หญิง,พันคน,ภาคใต้,2565
ภูเก็ต,166.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,78,ชาย,พันคน,ภาคใต้,2565
ภูเก็ต,138.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,79,หญิง,พันคน,ภาคใต้,2565
ยะลา,143.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,80,ชาย,พันคน,ภาคใต้,2565
ยะลา,112.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,81,หญิง,พันคน,ภาคใต้,2565
ระนอง,88.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,82,ชาย,พันคน,ภาคใต้,2565
ระนอง,60.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,83,หญิง,พันคน,ภาคใต้,2565
สงขลา,483.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,84,ชาย,พันคน,ภาคใต้,2565
สงขลา,438.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,85,หญิง,พันคน,ภาคใต้,2565
สตูล,89.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,86,ชาย,พันคน,ภาคใต้,2565
สตูล,70.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,87,หญิง,พันคน,ภาคใต้,2565
สุราษฎร์ธานี,357.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,88,ชาย,พันคน,ภาคใต้,2565
สุราษฎร์ธานี,285.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,89,หญิง,พันคน,ภาคใต้,2565
กรุงเทพมหานคร,2890.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,90,ชาย,พันคน,กรุงเทพมหานคร,2565
กรุงเทพมหานคร,2735.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,91,หญิง,พันคน,กรุงเทพมหานคร,2565
กาญจนบุรี,263.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,92,ชาย,พันคน,ภาคกลาง,2565
กาญจนบุรี,219.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,93,หญิง,พันคน,ภาคกลาง,2565
จันทบุรี,198.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,94,ชาย,พันคน,ภาคกลาง,2565
จันทบุรี,177.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,95,หญิง,พันคน,ภาคกลาง,2565
ฉะเชิงเทรา,282.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,96,ชาย,พันคน,ภาคกลาง,2565
ฉะเชิงเทรา,230.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,97,หญิง,พันคน,ภาคกลาง,2565
ชลบุรี,577.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,98,ชาย,พันคน,ภาคกลาง,2565
ชลบุรี,511.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,99,หญิง,พันคน,ภาคกลาง,2565
ชัยนาท,89.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,100,ชาย,พันคน,ภาคกลาง,2565
ชัยนาท,75.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,101,หญิง,พันคน,ภาคกลาง,2565
ตราด,92.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,102,ชาย,พันคน,ภาคกลาง,2565
ตราด,77.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,103,หญิง,พันคน,ภาคกลาง,2565
นครนายก,78.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,104,ชาย,พันคน,ภาคกลาง,2565
นครนายก,72.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,105,หญิง,พันคน,ภาคกลาง,2565
นครปฐม,421.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,106,ชาย,พันคน,ภาคกลาง,2565
นครปฐม,396.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,107,หญิง,พันคน,ภาคกลาง,2565
นนทบุรี,595.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,108,ชาย,พันคน,ภาคกลาง,2565
นนทบุรี,543.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,109,หญิง,พันคน,ภาคกลาง,2565
ปทุมธานี,574.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,110,ชาย,พันคน,ภาคกลาง,2565
ปทุมธานี,522.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,111,หญิง,พันคน,ภาคกลาง,2565
ประจวบคีรีขันธ์,148.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,112,ชาย,พันคน,ภาคกลาง,2565
ประจวบคีรีขันธ์,126.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,113,หญิง,พันคน,ภาคกลาง,2565
ปราจีนบุรี,206.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,114,ชาย,พันคน,ภาคกลาง,2565
ปราจีนบุรี,189.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,115,หญิง,พันคน,ภาคกลาง,2565
พระนครศรีอยุธยา,284.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,116,ชาย,พันคน,ภาคกลาง,2565
พระนครศรีอยุธยา,242.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,117,หญิง,พันคน,ภาคกลาง,2565
ระยอง,359.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,118,ชาย,พันคน,ภาคกลาง,2565
ระยอง,301.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,119,หญิง,พันคน,ภาคกลาง,2565
ราชบุรี,254.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,120,ชาย,พันคน,ภาคกลาง,2565
ราชบุรี,209.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,121,หญิง,พันคน,ภาคกลาง,2565
ลพบุรี,243.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,122,ชาย,พันคน,ภาคกลาง,2565
ลพบุรี,211.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,123,หญิง,พันคน,ภาคกลาง,2565
สมุทรปราการ,769.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,124,ชาย,พันคน,ภาคกลาง,2565
สมุทรปราการ,642.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,125,หญิง,พันคน,ภาคกลาง,2565
สมุทรสงคราม,55.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,126,ชาย,พันคน,ภาคกลาง,2565
สมุทรสงคราม,45.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,127,หญิง,พันคน,ภาคกลาง,2565
สมุทรสาคร,385.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,128,ชาย,พันคน,ภาคกลาง,2565
สมุทรสาคร,369.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,129,หญิง,พันคน,ภาคกลาง,2565
สระบุรี,234.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,130,ชาย,พันคน,ภาคกลาง,2565
สระบุรี,192.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,131,หญิง,พันคน,ภาคกลาง,2565
สระแก้ว,190.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,132,ชาย,พันคน,ภาคกลาง,2565
สระแก้ว,158.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,133,หญิง,พันคน,ภาคกลาง,2565
สิงห์บุรี,55.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,134,ชาย,พันคน,ภาคกลาง,2565
สิงห์บุรี,47.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,135,หญิง,พันคน,ภาคกลาง,2565
สุพรรณบุรี,260.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,136,ชาย,พันคน,ภาคกลาง,2565
สุพรรณบุรี,208.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,137,หญิง,พันคน,ภาคกลาง,2565
อ่างทอง,72.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,138,ชาย,พันคน,ภาคกลาง,2565
อ่างทอง,59.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,139,หญิง,พันคน,ภาคกลาง,2565
เพชรบุรี,147.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,140,ชาย,พันคน,ภาคกลาง,2565
เพชรบุรี,140.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,141,หญิง,พันคน,ภาคกลาง,2565
กำแพงเพชร,233.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,142,ชาย,พันคน,ภาคเหนือ,2565
กำแพงเพชร,196.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,143,หญิง,พันคน,ภาคเหนือ,2565
ตาก,154.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,144,ชาย,พันคน,ภาคเหนือ,2565
ตาก,126.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,145,หญิง,พันคน,ภาคเหนือ,2565
นครสวรรค์,272.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,146,ชาย,พันคน,ภาคเหนือ,2565
นครสวรรค์,242.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,147,หญิง,พันคน,ภาคเหนือ,2565
น่าน,130.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,148,ชาย,พันคน,ภาคเหนือ,2565
น่าน,109.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,149,หญิง,พันคน,ภาคเหนือ,2565
พะเยา,101.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,150,ชาย,พันคน,ภาคเหนือ,2565
พะเยา,72.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,151,หญิง,พันคน,ภาคเหนือ,2565
พิจิตร,144.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,152,ชาย,พันคน,ภาคเหนือ,2565
พิจิตร,132.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,153,หญิง,พันคน,ภาคเหนือ,2565
พิษณุโลก,257.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,154,ชาย,พันคน,ภาคเหนือ,2565
พิษณุโลก,224.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,155,หญิง,พันคน,ภาคเหนือ,2565
ลำปาง,196.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,156,ชาย,พันคน,ภาคเหนือ,2565
ลำปาง,162.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,157,หญิง,พันคน,ภาคเหนือ,2565
ลำพูน,116.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,158,ชาย,พันคน,ภาคเหนือ,2565
ลำพูน,107.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,159,หญิง,พันคน,ภาคเหนือ,2565
ชุมพร,118.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,160,หญิง,พันคน,ภาคใต้,2565
ภูเก็ต,174.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,161,ชาย,พันคน,ภาคใต้,2565
ภูเก็ต,147.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,162,หญิง,พันคน,ภาคใต้,2565
ยะลา,146.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,163,ชาย,พันคน,ภาคใต้,2565
ยะลา,119.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,164,หญิง,พันคน,ภาคใต้,2565
ระนอง,92.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,165,ชาย,พันคน,ภาคใต้,2565
ระนอง,61.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,166,หญิง,พันคน,ภาคใต้,2565
สงขลา,479.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,167,ชาย,พันคน,ภาคใต้,2565
สงขลา,430.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,168,หญิง,พันคน,ภาคใต้,2565
สตูล,92.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,169,ชาย,พันคน,ภาคใต้,2565
สตูล,67.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,170,หญิง,พันคน,ภาคใต้,2565
สุราษฎร์ธานี,361.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,171,ชาย,พันคน,ภาคใต้,2565
สุราษฎร์ธานี,302.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,172,หญิง,พันคน,ภาคใต้,2565
กรุงเทพมหานคร,2966.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,173,ชาย,พันคน,กรุงเทพมหานคร,2566
กรุงเทพมหานคร,2789.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,174,หญิง,พันคน,กรุงเทพมหานคร,2566
สมุทรปราการ,792.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,175,ชาย,พันคน,ภาคกลาง,2566
สมุทรปราการ,686.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,176,หญิง,พันคน,ภาคกลาง,2566
นนทบุรี,605.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,177,ชาย,พันคน,ภาคกลาง,2566
นนทบุรี,539.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,178,หญิง,พันคน,ภาคกลาง,2566
ปทุมธานี,598.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,179,ชาย,พันคน,ภาคกลาง,2566
ปทุมธานี,559.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,180,หญิง,พันคน,ภาคกลาง,2566
พระนครศรีอยุธยา,282.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,181,ชาย,พันคน,ภาคกลาง,2566
พระนครศรีอยุธยา,250.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,182,หญิง,พันคน,ภาคกลาง,2566
อ่างทอง,68.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,183,ชาย,พันคน,ภาคกลาง,2566
อ่างทอง,58.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,184,หญิง,พันคน,ภาคกลาง,2566
ลพบุรี,233.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,185,ชาย,พันคน,ภาคกลาง,2566
ลพบุรี,189.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,186,หญิง,พันคน,ภาคกลาง,2566
สิงห์บุรี,54.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,187,ชาย,พันคน,ภาคกลาง,2566
สิงห์บุรี,51.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,188,หญิง,พันคน,ภาคกลาง,2566
ชัยนาท,86.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,189,ชาย,พันคน,ภาคกลาง,2566
ชัยนาท,75.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,190,หญิง,พันคน,ภาคกลาง,2566
สระบุรี,231.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,191,ชาย,พันคน,ภาคกลาง,2566
สระบุรี,186.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,192,หญิง,พันคน,ภาคกลาง,2566
ชลบุรี,614.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,193,ชาย,พันคน,ภาคกลาง,2566
ชลบุรี,531.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,194,หญิง,พันคน,ภาคกลาง,2566
