_id,permission,﻿year,unit,source,province,license_type,region,value
31,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กรุงเทพมหานคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,16201099
32,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กรุงเทพมหานคร,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,930228
33,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กรุงเทพมหานคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,556263
34,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กรุงเทพมหานคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,11695875
35,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กรุงเทพมหานคร,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,894181
36,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กรุงเทพมหานคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,292156
37,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3234109
38,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,193665
39,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,145333
40,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3044463
41,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,126168
42,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,198816
43,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3471080
44,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,156075
45,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,176663
46,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3152008
47,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,95185
48,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรปราการ,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,127959
49,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3706946
50,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,135795
51,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,80774
52,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3524753
53,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,147932
54,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,86628
55,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3577861
56,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,192376
57,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,88387
58,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3492813
59,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,238304
60,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นนทบุรี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,89194
61,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3188933
62,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,162745
63,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,125666
64,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3476521
65,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,165708
66,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,257470
67,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3078027
68,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,180896
69,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,134554
70,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,3982468
71,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,262614
72,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ปทุมธานี,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,165665
73,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,1507414
74,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,53450
75,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,47120
76,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,1646558
77,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,61058
78,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,40623
79,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,1617869
80,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,47153
81,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,27914
82,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,1620219
83,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,59881
84,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,82003
85,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,2338503
86,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,138399
87,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,47047
88,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,2311277
89,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,190798
90,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,96839
91,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,2321362
92,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,148741
93,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,49617
94,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,2647470
95,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,ความยาว (เมตร),กรุงเทพมหานคร และปริมณฑล,200421
96,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,พื้นที่ (ตารางเมตร),กรุงเทพมหานคร และปริมณฑล,109240
97,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,1857651
98,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคกลาง,62533
99,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,57279
100,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,1754840
101,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคกลาง,54030
102,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,82553
103,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,1909456
104,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคกลาง,39307
105,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,56853
106,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,1976592
107,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคกลาง,39921
108,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคกลาง,63594
109,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,654888
110,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,ความยาว (เมตร),ภาคกลาง,30913
111,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,8597
112,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,1031598
113,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,ความยาว (เมตร),ภาคกลาง,31058
114,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,35586
115,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,1053951
116,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,ความยาว (เมตร),ภาคกลาง,19645
117,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,13830
118,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,928909
119,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,ความยาว (เมตร),ภาคกลาง,28006
120,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,พื้นที่ (ตารางเมตร),ภาคกลาง,31502
121,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,55542
122,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,ความยาว (เมตร),ภาคกลาง,644
123,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,134
124,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,76962
125,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,ความยาว (เมตร),ภาคกลาง,1380
126,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,563
127,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,66478
128,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,ความยาว (เมตร),ภาคกลาง,80
129,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,1390
130,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,85587
131,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,ความยาว (เมตร),ภาคกลาง,0
132,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อ่างทอง,พื้นที่ (ตารางเมตร),ภาคกลาง,200
133,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ลพบุรี,พื้นที่ (ตารางเมตร),ภาคกลาง,86992
134,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ลพบุรี,ความยาว (เมตร),ภาคกลาง,3710
135,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ลพบุรี,พื้นที่ (ตารางเมตร),ภาคกลาง,2472
136,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ลพบุรี,พื้นที่ (ตารางเมตร),ภาคกลาง,84203
137,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ลพบุรี,ความยาว (เมตร),ภาคกลาง,6396
