PROD_TYPE,PRICE,_id,WEEK_C,YEAR,MONTH_C
ยางแผ่นดิบ ชั้น 3,41.26,1257,4,2562,1
ยางก้อน ,20.68,1258,4,2562,1
เศษยาง,17.46,1259,4,2562,1
น้ำยางสด,35.01,1260,4,2562,1
ส้มเขียวหวาน ใหญ่,19.83,1261,4,2562,1
ส้มเขียวหวาน รอง,11.42,1262,4,2562,1
ส้มเขียวหวาน เล็ก,5.37,1263,4,2562,1
ส้มเขียวหวาน คละ,30,1264,4,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,33.62,1265,4,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,24.8,1266,4,2562,1
สารกาแฟ คละ (โรบัสต้า),67.36,1267,4,2562,1
สับปะรดบริโภค,5.47,1268,4,2562,1
สับปะรดโรงงาน,3.37,1269,4,2562,1
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6752.05,1270,4,2562,1
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6596,1271,4,2562,1
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,13169.72,1272,4,2562,1
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9698.4,1273,4,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9113.68,1274,4,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8704.5,1275,4,2562,1
ผลกาแฟโรบัสต้าสดคละ        ,10,1276,4,2562,1
ผลกาแฟโรบัสต้าแห้งคละ   ,33,1277,4,2562,1
ผลกาแฟอราบิก้า สด          ,14.01,1278,4,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.06,1279,4,2562,1
ลำไยร่วงเกรด AA,15.5,1280,4,2562,1
ลำไยร่วงเกรด A,9.5,1281,4,2562,1
ลำไยร่วงเกรด B,4.5,1282,4,2562,1
ลำไยอบแห้งเกรด AA,78.89,1283,4,2562,1
ลำไยอบแห้งเกรด A,56.67,1284,4,2562,1
ลำไยอบแห้งเกรด B,37.78,1285,4,2562,1
ลำไยอบแห้งเกรด C,28.67,1286,4,2562,1
มันสำปะหลังสดเชื้อแป้ง 25%,2.48,1287,4,2562,1
มันสำปะหลังสดเชื้อแป้ง 30%,2.64,1288,4,2562,1
ข้าวเปลือกเจ้าหอมมะลิ,15413.41,1289,1,2562,2
ข้าวเหนียวนาปียาว,9973.04,1290,1,2562,2
ข้าวเหนียวนาปีสั้น,9154.75,1291,1,2562,2
ข้าวเปลือกเจ้าความชื้น  15 %,7642.21,1292,1,2562,2
ข้าวเปลือกเจ้าความชื้น  25 %,6593.67,1293,1,2562,2
ข้าวโพดเมล็ดความชื้นเกิน 14 %,7.02,1294,1,2562,2
ข้าวโพดเมล็ดความชื้น 14.5%,8.81,1295,1,2562,2
มันสำปะหลังสด,2.06,1296,1,2562,2
มันเส้น,5.4,1297,1,2562,2
อ้อยโรงงาน,598.85,1298,1,2562,2
ถั่วเหลืองชนิดคละ,17.01,1299,1,2562,2
ถั่วลิสงเปลือกแห้ง,51.25,1300,1,2562,2
ถั่วลิสงเปลือกสด,22.26,1301,1,2562,2
มะพร้าวแห้ง ใหญ่ ,588,1302,1,2562,2
มะพร้าวแห้ง รอง,380,1303,1,2562,2
มะพร้าวแห้ง เล็ก,247,1304,1,2562,2
มะพร้าวแห้ง คละ,529,1305,1,2562,2
เนื้อมะพร้าวแห้ง C,8.9,1306,1,2562,2
ปาล์มร่วง ,3.21,1307,1,2562,2
ปาล์มทะลาย 3-6,1.98,1308,1,2562,2
ปาล์มทะลาย 7-10,2.18,1309,1,2562,2
ปาล์มทะลาย11-15,2.38,1310,1,2562,2
ปาล์มทะลาย > 15,2.58,1311,1,2562,2
ยางแผ่นดิบ ชั้น 1,42.38,1312,1,2562,2
ยางแผ่นดิบ ชั้น 2,41.88,1313,1,2562,2
ยางแผ่นดิบ ชั้น 3,41.38,1314,1,2562,2
ยางก้อน ,20.32,1315,1,2562,2
เศษยาง,17.96,1316,1,2562,2
น้ำยางสด,34.61,1317,1,2562,2
ส้มเขียวหวาน ใหญ่,19.83,1318,1,2562,2
ส้มเขียวหวาน รอง,11.42,1319,1,2562,2
ส้มเขียวหวาน เล็ก,5.37,1320,1,2562,2
ส้มเขียวหวาน คละ,35,1321,1,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,33.99,1322,1,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,25.8,1323,1,2562,2
สารกาแฟ คละ (โรบัสต้า),67.36,1324,1,2562,2
สับปะรดบริโภค,5.47,1325,1,2562,2
สับปะรดโรงงาน,3.56,1326,1,2562,2
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6752.05,1327,1,2562,2
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6545.85,1328,1,2562,2
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,13394.2,1329,1,2562,2
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9884.12,1330,1,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9347.2,1331,1,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8952.51,1332,1,2562,2
ผลกาแฟโรบัสต้าสดคละ        ,10,1333,1,2562,2
ผลกาแฟโรบัสต้าแห้งคละ   ,33,1334,1,2562,2
ผลกาแฟอราบิก้า สด          ,12.75,1335,1,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.5,1336,1,2562,2
ลำไยร่วงเกรด AA,15.5,1337,1,2562,2
ลำไยร่วงเกรด A,9.5,1338,1,2562,2
ลำไยร่วงเกรด B,4.5,1339,1,2562,2
ลำไยอบแห้งเกรด AA,80.89,1340,1,2562,2
ลำไยอบแห้งเกรด A,59.45,1341,1,2562,2
ลำไยอบแห้งเกรด B,37.78,1342,1,2562,2
ลำไยอบแห้งเกรด C,30,1343,1,2562,2
มันสำปะหลังสดเชื้อแป้ง 25%,2.23,1344,1,2562,2
มันสำปะหลังสดเชื้อแป้ง 30%,2.63,1345,1,2562,2
ข้าวเปลือกเจ้าหอมมะลิ,15591.8,1346,2,2562,2
ข้าวเหนียวนาปียาว,10009,1347,2,2562,2
ข้าวเหนียวนาปีสั้น,9142.38,1348,2,2562,2
ข้าวเปลือกเจ้าความชื้น  15 %,7645,1349,2,2562,2
ข้าวเปลือกเจ้าความชื้น  25 %,6581.03,1350,2,2562,2
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.52,1351,2,2562,2
ข้าวโพดเมล็ดความชื้น 14.5%,7.96,1352,2,2562,2
มันสำปะหลังสด,2.2,1353,2,2562,2
มันเส้น,5.29,1354,2,2562,2
อ้อยโรงงาน,600.31,1355,2,2562,2
ถั่วเหลืองชนิดคละ,17.12,1356,2,2562,2
ถั่วลิสงเปลือกแห้ง,60,1357,2,2562,2
ถั่วลิสงเปลือกสด,26.63,1358,2,2562,2
มะพร้าวแห้ง ใหญ่ ,623.06,1359,2,2562,2
มะพร้าวแห้ง รอง,385,1360,2,2562,2
มะพร้าวแห้ง เล็ก,234,1361,2,2562,2
มะพร้าวแห้ง คละ,537.78,1362,2,2562,2
เนื้อมะพร้าวแห้ง C,9.62,1363,2,2562,2
ปาล์มร่วง ,3.23,1364,2,2562,2
ปาล์มทะลาย 3-6,2.02,1365,2,2562,2
ปาล์มทะลาย 7-10,2.22,1366,2,2562,2
ปาล์มทะลาย11-15,2.42,1367,2,2562,2
ปาล์มทะลาย > 15,2.62,1368,2,2562,2
ยางแผ่นดิบ ชั้น 1,41.85,1369,2,2562,2
ยางแผ่นดิบ ชั้น 2,41.35,1370,2,2562,2
ยางแผ่นดิบ ชั้น 3,40.85,1371,2,2562,2
ยางก้อน ,19.98,1372,2,2562,2
เศษยาง,16.7,1373,2,2562,2
น้ำยางสด,35.47,1374,2,2562,2
ส้มเขียวหวาน ใหญ่,20.68,1375,2,2562,2
ส้มเขียวหวาน รอง,13.55,1376,2,2562,2
ส้มเขียวหวาน เล็ก,6,1377,2,2562,2
ส้มเขียวหวาน คละ,30,1378,2,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,33.66,1379,2,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,25.5,1380,2,2562,2
สารกาแฟ คละ (โรบัสต้า),66.11,1381,2,2562,2
สับปะรดบริโภค,5.48,1382,2,2562,2
สับปะรดโรงงาน,3.57,1383,2,2562,2
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6850,1384,2,2562,2
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6516.77,1385,2,2562,2
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,13395.6,1386,2,2562,2
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10025.67,1387,2,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9656.23,1388,2,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,9246.89,1389,2,2562,2
ผลกาแฟโรบัสต้าสดคละ        ,10,1390,2,2562,2
ผลกาแฟโรบัสต้าแห้งคละ   ,33,1391,2,2562,2
สารกาแฟอาราบิก้า,110,1392,2,2562,2
ผลกาแฟอราบิก้า สด          ,13.18,1393,2,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,17.5,1394,2,2562,2
ลำไยร่วงเกรด AA,15.5,1395,2,2562,2
ลำไยร่วงเกรด A,9.5,1396,2,2562,2
ลำไยร่วงเกรด B,4.5,1397,2,2562,2
ลำไยอบแห้งเกรด AA,81.41,1398,2,2562,2
ลำไยอบแห้งเกรด A,60.3,1399,2,2562,2
ลำไยอบแห้งเกรด B,37.94,1400,2,2562,2
ลำไยอบแห้งเกรด C,30,1401,2,2562,2
มันสำปะหลังสดเชื้อแป้ง 25%,2.52,1402,2,2562,2
มันสำปะหลังสดเชื้อแป้ง 30%,2.71,1403,2,2562,2
ข้าวเปลือกเจ้าหอมมะลิ,15632.04,1404,3,2562,2
ข้าวเหนียวนาปียาว,10391.69,1405,3,2562,2
ข้าวเหนียวนาปีสั้น,9253.13,1406,3,2562,2
ข้าวเปลือกเจ้าความชื้น  15 %,7652,1407,3,2562,2
ข้าวเปลือกเจ้าความชื้น  25 %,6606,1408,3,2562,2
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.61,1409,3,2562,2
ข้าวโพดเมล็ดความชื้น 14.5%,8,1410,3,2562,2
มันสำปะหลังสด,2.21,1411,3,2562,2
มันเส้น,5.16,1412,3,2562,2
อ้อยโรงงาน,592.06,1413,3,2562,2
ถั่วเหลืองชนิดคละ,17,1414,3,2562,2
ถั่วลิสงเปลือกแห้ง,49.59,1415,3,2562,2
ถั่วลิสงเปลือกสด,26.15,1416,3,2562,2
มะพร้าวแห้ง ใหญ่ ,627,1417,3,2562,2
มะพร้าวแห้ง รอง,388,1418,3,2562,2
มะพร้าวแห้ง เล็ก,249,1419,3,2562,2
มะพร้าวแห้ง คละ,550.2,1420,3,2562,2
เนื้อมะพร้าวแห้ง C,9.62,1421,3,2562,2
ปาล์มร่วง ,3.15,1422,3,2562,2
ปาล์มทะลาย 3-6,1.93,1423,3,2562,2
ปาล์มทะลาย 7-10,2.13,1424,3,2562,2
ปาล์มทะลาย11-15,2.33,1425,3,2562,2
ปาล์มทะลาย > 15,2.53,1426,3,2562,2
ยางแผ่นดิบ ชั้น 1,42.48,1427,3,2562,2
ยางแผ่นดิบ ชั้น 2,41.98,1428,3,2562,2
ยางแผ่นดิบ ชั้น 3,41.48,1429,3,2562,2
ยางก้อน ,19.85,1430,3,2562,2
เศษยาง,16.96,1431,3,2562,2
น้ำยางสด,37.79,1432,3,2562,2
ส้มเขียวหวาน ใหญ่,20.68,1433,3,2562,2
ส้มเขียวหวาน รอง,12.97,1434,3,2562,2
ส้มเขียวหวาน เล็ก,5.71,1435,3,2562,2
ส้มเขียวหวาน คละ,30,1436,3,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.26,1437,3,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,27.3,1438,3,2562,2
สารกาแฟ คละ (โรบัสต้า),67.06,1439,3,2562,2
สับปะรดบริโภค,5.51,1440,3,2562,2
สับปะรดโรงงาน,3.72,1441,3,2562,2
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6850,1442,3,2562,2
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6631.69,1443,3,2562,2
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14330,1444,3,2562,2
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10467,1445,3,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9235.6,1446,3,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8844.15,1447,3,2562,2
ผลกาแฟโรบัสต้าสดคละ        ,10,1448,3,2562,2
ผลกาแฟโรบัสต้าแห้งคละ   ,33,1449,3,2562,2
สารกาแฟอาราบิก้า,110,1450,3,2562,2
ผลกาแฟอราบิก้า สด          ,13.18,1451,3,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,18.5,1452,3,2562,2
ลำไยร่วงเกรด AA,16.5,1453,3,2562,2
ลำไยร่วงเกรด A,10.5,1454,3,2562,2
ลำไยร่วงเกรด B,4.5,1455,3,2562,2
ลำไยอบแห้งเกรด AA,81.41,1456,3,2562,2
ลำไยอบแห้งเกรด A,60.3,1457,3,2562,2
ลำไยอบแห้งเกรด B,37.94,1458,3,2562,2
ลำไยอบแห้งเกรด C,30,1459,3,2562,2
มันสำปะหลังสดเชื้อแป้ง 25%,2.54,1460,3,2562,2
มันสำปะหลังสดเชื้อแป้ง 30%,2.71,1461,3,2562,2
ข้าวเปลือกเจ้าหอมมะลิ,15723,1462,4,2562,2
ข้าวเหนียวนาปียาว,10375.54,1463,4,2562,2
ข้าวเหนียวนาปีสั้น,9275,1464,4,2562,2
ข้าวเปลือกเจ้าความชื้น  15 %,7541.55,1465,4,2562,2
ข้าวเปลือกเจ้าความชื้น  25 %,6471.63,1466,4,2562,2
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.61,1467,4,2562,2
ข้าวโพดเมล็ดความชื้น 14.5%,8.01,1468,4,2562,2
มันสำปะหลังสด,2.22,1469,4,2562,2
มันเส้น,5.09,1470,4,2562,2
อ้อยโรงงาน,597.82,1471,4,2562,2
ถั่วเหลืองชนิดคละ,16.71,1472,4,2562,2
ถั่วลิสงเปลือกแห้ง,48.75,1473,4,2562,2
ถั่วลิสงเปลือกสด,23.98,1474,4,2562,2
มะพร้าวแห้ง ใหญ่ ,632.73,1475,4,2562,2
มะพร้าวแห้ง รอง,405.99,1476,4,2562,2
มะพร้าวแห้ง เล็ก,249.17,1477,4,2562,2
มะพร้าวแห้ง คละ,573.64,1478,4,2562,2
เนื้อมะพร้าวแห้ง C,9.64,1479,4,2562,2
ปาล์มร่วง ,3.01,1480,4,2562,2
ปาล์มทะลาย 3-6,1.78,1481,4,2562,2
ปาล์มทะลาย 7-10,1.98,1482,4,2562,2
ปาล์มทะลาย11-15,2.18,1483,4,2562,2
ปาล์มทะลาย > 15,2.38,1484,4,2562,2
ยางแผ่นดิบ ชั้น 1,43.17,1485,4,2562,2
ยางแผ่นดิบ ชั้น 2,42.67,1486,4,2562,2
ยางแผ่นดิบ ชั้น 3,42.17,1487,4,2562,2
ยางก้อน ,20.87,1488,4,2562,2
เศษยาง,17.12,1489,4,2562,2
น้ำยางสด,39.34,1490,4,2562,2
ส้มเขียวหวาน ใหญ่,21.26,1491,4,2562,2
ส้มเขียวหวาน รอง,14.13,1492,4,2562,2
ส้มเขียวหวาน เล็ก,6,1493,4,2562,2
ส้มเขียวหวาน คละ,25,1494,4,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.91,1495,4,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,27.3,1496,4,2562,2
สารกาแฟ คละ (โรบัสต้า),65.64,1497,4,2562,2
สับปะรดบริโภค,5.92,1498,4,2562,2
สับปะรดโรงงาน,3.89,1499,4,2562,2
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6800,1500,4,2562,2
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6586.6,1501,4,2562,2
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14438.87,1502,4,2562,2
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10091.47,1503,4,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8904.24,1504,4,2562,2
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8517.95,1505,4,2562,2
ผลกาแฟโรบัสต้าสดคละ        ,10,1506,4,2562,2
ผลกาแฟโรบัสต้าแห้งคละ   ,33,1507,4,2562,2
สารกาแฟอาราบิก้า,105,1508,4,2562,2
ผลกาแฟอราบิก้า สด          ,13.01,1509,4,2562,2
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,18.5,1510,4,2562,2
ลำไยร่วงเกรด AA,16.5,1511,4,2562,2
ลำไยร่วงเกรด A,10.5,1512,4,2562,2
ลำไยร่วงเกรด B,4.5,1513,4,2562,2
ลำไยอบแห้งเกรด AA,81.41,1514,4,2562,2
ลำไยอบแห้งเกรด A,60.3,1515,4,2562,2
ลำไยอบแห้งเกรด B,37.94,1516,4,2562,2
ลำไยอบแห้งเกรด C,30,1517,4,2562,2
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,43,1518,4,2562,2
ส้มเขียวหวานสายน้ำผึ้ง รอง,37,1519,4,2562,2
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,28,1520,4,2562,2
มันสำปะหลังสดเชื้อแป้ง 25%,2.52,1521,4,2562,2
มันสำปะหลังสดเชื้อแป้ง 30%,2.75,1522,4,2562,2
ข้าวเปลือกเจ้าหอมมะลิ,15874.41,1523,1,2562,3
ข้าวเหนียวนาปียาว,10514.86,1524,1,2562,3
ข้าวเหนียวนาปีสั้น,9319.38,1525,1,2562,3
ข้าวเปลือกเจ้าความชื้น  15 %,7445.71,1526,1,2562,3
ข้าวเปลือกเจ้าความชื้น  25 %,6495.82,1527,1,2562,3
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.65,1528,1,2562,3
ข้าวโพดเมล็ดความชื้น 14.5%,8.09,1529,1,2562,3
มันสำปะหลังสด,2.2,1530,1,2562,3
มันเส้น,5.15,1531,1,2562,3
อ้อยโรงงาน,604.21,1532,1,2562,3
ถั่วเหลืองชนิดคละ,15.18,1533,1,2562,3
ถั่วลิสงเปลือกสด,24.16,1534,1,2562,3
มะพร้าวแห้ง ใหญ่ ,653.97,1535,1,2562,3
มะพร้าวแห้ง รอง,436.8,1536,1,2562,3
มะพร้าวแห้ง เล็ก,254,1537,1,2562,3
มะพร้าวแห้ง คละ,590,1538,1,2562,3
เนื้อมะพร้าวแห้ง C,8.43,1539,1,2562,3
ปาล์มร่วง ,2.97,1540,1,2562,3
ปาล์มทะลาย 3-6,1.62,1541,1,2562,3
ปาล์มทะลาย 7-10,1.82,1542,1,2562,3
ปาล์มทะลาย11-15,2.02,1543,1,2562,3
ปาล์มทะลาย > 15,2.22,1544,1,2562,3
ยางแผ่นดิบ ชั้น 1,43.65,1545,1,2562,3
ยางแผ่นดิบ ชั้น 2,43.15,1546,1,2562,3
ยางแผ่นดิบ ชั้น 3,42.65,1547,1,2562,3
ยางก้อน ,21.51,1548,1,2562,3
เศษยาง,18.23,1549,1,2562,3
น้ำยางสด,40.9,1550,1,2562,3
ส้มเขียวหวาน ใหญ่,22.97,1551,1,2562,3
ส้มเขียวหวาน รอง,15.84,1552,1,2562,3
ส้มเขียวหวาน เล็ก,7.42,1553,1,2562,3
ส้มเขียวหวาน คละ,25,1554,1,2562,3
ทุเรียนหมอนทอง,129,1555,1,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,35.26,1556,1,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,28.77,1557,1,2562,3
สารกาแฟ คละ (โรบัสต้า),70,1558,1,2562,3
สับปะรดบริโภค,5.94,1559,1,2562,3
สับปะรดโรงงาน,3.99,1560,1,2562,3
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6800,1561,1,2562,3
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6412.63,1562,1,2562,3
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14652.7,1563,1,2562,3
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10299.83,1564,1,2562,3
มันสำปะหลังสดเชื้อแป้ง 25%,2.22,1565,3,2562,5
มันสำปะหลังสดเชื้อแป้ง 30%,2.36,1566,3,2562,5
ข้าวเปลือกเจ้าหอมมะลิ,15746.96,1567,4,2562,5
ข้าวเหนียวนาปียาว,11687.29,1568,4,2562,5
ข้าวเหนียวนาปีสั้น,10764.37,1569,4,2562,5
ข้าวเปลือกเจ้าความชื้น  15 %,7793.14,1570,4,2562,5
ข้าวเปลือกเจ้าความชื้น  25 %,6702.09,1571,4,2562,5
ข้าวโพดเมล็ดความชื้นเกิน 14 %,5.78,1572,4,2562,5
ข้าวโพดเมล็ดความชื้น 14.5%,7.65,1573,4,2562,5
มันสำปะหลังสด,1.76,1574,4,2562,5
มันเส้น,4.95,1575,4,2562,5
อ้อยโรงงาน,734.13,1576,4,2562,5
ถั่วลิสงเปลือกแห้ง,47.22,1577,4,2562,5
ถั่วลิสงเปลือกสด,29.1,1578,4,2562,5
มะพร้าวแห้ง ใหญ่ ,740.94,1579,4,2562,5
มะพร้าวแห้ง รอง,484,1580,4,2562,5
มะพร้าวแห้ง เล็ก,306,1581,4,2562,5
มะพร้าวแห้ง คละ,621,1582,4,2562,5
เนื้อมะพร้าวแห้ง C,9.92,1583,4,2562,5
ปาล์มร่วง ,2.17,1584,4,2562,5
ปาล์มทะลาย 3-6,1.44,1585,4,2562,5
ปาล์มทะลาย 7-10,1.64,1586,4,2562,5
ปาล์มทะลาย11-15,1.84,1587,4,2562,5
ปาล์มทะลาย > 15,2.04,1588,4,2562,5
ลองกอง เบอร์ 1,45,1589,4,2562,5
ลองกอง เบอร์ 2,30,1590,4,2562,5
ยางแผ่นดิบ ชั้น 1,48.87,1591,4,2562,5
ยางแผ่นดิบ ชั้น 2,48.37,1592,4,2562,5
ยางแผ่นดิบ ชั้น 3,47.87,1593,4,2562,5
ยางก้อน ,23.16,1594,4,2562,5
เศษยาง,20.11,1595,4,2562,5
น้ำยางสด,46.51,1596,4,2562,5
ส้มเขียวหวาน ใหญ่,27,1597,4,2562,5
ส้มเขียวหวาน รอง,20,1598,4,2562,5
ส้มเขียวหวาน เล็ก,17,1599,4,2562,5
ส้มเขียวหวาน คละ,23,1600,4,2562,5
ทุเรียนชะนี คละ,68,1601,4,2562,5
ทุเรียนหมอนทอง,116.5,1602,4,2562,5
องุ่น ไวท์มะละกา,45,1603,4,2562,5
องุ่น คาร์ดินาล,25,1604,4,2562,5
เงาะโรงเรียน,26.5,1605,4,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.05,1606,4,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,22.5,1607,4,2562,5
ลิ้นจี่ พันธุ์ฮงฮวย เกรด AA,44.5,1608,4,2562,5
ลิ้นจี่พันธุ์ฮงฮวย เกรด A,32.5,1609,4,2562,5
มะม่วงเขียวเสวย,23.33,1610,4,2562,5
มะม่วงน้ำดอกไม้,26.19,1611,4,2562,5
มังคุด  ,40,1612,4,2562,5
ยาสูบเตอร์กีซ,104.8,1613,4,2562,5
สับปะรดบริโภค,8.14,1614,4,2562,5
สับปะรดโรงงาน,6.84,1615,4,2562,5
กระเทียมแห้งใหญ่ คละ,32.91,1616,4,2562,5
เส้นไหม เกรด 1,1652.92,1617,4,2562,5
เส้นไหม เกรด 2,1333.25,1618,4,2562,5
เส้นไหม เกรด 3,852.5,1619,4,2562,5
พริกไทยขาว ดี,190,1620,4,2562,5
พริกไทยดำ คละ,90,1621,4,2562,5
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6850,1622,4,2562,5
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6420.24,1623,4,2562,5
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14275,1624,4,2562,5
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9768.36,1625,4,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8619.14,1626,4,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8331.72,1627,4,2562,5
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,16,1628,4,2562,5
หอมแดงคละมัดจุก แห้ง24 - 30 วัน                    ,18.41,1629,4,2562,5
กระเทียมแห้งใหญ่มัดจุก แห้ง24 - 30 วัน     ,34.5,1630,4,2562,5
กระเที่ยมแห้งกลางมัดจุก แห้ง24 - 30 วัน     ,31,1631,4,2562,5
กระเทียมแห้งเล็กมัดจุก แห้ง24 - 30 วัน         ,28.5,1632,4,2562,5
กระเทียมแห้งคละมัดจุก แห้ง24 - 30 วัน                    ,29.5,1633,4,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,13.79,1634,4,2562,5
ลำไยร่วงเกรด AA,12.5,1635,4,2562,5
ลำไยร่วงเกรด A,7.21,1636,4,2562,5
ลำไยร่วงเกรด B,2.5,1637,4,2562,5
ลำไยอบแห้งเกรด AA,67.29,1638,4,2562,5
ลำไยอบแห้งเกรด A,41.71,1639,4,2562,5
ลำไยอบแห้งเกรด B,27.29,1640,4,2562,5
ลำไยอบแห้งเกรด C,13.71,1641,4,2562,5
มังคุดผิวมันผลขนาดใหญ่,78,1642,4,2562,5
ลิ้นจี่พันธุ์จักรพรรดิ์ เกรด AA,59.5,1643,4,2562,5
ลิ้นจี่พันธุ์จักรพรรดิ์  เกรด A,34.5,1644,4,2562,5
มันสำปะหลังสดเชื้อแป้ง 25%,2.09,1645,4,2562,5
มันสำปะหลังสดเชื้อแป้ง 30%,2.33,1646,4,2562,5
ข้าวเปลือกเจ้าหอมมะลิ,15779.63,1647,5,2562,5
ข้าวเหนียวนาปียาว,11814,1648,5,2562,5
ข้าวเหนียวนาปีสั้น,10775.92,1649,5,2562,5
ข้าวเปลือกเจ้าความชื้น  15 %,7826.18,1650,5,2562,5
ข้าวเปลือกเจ้าความชื้น  25 %,6685.79,1651,5,2562,5
ข้าวโพดเมล็ดความชื้นเกิน 14 %,5.78,1652,5,2562,5
ข้าวโพดเมล็ดความชื้น 14.5%,7.67,1653,5,2562,5
มันสำปะหลังสด,1.72,1654,5,2562,5
มันเส้น,4.91,1655,5,2562,5
อ้อยโรงงาน,734.13,1656,5,2562,5
ถั่วลิสงเปลือกแห้ง,79.41,1657,5,2562,5
ถั่วลิสงเปลือกสด,29.85,1658,5,2562,5
มะพร้าวแห้ง ใหญ่ ,675.71,1659,5,2562,5
มะพร้าวแห้ง รอง,471.43,1660,5,2562,5
มะพร้าวแห้ง เล็ก,288.67,1661,5,2562,5
มะพร้าวแห้ง คละ,600.6,1662,5,2562,5
