GPS_lat,_id,ปี,ชื่อโรงงาน,ประกอบกิจการ,GPS_lng,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,ผู้ประกอบการ
,37,2565,บริษัท ไทย สิงห์ ทอง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ไทย สิงห์ ทอง จำกัด
,38,2565,บริษัท เอส เค ไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เอส เค ไซเคิล จำกัด
,39,2565,เอ็น เจ เค รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,นางสาวกชกร อังคอธิรกุล
,40,2565,เค.การช่าง,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,นายเกี้ยง เฉียงเมือง
,41,2565,บริษัท ฮุยเนง หงเชง อินดัสทรี จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ฮุยเนง หงเชง อินดัสทรี จำกัด
13.62312657,42,2565,บริษัท ชวนไท่ เทรดดิ้ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,100.2530192,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,บริษัท ชวนไท่ เทรดดิ้ง จำกัด
,43,2565,บริษัท พี ที เค พลาสติก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บด ย่อย และทำเม็ดพลาสติกเกรดบี,,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท พี ที เค พลาสติก จำกัด
,44,2565,บริษัท สยามทิ้ว เทรดดิ้ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,บริษัท สยามทิ้ว เทรดดิ้ง จำกัด
13.67958333,45,2565,เอส.เค.พลาสติก,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และทำเม็ดพลาสติก,100.2877333,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,นางสมพร พิมพ์ทิมานนท์
,46,2565,บริษัท บาย เซล บิซิเนส จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก แก้ว ผ้า พลาสติก และผลิตเม็ดพลาสติก,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท บาย เซล บิซิเนส จำกัด
,47,2565,บริษัท ไท่หยงต๋า จำกัด,คัดแยกเศษวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไท่หยงต๋า จำกัด
,48,2565,บริษัท เจ คอปเปอร์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เจ คอปเปอร์ จำกัด
,49,2565,บริษัท ก้องเพชร จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ก้องเพชร จำกัด
,50,2565,บริษัท ซีแอลบีเอ็น รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,บริษัท ซีแอลบีเอ็น รีไซเคิล จำกัด
,51,2565,นายประพันธ์ แสงอรุณ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ถังโลหะชนิดต่างๆ เศษเหล็ก ทองแดง ทองเหลือง อลูมิเนียม เศษพลาสติก เศษกระดาษ เศษผ้า เศษไม้ เศษยาง,,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,ประพันธ์ แสงอรุณ 
,52,2565,บริษัท ส.เพิ่มพูลลาภ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก และโลหะ,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ส.เพิ่มพูลลาภ จำกัด
,53,2565,บริษัท ลองลัค พลาสติก แอนด์ เมทัล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษกระดาษ และเศษโลหะ ทำพลาสติกเป็นเม็ด หรือรูปทรงต่าง ๆ ,,74000,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ลองลัค พลาสติก แอนด์ เมทัล จำกัด
,54,2565,บริษัท เหล็กหมุนเวียน จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท เหล็กหมุนเวียน จำกัด
,55,2565,บริษัท เยส กรีน จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และทำเม็ดพลาสติกจากเศษโฟม,,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,บริษัท เยส กรีน จำกัด 
,56,2565,บริษัท อินโนเวสท์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท อินโนเวสท์ จำกัด
13.55629,57,2565,บริษัท เค.เค.พี.โพลีเมอร์ จำกัด,คัดแยกวัสดุเหลือใช้ที่ไม่เป็นอันตรายจากโรงงาน และผลิตพลาสติกเม็ด ผลิตภัณฑ์อื่นๆ จากพลาสติกเหลือใช้,100.2936,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เค.เค.พี.โพลีเมอร์ จำกัด
,58,2565,บริษัท ซีโนไทย มารีน โปรดักส์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ซีโนไทย มารีน โปรดักส์ จำกัด
,59,2565,ซิลอันฟา,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,นางสาวอารมย์ สำเภาเงิน
,60,2565,ห้างหุ้นส่วนจำกัด ประทีป พาณิชย์,คัดเเยกวัสดุที่ไม่ใช้เเล้วที่ไม่เป็นของเสียอันตราย,,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,ห้างหุ้นส่วนจำกัด ประทีป พาณิชย์
,61,2565,บริษัท สุขใส รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,บริษัท สุขใส รีไซเคิล จำกัด
,62,2565,นางสาวพลินี กล้าตลุมบอน,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10150,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,นางสาวพลินี กล้าตลุมบอน
,63,2565,บริษัท มณีสยาม เปเปอร์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,73210,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,บริษัท มณีสยาม เปเปอร์ จำกัด
,64,2565,นายวิรัต  สำเร็จกิจเจริญ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,นายวิรัต  สำเร็จกิจเจริญ
,65,2565,บริษัท เมืองไทยสตีล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ไช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เมืองไทยสตีล จำกัด
13.61323333,66,2565,ห้างหุ้นส่วนจำกัด วิชัยอุตสาหกรรมโลหะ,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) และหลอมหล่อโลหะ,100.3497,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,ห้างหุ้นส่วนจำกัด วิชัยอุตสาหกรรมโลหะ
,67,2565,ห้างหุ้นส่วนจำกัด ที.เอ. รุ่งเรืองกิจ,คัดแยกสิ่งปฏิฏุลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,ห้างหุ้นส่วนจำกัด ที.เอ. รุ่งเรืองกิจ
,68,2565,บริษัท หลั่นเทียน เทคโนโลยี (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษเหล็ก เศษไม้ เศษกระดาษ,,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท หลั่นเทียน เทคโนโลยี (ประเทศไทย) จำกัด
,69,2565,ห้างหุ้นส่วนจำกัด เพิ่มพูลพานิชโลหะกิจ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,ห้างหุ้นส่วนจำกัด เพิ่มพูลพานิชโลหะกิจ
13.60787,70,2565,บริษัท ไทยเม็ททอลพลาสติกส์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,100.281864,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไทยเม็ททอลพลาสติกส์ จำกัด
,71,2565,นายชัยเชษฐ์ แซ่เตียว,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,นายชัยเชษฐ์ แซ่เตียว
,72,2565,บริษัท เอช.เค. อินดัสตรี้ จำกัด,คัดแยกวัสดุสที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เอช.เค. อินดัสตรี้ จำกัด
,73,2565,สาลิกา พาณิชย์,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,นางกัญญรัชต์ นุชประเสริฐ
,74,2565,บริษัท ไมโครแมส เอ็นเนอร์จี จำกัด ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไมโครแมส เอ็นเนอร์จี จำกัด 
13.63493333,75,2565,บริษัท พี.เอ็น.ที.สยาม พลาสติก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ทำเม็ดพลาสติก เกรดบี ทำผลิตภัณฑ์พลาสติก,100.2844667,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,บริษัท พี.เอ็น.ที.สยาม พลาสติก จำกัด
,76,2565,วงษ์พาณิชย์มหาชัย,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,มหาชัย,เมืองสมุทรสาคร,สมุทรสาคร,นายคณาวิศว์ วัฒนภิรมย์ภักดี
,77,2565,นายเสนอ รณหงษา,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,นายเสนอ รณหงษา
13.5725,78,2565,บริษัท เจทีเอส อินดัสตรี้ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก อัดกระดาษ อัดโลหะ,100.36143,74000,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เจทีเอส อินดัสตรี้ จำกัด
,79,2565,บริษัท เจทีเอส ฟอร์วาร์ด จำกัด,คัดแยกวัสดุที่ใช้แล้วและเหลือใช้ที่ไม่เป็นของเสียอันตรายจากโรงงานอุตสาหกรรม เช่น พลาสติก กระดาษ ไม้ โลหะ,,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เจทีเอส ฟอร์วาร์ด จำกัด
,80,2565,บริษัท หง ไห่ เอ็นเตอร์ไพรส์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาโคก,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท หง ไห่ เอ็นเตอร์ไพรส์ จำกัด
13.633801,81,2565,บริษัท สยามรุ่งเรืองพลาสเทค จำกัด,คัดแยกวัสดุที่ใช้แล้วที่ไม่เป็นของเสียนอันตราย เช่น พลาสติก เศษเหล็ก ผลิตตะกร้า และกล่องพลาสติก,100.35572,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท สยามรุ่งเรืองพลาสเทค จำกัด
,82,2565,บริษัท ลี้ ซ้ง เจ็ง ฮวด จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ลี้ ซ้ง เจ็ง ฮวด จำกัด
,83,2565,บริษัท ซัน เหอ พลาสติก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74000,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ซัน เหอ พลาสติก จำกัด
,84,2565,บริษัท เจิ้งซิน เทรดดิ้ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก อัดกระดาษ อัดโลหะ และบดย่อยพลาสติก,,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,บริษัท เจิ้งซิน เทรดดิ้ง จำกัด
,85,2565,บริษัท พลาสเทค รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,74120,หนองบัว,บ้านแพ้ว,สมุทรสาคร,บริษัท พลาสเทค รีไซเคิล จำกัด
