AGE_GROUP,VALUE,QUARTER,SOURCE,_id,UNIT,YEAR
25-29 ปี,29.95,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,83,พันคน,2565
30-34 ปี,20.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,84,พันคน,2565
35-39 ปี,18.99,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,85,พันคน,2565
40-49 ปี,58.31,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,86,พันคน,2565
50-59 ปี,56.93,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,87,พันคน,2565
60 ปีขึ้นไป,20.71,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,88,พันคน,2565
15-19 ปี,4.88,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,89,พันคน,2565
20-24 ปี,27.29,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,90,พันคน,2565
25-29 ปี,26.96,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,91,พันคน,2565
30-34 ปี,22.87,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,92,พันคน,2565
35-39 ปี,31.97,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,93,พันคน,2565
40-49 ปี,63.49,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,94,พันคน,2565
50-59 ปี,65.88,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,95,พันคน,2565
60 ปีขึ้นไป,32.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,96,พันคน,2565
15-19 ปี,9.91,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,97,พันคน,2566
20-24 ปี,29.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,98,พันคน,2566
25-29 ปี,27.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,99,พันคน,2566
30-34 ปี,20.91,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,100,พันคน,2566
35-39 ปี,14.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,101,พันคน,2566
40-49 ปี,48.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,102,พันคน,2566
50-59 ปี,48.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,103,พันคน,2566
60 ปีขึ้นไป,29.13,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,104,พันคน,2566
15-19 ปี,6.46,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,105,พันคน,2566
20-24 ปี,26.61,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,106,พันคน,2566
25-29 ปี,21.78,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,107,พันคน,2566
30-34 ปี,18.05,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,108,พันคน,2566
35-39 ปี,15.32,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,109,พันคน,2566
40-49 ปี,38.77,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,110,พันคน,2566
50-59 ปี,40.52,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,111,พันคน,2566
60 ปีขึ้นไป,35.11,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,112,พันคน,2566
15-19 ปี,3.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,113,พันคน,2566
20-24 ปี,23.43,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,114,พันคน,2566
25-29 ปี,23.74,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,115,พันคน,2566
30-34 ปี,15.32,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,116,พันคน,2566
35-39 ปี,13.36,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,117,พันคน,2566
40-49 ปี,36.95,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,118,พันคน,2566
50-59 ปี,35.22,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,119,พันคน,2566
60 ปีขึ้นไป,15.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,120,พันคน,2566
15-19 ปี,5.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,121,พันคน,2566
20-24 ปี,23.79,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,122,พันคน,2566
25-29 ปี,27.27,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,123,พันคน,2566
30-34 ปี,15.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,124,พันคน,2566
35-39 ปี,21.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,125,พันคน,2566
40-49 ปี,50.43,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,126,พันคน,2566
50-59 ปี,43.94,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,127,พันคน,2566
60 ปีขึ้นไป,23.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,128,พันคน,2566
15-19 ปี,6.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,129,พันคน,2567
20-24 ปี,22.61,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,130,พันคน,2567
25-29 ปี,22.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,131,พันคน,2567
30-34 ปี,21.37,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,132,พันคน,2567
35-39 ปี,15.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,133,พันคน,2567
40-49 ปี,43.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,134,พันคน,2567
50-59 ปี,37.04,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,135,พันคน,2567
60 ปีขึ้นไป,22.25,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,136,พันคน,2567
15-19 ปี,3.66,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,137,พันคน,2567
20-24 ปี,14.29,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,138,พันคน,2567
25-29 ปี,21.63,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,139,พันคน,2567
30-34 ปี,17.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,140,พันคน,2567
35-39 ปี,10.18,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,141,พันคน,2567
40-49 ปี,38.04,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,142,พันคน,2567
50-59 ปี,43.07,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,143,พันคน,2567
60 ปีขึ้นไป,14.44,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,144,พันคน,2567
15-19 ปี,5.07,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,145,พันคน,2567
20-24 ปี,35.55,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,146,พันคน,2567
25-29 ปี,21.57,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,147,พันคน,2567
30-34 ปี,15.35,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,148,พันคน,2567
35-39 ปี,20.29,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,149,พันคน,2567
40-49 ปี,33.22,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,150,พันคน,2567
50-59 ปี,42.63,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,151,พันคน,2567
60 ปีขึ้นไป,18.24,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,152,พันคน,2567
15-19 ปี,7.75,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,153,พันคน,2567
20-24 ปี,27.28,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,154,พันคน,2567
25-29 ปี,34.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,155,พันคน,2567
30-34 ปี,16.45,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,156,พันคน,2567
35-39 ปี,18.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,157,พันคน,2567
40-49 ปี,45.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,158,พันคน,2567
50-59 ปี,49.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,159,พันคน,2567
60 ปีขึ้นไป,24.86,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,160,พันคน,2567
15-19 ปี,5.45,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,161,พันคน,2568
20-24 ปี,12.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,162,พันคน,2568
25-29 ปี,10.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,163,พันคน,2568
30-34 ปี,17.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,164,พันคน,2568
35-39 ปี,10.44,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,165,พันคน,2568
40-49 ปี,39.42,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,166,พันคน,2568
50-59 ปี,53.86,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,167,พันคน,2568
60 ปีขึ้นไป,27.13,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,168,พันคน,2568
15-19 ปี,3.23,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,169,พันคน,2568
20-24 ปี,18.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,170,พันคน,2568
25-29 ปี,13.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,171,พันคน,2568
30-34 ปี,14.45,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,172,พันคน,2568
35-39 ปี,18.62,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,173,พันคน,2568
40-49 ปี,30.53,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,174,พันคน,2568
50-59 ปี,36.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,175,พันคน,2568
60 ปีขึ้นไป,20.07,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,176,พันคน,2568
15-19 ปี,7.83,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,177,พันคน,2568
20-24 ปี,20.78,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,178,พันคน,2568
25-29 ปี,24.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,179,พันคน,2568
30-34 ปี,19.43,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,180,พันคน,2568
35-39 ปี,22.08,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,181,พันคน,2568
40-49 ปี,32.24,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,182,พันคน,2568
50-59 ปี,35.15,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,183,พันคน,2568
60 ปีขึ้นไป,13.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,184,พันคน,2568
15-19 ปี,5.81,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,185,พันคน,2568
20-24 ปี,18.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,186,พันคน,2568
25-29 ปี,16.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,187,พันคน,2568
30-34 ปี,14.46,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,188,พันคน,2568
35-39 ปี,15.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,189,พันคน,2568
40-49 ปี,30.83,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,190,พันคน,2568
50-59 ปี,27.21,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,191,พันคน,2568
60 ปีขึ้นไป,18.57,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,192,พันคน,2568
15-19 ปี,3.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,193,พันคน,2569
20-24 ปี,10.54,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,194,พันคน,2569
25-29 ปี,14.77,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,195,พันคน,2569
30-34 ปี,20.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,196,พันคน,2569
35-39 ปี,17.87,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,197,พันคน,2569
40-49 ปี,36.63,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,198,พันคน,2569
50-59 ปี,53.02,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,199,พันคน,2569
60 ปีขึ้นไป,29.09,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,200,พันคน,2569
