FROAD,FID,DISPFACREG,FAMPNAME,FPROVNAME,ONAME,FMOO,_id,FNAME,OBJECT,STATUS,Last_update,LNG,FADDR,LAT,FSOI,FTUMNAME
อ่าวนงนุช,810100125378,ศ3-14-1/37กบ,เมืองกระบี่,กระบี่,ห้างหุ้นส่วนจำกัด พีระศักดิ์น้ำแข็งบริโภคและการประมง,7,11,ห้างหุ้นส่วนจำกัด พีระศักดิ์น้ำแข็งบริโภคและการประมง,ผลิตน้ำแข็งซอง,ดำเนินกิจการ,2023-04-18T21:00:05,98.91601,186,8.04826,NULL,ไสไทย
นครศรีธรรมราช-ท่าศาลา,10800000325267,3-56-3/26นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,นายสุทัน วิวัฒนพิทยาวุฒิ,1,12,โรงอิฐท่าแพ,ทำอิฐดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.95278,379/1,8.51859,NULL,ปากพูน
บ้านคลองหิน,20810000125334,จ3-75(1)-1/33กบ,เมืองกระบี่,กระบี่,บริษัท ชัยมารีน จำกัด,7,13,บริษัท ชัยมารีน จำกัด,ซ่อมแซมเรือประมง เรือท่องเที่ยว และเรือตรวจการ,ดำเนินกิจการ,2023-04-18T21:00:05,98.91772,8/1,8.04972,NULL,ไสไทย
ท่าแพ-ปากพูน,10800000125139,3-14-1/13นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งท่าแพ,1,14,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งท่าแพ,"ทำน้ำแข็งซอง ได้วันละ 11,000 ซอง",ดำเนินกิจการ,2023-04-18T21:00:05,99.95578,286/1,8.51711,-,ปากพูน
สายนาพรุ-ปากพูน,20800001625358,จ3-58(1)-16/35นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,บริษัท ปูนซิเมนต์ไทย(ทุ่งสง) จำกัด,3,15,โรงงานคอนกรีตผสมเสร็จนครศรีธรรมราช,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,99.92309,27/4,8.46466,NULL,นาทราย
เพชรเกษม,20810000125375,จ3-58(1)-1/37กบ,เมืองกระบี่,กระบี่,บริษัท ปูนซิเมนต์ไทย (ทุ่งสง) จำกัด,2,16,โรงงานคอนกรีตผสมเสร็จ กระบี่ 2,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,98.86229,93,8.13729,NULL,ทับปริก
นครศรีธรรมราช-บ้านส้อง,800000225352,ศ3-34(2)-2/35นศ,ช้างกลาง,นครศรีธรรมราช,นายกิตติ เจริญพานิช,7,17,NULL,ไสไม้ เซาะร่องไม้ ทำวงกบประตู-หน้าต่างและเครื่องเรือนจากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.50771,281,8.42358,NULL,ช้างกลาง
นครศรีธรรมราช-บ้านส้อง,20800100125367,จ3-12(2)-1/36นศ,ฉวาง,นครศรีธรรมราช,บริษัท นูทราโก (ประเทศไทย) จำกัด,9,18,บริษัท นูทราโก (ประเทศไทย) จำกัด,การคั่ว บด ป่นกาแฟ การทำกาแฟผงสี ขัด คัดคุณภาพเมล็ดกาแฟดิบ,ดำเนินกิจการ,2023-04-18T21:00:05,99.56327,304,8.39899,-,ไสหร้า
นครศรีธรรมราช-จันดี,10800200125244,3-52(3)-1/24นศ,ฉวาง,นครศรีธรรมราช,บริษัท แอล.ที.การยาง จำกัด,3,19,บริษัท แอล.ที.การยาง จำกัด,รมควันยาง,ดำเนินกิจการ,2023-04-18T21:00:05,99.5486,541,8.38563,NULL,จันดี
กะโรม,10800000125329,3-58(1)-1/32นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด มานะซีแพค,3,20,ห้างหุ้นส่วนจำกัด มานะซีแพค,ทำคอนกรีตบล๊อค เสาเข็มและพื้นคอนกรีตสำเร็จรูป,ดำเนินกิจการ,2023-04-18T21:00:05,99.91763,48/5,8.43377,NULL,โพธิ์เสด็จ
นาบอน-หน้าเขา,10800100125336,3-52(3)-1/33นศ,นาบอน,นครศรีธรรมราช,บริษัท จี ที รับเบอร์ จำกัด,2,21,บริษัท จี ที รับเบอร์ จำกัด,ทำยางแผ่นดิบ ยางแผ่นรมควัน และยางแผ่นรมควันอัดก้อน,ดำเนินกิจการ,2023-04-18T21:00:05,99.59865,324/9,8.27519,NULL,นาบอน
NULL,800000625361,ศ3-34(1)-6/36นศ,นาบอน,นครศรีธรรมราช,นายสุชลธ์ สืบพงศ์,1,22,NULL,แปรรูปไม้ยางพาราเพื่อจำหน่าย โดยใช้เครื่องจักรแปรรูปไม้ 120 แรงม้า,ดำเนินกิจการ,2023-04-18T21:00:05,99.49545,145/1,8.29782,สาธารณะ,ทุ่งสง
NULL,10800400125234,3-75(1)-1/23นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,นางสาวกรองกาญจน์ จันทร์ยัง,4,23,อู่เรืออำนวยผล (ปานพูน),ซ่อมแซมเรือ ต่อเรือและซ่อมเครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.9789,99,8.52349,NULL,ปากพูน
น้ำแคน-ท่าศาลา,20800001125367,จ3-56-11/36นศ,ท่าศาลา,นครศรีธรรมราช,นายอุดร ฤทธิเพชร์,13,24,เตาอิฐอู่ตะเภา,ผลิตอิฐดินเผาจากดินเหนียว,ดำเนินกิจการ,2023-04-18T21:00:05,99.92946,74,8.56378,NULL,โมคลาน
ศรีปราชญ์,10800000825159,3-14-8/15นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,บริษัท นันทผลพานิช จำกัด,-,25,โรงน้ำแข็งบริษัท นันทผลพานิช จำกัด สาขา 5 นครศรีธรรมราช,ทำน้ำแข็ง ได้วันละ 574 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,99.96092,1222/701,8.43646,-,คลัง
ปากนคร,10800100125237,3-14-1/23นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด คิงส์วอเตอร์,NULL,26,ห้างหุ้นส่วนจำกัด คิงส์วอเตอร์,ทำน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,99.96421,1204/39,8.44035,NULL,คลัง
ทุ่งสง-ห้วยยอด,20800000225374,จ3-58(1)-2/37นศ,ทุ่งสง,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด ทุ่งสงคอนกรีตอัดแรง,4,27,ห้างหุ้นส่วนจำกัด ทุ่งสงคอนกรีตอัดแรง,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,99.674822,164,8.14608,NULL,ชะมาย
ทุ่งสง-ห้วยยอด,20800100525376,จ3-58(1)-5/37นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท ปูนซิเมนต์ไทย(ทุ่งสง) จำกัด,7,28,โรงงานคอนกรีตผสมเสร็จทุ่งสง,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,99.66971,145,8.111,NULL,ที่วัง
ทุ่งสง-ห้วยยอด,10800000125121,3-58(5)-1/12นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท สยามไฟเบอร์ซีเมนต์กรุ๊ป จำกัด,2,29,บริษัท สยามไฟเบอร์ซีเมนต์กรุ๊ป จำกัด,ทำกระเบื้องกระดาษมุงหลังคาและกระเบื้องแผ่นเรียบ,ดำเนินกิจการ,2023-04-18T21:00:05,99.66022,58,8.08511,NULL,ที่วัง
ทุ่งสง-สุราษฎร์ธานี,20800100525368,จ3-95(1)-5/36นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท โตโยต้านครศรีธรรมราช จำกัด,3,30,บริษัท โตโยต้านครศรีธรรมราช จำกัด,ซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.67242,104,8.15606,NULL,ชะมาย
ท่าศาลา-สิชล,10800100125195,3-34(2)-1/19นศ,ท่าศาลา,นครศรีธรรมราช,นายพงศ์เทพ ฟุ้งตระกูล,13,31,สหภัณฑ์เฟอร์นิเจอร์,ทำบานประตู หน้าต่างและเครื่องเรือนจากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.92631,30/3,8.67228,NULL,ท่าศาลา
ทุ่งสง-สุราษฎร์,20800400125364,จ3-64(13)-1/36นศ,ทุ่งสง,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด เอเซียกลการโลหะ,1,32,ห้างหุ้นส่วนจำกัด เอเซียกลการโลหะ,กลึงและเชื่อมโลหะทั่วไป,ดำเนินกิจการ,2023-04-18T21:00:05,99.65134,194,8.16766,NULL,ชะมาย
ทุ่งสง-ห้วยยอด,10800200125152,3-57(1)-1/15นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท ปูนซีเมนต์ไทย (ทุ่งสง) จำกัด,6,33,บริษัท ปูนซีเมนต์ไทย (ทุ่งสง) จำกัด,ผลิตปูนซิเมนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.66881,52,8.10242,NULL,ที่วัง
ทุ่งสง-เวียงสระ,800000425341,ศ3-34(1)-4/34นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท เซาธ์เธินสยามพาราวู๊ด จำกัด,1,34,บริษัท เซาธ์เธินสยามพาราวู๊ด จำกัด,แปรรูปไม้ยางพารา อัดน้ำยาและอบไม้ยางพาราและไม้ที่ปลูกขึ้น 13 ชนิด โดยใช้เครื่องจักรแปรรูปไม้ 880.68 แรงม้า,ดำเนินกิจการ,2023-04-18T21:00:05,99.6551,180,8.1669,-,ชะมาย
นครศรีธรรมราช-ทุ่งสง,800200125345,ส3-52(3)-1/34นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท เมืองใหม่กัตทรี จำกัด (มหาชน),2,35,บริษัท เมืองใหม่กัตทรี จำกัด,ผลิตน้ำยางข้นและยางเครฟ,ดำเนินกิจการ,2023-04-18T21:00:05,99.74416,329,8.15247,NULL,ถ้ำใหญ่
นครศรีธรรมราช-ท่าเสา,10800200125335,3-56-1/33นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,นายพีรวัส จุ้ยบุตร,6,36,นายพีรวัส จุ้ยบุตร,ทำอิฐดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.9489,19/1,8.57686,NULL,ปากพูน
นครศรีธรรมราช-ท่าศาลา,10800000925330,3-56-9/33นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,จ่าสิบตำรวจตรีสิทธิชัย บุญสิน,10,37,โรงอิฐหลัก กม.4,ผลิตอิฐดินเผา,ดำเนินกิจการ,2023-04-18T21:00:05,99.95061,126/3,8.54964,NULL,ปากพูน
ศรีสุทัศน์,20830000225322,จ3-14-2/32ภก,เมืองภูเก็ต,ภูเก็ต,บริษัท ทีโซ่ จำกัด,1,38,ทีโซ่,ทำน้ำแข็งประมงได้วันละ 656 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,98.41664,2/25,7.88306,NULL,รัษฎา
รัตนโกสินทร์ 200 ปี,10830000525335,3-95(1)-5/33ภก,เมืองภูเก็ต,ภูเก็ต,ห้างหุ้นส่วนจำกัด พรพิชัยการช่าง,NULL,39,ห้างหุ้นส่วนจำกัด พรพิชัยการช่าง,ซ่อมเคาะพ่นสีรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,98.39014,36/2,7.87388,NULL,ตลาดเหนือ
เยาวราช,10830000225324,3-10(3)-2/32ภก,เมืองภูเก็ต,ภูเก็ต,นายบุญสม อนันตจรูญวงศ์,5,40,ไทยอุตสาหกรรมอาหารเส้น,ทำเส้นหมี่และขนมจีน,ดำเนินกิจการ,2023-04-18T21:00:05,98.37384,65/4,7.91464,พะเนียง,รัษฎา
ทุ่งใหญ่-พระแสง,800001125379,ศ3-34(1)-11/37นศ,ทุ่งใหญ่,นครศรีธรรมราช,บริษัท ภัทรพาราวูด ทุ่งใหญ่ จำกัด ,6,41,บริษัท ภัทรพาราวูด ทุ่งใหญ่ จำกัด,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี อัดน้ำยาและอบไม้เพื่อจำหน่าย ,ดำเนินกิจการ,2023-04-18T21:00:05,99.35064,207,8.35821,NULL,ทุ่งสัง
ทุ่งส่ง-สุราษฏร์ธานี,10800200125319,3-58(1)-1/31นศ,ทุ่งสง,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด ทุ่งสงคอนกรีตอัดแรง,1,42,ห้างหุ้นส่วนจำกัด ทุ่งสงคอนกรีตอัดแรง,ทำผลิตภัณฑ์คอนกรีต เช่น ท่ออิฐบล๊อค เสาเข็ม คอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,99.653435,188,8.166826,NULL,ชะมาย
ทุ่งสง-สุราษฎร์ธานี,10800000725151,3-14-7/15นศ,ทุ่งสง,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด เจริญภัณฑ์ทุ่งสง,NULL,43,ห้างหุ้นส่วนจำกัด เจริญภัณฑ์ทุ่งสง,ผลิตน้ำแข็ง ได้วันละ 276 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,99.67641,96,8.16442,-,ปากแพรก
ศรีสมบูรณ์,10800000325226,3-14-3/22นศ,ปากพนัง,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งศรีสมบูรณ์,-,44,โรงน้ำแข็งศรีสมบูรณ์,ทำน้ำแข็ง,ดำเนินกิจการ,2023-04-18T21:00:05,100.20031,069,8.35509,-,ปากพนัง
ศรีตรัง,10810000125294,3-14-1/29กบ,เมืองกระบี่,กระบี่,ห้างหุ้นส่วนจำกัด กระบี่น้ำแข็งหลอด,NULL,45,ห้างหุ้นส่วนจำกัด กระบี่น้ำแข็งหลอด,ทำน้ำแข็งก้อนเล็ก ได้วันละ 65.5 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,98.90981,186,8.10328,NULL,กระบี่ใหญ่
อ้อมค่ายวชิราวุธ,20800000825355,จ3-65-8/35นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,นายณรงค์วิทย์ งามฮุย,NULL,46,โรงกลึงสแตนดาร์ด,ซ่อมแซมส่วนประกอบหรืออุปกรณ์ของเครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.96809,175/26,8.45192,NULL,ท่าวัง
 ,10800000125220,3-3(1)-1/22นศ,ร่อนพิบูลย์,นครศรีธรรมราช,บริษัท มานะศิลา 2537 จำกัด,3,47,บริษัท มานะศิลา 2537 จำกัด,โม่ บดและย่อยหิน,ดำเนินกิจการ,2023-04-18T21:00:05,99.86707,405,8.21256, ,ร่อนพิบูลย์
นครศรีธรรมราช-ทุ่งสง,10800000125295,3-3(1)-1/29นศ,ร่อนพิบูลย์,นครศรีธรรมราช,บริษัท ศิลาอารี จำกัด,6,48,บริษัท ศิลาอารี จำกัด,โม่ บด ย่อยหิน,ดำเนินกิจการ,2023-04-18T21:00:05,99.86706,-,8.21256, ,หินตก
พาณิชย์สัมพันธ์,10800200325224,3-75(1)-3/22นศ,ปากพนัง,นครศรีธรรมราช,นายภัทรพงศ์ คงยั่งยืน,NULL,49,นายภัทรพงศ์ คงยั่งยืน,ต่อ ซ่อมเรือและซ่อมเครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,100.19718,012,8.34987,ดงเมือง,ปากพนัง
NULL,10800000125154,3-15(2)-1/15นศ,ปากพนัง,นครศรีธรรมราช,บริษัท สุชาโต โรงงานปลาป่น จำกัด,1,50,บริษัท สุชาโต โรงงานปลาป่น จำกัด,ผลิตปลาป่น,ดำเนินกิจการ,2023-04-18T21:00:05,100.18929,262/1,8.35907,NULL,ปากพนัง
นครศรีธรรมราช-ทุ่งสง,800100125379,ศ3-34(1)-1/37นศ,ร่อนพิบูลย์,นครศรีธรรมราช,บริษัท ส.ร่อนพิบูลย์พาราวู้ด จำกัด,7,51,บริษัท ส.ร่อนพิบูลย์พาราวู้ด จำกัด,แปรรูปไม้ยางพาราเพื่อจำหน่าย อัดน้ำยาและอบไม้ยางพารา,ดำเนินกิจการ,2023-04-18T21:00:05,99.83649,114/2,8.15331,-,ร่อนพิบูลย์
ทุ่งสง-ห้วยยอด,20800400125372,จ3-58(1)-1/37นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท พีพีซี.คอนกรีต จำกัด,4,52,บริษัท พีพีซี.คอนกรีต จำกัด,ทำผลิตภัณฑ์คอนกรีต แผ่นพื้นสำเร็จรูป เสาเข็ม ท่อซิเมนต์คอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,99.67687,162,8.14386,ป.ศิลาชัย,ชะมาย
ทุ่งสง-นาบอน,10800100125377,3-52(3)-1/37นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท ทุ่งสงสี่สวัสดิ์ จำกัด,7,53,บริษัท ทุ่งสงสี่สวัสดิ์ จำกัด,"ผลิตยางแผ่นรมควัน กำลังการผลิต 12,000 ตันต่อปี",ดำเนินกิจการ,2023-04-18T21:00:05,99.66985,109,8.1732,NULL,ชะมาย
NULL,800000125370,ศ3-14-1/37นศ,สิชล,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด ซีไอซ์,1,54,ห้างหุ้นส่วนจำกัด ซีไอซ์,"ทำน้ำแข็ง ได้วันละ 1,060 ซอง",ดำเนินกิจการ,2023-04-18T21:00:05,99.91405,169,9.01741,NULL,ทุ่งใส
NULL,800000125362,ศ3-15(2)-1/36นศ,สิชล,นครศรีธรรมราช,บริษัท มิตรขนอมปลาป่น (2540) จำกัด,13,55,บริษัท มิตรขนอมปลาป่น (2540) จำกัด,ทำปลาป่น,ดำเนินกิจการ,2023-04-18T21:00:05,99.88744,8/1,8.98555,สาธารณะ,ทุ่งปรัง
-,10800000125311,3-14-1/31นศ,สิชล,นครศรีธรรมราช,บริษัท โรงน้ำแข็งสหมิตรสิชล จำกัด,5,56,บริษัท โรงน้ำแข็งสหมิตรสิชล จำกัด,ทำน้ำแข็งซอง ได้วันละ 470 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,99.91103,-,8.99958,-,สิชล
-,10800000225152,3-15(2)-2/15นศ,สิชล,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด โรงงานปลาป่นสิชล,1,57,ห้างหุ้นส่วนจำกัด โรงงานปลาป่นสิชล,ทำปลาป่น,ดำเนินกิจการ,2023-04-18T21:00:05,99.91321,519,9.01832,-,ทุ่งใส
ศรีพังงา,10810000125203,3-52(3)-1/20กบ,เมืองกระบี่,กระบี่,ห้างหุ้นส่วนจำกัด กระบี่บอดินทร์,NULL,58,ห้างหุ้นส่วนจำกัด กระบี่บอดินทร์,ทำยางแผ่นรมควัน,ดำเนินกิจการ,2023-04-18T21:00:05,98.90099,34,8.10282,NULL,กระบี่ใหญ่
เพชรเกษม,810000325359,ศ3-34(2)-3/35กบ,คลองท่อม,กระบี่,ห้างหุ้นส่วนจำกัด ทรายขาววัฒนาพานิช,2,59,ห้างหุุ้นส่วนจำกัด ทรายขาววัฒนาพานิช,ทำวงกบ บานประตู - หน้าต่างโต๊ะสนุกเกอร์ และเครื่องเรือนจากไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.26306,17/2,7.74739,NULL,ทรายขาว
ทุ่งสง-ห้วยยอด,10800100125153,3-52(3)-1/15นศ,ทุ่งสง,นครศรีธรรมราช,บริษัท ยางไทยปักษ์ใต้ จำกัด,3,60,บริษัท ยางไทยปักษ์ใต้ จำกัด สาขาทุ่งสง,ทำยางแผ่นรมควัน ยางเครฟ,ดำเนินกิจการ,2023-04-18T21:00:05,99.67382,64,8.15387,NULL,ชะมาย
พานิชย์สัมพันธ์,10800000425273,3-75(1)-4/27นศ,ปากพนัง,นครศรีธรรมราช,นายวรุตม์ สวัสดีนฤนาท,NULL,61,อู่เรือชัยณรงค์,ซ่อมและต่อเรือเพื่อใช้ในกิจการประมง,ดำเนินกิจการ,2023-04-18T21:00:05,100.20059,140,8.34166,NULL,ปากพนัง
พัฒนาการคูขวาง,20800000625375,จ3-95(1)-6/37นศ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,บริษัท จ.วินิต จำกัด,NULL,62,บริษัท จ.วินิต จำกัด,การซ่อม เคาะ พ่นสีรถยนต์ อย่างใดอย่างหนึ่งหรือหลายอย่าง,ดำเนินกิจการ,2023-04-18T21:00:05,99.97668,18/7,8.40753,NULL,ในเมือง
NULL,10800000125352,3-58(1)-1/35นศ,ร่อนพิบูลย์,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด วังศิลา,6,63,ห้างหุ้นส่วนจำกัด วังศิลา,ทำผลิตภัณฑ์คอนกรีต เช่น ท่อคอนกรีตอัดแรง,ดำเนินกิจการ,2023-04-18T21:00:05,99.86698,273,8.21194,NULL,หินตก
NULL,10800100125229,3-36(1)-1/22นศ,สิชล,นครศรีธรรมราช,บริษัท บ้านมุมป้อม จำกัด,6,64,รัตนภัณฑ์,ทำลังไม้ และประตูหน้าต่างไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.90042,182,8.9089,NULL,เสาเภา
วัดถ้ำเทียนถวาย,20800200125366,จ3-27(7)-1/36นศ,สิชล,นครศรีธรรมราช,นายวุฒิชัย ทิพยจาตุรนต์,10,65,โรงใยมะพร้าวเดชา,สางเส้นใยมะพร้าว,ดำเนินกิจการ,2023-04-18T21:00:05,99.8868,91,8.97366,NULL,ทุ่งปรัง
สาธารณะ,800000225378,ศ3-34(1)-2/37นศ,ขนอม,นครศรีธรรมราช,นายสมเกียรติ ดำคุ้ม,4,66,โรงเลื่อยสมเกียรติ,แปรรูปไม้ยางพาราเพื่อจำหน่าย,ดำเนินกิจการ,2023-04-18T21:00:05,99.81242,NULL,9.19138, ,ควนทอง
คันคลองชลประธาน,20800000425370,จ3-58(1)-4/37นศ,พระพรหม,นครศรีธรรมราช,การไฟฟ้าส่วนภูมิภาค,3,67,โรงงานผลิตภัณฑ์คอนกรีต การไฟฟ้าส่วนภูมิภาค จังหวัดนครศรีธรรมราช,ทำผลิตภัณฑ์คอนกรีตอัดแรง,ดำเนินกิจการ,2023-04-18T21:00:05,99.91745,167,8.35651,NULL,นาสาร
ทุ่งสง-สุราษฎร์ธานี,20800200125382,จ3-95(1)-1/38นศ,ทุ่งสง,นครศรีธรรมราช,ห้างหุ้นส่วนจำกัด ทักษิณยนตรการ (นคร),3,68,ห้างหุ้นส่วนจำกัด ทักษิณยนตรการ (นคร),ซ่อมแซมส่วนประกอบของรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.67321,90,8.15602,NULL,ชะมาย
คลองหิน,20810000125326,จ3-75(1)-1/32กบ,เมืองกระบี่,กระบี่,นางอารี แซ่อุ้ย,  7,69,นครศิลป์,ซ่อมแซมเรือ,ดำเนินกิจการ,2023-04-18T21:00:05,98.91671,14,8.04916,NULL,ไสไทย
เพชรเกษม,10810000125328,3-34(1)-1/32กบ,เมืองกระบี่,กระบี่,บริษัท พาราโดม จำกัด,2,70,บริษัท พาราโดม จำกัด,แปรรูปไม้ยางพารา อบและอัดน้ำยาไม้ยางพารา โดยใช้เครื่องจักรแปรรูปไม้ 162 แรงม้าและเครื่องจักรอุปกรณ์ 188.84 แรงม้า,ดำเนินกิจการ,2023-04-18T21:00:05,98.94767,22,8.10334,NULL,กระบี่น้อย
