VALUE,QUARTER,AREA,SOURCE,_id,REG,UNIT,YEAR,EDUCATIONAL
1193.0,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1111,ภาคกลาง,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
384.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1112,ภาคกลาง,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
3.3,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1113,ภาคกลาง,พันคน,2563, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
899.9,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1114,ภาคกลาง,พันคน,2563, อุดมศึกษา สายวิชาการ
561.7,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1115,ภาคกลาง,พันคน,2563, อุดมศึกษา สายวิชาชีพ
163.4,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1116,ภาคกลาง,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
43.2,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1117,ภาคกลาง,พันคน,2563, อื่น ๆ
62.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1118,ภาคกลาง,พันคน,2563, ไม่ทราบ
176.3,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1119,ภาคเหนือ,พันคน,2563, ไม่มีการศึกษา
861.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1120,ภาคเหนือ,พันคน,2563, ต่ำกว่าประถมศึกษา
471.9,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1121,ภาคเหนือ,พันคน,2563, ประถมศึกษา
508.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1122,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนต้น
442.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1123,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
126.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1124,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1125,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
447.3,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1126,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการ
187.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1127,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาชีพ
97.7,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1128,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
6.7,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1129,ภาคเหนือ,พันคน,2563, อื่น ๆ
2.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1130,ภาคเหนือ,พันคน,2563, ไม่ทราบ
512.0,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1131,ภาคเหนือ,พันคน,2563, ไม่มีการศึกษา
1929.0,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1132,ภาคเหนือ,พันคน,2563, ต่ำกว่าประถมศึกษา
1150.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1133,ภาคเหนือ,พันคน,2563, ประถมศึกษา
1021.5,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1134,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนต้น
662.5,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1135,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
165.4,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1136,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
2.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1137,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
377.4,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1138,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการ
209.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1139,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาชีพ
107.1,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1140,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
12.2,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1141,ภาคเหนือ,พันคน,2563, อื่น ๆ
8.6,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1142,ภาคเหนือ,พันคน,2563, ไม่ทราบ
59.9,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1143,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ไม่มีการศึกษา
1202.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1144,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ต่ำกว่าประถมศึกษา
891.1,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1145,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ประถมศึกษา
757.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1146,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนต้น
612.0,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1147,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
121.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1148,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.4,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1149,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
391.2,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1150,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการ
1571.99,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1151,ภาคกลาง,พันคน,2567,ต่ำกว่าประถมศึกษา
2032.88,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1152,ภาคกลาง,พันคน,2567,ประถมศึกษา
2130.79,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1153,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนต้น
2.22,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1154,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1459.44,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1155,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
472.7,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1156,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1216.7,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1157,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการ
166.33,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1158,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
554.27,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1159,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาชีพ
104.82,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1160,ภาคกลาง,พันคน,2567,ไม่ทราบ
245.64,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1161,ภาคกลาง,พันคน,2567,ไม่มีการศึกษา
142.94,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1162,ภาคกลาง,พันคน,2567,การศึกษาอื่นๆ
1056.96,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1163,ภาคกลาง,พันคน,2567,ต่ำกว่าประถมศึกษา
1535.12,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1164,ภาคกลาง,พันคน,2567,ประถมศึกษา
1698.19,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1165,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนต้น
2.7,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1166,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1506.59,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1167,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
477.71,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1168,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1414.03,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1169,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการ
147.38,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1170,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
582.5,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1171,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาชีพ
213.24,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1172,ภาคกลาง,พันคน,2567,ไม่ทราบ
224.08,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1173,ภาคกลาง,พันคน,2567,ไม่มีการศึกษา
2769.09,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1174,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
2687.25,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1175,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ประถมศึกษา
2049.53,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1176,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
0.24,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1177,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1566.86,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1178,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
215.85,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1179,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
527.2,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1180,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
195.54,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1181,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
388.48,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1182,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
0.23,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1183,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่ทราบ
117.63,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1184,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่มีการศึกษา
990.75,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1185,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
951.75,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1186,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ประถมศึกษา
816.99,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1187,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
0.5,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1188,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
763.74,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1189,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
117.15,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1190,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
419.79,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1191,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
136.9,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1192,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
202.31,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1193,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
0.2,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1194,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่ทราบ
39.9,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1195,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่มีการศึกษา
0.39,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1196,ภาคเหนือ,พันคน,2567,การศึกษาอื่นๆ
1612.58,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1197,ภาคเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
1232.42,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1198,ภาคเหนือ,พันคน,2567,ประถมศึกษา
1074.65,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1199,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
0.14,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1200,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
783.28,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1201,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
154.99,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1202,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
429.82,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1203,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
112.8,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1204,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
218.51,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1205,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
1.38,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1206,ภาคเหนือ,พันคน,2567,ไม่ทราบ
550.78,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1207,ภาคเหนือ,พันคน,2567,ไม่มีการศึกษา
0.21,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1208,ภาคเหนือ,พันคน,2567,การศึกษาอื่นๆ
710.47,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1209,ภาคเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
477.65,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1210,ภาคเหนือ,พันคน,2567,ประถมศึกษา
531.52,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1211,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
2.79,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1212,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
490.34,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1213,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
133.99,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1214,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
521.13,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1215,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
109.26,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1216,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
153.64,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1217,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
4.55,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1218,ภาคเหนือ,พันคน,2567,ไม่ทราบ
147.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1219,ภาคกลาง,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
36.2,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1220,ภาคกลาง,พันคน,2563, อื่น ๆ
83.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1221,ภาคกลาง,พันคน,2563, ไม่ทราบ
165.6,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1222,ภาคเหนือ,พันคน,2563, ไม่มีการศึกษา
876.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1223,ภาคเหนือ,พันคน,2563, ต่ำกว่าประถมศึกษา
434.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1224,ภาคเหนือ,พันคน,2563, ประถมศึกษา
489.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1225,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนต้น
459.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1226,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
119.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1227,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.2,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1228,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
476.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1229,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการ
186.2,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1230,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาชีพ
112.1,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1231,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
5.3,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1232,ภาคเหนือ,พันคน,2563, อื่น ๆ
2.1,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1233,ภาคเหนือ,พันคน,2563, ไม่ทราบ
507.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1234,ภาคเหนือ,พันคน,2563, ไม่มีการศึกษา
1927.4,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1235,ภาคเหนือ,พันคน,2563, ต่ำกว่าประถมศึกษา
1094.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1236,ภาคเหนือ,พันคน,2563, ประถมศึกษา
1013.6,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1237,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนต้น
704.7,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1238,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
161.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1239,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
2.1,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1240,ภาคเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
396.2,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1241,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการ
233.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1242,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาชีพ
102.1,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1243,ภาคเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
11.2,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1244,ภาคเหนือ,พันคน,2563, อื่น ๆ
3.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1245,ภาคเหนือ,พันคน,2563, ไม่ทราบ
60.1,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1246,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ไม่มีการศึกษา
1208.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1247,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ต่ำกว่าประถมศึกษา
865.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1248,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ประถมศึกษา
728.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1249,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนต้น
671.2,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1250,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
114.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1251,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.3,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1252,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
388.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1253,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการ
207.1,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1254,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, อุดมศึกษา สายวิชาชีพ
154.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1255,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
0.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1256,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ไม่ทราบ
164.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1257,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ไม่มีการศึกษา
3443.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1258,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ต่ำกว่าประถมศึกษา
2526.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1259,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ประถมศึกษา
1956.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1260,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนต้น
1389.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1261,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายสามัญ
226.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1262,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
371.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1263,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการ
313.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1264,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, อุดมศึกษา สายวิชาชีพ
205.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1265,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, อุดมศึกษา สายวิชาการศึกษา
6.1,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,1266,ภาคตะวันออกเฉียงเหนือ,พันคน,2563, ไม่ทราบ
86.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1267,ภาคใต้,พันคน,2563, ไม่มีการศึกษา
416.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,1268,ภาคใต้,พันคน,2563, ต่ำกว่าประถมศึกษา
