﻿year,sex,level_of_edu,quarter,_id,region,value,unit,source
2561,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,19,ทั่วประเทศ,18.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,20,ทั่วประเทศ,14.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,21,ทั่วประเทศ,13.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,22,ทั่วประเทศ,15.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,23,ทั่วประเทศ,14.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,24,ทั่วประเทศ,15.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ,ไตรมาส 1,25,ทั่วประเทศ,5.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่ทราบ,ไตรมาส 1,26,ทั่วประเทศ,10.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาส 1,27,ทั่วประเทศ,21.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาส 1,28,ทั่วประเทศ,24.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,29,ทั่วประเทศ,30.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาส 1,30,ทั่วประเทศ,22.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,31,ทั่วประเทศ,17.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,32,ทั่วประเทศ,18.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,33,ทั่วประเทศ,11.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,34,ทั่วประเทศ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,35,ทั่วประเทศ,17.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,36,ทั่วประเทศ,14.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,37,ทั่วประเทศ,15.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ,ไตรมาส 1,38,ทั่วประเทศ,7.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่ทราบ,ไตรมาส 1,39,ทั่วประเทศ,12.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาส 1,40,กรุงเทพมหานคร,8.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาส 1,41,กรุงเทพมหานคร,3.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 1,42,กรุงเทพมหานคร,8.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาส 1,43,กรุงเทพมหานคร,4.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 1,44,กรุงเทพมหานคร,4.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,45,กรุงเทพมหานคร,9.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,46,กรุงเทพมหานคร,7.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,47,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,48,กรุงเทพมหานคร,13.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,49,กรุงเทพมหานคร,9.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,50,กรุงเทพมหานคร,14.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ,ไตรมาส 1,51,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่ทราบ,ไตรมาส 1,52,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาส 1,53,กรุงเทพมหานคร,7.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาส 1,54,กรุงเทพมหานคร,4.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,55,กรุงเทพมหานคร,7.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาส 1,56,กรุงเทพมหานคร,4.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,57,กรุงเทพมหานคร,4.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,58,กรุงเทพมหานคร,8.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,59,กรุงเทพมหานคร,8.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,60,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,61,กรุงเทพมหานคร,12.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,62,กรุงเทพมหานคร,7.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,63,กรุงเทพมหานคร,11.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ,ไตรมาส 1,64,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่ทราบ,ไตรมาส 1,65,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาส 1,66,กรุงเทพมหานคร,10.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาส 1,67,กรุงเทพมหานคร,3.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,68,กรุงเทพมหานคร,8.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาส 1,69,กรุงเทพมหานคร,4.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,70,กรุงเทพมหานคร,5.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,71,กรุงเทพมหานคร,12.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,72,กรุงเทพมหานคร,4.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,73,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,74,กรุงเทพมหานคร,13.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,75,กรุงเทพมหานคร,11.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,76,กรุงเทพมหานคร,16.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ,ไตรมาส 1,77,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่ทราบ,ไตรมาส 1,78,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาส 1,79,ภาคกลาง,14.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาส 1,80,ภาคกลาง,13.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 1,81,ภาคกลาง,16.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาส 1,82,ภาคกลาง,13.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 1,83,ภาคกลาง,14.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,84,ภาคกลาง,13.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,85,ภาคกลาง,12.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,86,ภาคกลาง,14.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,87,ภาคกลาง,19.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,88,ภาคกลาง,14.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,89,ภาคกลาง,14.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ,ไตรมาส 1,90,ภาคกลาง,2.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่ทราบ,ไตรมาส 1,91,ภาคกลาง,7.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาส 1,92,ภาคกลาง,14.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาส 1,93,ภาคกลาง,10.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,94,ภาคกลาง,16.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาส 1,95,ภาคกลาง,13.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,96,ภาคกลาง,16.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,97,ภาคกลาง,13.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,98,ภาคกลาง,13.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,99,ภาคกลาง,24.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,100,ภาคกลาง,16.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,101,ภาคกลาง,15.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,102,ภาคกลาง,10.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ,ไตรมาส 1,103,ภาคกลาง,2.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่ทราบ,ไตรมาส 1,104,ภาคกลาง,5.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาส 1,105,ภาคกลาง,15.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาส 1,106,ภาคกลาง,16.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,107,ภาคกลาง,17.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาส 1,108,ภาคกลาง,13.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,109,ภาคกลาง,12.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,110,ภาคกลาง,13.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,111,ภาคกลาง,9.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,112,ภาคกลาง,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,113,ภาคกลาง,21.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,114,ภาคกลาง,13.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,115,ภาคกลาง,16.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ,ไตรมาส 1,116,ภาคกลาง,3.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่ทราบ,ไตรมาส 1,117,ภาคกลาง,12.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาส 1,118,ภาคเหนือ,23.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาส 1,119,ภาคเหนือ,23.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 1,120,ภาคเหนือ,28.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาส 1,121,ภาคเหนือ,23.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 1,122,ภาคเหนือ,24.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,123,ภาคเหนือ,21.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,124,ภาคเหนือ,17.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,125,ภาคเหนือ,21.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,126,ภาคเหนือ,17.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,127,ภาคเหนือ,15.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,128,ภาคเหนือ,18.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ,ไตรมาส 1,129,ภาคเหนือ,12.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่ทราบ,ไตรมาส 1,130,ภาคเหนือ,14.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาส 1,131,ภาคเหนือ,22.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาส 1,132,ภาคเหนือ,19.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,133,ภาคเหนือ,27.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาส 1,134,ภาคเหนือ,22.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,135,ภาคเหนือ,25.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,136,ภาคเหนือ,19.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,137,ภาคเหนือ,16.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,138,ภาคเหนือ,54.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,139,ภาคเหนือ,14.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,140,ภาคเหนือ,15.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,141,ภาคเหนือ,20.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ,ไตรมาส 1,142,ภาคเหนือ,12.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่ทราบ,ไตรมาส 1,143,ภาคเหนือ,18.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาส 1,144,ภาคเหนือ,24.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาส 1,145,ภาคเหนือ,26.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,146,ภาคเหนือ,29.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาส 1,147,ภาคเหนือ,24.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,148,ภาคเหนือ,22.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,149,ภาคเหนือ,24.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,150,ภาคเหนือ,18.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,151,ภาคเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,152,ภาคเหนือ,19.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,153,ภาคเหนือ,14.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,154,ภาคเหนือ,17.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ,ไตรมาส 1,155,ภาคเหนือ,11.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่ทราบ,ไตรมาส 1,156,ภาคเหนือ,12.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาส 1,157,ภาคตะวันออกเฉียงเหนือ,24.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาส 1,158,ภาคตะวันออกเฉียงเหนือ,31.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 1,159,ภาคตะวันออกเฉียงเหนือ,33.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาส 1,160,ภาคตะวันออกเฉียงเหนือ,25.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 1,161,ภาคตะวันออกเฉียงเหนือ,20.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 1,162,ภาคตะวันออกเฉียงเหนือ,18.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 1,163,ภาคตะวันออกเฉียงเหนือ,13.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 1,164,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 1,165,ภาคตะวันออกเฉียงเหนือ,14.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 1,166,ภาคตะวันออกเฉียงเหนือ,13.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 1,167,ภาคตะวันออกเฉียงเหนือ,15.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ,ไตรมาส 1,168,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่ทราบ,ไตรมาส 1,169,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาส 1,170,ภาคตะวันออกเฉียงเหนือ,23.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาส 1,171,ภาคตะวันออกเฉียงเหนือ,31.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,172,ภาคตะวันออกเฉียงเหนือ,33.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาส 1,173,ภาคตะวันออกเฉียงเหนือ,23.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
