จำนวน,_id,ปี,สถานภาพการทำงาน,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
240,4634,2564,ช่วยธุรกิจครัวเรือน,ชาย,ระยอง,แรงงานในระบบ,คน
8058,4635,2564,ลูกจ้างรัฐบาล,ชาย,ระยอง,แรงงานในระบบ,คน
213819,4636,2564,ลูกจ้างเอกชน,ชาย,ระยอง,แรงงานในระบบ,คน
1354,4637,2564,ประกอบธุรกิจส่วนตัว,หญิง,ระยอง,แรงงานในระบบ,คน
309,4638,2564,ช่วยธุรกิจครัวเรือน,หญิง,ระยอง,แรงงานในระบบ,คน
11588,4639,2564,ลูกจ้างรัฐบาล,หญิง,ระยอง,แรงงานในระบบ,คน
124713,4640,2564,ลูกจ้างเอกชน,หญิง,ระยอง,แรงงานในระบบ,คน
9752,4641,2564,นายจ้าง,ชาย,ระยอง,แรงงานนอกระบบ,คน
69976,4642,2564,ประกอบธุรกิจส่วนตัว,ชาย,ระยอง,แรงงานนอกระบบ,คน
16210,4643,2564,ช่วยธุรกิจครัวเรือน,ชาย,ระยอง,แรงงานนอกระบบ,คน
8201,4644,2564,ลูกจ้างเอกชน,ชาย,ระยอง,แรงงานนอกระบบ,คน
4408,4645,2564,นายจ้าง,หญิง,ระยอง,แรงงานนอกระบบ,คน
61819,4646,2564,ประกอบธุรกิจส่วนตัว,หญิง,ระยอง,แรงงานนอกระบบ,คน
31083,4647,2564,ช่วยธุรกิจครัวเรือน,หญิง,ระยอง,แรงงานนอกระบบ,คน
1119,4648,2564,ลูกจ้างเอกชน,หญิง,ระยอง,แรงงานนอกระบบ,คน
254,4649,2564,นายจ้าง,ชาย,จันทบุรี,แรงงานในระบบ,คน
938,4650,2564,ประกอบธุรกิจส่วนตัว,ชาย,จันทบุรี,แรงงานในระบบ,คน
1471,4651,2564,ช่วยธุรกิจครัวเรือน,ชาย,จันทบุรี,แรงงานในระบบ,คน
9122,4652,2564,ลูกจ้างรัฐบาล,ชาย,จันทบุรี,แรงงานในระบบ,คน
48358,4653,2564,ลูกจ้างเอกชน,ชาย,จันทบุรี,แรงงานในระบบ,คน
123,4654,2564,นายจ้าง,หญิง,จันทบุรี,แรงงานในระบบ,คน
1570,4655,2564,ประกอบธุรกิจส่วนตัว,หญิง,จันทบุรี,แรงงานในระบบ,คน
742,4656,2564,ช่วยธุรกิจครัวเรือน,หญิง,จันทบุรี,แรงงานในระบบ,คน
13777,4657,2564,ลูกจ้างรัฐบาล,หญิง,จันทบุรี,แรงงานในระบบ,คน
40465,4658,2564,ลูกจ้างเอกชน,หญิง,จันทบุรี,แรงงานในระบบ,คน
9071,4659,2564,นายจ้าง,ชาย,จันทบุรี,แรงงานนอกระบบ,คน
79444,4660,2564,ประกอบธุรกิจส่วนตัว,ชาย,จันทบุรี,แรงงานนอกระบบ,คน
39979,4661,2564,ช่วยธุรกิจครัวเรือน,ชาย,จันทบุรี,แรงงานนอกระบบ,คน
1388,4662,2564,ลูกจ้างรัฐบาล,ชาย,จันทบุรี,แรงงานนอกระบบ,คน
5436,4663,2564,ลูกจ้างเอกชน,ชาย,จันทบุรี,แรงงานนอกระบบ,คน
2439,4664,2564,นายจ้าง,หญิง,จันทบุรี,แรงงานนอกระบบ,คน
52750,4665,2564,ประกอบธุรกิจส่วนตัว,หญิง,จันทบุรี,แรงงานนอกระบบ,คน
54344,4666,2564,ช่วยธุรกิจครัวเรือน,หญิง,จันทบุรี,แรงงานนอกระบบ,คน
1166,4667,2564,ลูกจ้างรัฐบาล,หญิง,จันทบุรี,แรงงานนอกระบบ,คน
3511,4668,2564,ลูกจ้างเอกชน,หญิง,จันทบุรี,แรงงานนอกระบบ,คน
291,4669,2564,นายจ้าง,ชาย,ตราด,แรงงานในระบบ,คน
1950,4670,2564,ประกอบธุรกิจส่วนตัว,ชาย,ตราด,แรงงานในระบบ,คน
281,4671,2564,ช่วยธุรกิจครัวเรือน,ชาย,ตราด,แรงงานในระบบ,คน
9301,4672,2564,ลูกจ้างรัฐบาล,ชาย,ตราด,แรงงานในระบบ,คน
30970,4673,2564,ลูกจ้างเอกชน,ชาย,ตราด,แรงงานในระบบ,คน
45,4674,2564,นายจ้าง,หญิง,ตราด,แรงงานในระบบ,คน
2550,4675,2564,ประกอบธุรกิจส่วนตัว,หญิง,ตราด,แรงงานในระบบ,คน
833,4676,2564,ช่วยธุรกิจครัวเรือน,หญิง,ตราด,แรงงานในระบบ,คน
11830,4677,2564,ลูกจ้างรัฐบาล,หญิง,ตราด,แรงงานในระบบ,คน
16317,4678,2564,ลูกจ้างเอกชน,หญิง,ตราด,แรงงานในระบบ,คน
4743,4679,2564,นายจ้าง,ชาย,ตราด,แรงงานนอกระบบ,คน
32345,4680,2564,ประกอบธุรกิจส่วนตัว,ชาย,ตราด,แรงงานนอกระบบ,คน
10193,4681,2564,ช่วยธุรกิจครัวเรือน,ชาย,ตราด,แรงงานนอกระบบ,คน
659,4682,2564,ลูกจ้างรัฐบาล,ชาย,ตราด,แรงงานนอกระบบ,คน
7008,4683,2564,ลูกจ้างเอกชน,ชาย,ตราด,แรงงานนอกระบบ,คน
78,4684,2564,การรวมกลุ่ม,ชาย,ตราด,แรงงานนอกระบบ,คน
1615,4685,2564,นายจ้าง,หญิง,ตราด,แรงงานนอกระบบ,คน
15936,4686,2564,ประกอบธุรกิจส่วนตัว,หญิง,ตราด,แรงงานนอกระบบ,คน
18110,4687,2564,ช่วยธุรกิจครัวเรือน,หญิง,ตราด,แรงงานนอกระบบ,คน
1073,4688,2564,ลูกจ้างรัฐบาล,หญิง,ตราด,แรงงานนอกระบบ,คน
2686,4689,2564,ลูกจ้างเอกชน,หญิง,ตราด,แรงงานนอกระบบ,คน
861,4690,2564,นายจ้าง,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,คน
9517,4691,2564,ประกอบธุรกิจส่วนตัว,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,คน
2074,4692,2564,ช่วยธุรกิจครัวเรือน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,คน
14345,4693,2564,ลูกจ้างรัฐบาล,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,คน
131440,4694,2564,ลูกจ้างเอกชน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,คน
4067,4695,2564,ประกอบธุรกิจส่วนตัว,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,คน
989,4696,2564,ช่วยธุรกิจครัวเรือน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,คน
19323,4697,2564,ลูกจ้างรัฐบาล,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,คน
97036,4698,2564,ลูกจ้างเอกชน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,คน
7946,4699,2564,นายจ้าง,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
64191,4700,2564,ประกอบธุรกิจส่วนตัว,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
20283,4701,2564,ช่วยธุรกิจครัวเรือน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
9838,4702,2564,ลูกจ้างเอกชน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
1077,4703,2564,การรวมกลุ่ม,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
1615,4704,2564,นายจ้าง,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
46204,4705,2564,ประกอบธุรกิจส่วนตัว,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
31765,4706,2564,ช่วยธุรกิจครัวเรือน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
173,4707,2564,ลูกจ้างรัฐบาล,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
3393,4708,2564,ลูกจ้างเอกชน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
276,4709,2564,การรวมกลุ่ม,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
929,4710,2564,นายจ้าง,ชาย,ปราจีนบุรี,แรงงานในระบบ,คน
4570,4711,2564,ประกอบธุรกิจส่วนตัว,ชาย,ปราจีนบุรี,แรงงานในระบบ,คน
4421,4712,2564,ช่วยธุรกิจครัวเรือน,ชาย,ปราจีนบุรี,แรงงานในระบบ,คน
9910,4713,2564,ลูกจ้างรัฐบาล,ชาย,ปราจีนบุรี,แรงงานในระบบ,คน
111703,4714,2564,ลูกจ้างเอกชน,ชาย,ปราจีนบุรี,แรงงานในระบบ,คน
1433,4715,2564,นายจ้าง,หญิง,ปราจีนบุรี,แรงงานในระบบ,คน
5434,4716,2564,ประกอบธุรกิจส่วนตัว,หญิง,ปราจีนบุรี,แรงงานในระบบ,คน
2118,4717,2564,ช่วยธุรกิจครัวเรือน,หญิง,ปราจีนบุรี,แรงงานในระบบ,คน
9032,4718,2564,ลูกจ้างรัฐบาล,หญิง,ปราจีนบุรี,แรงงานในระบบ,คน
97149,4719,2564,ลูกจ้างเอกชน,หญิง,ปราจีนบุรี,แรงงานในระบบ,คน
21368,4720,2564,นายจ้าง,ชาย,ปราจีนบุรี,แรงงานนอกระบบ,คน
34073,4721,2564,ประกอบธุรกิจส่วนตัว,ชาย,ปราจีนบุรี,แรงงานนอกระบบ,คน
11399,4722,2564,ช่วยธุรกิจครัวเรือน,ชาย,ปราจีนบุรี,แรงงานนอกระบบ,คน
5977,4723,2564,ลูกจ้างเอกชน,ชาย,ปราจีนบุรี,แรงงานนอกระบบ,คน
6792,4724,2564,นายจ้าง,หญิง,ปราจีนบุรี,แรงงานนอกระบบ,คน
35824,4725,2564,ประกอบธุรกิจส่วนตัว,หญิง,ปราจีนบุรี,แรงงานนอกระบบ,คน
19975,4726,2564,ช่วยธุรกิจครัวเรือน,หญิง,ปราจีนบุรี,แรงงานนอกระบบ,คน
1566,4727,2564,ลูกจ้างรัฐบาล,หญิง,ปราจีนบุรี,แรงงานนอกระบบ,คน
3912,4728,2564,ลูกจ้างเอกชน,หญิง,ปราจีนบุรี,แรงงานนอกระบบ,คน
4060,4729,2564,ประกอบธุรกิจส่วนตัว,ชาย,นครนายก,แรงงานในระบบ,คน
760,4730,2564,ช่วยธุรกิจครัวเรือน,ชาย,นครนายก,แรงงานในระบบ,คน
7795,4731,2564,ลูกจ้างรัฐบาล,ชาย,นครนายก,แรงงานในระบบ,คน
23555,4732,2564,ลูกจ้างเอกชน,ชาย,นครนายก,แรงงานในระบบ,คน
18,4733,2564,นายจ้าง,หญิง,นครนายก,แรงงานในระบบ,คน
4557,4734,2564,ประกอบธุรกิจส่วนตัว,หญิง,นครนายก,แรงงานในระบบ,คน
1253,4735,2564,ช่วยธุรกิจครัวเรือน,หญิง,นครนายก,แรงงานในระบบ,คน
12033,4736,2564,ลูกจ้างรัฐบาล,หญิง,นครนายก,แรงงานในระบบ,คน
17261,4737,2564,ลูกจ้างเอกชน,หญิง,นครนายก,แรงงานในระบบ,คน
1862,4738,2564,นายจ้าง,ชาย,นครนายก,แรงงานนอกระบบ,คน
25223,4739,2564,ประกอบธุรกิจส่วนตัว,ชาย,นครนายก,แรงงานนอกระบบ,คน
11915,4740,2564,ช่วยธุรกิจครัวเรือน,ชาย,นครนายก,แรงงานนอกระบบ,คน
304,4741,2564,ลูกจ้างรัฐบาล,ชาย,นครนายก,แรงงานนอกระบบ,คน
8332,4742,2564,ลูกจ้างเอกชน,ชาย,นครนายก,แรงงานนอกระบบ,คน
340,4743,2564,นายจ้าง,หญิง,นครนายก,แรงงานนอกระบบ,คน
15815,4744,2564,ประกอบธุรกิจส่วนตัว,หญิง,นครนายก,แรงงานนอกระบบ,คน
10339,4745,2564,ช่วยธุรกิจครัวเรือน,หญิง,นครนายก,แรงงานนอกระบบ,คน
42,4746,2564,ลูกจ้างรัฐบาล,หญิง,นครนายก,แรงงานนอกระบบ,คน
2410,4747,2564,ลูกจ้างเอกชน,หญิง,นครนายก,แรงงานนอกระบบ,คน
342,4748,2564,นายจ้าง,ชาย,สระแก้ว,แรงงานในระบบ,คน
4769,4749,2564,ประกอบธุรกิจส่วนตัว,ชาย,สระแก้ว,แรงงานในระบบ,คน
2135,4750,2564,ช่วยธุรกิจครัวเรือน,ชาย,สระแก้ว,แรงงานในระบบ,คน
19698,4751,2564,ลูกจ้างรัฐบาล,ชาย,สระแก้ว,แรงงานในระบบ,คน
31202,4752,2564,ลูกจ้างเอกชน,ชาย,สระแก้ว,แรงงานในระบบ,คน
276,4753,2564,นายจ้าง,หญิง,สระแก้ว,แรงงานในระบบ,คน
6648,4754,2564,ประกอบธุรกิจส่วนตัว,หญิง,สระแก้ว,แรงงานในระบบ,คน
3708,4755,2564,ช่วยธุรกิจครัวเรือน,หญิง,สระแก้ว,แรงงานในระบบ,คน
18883,4756,2564,ลูกจ้างรัฐบาล,หญิง,สระแก้ว,แรงงานในระบบ,คน
27155,4757,2564,ลูกจ้างเอกชน,หญิง,สระแก้ว,แรงงานในระบบ,คน
3808,4758,2564,นายจ้าง,ชาย,สระแก้ว,แรงงานนอกระบบ,คน
97128,4759,2564,ประกอบธุรกิจส่วนตัว,ชาย,สระแก้ว,แรงงานนอกระบบ,คน
30294,4760,2564,ช่วยธุรกิจครัวเรือน,ชาย,สระแก้ว,แรงงานนอกระบบ,คน
864,4761,2564,ลูกจ้างรัฐบาล,ชาย,สระแก้ว,แรงงานนอกระบบ,คน
7263,4762,2564,ลูกจ้างเอกชน,ชาย,สระแก้ว,แรงงานนอกระบบ,คน
1841,4763,2564,นายจ้าง,หญิง,สระแก้ว,แรงงานนอกระบบ,คน
52802,4764,2564,ประกอบธุรกิจส่วนตัว,หญิง,สระแก้ว,แรงงานนอกระบบ,คน
35779,4765,2564,ช่วยธุรกิจครัวเรือน,หญิง,สระแก้ว,แรงงานนอกระบบ,คน
238,4766,2564,ลูกจ้างรัฐบาล,หญิง,สระแก้ว,แรงงานนอกระบบ,คน
3220,4767,2564,ลูกจ้างเอกชน,หญิง,สระแก้ว,แรงงานนอกระบบ,คน
1391,4768,2564,นายจ้าง,ชาย,ราชบุรี,แรงงานในระบบ,คน
16254,4769,2564,ประกอบธุรกิจส่วนตัว,ชาย,ราชบุรี,แรงงานในระบบ,คน
6196,4770,2564,ช่วยธุรกิจครัวเรือน,ชาย,ราชบุรี,แรงงานในระบบ,คน
16891,4771,2564,ลูกจ้างรัฐบาล,ชาย,ราชบุรี,แรงงานในระบบ,คน
92492,4772,2564,ลูกจ้างเอกชน,ชาย,ราชบุรี,แรงงานในระบบ,คน
825,4773,2564,นายจ้าง,หญิง,ราชบุรี,แรงงานในระบบ,คน
16463,4774,2564,ประกอบธุรกิจส่วนตัว,หญิง,ราชบุรี,แรงงานในระบบ,คน
10098,4775,2564,ช่วยธุรกิจครัวเรือน,หญิง,ราชบุรี,แรงงานในระบบ,คน
18230,4776,2564,ลูกจ้างรัฐบาล,หญิง,ราชบุรี,แรงงานในระบบ,คน
68672,4777,2564,ลูกจ้างเอกชน,หญิง,ราชบุรี,แรงงานในระบบ,คน
4705,4778,2564,นายจ้าง,ชาย,ราชบุรี,แรงงานนอกระบบ,คน
64453,4779,2564,ประกอบธุรกิจส่วนตัว,ชาย,ราชบุรี,แรงงานนอกระบบ,คน
30735,4780,2564,ช่วยธุรกิจครัวเรือน,ชาย,ราชบุรี,แรงงานนอกระบบ,คน
938,4781,2564,ลูกจ้างรัฐบาล,ชาย,ราชบุรี,แรงงานนอกระบบ,คน
5592,4782,2564,ลูกจ้างเอกชน,ชาย,ราชบุรี,แรงงานนอกระบบ,คน
1211,4783,2564,นายจ้าง,หญิง,ราชบุรี,แรงงานนอกระบบ,คน
43817,4784,2564,ประกอบธุรกิจส่วนตัว,หญิง,ราชบุรี,แรงงานนอกระบบ,คน
28792,4785,2564,ช่วยธุรกิจครัวเรือน,หญิง,ราชบุรี,แรงงานนอกระบบ,คน
1951,4786,2564,ลูกจ้างรัฐบาล,หญิง,ราชบุรี,แรงงานนอกระบบ,คน
3406,4787,2564,ลูกจ้างเอกชน,หญิง,ราชบุรี,แรงงานนอกระบบ,คน
204,4788,2564,นายจ้าง,ชาย,กาญจนบุรี,แรงงานในระบบ,คน
8915,4789,2564,ประกอบธุรกิจส่วนตัว,ชาย,กาญจนบุรี,แรงงานในระบบ,คน
8366,4790,2564,ช่วยธุรกิจครัวเรือน,ชาย,กาญจนบุรี,แรงงานในระบบ,คน
21429,4791,2564,ลูกจ้างรัฐบาล,ชาย,กาญจนบุรี,แรงงานในระบบ,คน
53705,4792,2564,ลูกจ้างเอกชน,ชาย,กาญจนบุรี,แรงงานในระบบ,คน
256,4793,2564,นายจ้าง,หญิง,กาญจนบุรี,แรงงานในระบบ,คน
9427,4794,2564,ประกอบธุรกิจส่วนตัว,หญิง,กาญจนบุรี,แรงงานในระบบ,คน
3136,4795,2564,ช่วยธุรกิจครัวเรือน,หญิง,กาญจนบุรี,แรงงานในระบบ,คน
21400,4796,2564,ลูกจ้างรัฐบาล,หญิง,กาญจนบุรี,แรงงานในระบบ,คน
41049,4797,2564,ลูกจ้างเอกชน,หญิง,กาญจนบุรี,แรงงานในระบบ,คน
5476,4798,2564,นายจ้าง,ชาย,กาญจนบุรี,แรงงานนอกระบบ,คน
72346,4799,2564,ประกอบธุรกิจส่วนตัว,ชาย,กาญจนบุรี,แรงงานนอกระบบ,คน
40024,4800,2564,ช่วยธุรกิจครัวเรือน,ชาย,กาญจนบุรี,แรงงานนอกระบบ,คน
809,4801,2564,ลูกจ้างรัฐบาล,ชาย,กาญจนบุรี,แรงงานนอกระบบ,คน
31919,4802,2564,ลูกจ้างเอกชน,ชาย,กาญจนบุรี,แรงงานนอกระบบ,คน
1849,4803,2564,นายจ้าง,หญิง,กาญจนบุรี,แรงงานนอกระบบ,คน
50788,4804,2564,ประกอบธุรกิจส่วนตัว,หญิง,กาญจนบุรี,แรงงานนอกระบบ,คน
38804,4805,2564,ช่วยธุรกิจครัวเรือน,หญิง,กาญจนบุรี,แรงงานนอกระบบ,คน
834,4806,2564,ลูกจ้างรัฐบาล,หญิง,กาญจนบุรี,แรงงานนอกระบบ,คน
21243,4807,2564,ลูกจ้างเอกชน,หญิง,กาญจนบุรี,แรงงานนอกระบบ,คน
1151,4808,2564,นายจ้าง,ชาย,สุพรรณบุรี,แรงงานในระบบ,คน
3825,4809,2564,ประกอบธุรกิจส่วนตัว,ชาย,สุพรรณบุรี,แรงงานในระบบ,คน
5294,4810,2564,ช่วยธุรกิจครัวเรือน,ชาย,สุพรรณบุรี,แรงงานในระบบ,คน
11165,4811,2564,ลูกจ้างรัฐบาล,ชาย,สุพรรณบุรี,แรงงานในระบบ,คน
49507,4812,2564,ลูกจ้างเอกชน,ชาย,สุพรรณบุรี,แรงงานในระบบ,คน
1179,4813,2564,นายจ้าง,หญิง,สุพรรณบุรี,แรงงานในระบบ,คน
3117,4814,2564,ประกอบธุรกิจส่วนตัว,หญิง,สุพรรณบุรี,แรงงานในระบบ,คน
5376,4815,2564,ช่วยธุรกิจครัวเรือน,หญิง,สุพรรณบุรี,แรงงานในระบบ,คน
15270,4816,2564,ลูกจ้างรัฐบาล,หญิง,สุพรรณบุรี,แรงงานในระบบ,คน
41631,4817,2564,ลูกจ้างเอกชน,หญิง,สุพรรณบุรี,แรงงานในระบบ,คน
5248,4818,2564,นายจ้าง,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
101950,4819,2564,ประกอบธุรกิจส่วนตัว,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
41458,4820,2564,ช่วยธุรกิจครัวเรือน,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
34691,4821,2564,ลูกจ้างเอกชน,ชาย,สุพรรณบุรี,แรงงานนอกระบบ,คน
1319,4822,2564,นายจ้าง,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
57885,4823,2564,ประกอบธุรกิจส่วนตัว,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
56470,4824,2564,ช่วยธุรกิจครัวเรือน,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
17160,4825,2564,ลูกจ้างเอกชน,หญิง,สุพรรณบุรี,แรงงานนอกระบบ,คน
238,4826,2564,นายจ้าง,ชาย,นครปฐม,แรงงานในระบบ,คน
20892,4827,2564,ประกอบธุรกิจส่วนตัว,ชาย,นครปฐม,แรงงานในระบบ,คน
7223,4828,2564,ช่วยธุรกิจครัวเรือน,ชาย,นครปฐม,แรงงานในระบบ,คน
26551,4829,2564,ลูกจ้างรัฐบาล,ชาย,นครปฐม,แรงงานในระบบ,คน
170813,4830,2564,ลูกจ้างเอกชน,ชาย,นครปฐม,แรงงานในระบบ,คน
18900,4831,2564,ประกอบธุรกิจส่วนตัว,หญิง,นครปฐม,แรงงานในระบบ,คน
11601,4832,2564,ช่วยธุรกิจครัวเรือน,หญิง,นครปฐม,แรงงานในระบบ,คน
33521,4833,2564,ลูกจ้างรัฐบาล,หญิง,นครปฐม,แรงงานในระบบ,คน
141597,4834,2564,ลูกจ้างเอกชน,หญิง,นครปฐม,แรงงานในระบบ,คน
7493,4835,2564,นายจ้าง,ชาย,นครปฐม,แรงงานนอกระบบ,คน
90137,4836,2564,ประกอบธุรกิจส่วนตัว,ชาย,นครปฐม,แรงงานนอกระบบ,คน
31954,4837,2564,ช่วยธุรกิจครัวเรือน,ชาย,นครปฐม,แรงงานนอกระบบ,คน
4199,4838,2564,ลูกจ้างเอกชน,ชาย,นครปฐม,แรงงานนอกระบบ,คน
909,4839,2564,นายจ้าง,หญิง,นครปฐม,แรงงานนอกระบบ,คน
65560,4840,2564,ประกอบธุรกิจส่วนตัว,หญิง,นครปฐม,แรงงานนอกระบบ,คน
43210,4841,2564,ช่วยธุรกิจครัวเรือน,หญิง,นครปฐม,แรงงานนอกระบบ,คน
726,4842,2564,ลูกจ้างเอกชน,หญิง,นครปฐม,แรงงานนอกระบบ,คน
211,4843,2564,นายจ้าง,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
3000,4844,2564,ประกอบธุรกิจส่วนตัว,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
3949,4845,2564,ช่วยธุรกิจครัวเรือน,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
14339,4846,2564,ลูกจ้างรัฐบาล,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
238153,4847,2564,ลูกจ้างเอกชน,ชาย,สมุทรสาคร,แรงงานในระบบ,คน
5154,4848,2564,นายจ้าง,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
114901,4849,2564,ประกอบธุรกิจส่วนตัว,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
56175,4850,2564,ช่วยธุรกิจครัวเรือน,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
427,4851,2564,ลูกจ้างรัฐบาล,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
4796,4852,2564,ลูกจ้างเอกชน,หญิง,สมุทรสาคร,แรงงานในระบบ,คน
1370,4853,2564,นายจ้าง,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
43626,4854,2564,ประกอบธุรกิจส่วนตัว,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
27990,4855,2564,ช่วยธุรกิจครัวเรือน,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
427,4856,2564,ลูกจ้างรัฐบาล,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
417,4857,2564,ลูกจ้างเอกชน,ชาย,สมุทรสาคร,แรงงานนอกระบบ,คน
3626,4858,2564,นายจ้าง,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
29631,4859,2564,ประกอบธุรกิจส่วนตัว,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
13211,4860,2564,ช่วยธุรกิจครัวเรือน,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
12555,4861,2564,ลูกจ้างรัฐบาล,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
44489,4862,2564,ลูกจ้างเอกชน,หญิง,สมุทรสาคร,แรงงานนอกระบบ,คน
225,4863,2564,นายจ้าง,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
1656,4864,2564,ประกอบธุรกิจส่วนตัว,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
428,4865,2564,ช่วยธุรกิจครัวเรือน,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
6163,4866,2564,ลูกจ้างรัฐบาล,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
17571,4867,2564,ลูกจ้างเอกชน,ชาย,สมุทรสงคราม,แรงงานในระบบ,คน
3291,4868,2564,นายจ้าง,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
27264,4869,2564,ประกอบธุรกิจส่วนตัว,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
12536,4870,2564,ช่วยธุรกิจครัวเรือน,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
486,4871,2564,ลูกจ้างรัฐบาล,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
5698,4872,2564,ลูกจ้างเอกชน,หญิง,สมุทรสงคราม,แรงงานในระบบ,คน
1032,4873,2564,นายจ้าง,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
12323,4874,2564,ประกอบธุรกิจส่วนตัว,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
5510,4875,2564,ช่วยธุรกิจครัวเรือน,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
147,4876,2564,ลูกจ้างรัฐบาล,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
1700,4877,2564,ลูกจ้างเอกชน,ชาย,สมุทรสงคราม,แรงงานนอกระบบ,คน
6432,4878,2564,นายจ้าง,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
93524,4879,2564,ประกอบธุรกิจส่วนตัว,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
37580,4880,2564,ช่วยธุรกิจครัวเรือน,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
39043,4881,2564,ลูกจ้างรัฐบาล,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
99325,4882,2564,ลูกจ้างเอกชน,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
246,4883,2564,การรวมกลุ่ม,หญิง,สมุทรสงคราม,แรงงานนอกระบบ,คน
2779,4884,2564,ประกอบธุรกิจส่วนตัว,ชาย,เพชรบุรี,แรงงานในระบบ,คน
1473,4885,2564,ช่วยธุรกิจครัวเรือน,ชาย,เพชรบุรี,แรงงานในระบบ,คน
18241,4886,2564,ลูกจ้างรัฐบาล,ชาย,เพชรบุรี,แรงงานในระบบ,คน
51022,4887,2564,ลูกจ้างเอกชน,ชาย,เพชรบุรี,แรงงานในระบบ,คน
106,4888,2564,นายจ้าง,หญิง,เพชรบุรี,แรงงานในระบบ,คน
2962,4889,2564,ประกอบธุรกิจส่วนตัว,หญิง,เพชรบุรี,แรงงานในระบบ,คน
1632,4890,2564,ช่วยธุรกิจครัวเรือน,หญิง,เพชรบุรี,แรงงานในระบบ,คน
19739,4891,2564,ลูกจ้างรัฐบาล,หญิง,เพชรบุรี,แรงงานในระบบ,คน
40127,4892,2564,ลูกจ้างเอกชน,หญิง,เพชรบุรี,แรงงานในระบบ,คน
5101,4893,2564,นายจ้าง,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
48886,4894,2564,ประกอบธุรกิจส่วนตัว,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
13700,4895,2564,ช่วยธุรกิจครัวเรือน,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
736,4896,2564,ลูกจ้างรัฐบาล,ชาย,เพชรบุรี,แรงงานนอกระบบ,คน
