AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
รวม,0.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,96,หญิง,ร้อยละ,ภาคเหนือ,2568
รวม,0.92,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,97,รวม,ร้อยละ,ภาคเหนือ,2568
15-19 ปี,9.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,98,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
15-19 ปี,13.47,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,99,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
20-24 ปี,4.32,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,100,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
20-24 ปี,7.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,101,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
25-29 ปี,0.57,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,102,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
25-29 ปี,2.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,103,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
30-34 ปี,1.15,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,104,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
30-34 ปี,2.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,105,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
35-39 ปี,0.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,106,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
35-39 ปี,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,107,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
40-49 ปี,0.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,108,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
40-49 ปี,0.74,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,109,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
50-59 ปี,0.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,110,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
50-59 ปี,0.15,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,111,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
60 ปีขึ้นไป,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,112,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
60 ปีขึ้นไป,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,113,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
รวม,1.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,114,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
รวม,1.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,115,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
รวม,1.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,116,รวม,ร้อยละ,กรุงเทพมหานคร,2568
รวม,0.91,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,117,รวม,ร้อยละ,ทั่วราชอาณาจักร,2568
15-19 ปี,10.13,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,118,หญิง,ร้อยละ,ภาคกลาง,2568
15-19 ปี,8.87,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,119,ชาย,ร้อยละ,ภาคกลาง,2568
20-24 ปี,6.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,120,ชาย,ร้อยละ,ภาคกลาง,2568
20-24 ปี,3.14,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,121,หญิง,ร้อยละ,ภาคกลาง,2568
25-29 ปี,1.46,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,122,หญิง,ร้อยละ,ภาคกลาง,2568
25-29 ปี,1.13,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,123,ชาย,ร้อยละ,ภาคกลาง,2568
30-34 ปี,0.32,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,124,หญิง,ร้อยละ,ภาคกลาง,2568
30-34 ปี,0.58,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,125,ชาย,ร้อยละ,ภาคกลาง,2568
35-39 ปี,0.19,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,126,ชาย,ร้อยละ,ภาคกลาง,2568
35-39 ปี,0.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,127,หญิง,ร้อยละ,ภาคกลาง,2568
40-49 ปี,0.11,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,128,ชาย,ร้อยละ,ภาคกลาง,2568
40-49 ปี,0.31,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,129,หญิง,ร้อยละ,ภาคกลาง,2568
50-59 ปี,0.08,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,130,ชาย,ร้อยละ,ภาคกลาง,2568
50-59 ปี,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,131,หญิง,ร้อยละ,ภาคกลาง,2568
60 ปีขึ้นไป,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,132,หญิง,ร้อยละ,ภาคกลาง,2568
60 ปีขึ้นไป,0.08,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,133,ชาย,ร้อยละ,ภาคกลาง,2568
รวม,0.88,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,134,ชาย,ร้อยละ,ภาคกลาง,2568
รวม,0.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,135,หญิง,ร้อยละ,ภาคกลาง,2568
รวม,0.76,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,136,รวม,ร้อยละ,ภาคกลาง,2568
15-19 ปี,5.79,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,137,ชาย,ร้อยละ,ภาคใต้,2568
15-19 ปี,11.97,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,138,หญิง,ร้อยละ,ภาคใต้,2568
20-24 ปี,3.96,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,139,ชาย,ร้อยละ,ภาคใต้,2568
20-24 ปี,7.84,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,140,หญิง,ร้อยละ,ภาคใต้,2568
25-29 ปี,2.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,141,ชาย,ร้อยละ,ภาคใต้,2568
25-29 ปี,2.89,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,142,หญิง,ร้อยละ,ภาคใต้,2568
30-34 ปี,0.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,143,ชาย,ร้อยละ,ภาคใต้,2568
30-34 ปี,0.79,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,144,หญิง,ร้อยละ,ภาคใต้,2568
35-39 ปี,0.19,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,145,หญิง,ร้อยละ,ภาคใต้,2568
35-39 ปี,0.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,146,ชาย,ร้อยละ,ภาคใต้,2568
40-49 ปี,0.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,147,หญิง,ร้อยละ,ภาคใต้,2568
40-49 ปี,0.16,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,148,ชาย,ร้อยละ,ภาคใต้,2568
50-59 ปี,0.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,149,ชาย,ร้อยละ,ภาคใต้,2568
50-59 ปี,0.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,150,หญิง,ร้อยละ,ภาคใต้,2568
60 ปีขึ้นไป,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,151,ชาย,ร้อยละ,ภาคใต้,2568
60 ปีขึ้นไป,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,152,หญิง,ร้อยละ,ภาคใต้,2568
รวม,0.89,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,153,ชาย,ร้อยละ,ภาคใต้,2568
รวม,1.29,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,154,หญิง,ร้อยละ,ภาคใต้,2568
รวม,1.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,155,รวม,ร้อยละ,ภาคใต้,2568
15-19 ปี,9.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,156,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
15-19 ปี,23.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,157,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
20-24 ปี,16.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,158,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
20-24 ปี,8.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,159,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
25-29 ปี,3.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,160,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
25-29 ปี,3.17,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,161,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
30-34 ปี,0.51,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,162,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
30-34 ปี,2.41,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,163,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
35-39 ปี,0.95,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,164,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
35-39 ปี,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,165,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
40-49 ปี,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,166,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
40-49 ปี,0.14,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,167,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
50-59 ปี,0.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,168,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
50-59 ปี,0.11,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,169,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
60 ปีขึ้นไป,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,170,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
60 ปีขึ้นไป,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,171,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
รวม,2.03,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,172,ชาย,ร้อยละ,ภาคใต้ชายแดน,2568
รวม,1.41,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,173,หญิง,ร้อยละ,ภาคใต้ชายแดน,2568
รวม,1.76,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,174,รวม,ร้อยละ,ภาคใต้ชายแดน,2568
15-19 ปี,3.31,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,175,ชาย,ร้อยละ,ภาคตะวันออก,2568
15-19 ปี,2.75,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,176,หญิง,ร้อยละ,ภาคตะวันออก,2568
20-24 ปี,3.24,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,177,ชาย,ร้อยละ,ภาคตะวันออก,2568
20-24 ปี,8.88,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,178,หญิง,ร้อยละ,ภาคตะวันออก,2568
25-29 ปี,0.65,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,179,ชาย,ร้อยละ,ภาคตะวันออก,2568
25-29 ปี,1.35,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,180,หญิง,ร้อยละ,ภาคตะวันออก,2568
30-34 ปี,0.26,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,181,ชาย,ร้อยละ,ภาคตะวันออก,2568
30-34 ปี,0.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,182,หญิง,ร้อยละ,ภาคตะวันออก,2568
35-39 ปี,0.35,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,183,หญิง,ร้อยละ,ภาคตะวันออก,2568
35-39 ปี,0.54,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,184,ชาย,ร้อยละ,ภาคตะวันออก,2568
40-49 ปี,0.21,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,185,หญิง,ร้อยละ,ภาคตะวันออก,2568
40-49 ปี,0.39,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,186,ชาย,ร้อยละ,ภาคตะวันออก,2568
50-59 ปี,0.12,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,187,ชาย,ร้อยละ,ภาคตะวันออก,2568
50-59 ปี,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,188,หญิง,ร้อยละ,ภาคตะวันออก,2568
60 ปีขึ้นไป,0.09,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,189,ชาย,ร้อยละ,ภาคตะวันออก,2568
60 ปีขึ้นไป,0.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,190,หญิง,ร้อยละ,ภาคตะวันออก,2568
รวม,0.61,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,191,ชาย,ร้อยละ,ภาคตะวันออก,2568
