Province,Dataset_name,Unit,Dataset_Group,_id,Vlue,Year,หน่วยงานเจ้าของข้อมูล,Source
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,13,356,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,14,56,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,15,7,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,16,37,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,17,8803,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,18,33340,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,19,3720,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,20,31631,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,21,3,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,22,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,23,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,24,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,25,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,26,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,27,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,28,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,29,68015,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,30,441,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,31,58,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,32,7,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,33,38,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,34,9107,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,35,34572,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,36,3775,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,37,31998,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,38,5,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,39,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,40,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,41,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,42,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,43,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,44,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,45,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,46,71972,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,47,518,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,48,55,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,49,7,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,50,34,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,51,8482,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,52,34917,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,53,3767,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,54,31859,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,55,9,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,56,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,57,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,58,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,59,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,60,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,61,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,62,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,63,74778,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,64,682,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,65,62,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,66,5,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,67,32,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,68,7838,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,69,35396,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,70,3639,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,71,31775,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,72,8,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,73,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,74,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,75,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,76,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,77,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,78,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,79,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,80,77099,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,81,955,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,82,75,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,83,5,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,84,32,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,85,7061,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,86,36542,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,87,3522,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,88,31937,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,89,8,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,90,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,91,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,92,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,93,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,94,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,95,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,96,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,97,78371,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,98,1175,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,99,77,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,100,4,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,101,25,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,102,6360,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,103,37993,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,104,3457,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,105,32176,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,106,7,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,107,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,108,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,109,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,110,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,111,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,112,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,113,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,114,79154,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,115,1366,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,116,84,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,117,4,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,118,23,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,119,5445,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,120," 39,509 ",2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,121," 3,369 ",2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,122," 32,562 ",2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,123, 5 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,124,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,125,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,126,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,127,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,128,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,129,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,130,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,131," 81,800 ",2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,132," 1,487 ",2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,133, 81 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
