province,sex,quarter,occupation,_id,year,value,attribute,unit,source
สกลนคร,รวม,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10596,2567,13515,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10597,2567,9468,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,เสมียน,10598,2567,7300,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,พนักงานบริการและผู้จำหน่ายสินค้า,10599,2567,55606,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10600,2567,238894,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10601,2567,26187,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10602,2567,4482,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,ผู้ประกอบอาชีพงานพื้นฐาน,10603,2567,49969,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10604,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,รวมยอด,10605,2567,234211,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10606,2567,6156,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10607,2567,3726,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10608,2567,3661,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,เสมียน,10609,2567,3241,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,พนักงานบริการและผู้จำหน่ายสินค้า,10610,2567,19379,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10611,2567,142484,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10612,2567,21754,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10613,2567,3379,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,ผู้ประกอบอาชีพงานพื้นฐาน,10614,2567,30430,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10615,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,รวมยอด,10616,2567,179909,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10617,2567,2543,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10618,2567,9789,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10619,2567,5808,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,เสมียน,10620,2567,4059,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,พนักงานบริการและผู้จำหน่ายสินค้า,10621,2567,36227,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10622,2567,96409,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10623,2567,4432,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10624,2567,1103,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,ผู้ประกอบอาชีพงานพื้นฐาน,10625,2567,19540,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10626,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,รวมยอด,10627,2567,414374,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10628,2567,7155,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10629,2567,13574,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10630,2567,8333,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,เสมียน,10631,2567,7821,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,พนักงานบริการและผู้จำหน่ายสินค้า,10632,2567,62709,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10633,2567,228379,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10634,2567,24216,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10635,2567,4378,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,ผู้ประกอบอาชีพงานพื้นฐาน,10636,2567,57809,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10637,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,รวมยอด,10638,2567,239906,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10639,2567,5686,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10640,2567,4945,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10641,2567,1641,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,เสมียน,10642,2567,2063,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,พนักงานบริการและผู้จำหน่ายสินค้า,10643,2567,23289,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10644,2567,140034,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10645,2567,20058,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10646,2567,3671,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,ผู้ประกอบอาชีพงานพื้นฐาน,10647,2567,38520,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10648,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,รวมยอด,10649,2567,174468,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10650,2567,1469,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10651,2567,8628,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10652,2567,6692,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,เสมียน,10653,2567,5758,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,พนักงานบริการและผู้จำหน่ายสินค้า,10654,2567,39420,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10655,2567,88345,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10656,2567,4158,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10657,2567,708,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,ผู้ประกอบอาชีพงานพื้นฐาน,10658,2567,19289,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10659,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,รวมยอด,10660,2568,343496,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10661,2568,12205,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10662,2568,12683,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10663,2568,9798,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,เสมียน,10664,2568,7454,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,10665,2568,66308,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10666,2568,112434,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10667,2568,34836,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10668,2568,10416,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,10669,2568,77363,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,รวม,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10670,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,รวมยอด,10671,2568,201649,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10672,2568,9008,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10673,2568,3563,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10674,2568,3592,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,เสมียน,10675,2568,2091,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,10676,2568,22535,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10677,2568,73011,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10678,2568,29631,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10679,2568,7783,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,10680,2568,50436,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,ชาย,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10681,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,รวมยอด,10682,2568,141847,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10683,2568,3197,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10684,2568,9120,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10685,2568,6206,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,เสมียน,10686,2568,5362,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,10687,2568,43773,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10688,2568,39423,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10689,2568,5205,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10690,2568,2633,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,10691,2568,26927,,คน,สำนักงานสถิติแห่งชาติ
สกลนคร,หญิง,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10692,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,รวมยอด,10693,2566,254594,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10694,2566,9391,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10695,2566,13852,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10696,2566,3060,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,เสมียน,10697,2566,4311,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,10698,2566,36429,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10699,2566,130300,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10700,2566,23961,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10701,2566,9080,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,10702,2566,24211,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10703,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,รวมยอด,10704,2566,142306,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10705,2566,7641,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10706,2566,4739,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10707,2566,877,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,เสมียน,10708,2566,698,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,10709,2566,14052,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10710,2566,76274,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10711,2566,14769,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10712,2566,7416,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,10713,2566,15839,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10714,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,รวมยอด,10715,2566,112288,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10716,2566,1750,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10717,2566,9113,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10718,2566,2183,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,เสมียน,10719,2566,3612,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,10720,2566,22376,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10721,2566,54027,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10722,2566,9191,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10723,2566,1664,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,10724,2566,8372,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,หญิง,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10725,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,รวมยอด,10726,2566,272096,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10727,2566,10460,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10728,2566,11942,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10729,2566,4835,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,เสมียน,10730,2566,2975,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,พนักงานบริการและผู้จำหน่ายสินค้า,10731,2566,42741,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,10732,2566,142863,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,10733,2566,18899,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,10734,2566,11064,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,ผู้ประกอบอาชีพงานพื้นฐาน,10735,2566,26317,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,รวม,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,10736,2566,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 2,รวมยอด,10737,2566,151339,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 2,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,10738,2566,8939,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ,10739,2566,2565,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 2,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,10740,2566,2298,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 2,เสมียน,10741,2566,979,,คน,สำนักงานสถิติแห่งชาติ
นครพนม,ชาย,ไตรมาสที่ 2,พนักงานบริการและผู้จำหน่ายสินค้า,10742,2566,16149,,คน,สำนักงานสถิติแห่งชาติ
