_id,ปี,ชื่อโรงงาน,ชื่อเจ้าของ,ประกอบกิจการ,อำเภอ,จังหวัด
6558,2566,บริษัท บริดจสโตน เเอร์คราฟท์ ไทร์ เเมนูเเฟคเจอริ่ง (ประเทศไทย) จำกัด,บริษัท บริดจสโตน เเอร์คราฟท์ ไทร์ เเมนูเเฟคเจอริ่ง (ประเทศไทย) จำกัด,ผลิตยางหล่อดอกสำหรับอากาศยาน (Retread Aircraft Tire),เมืองชลบุรี,ชลบุรี
6559,2566,บริษัท ชลบุรีโชคถาวร จำกัด,บริษัท ชลบุรีโชคถาวร จำกัด,หล่อดอกยาง และปะยาง,เมืองชลบุรี,ชลบุรี
6560,2566,ห้างหุ้นส่วนจำกัด วิรัชเบ็นไทร์,ห้างหุ้นส่วนจำกัด วิรัชเบ็นไทร์,หล่อดอกยางรถยนต์,เมืองชลบุรี,ชลบุรี
6561,2566,สมปองอัดดอกยาง,สมปองอัดดอกยาง,อัดดอกยาง,เมืองชลบุรี,ชลบุรี
6562,2566,บริษัท กิจการยางชลบุรี จำกัด,บริษัท กิจการยางชลบุรี จำกัด,หล่อดอกยางรถยนต์,เมืองชลบุรี,ชลบุรี
6563,2566,บริษัท บอส รับเบอร์ จำกัด,บริษัท บอส รับเบอร์ จำกัด,อัดดอกยาง,เมืองชลบุรี,ชลบุรี
6564,2566,ห้างหุ้นส่วนจำกัด บำรุงยาง,ห้างหุ้นส่วนจำกัด บำรุงยาง,หล่อดอกยางรถยนต์,เมืองชลบุรี,ชลบุรี
6565,2566,บริษัท ไทร์พาโต จำกัด,บริษัท ไทร์พาโต จำกัด,หล่อดอกยางรถยนต์,เมืองชลบุรี,ชลบุรี
6566,2566,บริษัท มาริศ (2537) จำกัด,บริษัท มาริศ (2537) จำกัด,ผสม รีดยาง หล่อดอกยางรถยนต์,เมืองชลบุรี,ชลบุรี
6567,2566,บริษัท เอ็มไทร์แอนด์รีเทรดเดอร์ จำกัด,บริษัท เอ็มไทร์แอนด์รีเทรดเดอร์ จำกัด,หล่อดอกยางด้วยระบบไฟฟ้า,เมืองชลบุรี,ชลบุรี
6568,2566,บริษัท จงเช่อ รับเบอร์ (ไทยแลนด์) จำกัด,บริษัท จงเช่อ รับเบอร์ (ไทยแลนด์) จำกัด,ผลิต และจำหน่าย ส่งออก ยางรถยนต์แลยางรถจักรยานยนต์ (มอเตอร์ไซค์) ทุกชนิด,ศรีราชา,ชลบุรี
6569,2566,บริษัท ฟินิกส์ โกลบอล อินดัสตรี จำกัด,บริษัท ฟินิกส์ โกลบอล อินดัสตรี จำกัด,"ผลิตยางนิรภัยซื้อมาขายไปยางรถยนต์,อุปกรณ์การป้องกันภัยส่วนบุคคล",ศรีราชา,ชลบุรี
6570,2566,บริษัท สยามมิชลิน จำกัด,บริษัท สยามมิชลิน จำกัด,ยางรถยนต์,ศรีราชา,ชลบุรี
6571,2566,บริษัท สยามมิชลิน จำกัด,บริษัท สยามมิชลิน จำกัด,"จำหน่ายนำเข้า/ส่งออก รับจ้างทำของเกี่ยวกับผลิตภัณฑ์ยางรถยนต์และผลิตภัณฑ์กึ่งสำเร็จรูป และคลังเก็บสินค้าสำเร็จรูป (ยางรถยนต์) สินค้ากึ่งสำเร็จรูป (ชิ้นส่วนยางรถยนต์) และวัตถุดิบรวมถึงวัสดุอันจำเป็นในการผลิตของบริษัทในเครือมิชลิน,ใช้พื้นที่บนหลังคาเพื่อผลิตไฟฟ้าจากพลังงานแสงอาทิตย์",ศรีราชา,ชลบุรี
6572,2566,บุญลือการยาง,บุญลือการยาง,อัดดอกยางรถยนต์ด้วยไฟฟ้า,ศรีราชา,ชลบุรี
6573,2566,บริษัท แอลแอลไอที (ประเทศไทย) จำกัด,บริษัท แอลแอลไอที (ประเทศไทย) จำกัด,ผลิตยางรถยนต์ (RADIAL TYRE MANUFACTURING),ศรีราชา,ชลบุรี
6574,2566,ห้างหุ้นส่วนจำกัด พี.เอ็ม.รับเบอร์ ไทร์,ห้างหุ้นส่วนจำกัด พี.เอ็ม.รับเบอร์ ไทร์,หล่อดอกยาง,หนองใหญ่,ชลบุรี
6575,2566,บริษัท ปริ๊งซ์ เฉิงซาน ไทร์ (ประเทศไทย) จำกัด,บริษัท ปริ๊งซ์ เฉิงซาน ไทร์ (ประเทศไทย) จำกัด,ผลิตยางรถยนต์และรถบรรทุก,หนองใหญ่,ชลบุรี
6576,2566,บริษัท บ่อทอง เนเชแรลรับเบอร์เทรด จำกัด,บริษัท บ่อทอง เนเชแรลรับเบอร์เทรด จำกัด,ผลิตน้ำยางข้น และสกิมเครพ,บ่อทอง,ชลบุรี
6577,2566,บริษัท ยูนิเวอร์ส รับเบอร์ จำกัด,บริษัท ยูนิเวอร์ส รับเบอร์ จำกัด,ทำยางพาราแผ่น,บ่อทอง,ชลบุรี
6578,2566,บริษัท โชคดี รับเบอร์ จำกัด,บริษัท โชคดี รับเบอร์ จำกัด,หั่น ตัด บด รีดยาง,บ่อทอง,ชลบุรี
6579,2566,บริษัท นิโอ รับเบอร์ อินเตอร์เทค จำกัด,บริษัท นิโอ รับเบอร์ อินเตอร์เทค จำกัด,หั่น ตัด บด รีดยาง,บ่อทอง,ชลบุรี
6580,2566,บริษัท สุรศักดิ์ รับเบอร์ จำกัด,บริษัท สุรศักดิ์ รับเบอร์ จำกัด,หั่น ตัด บด รีดยาง ,บางละมุง,ชลบุรี
6581,2566,บริษัท แอล.อี. อินโนเวชั่น จำกัด,บริษัท แอล.อี. อินโนเวชั่น จำกัด,การหั่น ผสม รีดยางให้เป็นแผ่น หรือตัดแผ่นยาง,พนัสนิคม,ชลบุรี
6582,2566,บริษัท อีอาร์พี คอมปาวด์ จำกัด,บริษัท อีอาร์พี คอมปาวด์ จำกัด,ผสมยาง,พานทอง,ชลบุรี
6583,2566,บริษัท เอ็กซ์เท็นซีฟว์รีเสิร์ชโพลีเมอร์ จำกัด,บริษัท เอ็กซ์เท็นซีฟว์รีเสิร์ชโพลีเมอร์ จำกัด,ผลิตภัณฑ์จากยาง เช่น ยางแผ่น แวนยาง แผ่นปะเก็นยาง,พานทอง,ชลบุรี
6584,2566,ห้างหุ้นส่วนจำกัด เบสท์ คอมปาวด์,ห้างหุ้นส่วนจำกัด เบสท์ คอมปาวด์,ผสมและรีดยางแผ่นใช้สำหรับหล่อดอกยางรถยนต์,เมืองชลบุรี,ชลบุรี
6585,2566,บริษัท ที.ที.อาร์.รับเบอร์ จำกัด,บริษัท ที.ที.อาร์.รับเบอร์ จำกัด,ผลิตยางแผ่น,เมืองชลบุรี,ชลบุรี
6586,2566,บริษัท นิโอ รับเบอร์ อินเตอร์เทค จำกัด,บริษัท นิโอ รับเบอร์ อินเตอร์เทค จำกัด,หั่น ตัด บด รีดยาง,ศรีราชา,ชลบุรี
6587,2566,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด,ผลิตยางแท่ง,หนองใหญ่,ชลบุรี
6588,2566,บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),ผลิตน้ำยางข้นแปรสภาพ,หนองใหญ่,ชลบุรี
6589,2566,สหกรณ์กองทุนสวนยางอำเภอบ่อทอง จำกัด,สหกรณ์กองทุนสวนยางอำเภอบ่อทอง จำกัด,ผลิตยางแท่ง STR 20 และผสมยาง,บ่อทอง,ชลบุรี
6590,2566,สหกรณ์กองทุนสวนยางอำเภอบ่อทอง,สหกรณ์กองทุนสวนยางอำเภอบ่อทอง,ทำยางแผ่นรมควัน,บ่อทอง,ชลบุรี
6591,2566,บริษัท ชุน รับเบอร์ จำกัด,บริษัท ชุน รับเบอร์ จำกัด,ผลิตยางพาราแผ่นรมควัน,บ้านบึง,ชลบุรี
6592,2566,บริษัท อี.คิว. รับเบอร์ จำกัด,บริษัท อี.คิว. รับเบอร์ จำกัด,ผลิตยางแท่ง,หนองใหญ่,ชลบุรี
6593,2566,บริษัท เอ็น.วาย รับเบอร์ จำกัด,บริษัท เอ็น.วาย รับเบอร์ จำกัด,ทำน้ำยางเข้มข้น และยางเครฟ,หนองใหญ่,ชลบุรี
6594,2566,บริษัท ซูมิรับเบอร์ ไทยอีสเทิร์น คอร์ปอเรชั่น จำกัด,บริษัท ซูมิรับเบอร์ ไทยอีสเทิร์น คอร์ปอเรชั่น จำกัด,ผลิตยางแท่ง,หนองใหญ่,ชลบุรี
6595,2566,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด,ผลิตยางเครฟอัดแท่ง,หนองใหญ่,ชลบุรี
6596,2566,บริษัท ไทยอีสเทิร์น รับเบอร์ จำกัด,บริษัท ไทยอีสเทิร์น รับเบอร์ จำกัด,ผลิตน้ำยางพาราข้นและยางแท่ง,หนองใหญ่,ชลบุรี
6597,2566,โรงงานผลิตยางแท่ง สหกรณ์กองทุนสวนยางบ้านเขาซก จำกัด,โรงงานผลิตยางแท่ง สหกรณ์กองทุนสวนยางบ้านเขาซก จำกัด,ผลิตยางแท่ง,หนองใหญ่,ชลบุรี
6598,2566,บริษัท เกษตรการยาง จำกัด,บริษัท เกษตรการยาง จำกัด,ผลิตน้ำยางข้น,หนองใหญ่,ชลบุรี
6599,2566,บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),ผลิตน้ำยางข้น,หนองใหญ่,ชลบุรี
6600,2566,สหกรณ์กองทุนส่วนยางบ้านเขาซก จำกัด,สหกรณ์กองทุนส่วนยางบ้านเขาซก จำกัด,ผลิตยางแท่ง,หนองใหญ่,ชลบุรี
6601,2566,บริษัท คิว แอนด์ คิว โฮลดิ้ง จำกัด,บริษัท คิว แอนด์ คิว โฮลดิ้ง จำกัด,ผลิตยางแผ่น (Master Batch) และตัดแผ่นพื้นรองเท้า,เกาะจันทร์,ชลบุรี
6602,2566,บริษัท พี.พี อินเตอร์เทรด 2020 จำกัด,บริษัท พี.พี อินเตอร์เทรด 2020 จำกัด,ผลิตถุงมือทางการแพทย์,บ่อทอง,ชลบุรี
6603,2566,บริษัท แปซิฟิค รับเบอร์เวิร์คส์ จำกัด,บริษัท แปซิฟิค รับเบอร์เวิร์คส์ จำกัด,"ทำผลิตภัณฑ์ยาง เช่น ยางแผ่น จุกยาง และชิ้นส่วนยางรถยนต์, นำเข้าผลิตภัณฑ์ยางเพื่อแบ่งบรรจุจำหน่ายและส่งออก",บ่อทอง,ชลบุรี
6604,2566,บริษัท ทีเค ไฮเทค เทคโนโลยี จำกัด,บริษัท ทีเค ไฮเทค เทคโนโลยี จำกัด,ผลิตถุงมือยางทางการแพทย์,บ่อทอง,ชลบุรี
6605,2566,บริษัท บูรพา รับเบอร์ อินดัสตรี จำกัด,บริษัท บูรพา รับเบอร์ อินดัสตรี จำกัด,ทำผลิตภัณฑ์จากยาง,บางละมุง,ชลบุรี
6606,2566,บริษัท สยามมิตซุย เทคโนโลยี จำกัด,บริษัท สยามมิตซุย เทคโนโลยี จำกัด,ทำผลิตภัณฑ์จากยาง เช่น ยางแผ่น อัดเศษโลหะ,บางละมุง,ชลบุรี
6607,2566,บริษัท จีทีไอ อินเตอร์เทรด จำกัด,บริษัท จีทีไอ อินเตอร์เทรด จำกัด,ผลิตถุงมือยาง เช่น ถุงมือยางทางการแพทย์ และถุงมือยางทั่วไป,บางละมุง,ชลบุรี
6608,2566,บริษัท เทรเชอร์ โปรดักส์ จำกัด,บริษัท เทรเชอร์ โปรดักส์ จำกัด,ผลิตเครื่องนอนสำเร็จรูปจากยางพารา,บางละมุง,ชลบุรี
6609,2566,บริษัท แน็ชเชอรัลรับเบอร์เธร็ด จำกัด,บริษัท แน็ชเชอรัลรับเบอร์เธร็ด จำกัด,ผลิตเส้นยางยืด (RUBBER THREAD) และขอเพิ่มการประกอบกิจการผลิตพลังงานแสงอาทิตย์ที่ติดตั้งบนหลังคา ขนาด 2 เมกะวัตต์ เพื่อใช้ภายในโรงงาน,บ้านบึง,ชลบุรี
6610,2566,บริษัท ท๊อปเฟล็กซ์ รับเบอร์ อินดัสทรี่ จำกัด,บริษัท ท๊อปเฟล็กซ์ รับเบอร์ อินดัสทรี่ จำกัด,ผลิตท่อยาง และข้อต่อยาง,บ้านบึง,ชลบุรี
6611,2566,ห้างหุ้นส่วนจำกัด โพลีบอนด์อินเตอร์เนชั่นแนล,ห้างหุ้นส่วนจำกัด โพลีบอนด์อินเตอร์เนชั่นแนล,ทำผลิตภัณฑ์ยาง เช่น โอริง ยางหุ้มหัวเพลา ลูกยางแท่นเครื่อง,บ้านบึง,ชลบุรี
6612,2566,บริษัท เอ็มเอ็ชซี กรุ๊ป ฟรีโซน จำกัด,บริษัท เอ็มเอ็ชซี กรุ๊ป ฟรีโซน จำกัด,ทำยางแผ่น,บ้านบึง,ชลบุรี
6613,2566,บริษัท หลินซินเอ็นเตอร์ไพรส์ (ประเทศไทย) จำกัด,บริษัท หลินซินเอ็นเตอร์ไพรส์ (ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์จากยางพารา ได้แก่ หมอน ที่นอน,บ้านบึง,ชลบุรี
6614,2566,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,"ผลิต ผลิตภัณฑ์ที่ทำจากยาง เช่น พื้นรองเท้า,แผ่นชิ้นงาน",บ้านบึง,ชลบุรี
6615,2566,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,ผลิตผลิตภัณฑ์ที่ทำจากยาง เช่น คอมพาวด์,บ้านบึง,ชลบุรี
6616,2566,บริษัท ซี เอส ยูนิเทล เทคโนโลยี จำกัด,บริษัท ซี เอส ยูนิเทล เทคโนโลยี จำกัด,ผลิตผลิตภัณฑ์ที่ทำจากยาง เช่น ชิ้นส่วนเครื่องจักรที่ทำจากยาง,บ้านบึง,ชลบุรี
6617,2566,นายถัง หยี่ถิง,นายถัง หยี่ถิง,ทำผลิตภัณฑ์จากยาง เช่น ยางแผ่น,บ้านบึง,ชลบุรี
6618,2566,บริษัท เฉาเชิ่ง ลาเท็กซ์ จำกัด,บริษัท เฉาเชิ่ง ลาเท็กซ์ จำกัด,ผลิตภัณฑ์จากยางพารา ได้แก่ หมอน ที่นอน เป็นต้น,บ้านบึง,ชลบุรี
6619,2566,บริษัท ไท ไทย รับเบอร์ จำกัด,บริษัท ไท ไทย รับเบอร์ จำกัด,ทำผลิตภัณฑ์จากยางสังเคราะห์ เช่น ยางโอริง,บ้านบึง,ชลบุรี
6620,2566,บริษัท รงเฮง จำกัด,บริษัท รงเฮง จำกัด,ทำยางแผ่น,บ้านบึง,ชลบุรี
6621,2566,บริษัท เคเอชซี (ไทยแลนด์) จำกัด,บริษัท เคเอชซี (ไทยแลนด์) จำกัด,ผลิตชิ้นส่วนซิลิโคน และยางสังเคราะห์สำหรับอุตสาหกรรมต่างๆ อาทิ เช่น อิเล็กทรอนิกส์ และเครื่องใช้ไฟฟ้า,บ้านบึง,ชลบุรี
6622,2566,บริษัท พารา เพียว ลาเท็กซ์ จำกัด,บริษัท พารา เพียว ลาเท็กซ์ จำกัด,ผลิตภัณฑ์จากยางพารา ได้แก่ หมอน ที่นอน เป็นต้น,บ้านบึง,ชลบุรี
6623,2566,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,ผลิตผลิตภัณฑ์ที่ทำจากยาง เช่น คอมพาวด์,บ้านบึง,ชลบุรี
6624,2566,บริษัท เอ็น.ดี.อินเตอร์พาร์ท จำกัด,บริษัท เอ็น.ดี.อินเตอร์พาร์ท จำกัด,"ผลิตภัณฑ์ยาง เช่น อะไหล่รถยนต์, โอริ่ง ปะเก็นยาง",บ้านบึง,ชลบุรี
6625,2566,บริษัท เหิงเฟิง รับเบอร์ (ไทยแลนด์) จำกัด,บริษัท เหิงเฟิง รับเบอร์ (ไทยแลนด์) จำกัด,ผลิต ผลิตภัณฑ์ที่ทำจากยาง เช่น ยางแผ่น ฯลฯ ,บ้านบึง,ชลบุรี
6626,2566,บริษัท ซีเอส มิตซูฟูกุ อิลาสโตเมอร์ จำกัด,บริษัท ซีเอส มิตซูฟูกุ อิลาสโตเมอร์ จำกัด,ผลิต ผลิตภัณฑ์ที่ทำจากยาง เช่น ยางคอมพาวด์,บ้านบึง,ชลบุรี
6627,2566,บริษัท ซีเอสเจ รับเบอร์ชีท จำกัด,บริษัท ซีเอสเจ รับเบอร์ชีท จำกัด,ผลิตผลิตภัณฑ์ยาง,บ้านบึง,ชลบุรี
6628,2566,บริษัท ลาวีนีล (ประเทศไทย) จำกัด,บริษัท ลาวีนีล (ประเทศไทย) จำกัด,ผลิตถุงมือ และผลิตภัณฑ์อื่น ๆ ที่ทำจากยางพารา,บ้านบึง,ชลบุรี
6629,2566,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,ผลิตผลิตภัณฑ์ที่ทำจากยาง เช่น พื้นรองเท้า และของเล่นสุนัขที่ทำจากยาง,บ้านบึง,ชลบุรี
6630,2566,นางปัทมนันท์ แก้วสุวรรณ,นางปัทมนันท์ แก้วสุวรรณ,ทำผลิตภัณฑ์จากยาง ยางธรรมชาติหรือยางสังเคราะห์ เช่น ถุงมือยาง ถุงมือยางทางการแพทย์,บ้านบึง,ชลบุรี
6631,2566,บริษัท ดีดี รับเบอร์ โปรดักท์ จำกัด,บริษัท ดีดี รับเบอร์ โปรดักท์ จำกัด,ผลิตถุงมือยาง เช่น ถุงมือยางทางการแพทย์ และถุงมือยางทั่วไป,พนัสนิคม,ชลบุรี
6632,2566,บริษัท เจซี อีลาสติก จำกัด,บริษัท เจซี อีลาสติก จำกัด,ทอยางยืด ผ้าก้น ผ้าริบบิ้น,พนัสนิคม,ชลบุรี
6633,2566,บริษัท แน็ชเชอรัลรับเบอร์เธร็ด จำกัด,บริษัท แน็ชเชอรัลรับเบอร์เธร็ด จำกัด,ผลิตเส้นยางยืด (RUBBER THREAD),พนัสนิคม,ชลบุรี
6634,2566,บริษัท ไทยลาเทกซ์บอลลูน จำกัด,บริษัท ไทยลาเทกซ์บอลลูน จำกัด,ผลิตลูกโป่งจากยางธรรมชาติ,พนัสนิคม,ชลบุรี
6635,2566,บริษัท จาด้าเทค อินดัสทรีส์ จำกัด,บริษัท จาด้าเทค อินดัสทรีส์ จำกัด,ผลิตผลิตภัณฑ์ที่ทำจากยาง เช่น แหวนรองยาง,พนัสนิคม,ชลบุรี
6636,2566,บริษัท ซึ่งเถียน จำกัด,บริษัท ซึ่งเถียน จำกัด,ผลิตยางยืด และหมอนยางพารา,พนัสนิคม,ชลบุรี
6637,2566,บริษัท โตโย รับเบอร์ เคมิคัล โพรดักส์ (ประเทศไทย) จำกัด,บริษัท โตโย รับเบอร์ เคมิคัล โพรดักส์ (ประเทศไทย) จำกัด,ผลิตยางหุ้นเพลารถยนต์ (Drive Shaft Boot),พานทอง,ชลบุรี
6638,2566,บริษัท จี้ เม่า รับเบอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,บริษัท จี้ เม่า รับเบอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,ผลิตยางสังเคราะห์ ( RUBBER COMPOUND ),พานทอง,ชลบุรี
6639,2566,บริษัท สยาม คีปเปอร์ แมนูแฟคเจอริ่ง จำกัด,บริษัท สยาม คีปเปอร์ แมนูแฟคเจอริ่ง จำกัด,ผลิตและจำหน่ายชิ้นส่วนและอุปกรณ์ที่ทำจากยาง,พานทอง,ชลบุรี
6640,2566,บริษัท ไทย เอ็นโอเค จำกัด,บริษัท ไทย เอ็นโอเค จำกัด,ผลิตชิ้นส่วนยานยนต์ ปะเก็น และอุปกรณ์กันรั่ว อุปกรณ์ส่วนประกอบและอะไหล่ที่ทำด้วยยางสำหรับใช้ในอุตสาหกรรม,พานทอง,ชลบุรี
6641,2566,บริษัท มิโตโยะ รับเบอร์ (ประเทศไทย) จำกัด,บริษัท มิโตโยะ รับเบอร์ (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนยางสำหรับยานยนต์ อุปกรณ์อิเล็กทรอนิกส์ เครื่องใช้ไฟฟ้า และเครื่องใช้ในครัวเรือน,พานทอง,ชลบุรี
6642,2566,บริษัท โฮริคาวะ รับเบอร์ (ประเทศไทย) จำกัด,บริษัท โฮริคาวะ รับเบอร์ (ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์ยาง,พานทอง,ชลบุรี
6643,2566,บริษัท พี.เค. ไทร์ โปรดักส์ จำกัด,บริษัท พี.เค. ไทร์ โปรดักส์ จำกัด,ผสมยาง,เมืองชลบุรี,ชลบุรี
6644,2566,บริษัท ไทย เอ็นโอเค จำกัด,บริษัท ไทย เอ็นโอเค จำกัด,ผลิตชิ้นส่วนยางสังเคราะห์พลาสติก และRUBBER COMPOUND และผลิตชิ้นส่วนหรืออุปกรณ์และเครื่องยนต์ เครื่องจักร ยานยนต์ เครื่องใช้ไฟฟ้า,เมืองชลบุรี,ชลบุรี
6645,2566,บริษัท นิตโต้ มาเทค (ประเทศไทย) จำกัด,บริษัท นิตโต้ มาเทค (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนยางและพลาสติกสำหรับใช้ในยานพาหนะ และสำหรับขอบประตูหน้าต่างอาคาร และอื่น ๆ,เมืองชลบุรี,ชลบุรี
6646,2566,บริษัท ไทยยูคิล่อน จำกัด,บริษัท ไทยยูคิล่อน จำกัด,ผลิตภัณฑ์จากยางธรรมชาติและยางสังเคราะห์,เมืองชลบุรี,ชลบุรี
6647,2566,บริษัท ไทย เอ็นโอเค จำกัด,บริษัท ไทย เอ็นโอเค จำกัด,ผลิตชิ้นส่วนยางสังเคราะห์ พลาสติก และRUBBER COMPOUND และผลิตชิ้นส่วนหรืออุปกรณ์ของเครื่องยนต์ เครื่องจักรยานยนต์ เครื่องใช้ไฟฟ้า และผลิตชิ้นส่วนโลหะปั๊มขึ้นรูป,เมืองชลบุรี,ชลบุรี
6648,2566,บริษัท เว่ย ฮาว โมลด์ จำกัด,บริษัท เว่ย ฮาว โมลด์ จำกัด,ผลิตหมอนและที่นอนยางพารา,เมืองชลบุรี,ชลบุรี
6649,2566,บริษัท วัฒนชัยรับเบอร์เมท จำกัด,บริษัท วัฒนชัยรับเบอร์เมท จำกัด,"ผลิตถุงมือยาง
",เมืองชลบุรี,ชลบุรี
6650,2566,บริษัท เออาร์ อิลาสโทเมอร์ จำกัด,บริษัท เออาร์ อิลาสโทเมอร์ จำกัด,ผลิตชิ้นส่วนยางสังเคราะห์ เพื่อใช้เป็นส่วนประกอบชิ้นส่วนรถยนต์ อุปกรณ์เครื่องใช้ไฟฟ้า และอิเล็กทรอนิกส์,เมืองชลบุรี,ชลบุรี
6651,2566,บริษัท วัฒนชัยรับเบอร์เมท จำกัด,บริษัท วัฒนชัยรับเบอร์เมท จำกัด,ผลิตถุงมือยาง,เมืองชลบุรี,ชลบุรี
6652,2566,บริษัท เกียร์ แมนูแฟคเจอริ่ง จำกัด,บริษัท เกียร์ แมนูแฟคเจอริ่ง จำกัด,การทำผลิตภัณฑ์ยางธรรมชาติหรือยางสังเคราะห์ เช่น ชิ้นส่วนอะไหล่รถยนต์,เมืองชลบุรี,ชลบุรี
6653,2566,บริษัท คอสโม แมนูเฟคเจอริ่ง ( ประเทศไทย ) จำกัด,บริษัท คอสโม แมนูเฟคเจอริ่ง ( ประเทศไทย ) จำกัด,ผลิตเคสโทรศัพท์มือถือ ซองใส่แท็ปเล็ต จากซิลิโคน,เมืองชลบุรี,ชลบุรี
6654,2566,บริษัท ไทย เอ็นโอเค จำกัด,บริษัท ไทย เอ็นโอเค จำกัด,ผลิตชิ้นส่วนยางสังเคราะห์ และพลาสติก และผลิตชิ้นส่วนหรืออุปกรณ์ของเครื่องยนต์ เครื่องจักร ยานยนต์ เครื่องใช้ไฟฟ้า และผลิตชิ้นส่วนโลหะปั๊มขึ้นรูป,เมืองชลบุรี,ชลบุรี
6655,2566,บริษัท เอเซียรับเบอร์ลาเท็กซ์ (1988) จำกัด,บริษัท เอเซียรับเบอร์ลาเท็กซ์ (1988) จำกัด,ยางพพื้นรองเท้าชั้นใน,เมืองชลบุรี,ชลบุรี
6656,2566,บริษัท ริเคน เทคโนโลยี (ประเทศไทย) จำกัด,บริษัท ริเคน เทคโนโลยี (ประเทศไทย) จำกัด,ผลิตยางสำหรับชิ้นส่วนอิเล็กทรอนิกส์,เมืองชลบุรี,ชลบุรี
6657,2566,บริษัท แสนไพศาล จำกัด,บริษัท แสนไพศาล จำกัด,ผลิตภัณฑ์ที่ทำจากยาง เช่น ลูกล้อยาง ลูกกลิ้งยาง อะไหลชิ้นส่วนเครื่องจักรจากยาง,เมืองชลบุรี,ชลบุรี
6658,2566,บริษัท ไวกิ้ง ไลฟ์-เซฟวิ่ง อิควิปเม้นท์ (ประเทศไทย) จำกัด,บริษัท ไวกิ้ง ไลฟ์-เซฟวิ่ง อิควิปเม้นท์ (ประเทศไทย) จำกัด,ผลิต ประกอบแพชูชีพ อุปกรณ์ป้องกันและให้ความปลอดภัยส่วนบุคคลที่ใช้ในเรือเดินทะเล และกล่องไฟเบอร์กลาสสำหรับบรรจุแพชูชีพ,ศรีราชา,ชลบุรี
6659,2566,บริษัท เมดิเซลล์ จำกัด,บริษัท เมดิเซลล์ จำกัด,"ผลิตถุงมือยางทางการแพทย์, แบ่งบรรจุถุงมือทางการแพทย์",ศรีราชา,ชลบุรี
6660,2566,บริษัท ขอนแก่นโกลฟ จำกัด,บริษัท ขอนแก่นโกลฟ จำกัด,ผลิตถุงมือยางทางการแพทย์,ศรีราชา,ชลบุรี
6661,2566,บริษัท สิราพรรณ์ สมุนไพร 2021 จำกัด,บริษัท สิราพรรณ์ สมุนไพร 2021 จำกัด,ผลิตถุงมือยางทางการแพทย์,ศรีราชา,ชลบุรี
6662,2566,บริษัท ด๊อกเตอร์ บู จำกัด,บริษัท ด๊อกเตอร์ บู จำกัด,ผลิตถุงมือยาง,ศรีราชา,ชลบุรี
6663,2566,บริษัท ไทรอน รับเบอร์ จำกัด,บริษัท ไทรอน รับเบอร์ จำกัด,ผลิต ประกอบ ไส้ในของล้อยาง,ศรีราชา,ชลบุรี
6664,2566,บริษัท เจียเหม่ย อินดัสทรี จำกัด,บริษัท เจียเหม่ย อินดัสทรี จำกัด,"ผลิตและจำหน่ายผลิตภัณฑ์ยาง, แปรรูปยางผสม, ยางในมอเตอร์ไซค์ ยางในรถยนต์ (Curing Bladder)",ศรีราชา,ชลบุรี
6665,2566,บริษัท เอส.ที.(ไทยแลนด์) จำกัด,บริษัท เอส.ที.(ไทยแลนด์) จำกัด,"ผลิตถุงมือยางและผลิตถุงมือ พีวีซี, บรรจุถุงมือ",ศรีราชา,ชลบุรี
6666,2566,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),ถุงยางอนามัย,ศรีราชา,ชลบุรี
