ที่มา,_id,ชื่อโรงงาน,ประกอบกิจการ,ตำบล,อำเภอ,รายการข้อมูล,จังหวัด,ผู้ประกอบการ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,692,บริษัท กาญจน์ธัญญะชาติ จำกัด,สีข้าวนึ่ง,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท กาญจน์ธัญญะชาติ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,693,บริษัท โรงน้ำแข็งกาญจนบุรีกิจวารี จำกัด,ทำน้ำแข็งหลอด และน้ำดื่ม,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท โรงน้ำแข็งกาญจนบุรีกิจวารี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,694,บริษัท ดาวฟ้าเคมี จำกัด,ผลิตปุ๋ยอินทรีย์เคมี ปุ๋ยอินทรีย์ ปุ๋ยเคมี ปุ๋ยชีวภาพ,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ดาวฟ้าเคมี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,695,บริษัท นิว เกษตรไทย จำกัด,ผลิตปุ๋ยอินทรีย์ ปุ๋ยเคมี ปุ๋ยอินทรีย์เคมี ปุ๋ยชีวภาพ นำกากตะกอนชีวภาพ (Biological Sludge) จากอุตสาหกรรมอาหารและเครื่องดื่มมาเป็นวัตถุดิบในกรรมวิธีการผลิตปุ๋ยอินทรีย์ ,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท นิว เกษตรไทย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,696,บริษัท แผ่นดินทอง อะกรีเทค จำกัด,ผลิตปุ๋ยอินทรีย์ ปุ๋ยชีวภาพ และผลิตปุ๋ยอินทรีย์ผสมเคมี ,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท แผ่นดินทอง อะกรีเทค จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,697,บริษัท โซล่า อีควิปเมนท์ จำกัด,ผลิตภัณฑ์คอนกรีต,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท โซล่า อีควิปเมนท์ จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,698,สิทธิศักดิ์ คอนกรีต,ทำผลิตภัณฑ์คอนกรีต เช่น อิฐบล็อก,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เมืองกาญ เมทัลชีท
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,699,บริษัท กิตติพัทธ์ คอนกรีต จำกัด,ผลิตคอนกรีตผสมเสร็จ ,หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท กิตติพัทธ์ คอนกรีต จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,700,บริษัท รุ่งเจริญการช่าง แอนด์ เซอร์วิส จำกัด,"ผลิตภัณฑ์จากโลหะ ทำส่วนประกอบสำหรับใช้กับทุ่น เรือ การตัด พับ หรือม้วนโลหะ
การกลึง เจาะ คว้าน ไส เจียน หรือเชื่อมโลหะทั่วไป และซ่อมเครื่องยนต์
",หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท รุ่งเจริญการช่าง แอนด์ เซอร์วิส จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,701,บริษัท บุลเล็ทมาสเตอร์ จำกัด,"ผลิตกระสุนสำหรับราชการ ทหารและตำรวจ ผลิตหัวกระสุนปืน ปลอกกระสุนปืน ชนวนท้ายและส่วนประกอบในการผลิตกระสุนปืน   
  ",หนองสาหร่าย,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บุลเล็ทมาสเตอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,702,เจริญรุ่งเรือง,บด ป่น หรือย่อยส่วนต่างๆ ของพืช  ซึ่งมิใช่เมล็ดพืชหรือหัวพืช และวัสดุเหลือใช้ เช่น ทะลายปาล์ม เศษไม้ เปลือกมะพร้าว ใบอ้อย สำหรับเป็นเชื้อเพลิงชีวมวล,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวปภาวรินท์ ประสิทธิพงศ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,703,-,ขุด ตัก ดินลูกรัง ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นางกำไล เพลงปาน
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,704,บ่อดินทอง,"ขุดดิน , ถมดิน",ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นายทรงกลด จานทองธิติ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,705,บ่อนิล,ขุดตักดินและทราย ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวสุรินทร์  คงคาหลวง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,706,ห้างหุ้นส่วนจำกัด เพชรบุศ เหมืองแร่,ขุด ตัก ดินลูกรัง,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เพชรบุศ เหมืองแร่
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,707,ส.กิตติพงษ์,ขุดตักดินลูกรัง,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นางกำไล เพลงปาน
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,708,บริษัท จักรวาลถาวร จำกัด,ขุด ตัก ดินและทราย ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท จักรวาลถาวร จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,709,บ่อลูกรังเจ้ชาติ,ขุดตักดิน ดินลูกรัง กรวด ทราย,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวปวีณา สายสล้าง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,710,บริษัท จักรวาลถาวร จำกัด,ขุด ตัก ดินและทราย ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท จักรวาลถาวร จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,711,บ่อลูกรังเจ้ชาติ,ขุด ตัก ดินลูกรัง,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวปวีณา สายสล้าง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,712,-,ขุด ตัก ทราย ดิน ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นายกิตติ วุฒิปัญญารัตนกุล
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,713,-,ขุด ตัก ทราย ดิน ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นายกิตติ วุฒิปัญญารัตนกุล
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,714,บ่อลูกรัง กิตติมา,ขุด ตัก ดินลูกรัง ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เพชรบุศ เหมืองแร่ 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,715,บ่อลูกรัง กำนันบุญนะ,ขุดตักดินลูกรัง,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นายบุญนะ ผิวอ่อนดี
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,716,ส.กิตติพงษ์,ขุดตักดินลูกรัง,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นางกำไล เพลงปาน
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,717,บ่อลูกรังเจ้ชาติ,ขุดตักดินลูกรัง,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นายอัศนี คงควร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,718,ธนูลานมัน,ทำมันเส้น,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,นายธนู พรหมชนะ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,719,บริษัท อัยย์ครอป จำกัด,ผลิตอาหารสัตว์จากพืช ,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท อัยย์ครอป จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,720,บริษัท เอสที โกลบอล กรีน จำกัด,บดดิน เตรียมดินเพื่อผสมปุ๋ย ผลิตปุ๋ยอินทรีย์และสารปรับปรุงดิน,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอสที โกลบอล กรีน จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,721,บริษัท เจริญยิ่ง เทรดดิ้ง 1999 จำกัด,ผลิตคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต เช่น อิฐบล็อก เสาคอนกรีต ท่อคอนกรีต,ดอนตาเพชร,พนมทวน,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เจริญยิ่ง เทรดดิ้ง 1999 จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,722,บริษัท ไทย ฟู้ดส์ คอนแทรค ฟาร์มมิ่ง จำกัด (เลาขวัญ),โรงฟักไข่ ,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ฟู้ดส์ คอนแทรค ฟาร์ม จำกัด (เลาขวัญ)
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,723,บริษัท ที.ดี.ดี. ก่อสร้าง จำกัด,ขุด - ตัก ดินลูกรัง ,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ที.ดี.ดี. ก่อสร้าง จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,724,-,ขุด ตัก ดินลูกรัง ,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสุขสันต์ วัฒนไกร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,725,บริษัท ซันไพรซ์ (ประเทศไทย) จำกัด,ผลิตผลไม้แปรรูป ผลไม้เคลือบช็อกโกแลต และผลไม้อัดเม็ด,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ซันไพรซ์ (ประเทศไทย) จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,726,-,ทำมันเส้น,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวอิงพนา หนูทอง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,727,-,ผสมอาหารสำเร็จรูปสำหรับสัตว์,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายเมธี สุกุลธนาศร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,728,ห้างหุ้นส่วนจำกัด อิทธิชัยเลิศทวี,ผลิตอาหารสัตว์และส่วนประกอบของอาหารสัตว์,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด อิทธิชัยเลิศทวี
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,729,โรงงานประดิษฐ์กรรมไม้,ทำเครื่องเรือนจากไม้,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นาย ยงค์ ปรีสงค์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,730,บริษัท เอสอาร์ที สตีล แอนด์ คอนสตรัคชั่น จำกัด,ทำโครงหลังคาเหล็กสำเร็จรูป และอุปกรณ์สำเร็จรูป เช่น สำนักงานฯ ฯลฯ,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอสอาร์ที สตีล แอนด์ คอนสตรัคชั่น จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,731,บริษัท อันเซน มอเตอร์ (ประเทศไทย) จำกัด,ผลิตและจำหน่ายผลิตภัณฑ์จากโลหะ เช่น รั้วเหล็ก กรงสัตว์ ฯลฯ ,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท อันเซน มอเตอร์ (ประเทศไทย) จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,732,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ (แบบติดตั้งบนพื้นดิน) ขนาดกำลังการผลิต 226.80 กิโลวัตต์,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,733,บริษัท เอ็นแม๊กซ์ ไบโอแก๊ส วัน จำกัด,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงก๊าซชีวภาพ (น้ำเสียจากกากส่าเข้มข้น) ขนาดกำลังการผลิต 0.98 เมกะวัตต์ ,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอ็นแม๊กซ์ ไบโอแก๊ส วัน จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,734,บริษัท เลาขวัญ ไบโอพาวเวอร์ จำกัด,ผลิตกระแสไฟฟ้าเพื่อจำหน่าย กำลังการผลิตสูงสุด 990 กิโลวัตต์,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เลาขวัญ ไอโอพาวเวอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,735,บริษัท ไพโร เอนเนอร์ยี่ จำกัด,ทำน้ำมันเชื้อเพลิงทดแทนจากยางรถยนต์และพลาสติกที่ใช้แล้ว,เลาขวัญ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไพโร เอนเนอร์ยี่ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,736,-,ทำมันเส้น,หนองโสน,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายวิรัช บุญสิทธิฤทธิ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,737,มัญชุสา,ทำมันเส้น,หนองโสน,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นางมัญชุสา มุขโสภาพันธ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,738,ลานมันเกียรติอุดมศักดิ์,ทำมันเส้น,หนองโสน,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายเกียรติชัย ศรขำพันธ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,739,บริษัท ควอลิตี้ คอนกรีต จำกัด,ผลิตคอนกรีตผสมเสร็จ ,หนองโสน,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ควอลิตี้ คอนกรีต จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,740,บริษัท ตันบริภัณฑ์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันพืชที่ใช้แล้ว,หนองโสน,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ตันบริภัณฑ์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,741,บริษัท ไทย ฟู้ดส์ โพลทรีย์ ฟาร์ม จำกัด (หนองประดู่),โรงฟักไข่ ,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ฟู้ดส์ โพลทรีย์ ฟาร์ม จำกัด (หนองประดู่)
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,742,บริษัท ไบโอเฮิร์บเทค จำกัด,การทำอาหารหรือเครื่องดื่มจากผัก พืช หรือ ผลไม้ และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้ และการถนอมผัก พืช หรือ ผลไม้ โดยวิธีกวน ตากแห้ง และดอง,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไบโอเฮิร์บเทค จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,743,บริษัท ไทย ควอลิตี้ สตาร์ช จำกัด,ผลิตแป้งมันสำปะหลังธรรมดา และดัดแปลง,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ควอลิตี้ สตาร์ช จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,744,-,ทำมันเส้น,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วน ลานมันชัยเรืองกิจ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,745,-,ทำมันเส้น ได้เดือนละ 200 ตัน,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายใช้ แซ่คู
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,746,-,ทำมันเส้น,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายไชยฤกษ์ จันทร์วัฒน์ศิริ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,747,สุพัฒน์ชัยเจริญ,ทำมันเส้น,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสุพัฒน์ชัย มั่นเจริญพร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,748,สิทธิชัยลานมัน,ทำมันเส้น,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสิทธิชัย วิริยาทรพันธุ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,749,ลานมันสิทธิชัย 2,ทำมันเส้น,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสิทธิชัย วิริยาทรพันธุ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,750,99,ป่นหรือบด ข้าวเปลือก รำ ข้าวโพด มันเส้น สำหรับทำหรือผสมเป็นอาหารสัตว์,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายจำปี ก่ำกอสด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,751,บริษัท บี.เอส.พี.อินดัสเทรียล จำกัด,ผลิตเครื่องใช้ และเครื่องเรือนจากไม้,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บี.เอส.พี.อินดัสเทรียล จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,752,ห้างหุ้นส่วนจำกัด ทรัพย์ปุยสมุทร,ผลิตคอนกรีตผสมเสร็จ,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ทรัพย์ปุยสมุทร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,753,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด (โรงฟักไข่หนองประดู่),ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ (แบบติดตั้งบนพื้นดิน) ขนาดกำลังการผลิต 518.40 กิโลวัตต์,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,754,บริษัท โรงไฟฟ้าสระลงเรือ จำกัด,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงก๊าซชีวภาพ (น้ำกากส่า) ขนาดกำลังการผลิต 0.990 เมกะวัตต์,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท โรงไฟฟ้าสระลงเรือ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,755,บริษัท ก้อง 111 พลังงานพืชหมุนเวียน จำกัด,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงก๊าซชีวภาพ (น้ำกากส่า มันสำปะหลัง มันเส้น หญ้าเนเปีย) ขนาดกำลังการผลิต 0.988 เมกะวัตต์,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ก้อง 111 พลังงานพืชหมุนเวียน จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,756,บริษัท ธนาชีวทรัพย์ จำกัด,ผลิตและจำหน่ายพลังงานไฟฟ้าจากก๊าซชีวภาพ ขนาดกำลังการผลิต 1000กิโลวัตต์,หนองประดู่,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ธนาชีวทรัพย์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,757,-,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน),หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายปรีชา น้าประเสริฐ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,758,-,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายพีระศักดิ์ น้าประเสริฐ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,759,จังเจริญชัย,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายภาณุพันธ์ จันทร์วัฒน์ศิริ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,760,ลานมันองอาจ,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายจงรบ ผลิวานนท์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,761,ลานมันเตือนใจ,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เตือนใจทรัพย์ทวีชัย
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,762,-,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายจำเนียร เทียนทอง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,763,-,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวภัทร์อาภรณ์ เอี่ยมวิริยาวัฒน์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,764,ไท้เชียงพืชไร่,ทำมันเส้น ได้เดือนละ 500 ตัน,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายซิ้ว แซ่คู
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,765,ลานมันศักดา,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายศิรสิทธิ์ พงษ์วัฒนสุข
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,766,-,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นางนิตย์ ฝ้ายเจริญ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,767,ลานมันองอาจ,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวพรนภา แซ่ลี้
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,768,ลานมันพิมพ์ทอง,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายจีรศักดิ์ ศรีสุธรรม
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,769,ลานมันมิตรเกษตร,ทำมันเส้น,หนองปลิง,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายมงคล โพธิ์พันธ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,770,บริษัท เข็มเหล็ก จำกัด (ผู้ร่วมลงทุน ศูนย์ฝึกอบรมและนันทนาการ องค์การสงเคราะห์ทหารผ่านศึก),ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ กำลังการผลิต 4.9984 เมกะวัตต์,หนองนกแก้ว,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เข็มเหล็ก จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,771,บริษัท ไทย ฟู้ดส์ โพลทรีย์ ฟาร์ม จำกัด (ทุ่งกระบ่ำ),โรงฟักไข่ ,ทุ่งกระบ่ำ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ฟู้ดส์ โพลทรีย์ ฟาร์ม จำกัด (ทุ่งกระบ่ำ)
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,772,ชัยวัฒน์พืชผล,ทำมันเส้น,ทุ่งกระบ่ำ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายชัยวัฒน์ มั่นเจริญพร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,773,ลานมันมิตรรัก 999,ทำมันเส้น,ทุ่งกระบ่ำ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายไพฑูรย์ มุขโสภาพันธุ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,774,ห้างหุ้นส่วนจำกัด ทรัพย์รินชัย,บด ย่อยไม้,ทุ่งกระบ่ำ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ทรัพย์รินชัย
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,775,อาคมคอนกรีต,คอนกรีตผสมเสร็จ และทำผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้นสำเร็จรูป เสาเข็ม เป็นต้น ,ทุ่งกระบ่ำ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นางภรณ์พรรณ จุลโพธิ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,776,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด (โรงฟักไข่ทุ่งกระบ่ำ),ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ (แบบติดตั้งบนพื้นดิน) ขนาดกำลังการผลิต 367.20 กิโลวัตต์,ทุ่งกระบ่ำ,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,777,พรไพศาลพืชผล,ทำมันเส้น,หนองฝ้าย,เลาขวัญ,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสุทธิโรจน์ สินปฐมพัชร
