_id,ปี,อำเภอ,รายการสถิติ,ตำบล,ประกอบกิจการ,คนงานรวม,จังหวัด,เงินทุนรวม,ชื่อโรงงาน
4389,2567,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ดูดทราย,4,เชียงใหม่,1400000,นางไดโมนา ตาวิราศ
4390,2567,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ดูดทราย,4,เชียงใหม่,1400000,ห้างหุ้นส่วนจำกัด ทราย ชมปิง
4391,2567,จอมทอง,รายชื่อสถานประกอบการ,บ้านแปะ,ดูดทราย,5,เชียงใหม่,2500000,บริษัท ลานนา นคราทร จำกัด
4392,2567,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ดูดทรายเพื่อการจำหน่าย,0,เชียงใหม่,0,ท่าทรายฮอดทรายงาม
4393,2567,แม่อาย,รายชื่อสถานประกอบการ,ท่าตอน,ดูดทราย,5,เชียงใหม่,2800000,ท่าทราย นิลาวันวิริยะ
4394,2567,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ดูดทราย,200000,เชียงใหม่,0,พูลทวีทรายทอง
4395,2567,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ดูดทราย,7,เชียงใหม่,4000000,นายบุญสืบ อำไพจิตร
4396,2567,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ดูดทราย,500000,เชียงใหม่,0,นายสุริยะ สุขประเสริฐ
4397,2567,ฮอด,รายชื่อสถานประกอบการ,นาคอเรือ,ดูดทราย,1000000,เชียงใหม่,0,บริษัท ทราย เพิ่มพูล จำกัด
4398,2567,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ดูดทราย,3000000,เชียงใหม่,0,นายสุเทพ สุทายะ
4399,2567,ฮอด,รายชื่อสถานประกอบการ,หางดง,ดูดทรายและคัดแยกขนาดกรวดทราย,5,เชียงใหม่,4000000,ห้างหุ้นส่วนจำกัด กษิดิศ แอลพีเอ็น
4400,2567,ฮอด,รายชื่อสถานประกอบการ,นาคอเรือ,ดูดทราย,1000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด เดอะพีเอ็นซี
4401,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ฟ้าฮ่าม,เลื่อย ไส ซอย เซาะร่อง ไม้ทุกชนิดด้วยเครื่องจักร,0,เชียงใหม่,0,บริษัท เชียงใหม่ สุขสวัสดิ์ จำกัด
4402,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,แปรรูปไม้เพื่อผลิตไม้แปรรูป,5000000,เชียงใหม่,0,บริษัท เชียงใหม่สุดาลักษณ์ จำกัด (โรงเลื่อยจักร)
4403,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,แม่เหียะ,โรงเลื่อยจักร แปรรูปไม้,3000000,เชียงใหม่,0,โรงงาน ตนานุวัฒน์
4404,2567,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,ไสและซอยไม้,1000000,เชียงใหม่,0,นายนพรัตน์ นิมมานวัฒนา
4405,2567,สันป่าตอง,รายชื่อสถานประกอบการ,สันกลาง,"ทำวงกบประตู-หน้าต่าง,เครื่องเรือนจากไม้",1000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ส.สยามคาร์เพนเตอร์
4406,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หนองป่าครั่ง,ทำวงกบ ประตู หน้าต่าง และเครื่องเรือนจากไม้,19100000,เชียงใหม่,0,บริษัท เกรทเชียงใหม่ จำกัด
4407,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกลาง,"ผลิตวงกบประตูหน้าต่างและบาน,ผลิตเฟอร์นิเจอร์ เครื่องเรือนเครื่องใช้ ไม้คิวไม้บัวฉลุลายไม้กลึง",15,เชียงใหม่,1100000,
4408,2567,แม่ริม,รายชื่อสถานประกอบการ,ขี้เหล็ก,"ทำวงกบประตู-หน้าต่าง,เครื่องเรือนจากไม้",15,เชียงใหม่,4500000,
4409,2567,แม่แตง,รายชื่อสถานประกอบการ,แม่หอพระ,ทำเครื่องเรือน เครื่องใช้ในบ้านเรือน ปาร์เก้ โมเสค ไม้คิ้ว ไม้บัว ไม้กั้นฝ้า ไม้กันเปื้อน ไม้ฉลุ ซี่ลูกกรง ราวบันได โดยใช้ไม้แปรรูป,30,เชียงใหม่,3856000,โรงงานแปรรูปไม้ บริษัท บ้านสวยสวนงาม จำกัด
4410,2567,สันทราย,รายชื่อสถานประกอบการ,หนองแหย่ง,ทำวงกบ ประตู-หน้าต่างจากไม้,1000000,เชียงใหม่,0,บริษัท เจริญชาติ จำกัด
4411,2567,แม่ริม,รายชื่อสถานประกอบการ,สันโป่ง,ทำส่วนประกอบที่ทำด้วยไม้ของอาคาร เครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้,22,เชียงใหม่,3320000,ล้านนาเรือนโบราณ
4412,2567,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,ทำวงกบ-ประตูหน้าต่างและเครื่องเรือนจากไม้,24,เชียงใหม่,1250000,บริษัท วู๊ด อาร์ต ดี ซายน์ จำกัด
4413,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,ทำเครื่องเรือน เครื่องใช้ในบ้านเรือน วงกบประตู หน้าต่าง ปาร์เก้ โมเสค ไม้คิ้วประสาน แกะสลัก ขัด กลึง โดยใช้ไม้แปรรูป เศษไม้,5,เชียงใหม่,16000000,บริษัท ซีตี้ วู้ด อินดัสตรี จำกัด
4414,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,โรงงานประกอบกิจการเกี่ยวกับไม้ (การถนอมเนื้อไม้ หรือการอบไม้),15,เชียงใหม่,3000000,บริษัท เชียงใหม่สุขสวัสดิ์ จำกัด (สาขา 00001)
4415,2567,หางดง,รายชื่อสถานประกอบการ,หนองควาย,ผลิตพื้นไม้ บ้านเล็กสำเร็จรูป ฝาและผนักประดับบ้านภายในและภายนอก และผลิตภัณฑ์ไม้ไผ่ และไม้ทั่วไปอบพร้อมใช้งาน,24,เชียงใหม่,14257730,บริษัท ชาเลท์ แอนด์ แบมบู จำกัด
4416,2567,สันป่าตอง,รายชื่อสถานประกอบการ,ทุ่งต้อม,ผลิตเฟอร์นิเจอร์ไม้ และผลิตภัณฑ์จากไม้,20,เชียงใหม่,2000000,แซนทารา ลักซ์ เฟอร์นิเจอร์
4417,2567,สันป่าตอง,รายชื่อสถานประกอบการ,ยุหว่า,ทำเครื่องใช้ เครื่องเล่นจากไม้,27,เชียงใหม่,11500000,บริษัท คิดดี้ทอยส์ แอนด์ เกมส์ จำกัด
4418,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,แม่คือ,ทำผลิตภัณฑ์จากไม้ ภาชนะบรรจุ เครื่องใช้จากไม้,500000,เชียงใหม่,0,โคมกนก
4419,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าป้อง,ผลิตเฟอร์นิเจอร์ไม้ และผลิตภัณท์จากไม้,20,เชียงใหม่,5000000,นางสาวถนอมใจ หิรัญรัตน์
4420,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ทำผลิตภัณฑ์จากไม้นอกประเภทหวงห้าม เช่น ภาชนะบรรจุ เครื่องใช้จากไม้ เครื่องตกแต่งภายในอาคารจากไม้ แกะสลักต่างๆ พร้อมประดับด้วยกระจกสี,16,เชียงใหม่,8800000,บริษัท ทัช ออฟ คลาส จำกัด
4421,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,สำราญราษฎร์,ผลิตเฟอร์นิเจอร์ และอุปกรณ์ตกแต่งบ้านจากไม้,20,เชียงใหม่,2500000,บริษัท มูนเลอร์ คอลเลคชั่น จำกัด
4422,2567,สารภี,รายชื่อสถานประกอบการ,ท่าวังตาล,ผลิตของเล่นเด็ก เกมส์ และผลิตภัณฑ์อื่นๆ จากไม้,500000,เชียงใหม่,0,โรงงาน บอล บอล เกมส์
4423,2567,ฝาง,รายชื่อสถานประกอบการ,แม่ข่า,ผลิตเฟอร์นิเจอร์จากไม้,10,เชียงใหม่,11000000,ห้างหุ้นส่วนจำกัด บี.เอช.เนเจอร์วูด
4424,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ผลิตและส่งออกตลับไม้ กรอบรูป และเชิงเทียน,10000000,เชียงใหม่,0,บริษัท วาสนาคอลเล็คชั่น จำกัด
4425,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกลาง,ทำเครื่องใช้จากไม้ฉำฉา เช่น เครื่องเล่น,3000,เชียงใหม่,0,สมบัติเกมส์ไม้
4426,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ผลิตตลับไม้ กรอบรูปไม้ และเชิงเทียนจากโลหะ,1000000,เชียงใหม่,0,บริษัท วาสนาคอลเลคชั่น จำกัด
4427,2567,แม่ออน,รายชื่อสถานประกอบการ,ออนกลาง,ทำภาชนะบรรจุ เครื่องมือ หรือเครื่องใช้จากไม้และรวมถึงชิ้นส่วนของผลิตภัณฑ์ ดังกล่าว และทำกรอบรูปหรือกรอบกระจกจากไม้,6000000,เชียงใหม่,0,บริษัท โค-ลาโบ วูด สตูดิโอ จำกัด
4428,2567,หางดง,รายชื่อสถานประกอบการ,หนองแก๋ว,ทำเครื่องใช้จากไม้,8,เชียงใหม่,3250000,ห้างหุ้นส่วนจำกัด เปี๊ยกแอนติค
4429,2567,สันทราย,รายชื่อสถานประกอบการ,สันทรายน้อย,ทำเครื่องเรือน เครื่องมือ เครื่องใช้หรือภาชนะบรรจุจากไม้ หรือทำกรอบรูปหรือกรอบกระจกจากไม้ ทำเครื่องเล่นหรือของเล่นจากไม้,14,เชียงใหม่,1100000,ส.ประดิษฐกรรม
4430,2567,หางดง,รายชื่อสถานประกอบการ,หนองแก๋ว,ทำผลิตภัณฑ์จากไม้ และเครื่องใช้จากไม้,25,เชียงใหม่,21000000,บริษัท เชียงใหม่ พิพัฒน์ คราฟวิ่ง จำกัด
4431,2567,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,แกะสลักไม้ เครื่องเรือน เครื่องตกแต่งภายในอาคารจากไม้,3,เชียงใหม่,2800000,ไม้ขัดทอง
4432,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าป้อง,ทำกรอบรูปจากไม้,3505000,เชียงใหม่,0,บริษัท เอส เค บี สยามโปรดัก จำกัด
4433,2567,หางดง,รายชื่อสถานประกอบการ,บ้านแหวน,ทำเฟอร์นิเจอร์จากไม้ ไม้ไผ่ หวาย และผักตบชวา,80,เชียงใหม่,3700000,นางวาสนา แก้วสีขาว
4434,2567,หางดง,รายชื่อสถานประกอบการ,หนองควาย,ทำเครื่องเรือน และเฟอร์นิเจอร์จากไม้ แกะสลักไม้,100,เชียงใหม่,11000000,นางสาวปิยพร เปรมนิรันดร
4435,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์ไม้,500000,เชียงใหม่,0,นรินทร์ อิ่นแก้ว
4436,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตและจำหน่ายสินค้าตบแต่งบ้าน โคมไฟ และผลิตภัณฑ์จากไม้อื่นๆ,35,เชียงใหม่,2000000,บริษัท สุนา ลิฟวิ่ง จำกัด
4437,2567,แม่ริม,รายชื่อสถานประกอบการ,เหมืองแก้ว,ผลิตเครื่องเรือน เครื่องตบแต่งภายในอาคารจากไม้,5000000,เชียงใหม่,0,บริษัท เอพลัสเฟอร์นิเจอร์ จำกัด
4438,2567,หางดง,รายชื่อสถานประกอบการ,หนองแก๋ว,"ทำเครื่องเรือน,เครื่องใช้จากไม้,ตบแต่งสีไม้แกะสลัก",6000000,เชียงใหม่,0,บริษัท เชียงใหม่ พิพัฒน์คราฟวิ่ง จำกัด
4439,2567,สารภี,รายชื่อสถานประกอบการ,หนองผึ้ง,ทำเครื่องเรือนจากไม้ หรือเครื่องตบแต่งในอาคารจากไม้,1500000,เชียงใหม่,0,บริษัท รีแลกซ์คอมฟอร์ท จำกัด
4440,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ป่าแดด,ทำเครื่องเรือนและเครื่องตบแต่งภายในอาคารจากไม้,17500000,เชียงใหม่,0,บริษัท วรวุฒิเฟอร์นิเจอร์ แอนด์ เดคคอร์ จำกัด
4441,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์และของตกแต่งบ้าน,300000,เชียงใหม่,0,โรงงานผลิตเฟอร์นิเจอร์ไม้
4442,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์,200000,เชียงใหม่,0,สมบูรณ์-มาลี แอนติค
4443,2567,หางดง,รายชื่อสถานประกอบการ,หนองแก๋ว,ผลิตเฟอร์นิเจอร์,2000000,เชียงใหม่,0,บริษัท จีซีคอลเลคชั่น จำกัด
4444,2567,สันกำแพง,รายชื่อสถานประกอบการ,ออนใต้,ผลิตเฟอร์นิเจอร์,1000000,เชียงใหม่,0,บริษัท อาร์.จี.อัส วู้ด จำกัด
4445,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเครื่องเรือนและเครื่องใช้จากไม้,20,เชียงใหม่,1550000,สหกรณ์หัตถกรรมเมืองเชียงใหม่ จำกัด
4446,2567,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,"ทำเฟอร์นิเจอร์ไม้,เครื่องเรือนจากไม้,ไม้พื้นปาร์เก้,โมเสค",2000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด เชียงใหม่ ทีค วีเนียร์
4447,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเฟอร์นิเจอร์ไม้ ผลิตภัณฑ์จากไม้ และออกแบบตกแต่งจากไม้,8,เชียงใหม่,936000,บริษัท 09 ดีไซน์ เฟอร์นิเจอร์ จำกัด
4448,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกลาง,ทำเครื่องเรือนเครื่องใช้จากไม้,2034728,เชียงใหม่,0,บริษัท บี.ซี. อาร์ท จำกัด
4449,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเครื่องเรือน เครื่องใช้ในบ้านเรือน ปาร์เก้ โมเสค ของที่ระลึกโดยใช้ไม้แปรรูป,2000000,เชียงใหม่,0,มัลลิกาเฟอร์นิเจอร์
4450,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเครื่องเรือนเครื่องใช้จากไม้,2000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด มัลลิกา แกะสลัก
4451,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ทำเครื่องเรือนและของตกแต่งบ้านจากไม้,2000000,เชียงใหม่,0,นายณัฐพล โปธาตน
4452,2567,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,ทำเครื่องเรือนจากไม้ เช่น โต๊ะ ตู้ เตียง เก้าอี้ ฯลฯ,1000000,เชียงใหม่,0,บริษัท อะเมซิ่ง เนเชอร์ วู๊ดส์ จำกัด
4453,2567,สันป่าตอง,รายชื่อสถานประกอบการ,ยุหว่า,ประดิษฐ์ ผลิต ซ่อมแซม เครื่องเรือน เครื่องใช้ เครื่องตกแต่างภายนอก ภายในอาคารทุกชนิดจากไม้,40,เชียงใหม่,6000000,บริษัท มูเทียร่า จำกัด
4454,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ทำเฟอร์นิเจอร์ ผลิตภัณฑ์จากไม้และออกแบบตกแต่งภายใน,30,เชียงใหม่,2000000,บริษัท ปานา คอลเลคชั่น จำกัด
4455,2567,สารภี,รายชื่อสถานประกอบการ,สารภี,ทำเฟอร์นิเจอร์ไม้ ผลิตภัณฑ์จากไม้และเครื่องเรือน เครื่องใช้จากไม้,2000000,เชียงใหม่,0,บริษัท รวมไม้ จำกัด
4456,2567,สันกำแพง,รายชื่อสถานประกอบการ,บวกค้าง,ผลิตเฟอร์นิเจอร์และผลิตภัณฑ์จากไม้,4,เชียงใหม่,500000,สินีนาฎเฟอร์นิเจอร์
4457,2567,สันป่าตอง,รายชื่อสถานประกอบการ,ยุหว่า,ทำเครื่องเรือน เครื่องตบแต่งภายในอาคาร เครื่องเล่นจากไม้,3000000,เชียงใหม่,0,บริษัท คิดตี้ทอยส์อินเตอร์เนชั่นแนล จำกัด
4458,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์จากไม้,19,เชียงใหม่,11800000,จิราภรณ์เฟอร์นิเจอร์
4459,2567,แม่ออน,รายชื่อสถานประกอบการ,ออนกลาง,ทำเครื่องเรือน เฟอร์นิเจอร์ตกแต่งภายในอาคาร จากไม้,2000000,เชียงใหม่,0,บริษัท โค-ลาโบ วูด สตูดิโอ จำกัด
4460,2567,สันกำแพง,รายชื่อสถานประกอบการ,ร้องวัวแดง,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ ทำวงกบ ขอบประตู ขอบหน้าต่าง ส่วนประกอบที่ทำด้วยไม้ของอาคาร ภาชนะบรรจุ เครื่องมือ หรือเครื่องใช้จากไม้ และทำกรอบรูปหรือกรอบกระจกจากไม้,29,เชียงใหม่,5450000,ส.สันกำแพง
4461,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ตลาดขวัญ,ทำเครื่องเรือนหรือเครื่องตบแต่งจากไม้ๆ,150000,เชียงใหม่,0,นายสาคร ไชยคำวัง
4462,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,"ผลิตจัดจำหน่ายเครื่องเรือนเฟอร์นิเจอร์ ,หัตถกรรม ใช้ในครัวเรือน ที่ผลิตจากไม้",1000000,เชียงใหม่,0,บริษัท สวิส ไทย วอเตอร์ โซลูชั่น จำกัด
4463,2567,แม่แตง,รายชื่อสถานประกอบการ,ขี้เหล็ก,ทำเครื่องเรือนและของตบแต่งจากไม้,1000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ดิ ออเรียลทอล ลานนา
4464,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าลาน,ทำเครื่องเรือน หรือเครื่องตบแต่งจากไม้ เช่นโต๊ะหมู่บูชา,1000000,เชียงใหม่,0,ณฐมนสังฆภัณฑ์
4465,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าป้อง,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้,1500000,เชียงใหม่,0,บริษัท นภัสนันท์การค้าไม้ จำกัด
4466,2567,แม่แตง,รายชื่อสถานประกอบการ,สบเปิง,ทำวงกบ ประตู หน้าต่าง และเครื่องเรื่อนจากไม้,20,เชียงใหม่,6500000,นายอรรถศาสตร์ พงษ์พานิชย์
4467,2567,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,ผลิตกระดาษสา,3000000,เชียงใหม่,0,ซี.เอส.พี เชียงใหม่กระดาษสา
4468,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ฆ่าสัตว์และชำแหละเนื้อสัตว์,2500000,เชียงใหม่,0,บริษัท จิตรุ่งเรืองกรุ๊ป จำกัด
4469,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างเผือก,โรงฆ่าสัตว์และแปรรูปเนื้อสัตว์เพื่อการทดลอง,500000,เชียงใหม่,0,กรมปศุสัตว์
4470,2567,สันป่าตอง,รายชื่อสถานประกอบการ,มะขามหลวง,ฆ่าและชำแหละไก่,5000000,เชียงใหม่,0,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด
4471,2567,สันทราย,รายชื่อสถานประกอบการ,หนองหาร,โรงฆ่าสุกรและแปรรูปผลิตภัณฑ์สุกร,50,เชียงใหม่,35000000,โรงงานแปรรูปสุกรแม่โจ้
4472,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หายยา,โรงฆ่าและชำแหละสัตว์ปีก,900000,เชียงใหม่,0,ไก่สดนันทา
4473,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,ฆ่าสัตว์(สุกร),30,เชียงใหม่,30000000,บริษัท ชัยพัฒนา ฟาร์ม จำกัด
4474,2567,ไชยปราการ,รายชื่อสถานประกอบการ,หนองบัว,ฆ่าและชำแหละสุกร,150000,เชียงใหม่,0,โรงฆ่าสัตว์(สุกร)
4475,2567,สันทราย,รายชื่อสถานประกอบการ,หนองแหย่ง,ฆ่าและชำแหละไก่,5000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ป.พุฒ ไก่สด
4476,2567,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,ทำผลิตภัณฑ์อาหารจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารสกัดจากไขสัตว์หรือกระดูกสัตว์,6,เชียงใหม่,17500000,บริษัท ไตรเทค 2005 (ประเทศไทย) จำกัด
4477,2567,แม่ริม,รายชื่อสถานประกอบการ,สันโป่ง,ทำลูกชิ้นเนื้อ และหมู,4,เชียงใหม่,850000,ลูกชิ้นบุญเสริม
4478,2567,สารภี,รายชื่อสถานประกอบการ,ชมภู,เกี่ยวกับผลิตภัณฑ์จากผึ้ง และน้ำผึ้ง เช่น เครื่องดื่ม น้ำส้มสายชูหมักจากน้ำผึ้ง สบู่น้ำผึ้ง สบู่นมน้ำผึ้ง สบู่พรอพอลิส และอื่นๆ และสบู่ แชมพู หรือผลิตภัณฑ์สำหรับชะล้างหรือขัดถู เครื่องสำอาง หรือสิ่งปรุงแต่งร่างกาย ,11,เชียงใหม่,58250000,บริษัท เชียงใหม่ เฮลตี้ โปรดักส์ จำกัด
4479,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ป่าแดด,"ทำลูกชิ้นเนื้อ,หมู",500000,เชียงใหม่,0,ลูกชิ้นมีชัย
4480,2567,แม่ริม,รายชื่อสถานประกอบการ,สันโป่ง,ผลิตลูกชิ้นเนื้อ หมู และไก่,200000,เชียงใหม่,0,ลูกชิ้นวัญนา
4481,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำลูกชิ้นและหมูยอ,200000,เชียงใหม่,0,โรงงานพรสวรรค์
4482,2567,สารภี,รายชื่อสถานประกอบการ,ท่าวังตาล,ทำกุนเชียง หมูหยอง,1500000,เชียงใหม่,0,บริษัท จิง จิง เฮียงเชียงใหม่ จำกัด
4483,2567,สารภี,รายชื่อสถานประกอบการ,หนองผึ้ง,แปรรูปผลิตภัณฑ์จากผึ้ง,1000000,เชียงใหม่,0,บริษัท ฟาร์มผึ้งพัฒนกิจ จำกัด
4484,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,แปรรูปผลิตภัณฑ์อาหารจากเนื้อสัตว์,1000000,เชียงใหม่,0,ลูกชิ้นพรสวรรค์
4485,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ผลิตผลิตภัณฑ์จากผึ้ง เช่น น้ำผึ้ง ไขผึ้ง เกสรผึ้ง นมผึ้ง,10,เชียงใหม่,12000000,บริษัท ฮันนี่ โพลีพลัส จำกัด
4486,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ผลิตอาหารจากเนื้อสัตว์ เช่น ไส้กรอก แฮม เบอร์เกอร์ ปาเต้,6,เชียงใหม่,8500000,บริษัท จีบุส ฟู้ดส์ โปรดักส์ จำกัด
4487,2567,แม่แตง,รายชื่อสถานประกอบการ,ขี้เหล็ก,การล้าง ชำแหละ แกะ ต้ม นึ่ง ทอด หรือบดสัตว์หรือส่วนหนึ่งส่วนใดของสัตว์ และห้องเย็น,12,เชียงใหม่,10500000,ห้างหุ้นส่วนจำกัด ราชา มีทฟู้ดส์
4488,2567,สันป่าตอง,รายชื่อสถานประกอบการ,สันกลาง,ชำแหละ ตัดแต่ง ชิ้นส่วนสุกรและแปรรูปเนื้อสัตว์,77,เชียงใหม่,90000000,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน)
4489,2567,หางดง,รายชื่อสถานประกอบการ,ขุนคง,แปรรูปรังนกนางแอ่น,5000000,เชียงใหม่,0,บริษัท กู๊ดฟอร์จูนเอเชีย จำกัด
4490,2567,สันกำแพง,รายชื่อสถานประกอบการ,ห้วยทราย,แปรรูปผลิตภัณฑ์จากไข่ และคัดบรรจุไข่,11,เชียงใหม่,206500000,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน)
4491,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หนองหอย,อัดเศษกระดาษ,200000,เชียงใหม่,0,ส.วิวัฒน์พานิช
4492,2567,สารภี,รายชื่อสถานประกอบการ,สารภี,อัดเศษกระดาษเก่า,2000000,เชียงใหม่,0,โรงอัดเศษกระดาษสารภี
4493,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ทำผลิตภัณฑ์จากกระดาษสา,5499803,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด เชียงใหม่อินเตอร์เนชั่นแนล เดค
4494,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ศรีภูมิ,พิมพ์สิ่งพิมพ์ต่าง ๆ,500000,เชียงใหม่,0,บริษัท โชตนาพริ้นท์ จำกัด
4495,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างคลาน,พิมพ์สิ่งพิมพ์ต่างๆ,0,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด สยามรัตน
4496,2567,สันกำแพง,รายชื่อสถานประกอบการ,ร้องวัวแดง,ผลิตปุ๋ยเคมี,750000,เชียงใหม่,0,มหาลาภ
4497,2567,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,ผลิตปุ๋ยอินทรีย์ (ปุ๋ยหมัก) และปุ๋ยอินทรีย์เคมี,500000,เชียงใหม่,0,บริษัท เชียงใหม่ฮิวโมสท์ จำกัด
4498,2567,แม่แตง,รายชื่อสถานประกอบการ,แม่หอพระ,ผลิตปุ๋ยอินทรีย์,7500000,เชียงใหม่,0,บริษัท เนเจอรอล อะกรีคัลเจอร์ จำกัด
4499,2567,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,ผลิตปุ๋ยอินทรีย์-ชีวภาพ,8815000,เชียงใหม่,0,บริษัท มอนทรีโอ้ ค๊อฟฟี่ จำกัด
4500,2567,แม่แตง,รายชื่อสถานประกอบการ,ขี้เหล็ก,การผลิตวัตถุที่รับรองไว้ในตำรายาที่รัฐมนตรีว่าการกระทรวงสาธารณสุขประกาศและการผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรคหรือความเจบป่วยของมนุษย์หรือสัตว์,11,เชียงใหม่,35983160,แคนน์ดู ฟาร์ม่า
4501,2567,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,เกี่ยวกับการผลิตวัตถุที่รับรองไว้ในตำรายาที่รัฐมนตรีว่าการกระทรวงสาธารณสุขประกาศและการผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรคหรือความเจ็บป่วยของมนุษย์หรือสัตว์,13,เชียงใหม่,66000000,บริษัท ดีท็อกซ์ (ประเทศไทย) จำกัด
4502,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,ผลิตยารักษาโรคแผนปัจจุบัน เช่น ยาเม็ด ยารูปแบบของเหลว ยาครีม ยาเหน็บ ที่มีสารสกัดจากกัญชง เป็นต้น,33,เชียงใหม่,354575000,บริษัท ซาลัส ไบโอซูติคอล (ประเทศไทย) จำกัด
