เงินทุนรวม,ประกอบกิจการ,พื้นที่อาคาร,อำเภอ,ถนน,ซอย,FID,คนงานรวม,ไปรษณีย์,จังหวัด,หมู่,เลขที่,ปี,แรงม้ารวม,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,พื้นที่โรงงาน,คนงานหญิง
62500000,"ผลิตน้ำแข็งซอง 1,460 ซองต่อวัน",1577,เมืองสมุทรสาคร,พระราม 2,-,10740004925490,30,74000,สมุทรสาคร,8,68/80,2565,1523,ท่าทราย,บริษัท น้ำแข็งอภิรชัย จำกัด,26,28,3-14-49/49สค,บริษัท น้ำแข็งอภิรชัย จำกัด,0,4
6900000,"ผลิตน้ำแข็ง ได้วันละ 1,025 ซอง และผลิตน้ำแข็งก้อนเล็ก ได้วันละ 53.88 ตัน",300,เมืองสมุทรสาคร,สุขาภิบาล,,10740000125277,27,74000,สมุทรสาคร,,433,2565,1114.6,มหาชัย,บริษัท โรงน้ำแข็งมงคลทิพย์ธารี จำกัด,22,29,3-14-1/27สค,บริษัท โรงน้ำแข็งมงคลทิพย์ธารี จำกัด,1440,5
3300000,ผลิตน้ำแข็งซองและผลิตน้ำแข็งก้อนเล็ก,4472,เมืองสมุทรสาคร,วิเชียรโชฎก,,740100225334,55,74000,สมุทรสาคร,,1258/2 ก.,2565,1366.16,มหาชัย,บริษัท โรงน้ำแข็งเกษม จำกัด,55,30,ศ3-14-2/33สค,บริษัท โรงน้ำแข็งเกษม จำกัด,9600,0
75000000,ทำน้ำแข็ง,2013,เมืองสมุทรสาคร,เอกชัย,,10740100125433,9,74000,สมุทรสาคร,4,29/3,2565,1953.75,นาดี,บริษัท น้ำแข็งบางหญ้า (2000) จำกัด,9,31,3-14-1/43สค,บริษัท น้ำแข็งบางหญ้า (2000) จำกัด,6440,0
1000000,ทำน้ำแข็ง,1200,เมืองสมุทรสาคร,เข้าวัดโกรกกราก,-,10740000225200,7,74000,สมุทรสาคร,-,187,2565,1256.2,โกรกกราก,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งจันทร์เพ็ญ,7,32,3-14-2/20สค,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งจันทร์เพ็ญ,3328,0
0,ทำน้ำแข็งซอง,3520,เมืองสมุทรสาคร,วิเชียรโชฎก,-,10740100125326,9,74000,สมุทรสาคร,-,1270,2565,1417.76,มหาชัย,บริษัท โรงน้ำแข็งบางหญ้า จำกัด,9,33,3-14-1/32สค,บริษัท โรงน้ำแข็งบางหญ้า จำกัด,3520,0
40000000,ทำน้ำแข็งหลอด,1241,เมืองสมุทรสาคร,,,20740010725593,15,74000,สมุทรสาคร,2,93/9,2565,474,ท่าจีน,นายอาทร ชวลิตพร,15,34,จ3-14-107/59สค,,7001,0
60000000,ผลิตน้ำแข็ง,2137,เมืองสมุทรสาคร,พระรามที่ 2,สุชัย 2,20740003425581,76,74000,สมุทรสาคร,6,55/114,2565,3999,ท่าทราย,บริษัท ธาราทิพย์สมุทรสาคร จำกัด,72,35,จ3-14-34/58สค,บริษัท ธาราทิพย์สมุทรสาคร จำกัด,16056,4
64000000,ทำน้ำแข็ง,2400,เมืองสมุทรสาคร,พระรามที่ 2,โรงเรียนบางน้ำจืด,20740005625576,26,74000,สมุทรสาคร,1,,2565,455.48,บางน้ำจืด,บริษัท เอ็ม.อาร์.เจ.ฟู้ดส์ จำกัด,16,36,จ3-14-56/57สค,บริษัท เอ็ม.อาร์.เจ.ฟู้ดส์ จำกัด,9133,10
9200000,ผลิตและจำหน่ายน้ำแข็งหลอด,360,เมืองสมุทรสาคร,พันท้ายนรสิงห์,,20740005225583,8,74000,สมุทรสาคร,5,5/8,2565,200,พันท้ายนรสิงห์,บิ๊กวันไอซ์,6,37,จ3-14-52/58สค,บิ๊กวันไอซ์,360,2
3300000,ผลิตน้ำแข็งได้วันละ 1122 ซอง และทำน้ำแข็งก้อนเล็กวันละ 15 ตัน,400,เมืองสมุทรสาคร,สุขาภิบาล,,10740000425156,12,74000,สมุทรสาคร,0,341,2565,892,มหาชัย,บริษัท มหาชัยบุรี กรุ๊ป จำกัด,12,38,3-14-4/15สค,บริษัท มหาชัยบุรี กรุ๊ป จำกัด,600,0
45000000,ทำน้ำแข็งหลอด 150 ตัน/วัน,600,เมืองสมุทรสาคร,พระรามที่ 2,ย่านซื่อ,10740200125408,28,74000,สมุทรสาคร,9,4/1,2565,966,บางกระเจ้า,บริษัท โรงน้ำแข็ง เฟรซไอซ์ จำกัด,21,39,3-14-1/40สค,บริษัท โรงน้ำแข็ง เฟรซไอซ์ จำกัด,8000,7
0,ทำสุราแช่ประเภทสุราแช่พื้นเมือง,0,เมืองสมุทรสาคร,เศรษฐกิจ 1,-,10740000125475,0,74000,สมุทรสาคร,5,8,2565,70078.65,นาดี,บริษัท สุรากระทิงแดง (1988) จำกัด,0,40,3-16-1/47สค,บริษัท สุรากระทิงแดง (1988) จำกัด,0,0
743000000,ผลิตสุราแช่ประเภทสุราผลไม้,14518,เมืองสมุทรสาคร,-,-,10740100125375,319,74000,สมุทรสาคร,3,9/2,2565,8889.41,บางโทรัด,บริษัท สยาม ไวเนอรี่ จำกัด,169,41,3-18-1/37สค,บริษัท สยาม ไวเนอรี่ จำกัด,179662,150
16000000,ถักผ้า,714,กระทุ่มแบน,-,-,20740100625588,10,74110,สมุทรสาคร,2,227/1,2565,165,ดอนไก่ดี,ห้างหุ้นส่วนจำกัด ธนโชค นิตติ้ง,5,42,จ3-24-6/58สค,ห้างหุ้นส่วนจำกัด ธนโชค นิตติ้ง,2220,5
6000000,ถักผ้า,525,กระทุ่มแบน,เศรษฐกิจ,ว.ป.อ.11 (พิเศษ),20740101025531,14,74110,สมุทรสาคร,4,385/7,2565,121,ท่าไม้,บริษัท อาร์.ที.ดับบลิว.เท็กซ์ไทล์ จำกัด,7,43,จ3-24-10/53สค,บริษัท อาร์.ที.ดับบลิว.เท็กซ์ไทล์ จำกัด,525,7
34000000,ถักผ้ายืด,1428,กระทุ่มแบน,,,20740700125583,20,74110,สมุทรสาคร,2,227/4-5,2565,304,ดอนไก่ดี,ห้างหุ้นส่วนจำกัด นารายณ์รุ่งเรืองนิตติ้ง,12,44,จ3-24-1/58สค,ห้างหุ้นส่วนจำกัด นารายณ์รุ่งเรืองนิตติ้ง,3840,8
14000000,ถักผ้ายืด,25344,กระทุ่มแบน,เลียบคลองแคราย,,20740100725487,25,74110,สมุทรสาคร,4,-,2565,281.55,แคราย,บริษัท อินเตอร์ คอต จำกัด,10,45,จ3-24-7/48สค,บริษัท อินเตอร์ คอต จำกัด,25344,15
14530000,"ถักถุงเท้า (จำนวน เครื่องถัก 30 เครื่อง )ได้ปีละ 36,000 โหล",0,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740000825502,13,74130,สมุทรสาคร,13,149/173,2565,255.56,อ้อมน้อย,บริษัท ไทย หลง เปียว จำกัด,5,46,จ3-24-8/50สค,บริษัท ไทย หลง เปียว จำกัด,0,8
1200000,ถักผ้ายืด (จำนวนเครื่องถักผ้ายืด 27 เครื่อง),700,กระทุ่มแบน,เพชรเกษม,สุขาภิบาล 3,10740000425313,29,74130,สมุทรสาคร,13,27,2565,194.33,อ้อมน้อย,บริษัท ทรงไทยนิตติ้ง จำกัด,9,47,3-24-4/31สค,บริษัท ทรงไทยนิตติ้ง จำกัด,3200,20
6500000,ผลิต และทอถุงเท้าทุกชนิด,297,กระทุ่มแบน,,,20740001525531,90,74130,สมุทรสาคร,13,149/106,2565,57,อ้อมน้อย,บริษัท ไทยซาง นิตติ้ง จำกัด,2,48,จ3-24-15/53สค,บริษัท ไทยซาง นิตติ้ง จำกัด,864,88
35702400,ถักผ้ายืด (จำนวนเครื่องถักผ้า 10 เครื่อง),972,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740600125394,23,74130,สมุทรสาคร,13,149/221,2565,159,อ้อมน้อย,บริษัท ไทยบูรพา โปรดักท์ จำกัด,8,49,จ3-24-1/39สค,บริษัท ไทยบูรพา โปรดักท์ จำกัด,1724,15
11000000,ถักผ้า,1000,กระทุ่มแบน,,,20740300225551,12,74110,สมุทรสาคร,9,159,2565,155,สวนหลวง,บริษัท ไทยเซียงการทอ จำกัด,8,50,จ3-24-2/55สค,บริษัท ไทยเซียงการทอ จำกัด,1000,4
16000000,ถัก ทอ ผ้ายืด,806,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,60740008025643,13,74130,สมุทรสาคร,13,225/11,2565,70.5,อ้อมน้อย,นายอายิต ซิงห์ ชุก,9,51,อ2-24-2/64สค,นายอายิต ซิงห์ ชุก,833,4
15500000,ถักผ้ายืด,714,กระทุ่มแบน,เศรษฐกิจ,,20740001325536,7,74110,สมุทรสาคร,2,227/2,2565,190,ดอนไก่ดี,ห้างหุ้นส่วนจำกัด อมรสิน,4,52,จ3-24-13/53สค,ห้างหุ้นส่วนจำกัด อมรสิน,2220,3
12000000,ถัก ทอ ผ้ายืด,465,กระทุ่มแบน,เพชรเกษม,,60740283025631,7,74130,สมุทรสาคร,13,149/94-95,2565,51,อ้อมน้อย,บริษัท พี.พี.อาร์ โปรดักชั่น จำกัด,4,53,อ2-24-4/63สค,บริษัท พี.พี.อาร์ โปรดักชั่น จำกัด,864,3
9500000,ถักผ้ายืด,0,กระทุ่มแบน,สุคนธวิท,สุคนธวิท 21/2,20740200825534,12,74110,สมุทรสาคร,1,109/38,2565,145,ดอนไก่ดี,บริษัท บี.บี.พี.นิตเทค จำกัด,7,54,จ3-24-8/53สค,บริษัท บี.บี.พี.นิตเทค จำกัด,,5
15000000,ถักผ้า,480,กระทุ่มแบน,,,20740078925630,6,74110,สมุทรสาคร,10,368/3,2565,95.5,คลองมะเดื่อ,บริษัท ก้าวรุ่งเทค จำกัด,4,55,จ3-24-4/63สค,บริษัท ก้าวรุ่งเทค จำกัด,1640,2
9000000,การถัก ทอผลิตภัณฑ์ต่าง ๆ เช่น กระเป๋า เสื้อกั๊ก ผ้าพันคอ ถุงเท้า ฯลฯ,0,กระทุ่มแบน,,,60740161925647,38,74110,สมุทรสาคร,7,104/8,2565,56,คลองมะเดื่อ,บริษัท เวิลด์เทกซ์คอมเมอร์เชี่ยล จำกัด,3,56,อ2-24-16/64สค,บริษัท เวิลด์เทกซ์คอมเมอร์เชี่ยล จำกัด,0,35
84507394,ผลิตถุงเท้า (จำนวนเครื่องถัก 133 เครื่อง),1375,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 120,10740300125225,212,74130,สมุทรสาคร,12,104,2565,519.4,อ้อมน้อย,บริษัท ดารามิตร จำกัด,35,57,3-24-1/22สค,บริษัท ดารามิตร จำกัด,6400,177
425000000,ถักผ้า,16000,กระทุ่มแบน,เอกชัย,วัดโพธิ์แจ้,10740400125414,115,74110,สมุทรสาคร,1,136/3,2565,23651.73,แคราย,บริษัท จงสถิตย์ จำกัด,35,58,3-24-1/41สค,บริษัท จงสถิตย์ จำกัด,75448,80
16200000,ถักผ้า,1200,กระทุ่มแบน,เศรษฐกิจ 1,นวลทอง,20740300325450,30,74130,สมุทรสาคร,3,222/1,2565,99.5,อ้อมน้อย,บริษัท รุ่งค้า จำกัด,7,59,จ3-24-3/45สค,บริษัท รุ่งค้า จำกัด,1512,23
9000000,ถักผ้ายืด และตัดเย็บเสื้อผ้าสำเร็จรูป,1980,กระทุ่มแบน,เศรษฐกิจ 1,คลองมะเดื่อ 13,20740100625505,92,74110,สมุทรสาคร,5,110/5-6,2565,280.4,คลองมะเดื่อ,บริษัท ไทยอุดมนิตติ้ง จำกัด,11,60,จ3-24-6/50สค,บริษัท ไทยอุดมนิตติ้ง จำกัด,3248,81
133718721,ถักผ้ายืด พิมพ์ผ้า และแต่งสำเร็จ (จำนวนเครื่องถัก 205 เครื่อง),8600,กระทุ่มแบน,เศรษฐกิจ 1,,10740200125184,485,74130,สมุทรสาคร,4,148,2565,38563.7,อ้อมน้อย,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,35,61,3-24-1/18สค,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,16000,450
11000000,ถักผ้ายืด,1100,กระทุ่มแบน,เพชรเกษม,อรรคภัทร,20740000225414,16,74130,สมุทรสาคร,5,24/1,2565,175.5,อ้อมน้อย,ห้างหุ้นส่วนจำกัด โชคทวี 1990,6,62,จ3-24-2/41สค,ห้างหุ้นส่วนจำกัด โชคทวี 1990,1716,10
9000000,ถักถุงเท้า,512,กระทุ่มแบน,,,20740001525481,5,74110,สมุทรสาคร,6,6,2565,150,ท่าไม้,ห้างหุ้นส่วนจำกัด ไทย ฉาง เปียว,3,63,จ3-24-15/48สค,ห้างหุ้นส่วนจำกัด ไทย ฉาง เปียว,1134,2
20700000,ถักผ้ายืด,768,กระทุ่มแบน,,,20740002425475,22,74110,สมุทรสาคร,4,42/1,2565,245,คลองมะเดื่อ,บริษัท วัน นิตติ้ง จำกัด,9,64,จ3-24-24/47สค,บริษัท วัน นิตติ้ง จำกัด,5496,13
11000000,ถักผ้ายืด ทอผ้า และตัดเย็บเสื้อผ้าสำเร็จรูป,270,กระทุ่มแบน,พุทธมณฑลสาย 4,สุขาภิบาล 2,20740001425534,28,74130,สมุทรสาคร,8,,2565,93.4,อ้อมน้อย,ห้างหุ้นส่วนจำกัด อยู่ทรัพย์เจริญ พร็อพเพอร์ตี้,6,65,จ3-24-14/53สค,ห้างหุ้นส่วนจำกัด อยู่ทรัพย์เจริญ พร็อพเพอร์ตี้,270,22
33000000,ถักผ้า,912,กระทุ่มแบน,เศรษฐกิจ,,20740700125591,10,74110,สมุทรสาคร,1,149,2565,81,แคราย,บริษัท โรยัล แฟบริค ซัพพลาย จำกัด,4,66,จ3-24-1/59สค,บริษัท โรยัล แฟบริค ซัพพลาย จำกัด,912,6
8000000,ถักผ้ายืด,525,กระทุ่มแบน,เศรษฐกิจ,วปอ.11 (พิเศษ),20740001625539,10,74110,สมุทรสาคร,4,385/10,2565,86,ท่าไม้,บริษัท เอ.พี.เค.แฟบริค จำกัด,5,67,จ3-24-16/53สค,บริษัท เอ.พี.เค.แฟบริค จำกัด,800,5
600000,ทอถุงเท้า,1915,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740100425500,60,74130,สมุทรสาคร,13,149/238,2565,441.87,อ้อมน้อย,บริษัท ตงลี่อุตสาหกรรม จำกัด,13,68,จ3-24-4/50สค,บริษัท ตงลี่อุตสาหกรรม จำกัด,2491,47
9000000,ถักผ้ายืด (จำนวนเครื่องถักผ้า 22 เครื่อง),1368,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740000525391,28,74130,สมุทรสาคร,13,227,2565,195,อ้อมน้อย,บริษัท ดารินทร์ อินเตอร์เนชั่นแนล จำกัด,8,69,จ3-24-5/39สค,บริษัท ดารินทร์ อินเตอร์เนชั่นแนล จำกัด,2964,20
17000000,ผลิตอุปกรณ์ความปลอดภัยทุกชนิด เช่น ถุงมือ ฯลฯ,950,กระทุ่มแบน,เศรษฐกิจ 1,วัดคลองมะเดื่อ,20740500625477,30,74110,สมุทรสาคร,5,11,2565,329.6,ดอนไก่ดี,บริษัท กลัฟ เท็กซ์ จำกัด,15,70,จ3-24-6/47สค,บริษัท กลัฟ เท็กซ์ จำกัด,4800,15
25000000,ถักผ้ายืด,12438,กระทุ่มแบน,เศรษฐกิจ 1,,20740021625626,47,74130,สมุทรสาคร,4,148/3,2565,470,อ้อมน้อย,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,24,71,จ3-24-1/62สค,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,12800,23
23889660,ถักผ้ายืด ตัดเย็บเครื่องนุ่งห่มและเสื้อผ้าสำฯ,0,กระทุ่มแบน,เพชรเกษม,อรรคภัทร,20740300325468,32,74130,สมุทรสาคร,5,56,2565,62,อ้อมน้อย,บริษัท นิวยูเบอร์ตี้ จำกัด,8,72,จ3-24-3/46สค,บริษัท นิวยูเบอร์ตี้ จำกัด,700,24
24500000,ถักผ้าลูกไม้ ผ้าม่าน ผ้ายืด,0,กระทุ่มแบน,,,20740100425450,40,74110,สมุทรสาคร,,,2565,375,คลองมะเดื่อ,บริษัท เฟรนด์ชีพนิตติ้ง จำกัด,12,73,จ3-24-4/45สค,บริษัท เฟรนด์ชีพนิตติ้ง จำกัด,0,28
40000000,ถักผ้ายืด ผ้าลูกไม้ด้วยด้ายหรือเส้นใย,9504,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740200225560,25,74130,สมุทรสาคร,13,36/61,2565,264.06,อ้อมน้อย,บริษัท โมเดอร์น อีลาสเท็กซ์ จำกัด,6,74,จ3-24-2/56สค,บริษัท โมเดอร์น อีลาสเท็กซ์ จำกัด,9504,19
145000000,ถักเสื้อไหมพรม,3816,กระทุ่มแบน,เศรษฐกิจ 1,คลองมะเดื่อ 17,20740001625513,192,74110,สมุทรสาคร,6,125/10,2565,269.13,คลองมะเดื่อ,บริษัท ป.สยามนิตติ้ง แฟคตอรี่ จำกัด,40,75,จ3-24-16/51สค,บริษัท ป.สยามนิตติ้ง แฟคตอรี่ จำกัด,1600,152
