เงินทุนรวม,ประกอบกิจการ,พื้นที่อาคาร,อำเภอ,ถนน,ซอย,FID,คนงานรวม,ไปรษณีย์,จังหวัด,หมู่,เลขที่,ปี,แรงม้ารวม,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,พื้นที่โรงงาน,คนงานหญิง
169417155,ผลิตปี๊บ ถัง กระป๋อง,4392,เมืองสมุทรสาคร,พระราม2,,20740900725596,20,74000,สมุทรสาคร,2,96/1,2566,465.2,บางกระเจ้า,บริษัท สหมิตรเมทัลแพค จำกัด,9,10909,จ3-64(1)-7/59สค,บริษัท สหมิตรเมทัลแพค จำกัด,16800,11
22000000,ผลิตเครื่องผลิตน้ำดื่ม เครื่องกรองน้ำดื่มทุกชนิด รวมถึงระบบบำบัดน้ำบริสุทธิ์เเละบำบัดน้ำเสีย,966,เมืองสมุทรสาคร,,,20740059825668,18,74000,สมุทรสาคร,1,15/56,2566,102.12,บ้านเกาะ,บริษัท ทองประเสริฐ วิศวกรรม จำกัด,15,10910,จ3-64(1)-2/66สค,บริษัท ทองประเสริฐ วิศวกรรม จำกัด,2589,3
3800000,ผลิตและจำหน่ายภาชนะบรรจุจากโลหะ เช่น กระป๋อง และบรรจุภัณฑ์ทุกชนิด,0,เมืองสมุทรสาคร,เอกชัย,เชิดมหาชัย 1,20740079325640,13,74000,สมุทรสาคร,5,89/9,2566,66,บางน้ำจืด,บริษัท เจ.เจ.สตีล จำกัด,4,10911,จ2-64(1)-7/64สค,บริษัท เจ.เจ.สตีล จำกัด,0,9
13000000,สร้างและซ่อมแซมเครื่องจักร ผลิตภัณฑ์จากเหล็กและสแตนเลส,1000,เมืองสมุทรสาคร,,,20740065125624,30,74000,สมุทรสาคร,2,38/2,2566,489.39,บ้านเกาะ,บริษัท หัตถาอุตสาหกรรมโลหะกิจ จำกัด,25,10912,จ3-64(1)-1/62สค,บริษัท หัตถาอุตสาหกรรมโลหะกิจ จำกัด,6856,5
95000000,ผลิตกระป๋องจากเหล็กแผ่นเคลือบดีบุก,2000,เมืองสมุทรสาคร,เลียบคลองราษฎร์พัฒนา 1,-,20741300225450,75,74000,สมุทรสาคร,4,68/5,2566,326.27,คอกกระบือ,บริษัท พี.พี.อุตสาหกรรมกระป๋อง (1988) จำกัด,32,10913,จ3-64(1)-2/45สค,บริษัท พี.พี.อุตสาหกรรมกระป๋อง (1988) จำกัด,9400,43
52400000,ผลิตและจำหน่าย ฝาอหารเครื่องดื่ม,3602,เมืองสมุทรสาคร,,,20742600225463,47,74000,สมุทรสาคร,7,41/3,2566,904.9,ท่าทราย,บริษัท ฝาอาหารและเครื่องดื่ม จำกัด,22,10914,จ3-64(1)-2/46สค,บริษัท ฝาอาหารและเครื่องดื่ม จำกัด,7026,25
6000000,ผลิตบรรจุภัณฑ์จากแผ่นเหล็ก อลูมิเนียม,960,เมืองสมุทรสาคร,,2/3,60740400125595,27,74000,สมุทรสาคร,1,99/89,2566,50,นาดี,บริษัท บางกอกแคนส์ จำกัด,7,10915,อ2-64(1)-1/59สค,บริษัท บางกอกแคนส์ จำกัด,2012,20
22600000,ทำภาชนะบรรจุจากสเตนเลส,885,เมืองสมุทรสาคร,,,20740100925566,22,74000,สมุทรสาคร,2,85/19,2566,336,พันท้ายนรสิงห์,บริษัท เซลคอน จำกัด,22,10916,จ3-64(1)-9/56สค,บริษัท เซลคอน จำกัด,4752,0
1786834400,ผลิตกระป๋องเปล่าไร้ตะเข็บ กำลังการผลิต 500 ล้านใบ/ปี,4880,เมืองสมุทรสาคร,เศรษฐกิจ 1,,10740500225379,897,74000,สมุทรสาคร,8,38/70,2566,6415.37,ท่าทราย,บริษัท เอเซียนแปซิฟิคแคน จำกัด,488,10917,3-64(1)-2/37สค,บริษัท เอเซียนแปซิฟิคแคน จำกัด,10400,409
608300000,ผลิตกระป๋องโลหะชนิด 2 ชิ้น สำหรับบรรจุอาหารหรือเครื่องดื่ม,12696,เมืองสมุทรสาคร,พระรามที่ 2,,740400125325,391,74000,สมุทรสาคร,3,49,2566,5968.71,บางกระเจ้า,บริษัท พูนทรัพย์แคน จำกัด,171,10918,ส3-64(1)-1/32สค,บริษัท พูนทรัพย์แคน จำกัด,172800,220
2200000000,ทำกระป๋องบรรจุอาหาร,36777,เมืองสมุทรสาคร,พระรามที่ 2,,10741000125325,1723,74000,สมุทรสาคร,3,5/6,2566,12246.35,บางกระเจ้า,บริษัท โลหะกิจรุ่งเจริญทรัพย์ จำกัด,889,10919,3-64(1)-1/32สค,บริษัท โลหะกิจรุ่งเจริญทรัพย์ จำกัด,75265,834
22000000,ผลิตโลหะกระป๋อง,1053,เมืองสมุทรสาคร,เศรษฐกิจ 1,5,20740173925626,6,74000,สมุทรสาคร,6,169/185,2566,477.52,ท่าทราย,บริษัท ธนทรัพย์ โลหะ 2499 จำกัด,5,10920,จ3-64(1)-2/62สค,บริษัท ธนทรัพย์ โลหะ 2499 จำกัด,1152,1
30000000,ผลิตบรรจุภัณฑ์จากแผ่นเหล็ก อลูมิเนียม,960,เมืองสมุทรสาคร,,,20740031525634,24,74000,สมุทรสาคร,1,99/89,2566,151,นาดี,บริษัท บางกอกแคนส์ จำกัด,8,10921,จ3-64(1)-1/63สค,บริษัท บางกอกแคนส์ จำกัด,2012,16
22000000,ทำถังชุบโลหะ,280,เมืองสมุทรสาคร,เลียบคลองเทพกาญจนา,,20741000225446,28,74000,สมุทรสาคร,6,25/14-15,2566,120,บางน้ำจืด,บริษัท แอล.ซี.ที.เคมีคอล แอนด์ แมชชีนเนอรี่ จำกัด,24,10922,จ3-64(1)-2/44สค,บริษัท แอล.ซี.ที.เคมีคอล แอนด์ แมชชีนเนอรี่ จำกัด,530,4
100000000,ผลิตกระป๋องโลหะ,2532,เมืองสมุทรสาคร,,,20740300725493,105,74000,สมุทรสาคร,6,25/28,2566,267,นาดี,บริษัท โอ.เอ็ม.แคนแอนด์พริ้นติ้ง จำกัด,25,10923,จ3-64(1)-7/49สค,บริษัท โอ.เอ็ม.แคนแอนด์พริ้นติ้ง จำกัด,20576,80
51000000,ผลิตกระป๋องโลหะ,1120,เมืองสมุทรสาคร,เศรษฐกิจ,เศรษฐกิจซอย 5,20740500825614,15,74000,สมุทรสาคร,7,94/289,2566,409.72,ท่าทราย,ห้างหุ้นส่วนจำกัด วรรณทัต โลหะ,12,10924,จ3-64(1)-8/61สค,ห้างหุ้นส่วนจำกัด วรรณทัต โลหะ,3196,3
103000000,ทำผลิตภัณฑ์โลหะด้วยวิธีปั๊ม เช่น ของใช้เล็กๆ เเละชิ้นส่วนรถจักรยานยนต์ ผลิตถังก๊าซปิโตรเลี่ยมเหลว เเละทำเเม่พิมพ์โลหะ,3598,เมืองสมุทรสาคร,,,20740152225667,30,74000,สมุทรสาคร,5,"โฉนดที่ดินเลขที่ 34940,63451",2566,418.25,พันท้ายนรสิงห์,บริษัท ฮ็อทแอนด์คูลเเชมเบอร์ ไดคัสติ้ง จำกัด,20,10925,จ3-64(1)-5/66สค,บริษัท ฮ็อทแอนด์คูลเเชมเบอร์ ไดคัสติ้ง จำกัด,8270,10
17500000,ทำถังบรรจุแก๊สอเซทติลีน (สำหรับเชื่อมโลหะ),2040,เมืองสมุทรสาคร,เอกชัย,,20740300425573,23,74000,สมุทรสาคร,4,42,2566,193.5,นาดี,บริษัท แอล เอส เอ็ม อินดัสตรีส์ จำกัด,19,10926,จ3-64(1)-4/57สค,บริษัท แอล เอส เอ็ม อินดัสตรีส์ จำกัด,7358,4
16200000,ผลิตกระป๋องทุกชนิดและปั้มโลหะ,3000,เมืองสมุทรสาคร,เลียบคลองสี่วาพาสวัสดิ์,ถนนทรัพย์ไพศาล,20742700125449,19,74000,สมุทรสาคร,6,11/11,2566,168.75,คอกกระบือ,บริษัท เกรียงสวัสดิ์ แคน จำกัด,9,10927,จ3-64(1)-1/44สค,บริษัท เกรียงสวัสดิ์ แคน จำกัด,3200,10
20940000,รับจ้างทำตามแบบงานสแตนเลส,450,เมืองสมุทรสาคร,พระรามที่ 2,,20740201225536,26,74000,สมุทรสาคร,7,45,2566,134.5,พันท้ายนรสิงห์,บริษัท คิงโพสท์ เมทัล จำกัด,6,10928,จ3-64(1)-12/53สค,บริษัท คิงโพสท์ เมทัล จำกัด,772,20
39000000,ทำภาชนะบรรจุจากโลหะ,5630,เมืองสมุทรสาคร,เอกชัย,,20741800225604,75,74000,สมุทรสาคร,5,110,2566,364.32,บางน้ำจืด,บริษัท ปอกิก (ประเทศไทย) จำกัด,40,10929,จ3-64(1)-2/60สค,บริษัท ปอกิก (ประเทศไทย) จำกัด,6400,35
12520000,ผลิตกระป๋องโลหะ,1840,เมืองสมุทรสาคร,เศรษฐกิจ 1,,10740700125262,88,74000,สมุทรสาคร,8,39/3,2566,138.5,ท่าทราย,บริษัท ยูนิคอร์ด จำกัด (มหาชน),22,10930,3-64(1)-1/26สค,บริษัท ยูนิคอร์ด จำกัด (มหาชน),66340,66
4300000,ทำเครื่องกรองน้ำสเตนเลส และทำถังสเตนเลส ถังเหล็กดำ,1984,เมืองสมุทรสาคร,เอกชัย,,20741500225383,77,74000,สมุทรสาคร,5,12/5,2566,198.33,คอกกระบือ,ห้างหุ้นส่วนจำกัด เอ็ม.พี.ภัณฑ์ (1987),63,10931,จ3-64(1)-2/38สค,ห้างหุ้นส่วนจำกัด เอ็ม.พี.ภัณฑ์ (1987),4528,14
12600000,ผลิตปี๊บ และแกลลอน,1176,เมืองสมุทรสาคร,พระราม 2,-,20740600425455,58,74000,สมุทรสาคร,6,19/12,2566,95,คอกกระบือ,บริษัท บางกอกแคนส์ สตีล จำกัด,23,10932,จ3-64(1)-4/45สค,บริษัท บางกอกแคนส์ สตีล จำกัด,1600,35
38680000,ทำถังสแตนเลส,1757,เมืองสมุทรสาคร,เลียบคลองเทพกาญจนา,,20740000625480,60,74000,สมุทรสาคร,5,13/9,2566,299,คอกกระบือ,นางกฤษณา กระสินธุทรัพย์,50,10933,จ3-64(1)-6/48สค,,6832,10
5436000,สร้างและซ่อม ตู้อบปลา ตู้รีทอร์ท และอุปกรณ์ผลิตภัณฑ์เครื่องใช้สแตนเลส,600,เมืองสมุทรสาคร,,,20740100725511,29,74000,สมุทรสาคร,3,6/17,2566,489.35,ท่าทราย,บริษัท ไทยพัฒนา สแตนเลส สตีล จำกัด,25,10934,จ3-64(1)-7/51สค,บริษัท ไทยพัฒนา สแตนเลส สตีล จำกัด,600,4
269302500,ผลิตกระป๋องเปล่าชนิดไร้ตะเข็บและมีตะเข็บ ผลิตฝากระป๋องธรรมดาและขนิดฝาเปิดง่ายทุกชนิดที่ทำจากแผ่นเหล็กและ/หรืออลูมิเนียม,9543,เมืองสมุทรสาคร,เศรษฐกิจ 1,,20740500925588,36,74000,สมุทรสาคร,8,38/172,2566,493,ท่าทราย,บริษัท เอเซียนแปซิฟิคแคน จำกัด,24,10935,จ3-64(1)-9/58สค,บริษัท เอเซียนแปซิฟิคแคน จำกัด,17874,12
9600000,ทำถังดับเพลิง,200,เมืองสมุทรสาคร,เอกชัย,,20741800225406,28,74000,สมุทรสาคร,1,48/251,2566,70,คอกกระบือ,บริษัท ไทย-แอนเจิล ไฟร์ โปรดักส์ อินดัสตรีส์ จำกัด,23,10936,จ3-64(1)-2/40สค,บริษัท ไทย-แอนเจิล ไฟร์ โปรดักส์ อินดัสตรีส์ จำกัด,300,5
13350000,ผลิตเครื่องเรือน เครื่องใช้ จากสเตนเลส,260,เมืองสมุทรสาคร,,,20740218425657,10,74000,สมุทรสาคร,4,5/105,2566,90,คอกกระบือ,บริษัท ซี.ที.เอส. สเตนเลส จำกัด,9,10937,จ3-64(1)-5/65สค,บริษัท ซี.ที.เอส. สเตนเลส จำกัด,482,1
20000000,ทำถังสแตนเลส,759,เมืองสมุทรสาคร,เอกชัย-เศรษฐกิจ,,20740500525479,30,74000,สมุทรสาคร,4,24/9,2566,251,คอกกระบือ,นายสุรชัย พิกุลขจร,30,10938,จ3-64(1)-5/47สค,,3200,0
11000000,ทำถังเหล็กหรือสแตนเลส เช่น ถังหมักหรือเก็บบ่มสุรา รวมถึงอุปกรณ์,3480,เมืองสมุทรสาคร,เศรษฐกิจ1,,20740300925473,40,74000,สมุทรสาคร,5,8,2566,400.2,นาดี,บริษัท ธนสินธิ เอ็นจิเนีริ่ง เซอร์วิส จำกัด,40,10939,จ3-64(1)-9/47สค,บริษัท ธนสินธิ เอ็นจิเนีริ่ง เซอร์วิส จำกัด,0,0
2608000,ทำเครื่องกรองน้ำสเตนเลส และทำถังสเตนเลส ถังเหล็กดำ หอถังเก็บน้ำ,648,เมืองสมุทรสาคร,เลียบคลองเทพกาญจนา,,20740401125536,7,74000,สมุทรสาคร,5,12/5,2566,78,คอกกระบือ,บริษัท ธรรมมาดี จำกัด,7,10940,จ3-64(1)-11/53สค,บริษัท ธรรมมาดี จำกัด,648,0
29400000,ผลิตเครื่องมือ เครื่องใช้ทั่วไป เครื่องจักร อุปกรณ์งานเหล็กทุกชนิด,1500,เมืองสมุทรสาคร,เอกชัย,,20740700325381,20,74000,สมุทรสาคร,5,-,2566,186,คอกกระบือ,บริษัท เทพประสิทธิพร วิศวกรรม จำกัด,20,10941,จ3-64(1)-3/38สค,บริษัท เทพประสิทธิพร วิศวกรรม จำกัด,4800,0
614760000,ทำกระป๋อง ปี๊บต่าง ๆ กำลังผลิต กระป๋องขนาดต่าง ๆ จำนวน 238  ล้านใบ/ปี และปี๊บจำนวน 3.8 ล้านใบ/ปี,13248,เมืองสมุทรสาคร,พระราม 2 (กม.34.5),,10740400325394,551,74000,สมุทรสาคร,3,49,2566,3247.04,บางกระเจ้า,บริษัท พูนทรัพย์โลหะการพิมพ์ จำกัด,305,10942,3-64(1)-3/39สค,บริษัท พูนทรัพย์โลหะการพิมพ์ จำกัด,172800,246
8800000,ปั๊มโลหะและผลิตเฟอร์นิเจอร์เหล็ก,630,กระทุ่มแบน,สมเด็จพระนเรศวร,,20740004625486,10,74110,สมุทรสาคร,1,146/9,2566,127,แคราย,บริษัท เสริมมิตร เมทัล เวอร์คดีไซด์ จำกัด,10,10943,จ3-64(2)-46/48สค,บริษัท เสริมมิตร เมทัล เวอร์คดีไซด์ จำกัด,630,0
5250000,ทำผลิตภัณพ์โลหะด้วยวิธีการปั้มหรือกระแทก ตัด พับ กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,263,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 120/1,20740493225640,9,74130,สมุทรสาคร,-,221,2566,118.68,อ้อมน้อย,นายพันธนันท์ วรัตน์พจน์,9,10944,จ3-64(2)-16/64สค,นายพันธนันท์ วรัตน์พจน์,1005,0
10500000,การทำผลิตภัณฑ์โลหะต่าง ๆ,420,กระทุ่มแบน,,,20740301425531,13,74110,สมุทรสาคร,4,112/6,2566,92,ท่าไม้,นางบุญชุบ จันสมาขาว,11,10945,จ3-64(2)-14/53สค,,640,2
4625850,การปั๊ม กลึง เจาะ คว้าน กัด ไส เจียร และเชื่อมโลหะ,612,กระทุ่มแบน,สวนหลวง 2,,20740202525595,16,74110,สมุทรสาคร,4,88,2566,85,สวนหลวง,บริษัท ไทยโซลิด จำกัด,11,10946,จ3-64(2)-25/59สค,บริษัท ไทยโซลิด จำกัด,648,5
20000000,ขึ้นรูปโลหะทุกชนิด,1356,กระทุ่มแบน,,,20740302025595,75,74110,สมุทรสาคร,4,168/9,2566,495.3,ท่าไม้,บริษัท นพกร พุทธศิลป์ จำกัด,35,10947,จ3-64(2)-20/59สค,บริษัท นพกร พุทธศิลป์ จำกัด,4545,40
17555000,ปั๊มพระเหรียญ,229,กระทุ่มแบน,นวลทอง,ผู้ใหญ่เด้ง,20740036725635,16,74110,สมุทรสาคร,9,18/30,2566,96.5,สวนหลวง,นายศุภกิจ พิศมัย,11,10948,จ3-64(2)-4/63สค,นายศุภกิจ พิศมัย,687,5
6000000,ปั๊มโลหะ,979,กระทุ่มแบน,,,20740201825590,25,74110,สมุทรสาคร,3,179,2566,143.25,แคราย,บริษัท เอส.เค.อาร์.ทรัพย์กิจเจริญ จำกัด,15,10949,จ3-64(2)-18/59สค,บริษัท เอส.เค.อาร์.ทรัพย์กิจเจริญ จำกัด,3212,10
590000,ปั๊มโลหะ เช่น น๊อต สกรู,228,กระทุ่มแบน,เศรษฐกิจ 1,นวลทอง,20740300625370,5,74130,สมุทรสาคร,2,318/4,2566,94,อ้อมน้อย,บริษัท ศรีมิตรโบลท์ แอนด์ นัท จำกัด,5,10950,จ3-64(2)-6/37สค,บริษัท ศรีมิตรโบลท์ แอนด์ นัท จำกัด,950,0
8630000,ปั๊ม ไส และเชื่อมโลหะทุกชนิด,560,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740101625389,10,74130,สมุทรสาคร,13,149/174,2566,113.87,อ้อมน้อย,นายธนโชค เอกอุดมมณีรัตน์,10,10951,จ3-64(2)-16/38สค,,900,0
6800000,รับจ้างปั๊มโลหะ กลึงโลหะ ไสโลหะทุกชนิด,512,กระทุ่มแบน,,,20740003825475,11,74110,สมุทรสาคร,4,117,2566,98,แคราย,ห้างหุ้นส่วนจำกัด มีผลการช่าง,7,10952,จ3-64(2)-38/47สค,ห้างหุ้นส่วนจำกัด มีผลการช่าง,1000,4
12000000,ปั๊ม กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะทั่วไป,600,กระทุ่มแบน,,,20740298125631,10,74110,สมุทรสาคร,4,54/9,2566,199,แคราย,บริษัท ทรัพย์รุ่งเรืองอุตสาหกรรม จำกัด,4,10953,จ3-64(2)-20/63สค,บริษัท ทรัพย์รุ่งเรืองอุตสาหกรรม จำกัด,4800,6
4180000,ปั๊มโลหะชิ้นส่วนของรถยนต์ ดัดแปลง,0,กระทุ่มแบน,เศรษฐกิจ,,20740001725396,5,74110,สมุทรสาคร,10,172,2566,86.6,คลองมะเดื่อ,นายพิชัย วัฒนพงศ์,5,10954,จ3-64(2)-17/39สค,,0,0
17000000,ปั๊ม กลึง เจาะ คว้าน ไส เจียน และเชื่อมโลหะ,375,กระทุ่มแบน,,,20740104225633,15,74110,สมุทรสาคร,5,215/1,2566,87.5,คลองมะเดื่อ,บริษัท เคแอนด์พี โลหะมงคล จำกัด,15,10955,จ3-64(2)-7/63สค,บริษัท เคแอนด์พี โลหะมงคล จำกัด,858,0
23000000,ปั๊มโลหะทั่วไป การทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะ,4788,กระทุ่มแบน,,,20740076325635,34,74110,สมุทรสาคร,7,99,2566,100,ท่าเสา,บริษัท เค เอ็น บี พิมพ์ปั๊มโลหะกิจ จำกัด,10,10956,จ3-64(2)-5/63สค,บริษัท เค เอ็น บี พิมพ์ปั๊มโลหะกิจ จำกัด,4788,24
18000000,การปั๊ม กลึง เจาะ คว้าน กัด ไส เจียร เชื่อมโลหะ ตัด พับ ม้วนโลหะ,1656,กระทุ่มแบน,,,20740325125646,10,74110,สมุทรสาคร,4,187,2566,477,ท่าไม้,นายเธียรกมล ศิลปวิธานกูร,8,10957,จ3-64(2)-7/64สค,นายเธียรกมล ศิลปวิธานกูร,1656,2
9320000,ปั๊มโลหะ,800,กระทุ่มแบน,เศรษฐกิจ 1,สหวีรชัย,20740800625573,37,74110,สมุทรสาคร,3,"92/7,92/8",2566,384,แคราย,วิรุฬห์ค้าเหล็ก,18,10958,จ3-64(2)-6/57สค,วิรุฬห์ค้าเหล็ก,880,19
7600000,ทำผลิตภัณฑ์หรือชิ้นส่วนโลหะ เช่น ปั๊มขึ้นรูปชิ้นงาน พับ หรือตัดโลหะ,1080,กระทุ่มแบน,เศรษฐกิจ,เทพกาญจนา,20742600125382,7,74110,สมุทรสาคร,10,,2566,98.3,คลองมะเดื่อ,นายไพรเวช ปัญญาแก้ว,7,10959,จ3-64(2)-1/38สค,,16000,0
10400000,ปั๊ม กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป ทำภาชนะของใช้จากอลูมิเนียมและหลอมอลูมิเนียม,675,กระทุ่มแบน,,,20741900125613,23,74110,สมุทรสาคร,4,283,2566,238.23,ท่าไม้,ห้างหุ้นส่วนจำกัด เพชรชัยมงคล,12,10960,จ3-64(2)-1/61สค,ห้างหุ้นส่วนจำกัด เพชรชัยมงคล,1600,11
18400000,"ปั๊มตัดโลหะ เช่น เหรียญตรา,อะไหล่ ทำอุปกรณ์จับยึด (jig ฐานยึด (Fixture) และกลึง เจาะ คว้าน กัด ไส เชื่อมโลหะ",650,กระทุ่มแบน,,วิรุณราษฎร์,20740203025553,30,74110,สมุทรสาคร,8,90,2566,421.4,ท่าไม้,บริษัท เคเอชเค อิมเม็กซ์ จำกัด,19,10961,จ3-64(2)-30/55สค,บริษัท เคเอชเค อิมเม็กซ์ จำกัด,1011,11
3600000,ปั๊มโลหะ คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น โลหะ แก้ว พลาสติก กระดาษ ไม้,296,กระทุ่มแบน,คลองมะเดื่อ-แคราย,,20741300225435,11,74110,สมุทรสาคร,3,92/42,2566,82.16,แคราย,ห้างหุ้นส่วนจำกัด โลหะถาร,6,10962,จ3-64(2)-2/43สค,ห้างหุ้นส่วนจำกัด โลหะถาร,336,5
5900000,ผลิตนอต สกรู,836,กระทุ่มแบน,เศรษฐกิจ,วปอ.11,20740300425508,8,74110,สมุทรสาคร,4,111,2566,80,ท่าไม้,เอ็ม.เอส.สลักภัณฑ์,8,10963,จ3-64(2)-4/50สค,เอ็ม.เอส.สลักภัณฑ์,722,0
17000000,ปั๊มโลหะ ทำเป็นบานพับประตู มือจับ สกรู,760,กระทุ่มแบน,แคราย,แสงชัยพัฒนา,20740300925390,43,74110,สมุทรสาคร,2,5/9-5/12,2566,165.25,แคราย,นายพรชัย ลีวสุธร,33,10964,จ3-64(2)-9/39สค,,1000,10
9000000,ปั๊มโลหะ,880,กระทุ่มแบน,แคราย-วัดศรีนวล,,20740301225386,21,74110,สมุทรสาคร,3,92/7-8,2566,50.5,แคราย,โรงงานบานพับใบตอง,16,10965,จ3-64(2)-12/38สค,โรงงานบานพับใบตอง,880,5
28200000,ผลิตราวเหล็กลูกฟูก กันรถสำหรับทางหลวง (Guard-Rall),3300,กระทุ่มแบน,สมเด็จพระนเรศวร,,20740101625397,42,74110,สมุทรสาคร,1,7/2,2566,423,แคราย,บริษัท วิจิตรอุตสาหกรรม จำกัด,42,10966,จ3-64(2)-16/39สค,บริษัท วิจิตรอุตสาหกรรม จำกัด,7292,0
61334000,ปั๊มโลหะ เช่น สตัดเกลียว ไพพ์แฮงเกอร์ ยูโบลท์ ฯลฯ,2800,กระทุ่มแบน,,,20740203225575,35,74110,สมุทรสาคร,7,108/7,2566,425,คลองมะเดื่อ,บริษัท เอสอาร์สตีล (ประเทศไทย) จำกัด,20,10967,จ3-64(2)-32/57สค,บริษัท เอสอาร์สตีล (ประเทศไทย) จำกัด,7520,15
3200000,รับจ้างม้วนและปั๊มโลหะ,247,กระทุ่มแบน,เศรษฐกิจ-แคราย,สหวีระชัย,20740400525397,9,74110,สมุทรสาคร,3,70/9,2566,117.5,แคราย,ห้างหุ้นส่วนจำกัด ที.เอ็ม.ฮาร์ดแวร์,4,10968,จ3-64(2)-5/39สค,ห้างหุ้นส่วนจำกัด ที.เอ็ม.ฮาร์ดแวร์,247,5
11950000,รับจ้าง รีด กลึง เชื่อม เจาะ ไส และปั๊มโลหะทั่วไป,1080,กระทุ่มแบน,,,20740116325629,20,74110,สมุทรสาคร,6,39/9,2566,89,คลองมะเดื่อ,บริษัท แสงสงค์ พาณิชย์ จำกัด,15,10969,จ3-64(2)-5/62สค,บริษัท แสงสงค์ พาณิชย์ จำกัด,5404,5
11200000,ปั๊ม กลึง ไส และเชื่อมโลหะทั่วไป,247,กระทุ่มแบน,-,-,20740301325509,10,74110,สมุทรสาคร,4,132,2566,96.07,แคราย,ห้างหุ้นส่วนจำกัด เอสเคเค ไวส์ พลัส,5,10970,จ3-64(2)-13/50สค,ห้างหุ้นส่วนจำกัด เอสเคเค ไวส์ พลัส,2344,5
44600000,ผลิตอะไหล่รถแทรคเตอร์ รถไถนา รถยนต์ รถจักรยานยนต์ และชิ้นส่วนเครื่องมือกสิกรรมและอุตสาหกรรม ฯลฯ,4320,กระทุ่มแบน,พันธุวงศ์-ท่าเสา(คลองน้อย),-,10740200225414,90,74110,สมุทรสาคร,2,9/2,2566,2185.98,ท่าเสา,บริษัท เอส.เค.ดับบลิวสตีลส์ โปรดัคท์ จำกัด,65,10971,3-64(2)-2/41สค,บริษัท เอส.เค.ดับบลิวสตีลส์ โปรดัคท์ จำกัด,18800,25
7600000,ทำผลิตภัณฑ์หรือชิ้นส่วนโลหะ เช่น ปั๊มขึ้นรูปชิ้นงาน ม้วน พับ และตัดโลหะ,1080,กระทุ่มแบน,เศรษฐกิจ,เทพกาญจนา,20741600225382,7,74110,สมุทรสาคร,10,,2566,92.3,คลองมะเดื่อ,นายสำอางค์ สุดประเสริฐ,7,10972,จ3-64(2)-2/38สค,,16000,0
25000000,ผลิต ผลิตภัณฑ์โลหะ,560,กระทุ่มแบน,,,20740186325657,7,74130,สมุทรสาคร,5,"942/2,942/3",2566,116.5,อ้อมน้อย,นางสาวปภากร ศรีกัลยกร,6,10973,จ3-64(2)-15/65สค,นางสาวปภากร ศรีกัลยกร,944,1
3795000,ปั๊มโลหะ,1260,กระทุ่มแบน,เศรษฐกิจ,,20740900325371,25,74110,สมุทรสาคร,9,37/166,2566,158.66,สวนหลวง,บริษัท พี.เค.ซี.โลหะการ จำกัด,12,10974,จ3-64(2)-3/37สค,บริษัท พี.เค.ซี.โลหะการ จำกัด,2244,13
150000,ปั๊มขึ้นรูปโลหะประเภทอุปกรณ์เฟอร์นิเจอร์,440,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740600525437,29,74130,สมุทรสาคร,13,149/355,2566,255.32,อ้อมน้อย,บริษัท เกียรติชัยอุตสาหกรรม จำกัด,11,10975,จ3-64(2)-5/43สค,บริษัท เกียรติชัยอุตสาหกรรม จำกัด,840,18
3900000,รับจ้าง ปั๊ม กลึง เจาะ ไส เจียร และเชื่อมโลหะ,340,กระทุ่มแบน,,,20740301525538,8,74110,สมุทรสาคร,3,92/32,2566,61.25,แคราย,บริษัท ปาดเจียร จำกัด,8,10976,จ3-64(2)-15/53สค,บริษัท ปาดเจียร จำกัด,400,0
4524000,ทำชิ้นส่วนกรรไกรตัดเหล็กก่อสร้าง อะไหล่รถแทรกเตอร์ รถยนต์บรรทุก จักรยานยนต์ ชิ้นส่วนเครื่องมือกสิกรรมและอุตสาหกรรม,16656,กระทุ่มแบน,เศรษฐกิจ,เทพกาญจนา,10740600125271,25,74110,สมุทรสาคร,9,41,2566,1569.5,คลองมะเดื่อ,บริษัท เอส.เค.ดับบลิว สตีลส์โปรดัคท์ จำกัด,16,10977,3-64(2)-1/27สค,บริษัท เอส.เค.ดับบลิว สตีลส์โปรดัคท์ จำกัด,16656,9
7800000,ทำของใช้จากอลูมิเนียม แสตนเลส หัวขั้วหลอดไฟ ทำเครื่องเรือนของใช้จากแก้วและกระจก โดยทำลวดลายบนแก้วและกระจก,1200,กระทุ่มแบน,เพชรเกษม,,10740400225271,30,74130,สมุทรสาคร,11,100,2566,281.75,อ้อมน้อย,ห้างหุ้นส่วนจำกัด ศรีสำราญกลาส,15,10978,3-64(2)-2/27สค,ห้างหุ้นส่วนจำกัด ศรีสำราญกลาส,10080,15
