จำนวน,ที่มา,จังหวัด,_id,ข้อมูล,อำเภอ,ปีงบประมาณ,หน่วยงาน,หน่วย
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,19,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2568,อบต.หนองขมาร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,20,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2568,อบต.หินเหล็กไฟ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,21,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2568,เทศบาลตำบลแคนดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,22,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2568,อบต.แคนดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,23,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2568,อบต.ดงพลอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,24,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2568,อบต.สระบัว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,25,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2568,อบต.หัวฝาย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,26,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2568,เทศบาลตำบลถาวร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,27,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2568,เทศบาลตำบลพนมรุ้ง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,28,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2568,เทศบาลตำบลยายแย้มวัฒนา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,29,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2568,อบต.เจริญสุข,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,30,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2568,อบต.อีสานเขต,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,31,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2568,เทศบาลตำบลชำนิ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,32,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2568,เทศบาลตำบลหนองปล่อง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,33,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2568,อบต.โคกสนวน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,34,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2568,อบต.ช่อผกา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,35,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2568,อบต.เมืองยาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,36,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2568,อบต.ละลวด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,37,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,เทศบาลเมืองนางรอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,38,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,เทศบาลตำบลทุ่งแสงทอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,39,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.ก้านเหลือง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,40,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.ชุมแสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,41,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.ถนนหัก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,42,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.ทรัพย์พระยา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,43,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.นางรอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,44,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.บ้านสิงห์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,45,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.ลำไทรโยง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,46,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.สะเดา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,47,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.หนองกง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,48,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.หนองไทร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,49,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.หนองโบสถ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,50,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.หนองยายพิมพ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,51,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.หนองโสน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,52,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2568,อบต.หัวถนน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,53,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2568,เทศบาลตำบลนาโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,54,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2568,อบต.นาโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,55,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2568,อบต.บ้านคู,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,56,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2568,อบต.บ้านดู่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,57,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2568,อบต.ศรีสว่าง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,58,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2568,เทศบาลตำบลโนนดินแดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,59,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2568,อบต.โนนดินแดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,60,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2568,อบต.ลำนางรอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,61,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2568,อบต.ส้มป่อย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,62,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2568,เทศบาลตำบลโกรกแก้ว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,63,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2568,เทศบาลตำบลโนนสุวรรณ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,64,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2568,อบต.ดงอีจาน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,65,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2568,อบต.ทุ่งจังหัน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,66,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2568,อบต.โนนสุวรรณ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,67,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,เทศบาลตำบลจันทบเพชร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,68,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,เทศบาลตำบลตลาดนิคมปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,69,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,เทศบาลตำบลโนนเจริญ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,70,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,เทศบาลตำบลบ้านกรวด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,71,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,เทศบาลตำบลบ้านกรวดปัญญาวัฒน์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,72,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,เทศบาลตำบลปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,73,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,เทศบาลตำบลหนองไม้งาม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,74,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,อบต.เขาดินเหนือ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,75,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2568,อบต.หินลาด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,76,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2568,เทศบาลตำบลบ้านด่าน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,77,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2568,เทศบาลตำบลปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,78,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2568,อบต.โนนขวาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,79,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2568,อบต.วังเหนือ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,80,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2568,เทศบาลตำบลบ้านใหม่ไชยพจน์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,81,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2568,อบต.กู่สวนแตง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,82,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2568,อบต.แดงใหญ่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,83,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2568,อบต.ทองหลาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,84,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2568,อบต.หนองเยือง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,85,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2568,อบต.หนองแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,86,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,เทศบาลตำบลเขาคอก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,87,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,เทศบาลตำบลโคกม้า,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,88,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,เทศบาลตำบลประโคนชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,89,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,เทศบาลตำบลแสลงโทน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,90,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.โคกตูม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,91,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.โคกมะขาม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,92,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.โคกย่าง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,93,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.จรเข้มาก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,94,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.ตะโกตาพิ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,95,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.บ้านไทร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,96,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.ประทัดบุ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,97,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.ปังกู,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,98,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.ไพศาล,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,99,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.ละเวี้ย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,100,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.สี่เหลี่ยม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,101,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2568,อบต.หนองบอน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,102,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2568,เทศบาลตำบลปะคำ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,103,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2568,อบต.โคกมะม่วง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,104,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2568,อบต.ไทยเจริญ,ตัน
1,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,105,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2568,อบต.หนองบัว,ตัน
6,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,106,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2568,อบต.หูทำนบ,ตัน
3,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,107,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2568,เทศบาลตำบลโคกขมิ้น,ตัน
2,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,108,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2568,เทศบาลตำบลจันดุม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,109,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2568,เทศบาลตำบลพลับพลาชัย,ตัน
0.01,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,110,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2568,อบต.ป่าชัน,ตัน
0.06,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,111,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2568,อบต.สะเดา,ตัน
0.01,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,112,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2568,อบต.สำโรง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,113,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,เทศบาลตำบลพุทไธสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,114,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,อบต.บ้านจาน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,115,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,อบต.บ้านเป้า,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,116,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,อบต.บ้านยาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,117,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,อบต.บ้านแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,118,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,อบต.พุทไธสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,119,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,อบต.มะเฟือง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,120,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2568,อบต.หายโศก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,121,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2568,เทศบาลนครบุรีรัมย์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,122,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2568,เทศบาลเมืองชุมเห็ด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,123,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2568,เทศบาลตำบลบ้านบัว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,124,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2568,เทศบาลตำบลหนองตาด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,125,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2568,เทศบาลตำบลหลักเขต,ตัน
