AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,YEAR
 50-59 ปี,4115.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,479,หญิง,พันคน,2566
 60 ปีขึ้นไป,2367.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,480,หญิง,พันคน,2566
 15-19 ปี,383.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,481,ชาย,พันคน,2566
 20-24 ปี,1790.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,482,ชาย,พันคน,2566
 25-29 ปี,2453.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,483,ชาย,พันคน,2566
 30-34 ปี,2390.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,484,ชาย,พันคน,2566
 35-39 ปี,2275.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,485,ชาย,พันคน,2566
 40-49 ปี,4861.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,486,ชาย,พันคน,2566
 50-59 ปี,4734.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,487,ชาย,พันคน,2566
 60 ปีขึ้นไป,2698.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,488,ชาย,พันคน,2566
 15-19 ปี,182.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,489,หญิง,พันคน,2566
 20-24 ปี,1446.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,490,หญิง,พันคน,2566
 25-29 ปี,2136.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,491,หญิง,พันคน,2566
 30-34 ปี,2097.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,492,หญิง,พันคน,2566
 35-39 ปี,2026.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,493,หญิง,พันคน,2566
 40-49 ปี,4413.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,494,หญิง,พันคน,2566
 50-59 ปี,4102.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,495,หญิง,พันคน,2566
 60 ปีขึ้นไป,2308.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,496,หญิง,พันคน,2566
 15-19 ปี,386.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,497,ชาย,พันคน,2566
 20-24 ปี,1801.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,498,ชาย,พันคน,2566
 25-29 ปี,2481.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,499,ชาย,พันคน,2566
 30-34 ปี,2409.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,500,ชาย,พันคน,2566
 35-39 ปี,2263.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,501,ชาย,พันคน,2566
 40-49 ปี,4857.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,502,ชาย,พันคน,2566
 50-59 ปี,4716.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,503,ชาย,พันคน,2566
 60 ปีขึ้นไป,2774.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,504,ชาย,พันคน,2566
 15-19 ปี,170.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,505,หญิง,พันคน,2566
 20-24 ปี,1430.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,506,หญิง,พันคน,2566
 25-29 ปี,2124.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,507,หญิง,พันคน,2566
 30-34 ปี,2133.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,508,หญิง,พันคน,2566
 35-39 ปี,2016.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,509,หญิง,พันคน,2566
 40-49 ปี,4417.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,510,หญิง,พันคน,2566
 50-59 ปี,4200.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,511,หญิง,พันคน,2566
 60 ปีขึ้นไป,2348.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,512,หญิง,พันคน,2566
 15-19 ปี,391.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,513,ชาย,พันคน,2566
 20-24 ปี,1875.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,514,ชาย,พันคน,2566
 25-29 ปี,2481.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,515,ชาย,พันคน,2566
 30-34 ปี,2402.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,516,ชาย,พันคน,2566
 35-39 ปี,2267.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,517,ชาย,พันคน,2566
 40-49 ปี,4849.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,518,ชาย,พันคน,2566
 50-59 ปี,4727.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,519,ชาย,พันคน,2566
 60 ปีขึ้นไป,2800.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,520,ชาย,พันคน,2566
 15-19 ปี,177.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,521,หญิง,พันคน,2566
 20-24 ปี,1450.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,522,หญิง,พันคน,2566
 25-29 ปี,2144.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,523,หญิง,พันคน,2566
 30-34 ปี,2107.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,524,หญิง,พันคน,2566
 35-39 ปี,2020.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,525,หญิง,พันคน,2566
 40-49 ปี,4391.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,526,หญิง,พันคน,2566
 50-59 ปี,4183.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,527,หญิง,พันคน,2566
 60 ปีขึ้นไป,2404.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,528,หญิง,พันคน,2566
