ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
นำของเสียจากอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์มาผ่านกรรมวิธีบดย่อย และหลอมโลหะกลับมาใช้ประโยชน์ใหม่,พนมสารคาม,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,50,31,ฉะเชิงเทรา,9,โฉนดที่ดินเลขที่ 35053,445,2561,เขาหินซ้อน,3-106-16/61ฉช,บริษัท โยซิตา เทคโนโลยี (ไทยแลนด์) จำกัด,9670,บริษัท โยซิตา เทคโนโลยี (ไทยแลนด์) จำกัด,3,24120
"ผลิตกุนเชียง, หมูแผ่น, หมูหยอง, หมูแท่ง, หมูยอ, แหนม, ไส้กรอก, หมูสวรรค์, หมูทุบ, อาหารแปรรูปจากเนื้อสัตว์, อาหารแปรรูปจากสัตว์น้ำ, ข้าวตัง, ขนมขบเคี้ยว, แบ่งบรรจุ",เมืองนครราชสีมา,403,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์,มิตรภาพ,,10300000000000,115.6,735,นครราชสีมา,9,51,8161.96,2563,สุรนารี,3-4(3)-1/63นม,บริษัท เจ้าสัว ฟู้ดส์ อินดัสทรี จำกัด (มหาชน),9671,บริษัท เจ้าสัว ฟู้ดส์ อินดัสทรี จำกัด (มหาชน),3,30000
ขุดและดูดทรายในที่ดินกรรมสิทธิ์,ลำทะเมนชัย,302,การขุดหรือลอกกรวด ทราย หรือดิน,-,-,10300000000000,7,6,นครราชสีมา,3,15,485,2549,ขุย,3-3(2)-317/49นม,นายสิทธิพันธ์ อุษณีย์วรัญญู,9672,ยิ่งสวัสดิ์ค้าทราย,3,30270
ลานตากกากมันสำปะหลัง,เสิงสาง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10300000000000,15,5,นครราชสีมา,12,น.ส.3 ก,368,2563,กุดโบสถ์,3-106-11/63นม,นายวิจิตร เกิดทวี,9673,ลานวิจิตรชัย,3,30330
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองนครราชสีมา,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10300000000000,24,4,นครราชสีมา,15,456,430,2569,จอหอ,3-105-9/69นม,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,9674,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,3,30310
ผลิตผลิตภัณฑ์กระสอบและผืนผ้าพลาสติก ผลิตถุงพลาสติก การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่างๆ ผลิตพาเลทพลาสติก บด หรือย่อยพลาสติก,สีคิ้ว,5304,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,,,10300000000000,466.814,228,นครราชสีมา,16,140/3,5281.02,2566,ลาดบัวขาว,3-53(4)-13/66นม,บริษัท ซี.พี.สหอุตสาหกรรม จำกัด,9675,บริษัท ซี.พี.สหอุตสาหกรรม จำกัด,3,30340
ตากกากมันสำปะหลัง,เสิงสาง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10300000000000,12,4,นครราชสีมา,8,220,409,2563,สระตะเคียน,3-106-36/63นม,นายอิทธิกร จารุทวัย,9676,-,3,30330
ผลิตยากันยุงชนิดขด,เมืองนครราชสีมา,4807,การทำผลิตภัณฑ์ที่มีกลิ่นหรือควันเมื่อเผาไหม้,นครราชสีมา-โชคชัย,เขตอุตสาหกรรมสุรนารี,10300000000000,559,225,นครราชสีมา,6,323,2953,2543,หนองระเวียง,3-48(7)-1/43นม,บริษัท ฟูมาคิลล่า (ประเทศไทย) จำกัด,9677,บริษัท ฟูมาคิลล่า (ประเทศไทย) จำกัด,3,30000
ทำประตู หน้าต่างเหล็ก,เมืองนครราชสีมา,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,มุขมนตรี,,10300000000000,0,6,นครราชสีมา,,446-448,78.58,2523,ในเมือง,3-63(2)-2/23นม,นายธนพงษ์ สิรพิทูร,9678,สมเกียรติการช่าง,3,30000
ผลิตชิ้นไม้สับจากไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิดและไม้ยางพารา ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,เมืองสระแก้ว,3404,การทำฝอยไม้ การบด ป่น หรือย่อยไม้,,,10300000000000,13.25,10,สระแก้ว,7,99,623.5,2563,ศาลาลำดวน,3-34(4)-2/63สก,ห้างหุ้นส่วนจำกัด ไทยประคอง วู้ดชิพ,9679,ห้างหุ้นส่วนจำกัด ไทยประครอง วู้ดชิพ,3,27000
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยพลาสติก,ตาพระยา,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10300000000000,1.65,15,สระแก้ว,1,นส.3ก เลขที่ 1853,294,2560,ตาพระยา,3-105-121/60สก,นางสาวฐิติพันธ์ จันทกานต์สกุล,9680,,3,27180
"ผลิตน้ำตาลทรายขาวบริสุทธิ์, น้ำตาลทรายขาวธรรมดา, น้ำตาลทรายดิบ มีกำลังการผลิต 20,400 ตันอ้อย/วัน",วัฒนานคร,1103,การทำน้ำตาลทรายดิบ หรือน้ำตาลทรายขาว,สุวรรณศร,-,10300000000000,4145.088987,275,สระแก้ว,4,999,113649,2567,ผักขะ,3-11(3)-1/67สก,บริษัท น้ำตาลนิวกว้างสุ้นหลี จำกัด,9681,บริษัท น้ำตาลนิวกว้างสุ้นหลี จำกัด,3,27160
