OCCUPATION,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
ผู้ประกอบวิชาชีพด้านต่างๆ,44.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,613,หญิง,พันคน,ภาคใต้ชายแดน,2568
ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่างๆ และอาชีพที่เกี่ยวข้อง,13.07,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,614,หญิง,พันคน,ภาคใต้ชายแดน,2568
พนักงานบริการและพนักงานในร้านค้าและตลาด,128.36,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,615,หญิง,พันคน,ภาคใต้ชายแดน,2568
อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,17.76,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,616,หญิง,พันคน,ภาคใต้ชายแดน,2568
เสมียน,18.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,617,หญิง,พันคน,ภาคใต้ชายแดน,2568
คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,6.09,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,618,ชาย,พันคน,ภาคตะวันออก,2568
ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,84.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,619,ชาย,พันคน,ภาคตะวันออก,2568
ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,507.29,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,620,ชาย,พันคน,ภาคตะวันออก,2568
ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,399.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,621,ชาย,พันคน,ภาคตะวันออก,2568
ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,343.19,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,622,ชาย,พันคน,ภาคตะวันออก,2568
ผู้ประกอบวิชาชีพด้านต่างๆ,50.32,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,623,ชาย,พันคน,ภาคตะวันออก,2568
ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่างๆ และอาชีพที่เกี่ยวข้อง,110.65,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,624,ชาย,พันคน,ภาคตะวันออก,2568
พนักงานบริการและพนักงานในร้านค้าและตลาด,369.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,625,ชาย,พันคน,ภาคตะวันออก,2568
