เดือน,จำนวน,ที่มา,_id,ปี,หน่วย,รายการ,จังหวัด,ประเภทกิจการ
กุมภาพันธ์,4258000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,25,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
กุมภาพันธ์,227000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,26,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
กุมภาพันธ์,16000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,27,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
กุมภาพันธ์,450000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,28,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
กุมภาพันธ์,139000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,29,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
กุมภาพันธ์,305000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,30,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
กุมภาพันธ์,148000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,31,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
กุมภาพันธ์,6000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,32,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
กุมภาพันธ์,164000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,33,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
กุมภาพันธ์,230000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,34,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
มีนาคม,212000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,35,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
มีนาคม,1713000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,36,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
มีนาคม,1478000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,37,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
มีนาคม,90000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,38,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
มีนาคม,1178000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,39,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
มีนาคม,49000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,40,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
มีนาคม,104000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,41,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
มีนาคม,4748000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,42,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
มีนาคม,202000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,43,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
มีนาคม,17000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,44,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
มีนาคม,419000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,45,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
มีนาคม,154000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,46,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
มีนาคม,425000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,47,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
มีนาคม,144000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,48,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
มีนาคม,17000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,49,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
มีนาคม,195000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,50,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
มีนาคม,218000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,51,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
เมษายน,186000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,52,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
เมษายน,477000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,53,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
เมษายน,1350000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,54,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
เมษายน,405000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,55,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
เมษายน,345000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,56,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
เมษายน,68000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,57,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
เมษายน,138000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,58,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
เมษายน,5612000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,59,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
เมษายน,179000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,60,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
เมษายน,19000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,61,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
เมษายน,482000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,62,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
เมษายน,149000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,63,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
เมษายน,797000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,64,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
เมษายน,145000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,65,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
เมษายน,15000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,66,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
เมษายน,239000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,67,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
เมษายน,377000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,68,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
พฤษภาคม,179000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,69,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
พฤษภาคม,606000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,70,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
พฤษภาคม,1305000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,71,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
พฤษภาคม,117000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,72,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
พฤษภาคม,889000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,73,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
พฤษภาคม,57000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,74,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
พฤษภาคม,143000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,75,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
พฤษภาคม,7278000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,76,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
พฤษภาคม,178000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,77,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
พฤษภาคม,18000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,78,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
พฤษภาคม,263000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,79,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
พฤษภาคม,109000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,80,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
พฤษภาคม,235000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,81,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
พฤษภาคม,252000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,82,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
พฤษภาคม,16000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,83,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
พฤษภาคม,271000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,84,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
พฤษภาคม,413000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,85,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
มิถุนายน,187000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,86,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
มิถุนายน,1194000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,87,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
มิถุนายน,1485000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,88,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
มิถุนายน,283000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,89,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
มิถุนายน,822000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,90,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
มิถุนายน,69000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,91,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
มิถุนายน,106000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,92,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
มิถุนายน,5299000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,93,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
มิถุนายน,219000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,94,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
มิถุนายน,18000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,95,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
มิถุนายน,564000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,96,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
มิถุนายน,101000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,97,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
มิถุนายน,799000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,98,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
มิถุนายน,164000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,99,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
มิถุนายน,15000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,100,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
มิถุนายน,301000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,101,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
มิถุนายน,295000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,102,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
กรกฎาคม,188000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,103,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
กรกฎาคม,1123000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,104,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
กรกฎาคม,1546000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,105,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
กรกฎาคม,137000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,106,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
กรกฎาคม,110000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,107,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
กรกฎาคม,110000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,108,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
กรกฎาคม,114000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,109,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
กรกฎาคม,5035000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,110,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
กรกฎาคม,237000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,111,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
กรกฎาคม,17000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,112,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
กรกฎาคม,548000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,113,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
กรกฎาคม,104000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,114,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
กรกฎาคม,916000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,115,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
กรกฎาคม,168000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,116,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
กรกฎาคม,13000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,117,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
กรกฎาคม,133000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,118,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
กรกฎาคม,422000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,119,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
สิงหาคม,201000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,120,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
สิงหาคม,735000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,121,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
สิงหาคม,1959000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,122,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
สิงหาคม,150000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,123,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
สิงหาคม,478000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,124,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
สิงหาคม,86000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,125,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
สิงหาคม,99000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,126,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
สิงหาคม,6515000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,127,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
สิงหาคม,300000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,128,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
สิงหาคม,17000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,129,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
สิงหาคม,553000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,130,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
สิงหาคม,120000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,131,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ซ่อมรถจักรยานยนต์
สิงหาคม,1643000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,132,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,เหมืองหิน
สิงหาคม,209000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,133,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงเลื่อย
สิงหาคม,14000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,134,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงงานผลิตขนมปัง
สิงหาคม,195000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,135,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงผลิตน้ำแข็ง
สิงหาคม,429000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,136,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ผลิตคอนกรีต
กันยายน,184000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,137,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายปลีก ขายส่ง
กันยายน,866000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,138,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายส่งไม้แปรรูป
กันยายน,2660000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,139,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายวัสดุก่อสร้าง
กันยายน,178000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,140,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถยนต์และอุปกรณ์
กันยายน,137000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,141,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายรถจักรยานยนต์
กันยายน,60000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,142,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายเครื่องมือ เครื่องใช้
กันยายน,112000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,143,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,ขายทอง
กันยายน,13946000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,144,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,รับเหมาก่อสร้าง
กันยายน,311000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,145,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,โรงแรมท่องเที่ยว
กันยายน,15000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,146,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,กิจการร้านถ่ายรูป
กันยายน,154000,สำนักงานสรรพากรพื้นที่จังหวัดนราธิวาส,147,2567,บาท,ภาษีมูลค่าเพิ่ม,นราธิวาส,สถานบริการน้ำมัน
