OCCUPATION,VALUE,SOURCE,_id,UNIT,YEAR
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,24585,สำนักงานสถิติแห่งชาติ,67,คน,2559
ผู้ประกอบวิชาชีพด้านการสอน,97635,สำนักงานสถิติแห่งชาติ,68,คน,2559
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,46564,สำนักงานสถิติแห่งชาติ,69,คน,2559
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,14734,สำนักงานสถิติแห่งชาติ,70,คน,2559
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,4105,สำนักงานสถิติแห่งชาติ,71,คน,2559
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,89456,สำนักงานสถิติแห่งชาติ,72,คน,2559
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),17494,สำนักงานสถิติแห่งชาติ,73,คน,2559
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,97316,สำนักงานสถิติแห่งชาติ,74,คน,2559
เสมียนด้านการให้บริการลูกค้า,29810,สำนักงานสถิติแห่งชาติ,75,คน,2559
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,57110,สำนักงานสถิติแห่งชาติ,76,คน,2559
เสมียนอื่นๆ,26460,สำนักงานสถิติแห่งชาติ,77,คน,2559
พนักงานบริการส่วนบุคคล,76595,สำนักงานสถิติแห่งชาติ,78,คน,2559
ผู้จำหน่ายสินค้า,386089,สำนักงานสถิติแห่งชาติ,79,คน,2559
ผู้ปฎิบัติงานดูแลส่วนบุคคล,13238,สำนักงานสถิติแห่งชาติ,80,คน,2559
ผู้ให้บริการด้านการป้องกันภัย,34274,สำนักงานสถิติแห่งชาติ,81,คน,2559
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,16151,สำนักงานสถิติแห่งชาติ,82,คน,2559
ช่างงานหัตถกรรมและงานพิมพ์,15386,สำนักงานสถิติแห่งชาติ,83,คน,2559
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),38687,สำนักงานสถิติแห่งชาติ,84,คน,2559
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,129101,สำนักงานสถิติแห่งชาติ,85,คน,2559
คนงานและผู้ช่วยทำความสะอาด,10139,สำนักงานสถิติแห่งชาติ,86,คน,2559
คนงานด้านเกษตร ประมง และป่าไม้,9499,สำนักงานสถิติแห่งชาติ,87,คน,2559
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,31100,สำนักงานสถิติแห่งชาติ,88,คน,2559
ผู้ช่วยผู้ประกอบอาหาร,3020,สำนักงานสถิติแห่งชาติ,89,คน,2559
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,18961,สำนักงานสถิติแห่งชาติ,90,คน,2559
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,19476,สำนักงานสถิติแห่งชาติ,91,คน,2559
อาชีพที่มิได้ระบุไว้,7301,สำนักงานสถิติแห่งชาติ,92,คน,2559
รวม,1541276,สำนักงานสถิติแห่งชาติ,93,คน,2559
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,25590,สำนักงานสถิติแห่งชาติ,94,คน,2560
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,39956,สำนักงานสถิติแห่งชาติ,95,คน,2560
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,121831,สำนักงานสถิติแห่งชาติ,96,คน,2560
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,49000,สำนักงานสถิติแห่งชาติ,97,คน,2560
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,28623,สำนักงานสถิติแห่งชาติ,98,คน,2560
ผู้ประกอบวิชาชีพด้านการสอน,97440,สำนักงานสถิติแห่งชาติ,99,คน,2560
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,42916,สำนักงานสถิติแห่งชาติ,100,คน,2560
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,15824,สำนักงานสถิติแห่งชาติ,101,คน,2560
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,5034,สำนักงานสถิติแห่งชาติ,102,คน,2560
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,92142,สำนักงานสถิติแห่งชาติ,103,คน,2560
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),22763,สำนักงานสถิติแห่งชาติ,104,คน,2560
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,98153,สำนักงานสถิติแห่งชาติ,105,คน,2560
เสมียนด้านการให้บริการลูกค้า,31623,สำนักงานสถิติแห่งชาติ,106,คน,2560
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,56556,สำนักงานสถิติแห่งชาติ,107,คน,2560
เสมียนอื่นๆ,26514,สำนักงานสถิติแห่งชาติ,108,คน,2560
พนักงานบริการส่วนบุคคล,78609,สำนักงานสถิติแห่งชาติ,109,คน,2560
ผู้จำหน่ายสินค้า,380179,สำนักงานสถิติแห่งชาติ,110,คน,2560
ผู้ปฎิบัติงานดูแลส่วนบุคคล,20978,สำนักงานสถิติแห่งชาติ,111,คน,2560
ผู้ให้บริการด้านการป้องกันภัย,35035,สำนักงานสถิติแห่งชาติ,112,คน,2560
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,17587,สำนักงานสถิติแห่งชาติ,113,คน,2560
ช่างงานหัตถกรรมและงานพิมพ์,17458,สำนักงานสถิติแห่งชาติ,114,คน,2560
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),44564,สำนักงานสถิติแห่งชาติ,115,คน,2560
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,138403,สำนักงานสถิติแห่งชาติ,116,คน,2560
คนงานและผู้ช่วยทำความสะอาด,11232,สำนักงานสถิติแห่งชาติ,117,คน,2560
คนงานด้านเกษตร ประมง และป่าไม้,13525,สำนักงานสถิติแห่งชาติ,118,คน,2560
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,37118,สำนักงานสถิติแห่งชาติ,119,คน,2560
ผู้ช่วยผู้ประกอบอาหาร,3859,สำนักงานสถิติแห่งชาติ,120,คน,2560
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,13123,สำนักงานสถิติแห่งชาติ,121,คน,2560
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,21206,สำนักงานสถิติแห่งชาติ,122,คน,2560
อาชีพที่มิได้ระบุไว้,7606,สำนักงานสถิติแห่งชาติ,123,คน,2560
รวม,1594447,สำนักงานสถิติแห่งชาติ,124,คน,2560
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,22208,สำนักงานสถิติแห่งชาติ,125,คน,2561
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,39368,สำนักงานสถิติแห่งชาติ,126,คน,2561
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,120127,สำนักงานสถิติแห่งชาติ,127,คน,2561
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,40093,สำนักงานสถิติแห่งชาติ,128,คน,2561
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,28731,สำนักงานสถิติแห่งชาติ,129,คน,2561
ผู้ประกอบวิชาชีพด้านการสอน,92975,สำนักงานสถิติแห่งชาติ,130,คน,2561
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,41504,สำนักงานสถิติแห่งชาติ,131,คน,2561
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,16061,สำนักงานสถิติแห่งชาติ,132,คน,2561
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,3840,สำนักงานสถิติแห่งชาติ,133,คน,2561
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,79583,สำนักงานสถิติแห่งชาติ,134,คน,2561
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),18809,สำนักงานสถิติแห่งชาติ,135,คน,2561
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,105822,สำนักงานสถิติแห่งชาติ,136,คน,2561
เสมียนด้านการให้บริการลูกค้า,31987,สำนักงานสถิติแห่งชาติ,137,คน,2561
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,61811,สำนักงานสถิติแห่งชาติ,138,คน,2561
เสมียนอื่นๆ,22427,สำนักงานสถิติแห่งชาติ,139,คน,2561
พนักงานบริการส่วนบุคคล,74193,สำนักงานสถิติแห่งชาติ,140,คน,2561
ผู้จำหน่ายสินค้า,370685,สำนักงานสถิติแห่งชาติ,141,คน,2561
ผู้ปฎิบัติงานดูแลส่วนบุคคล,18240,สำนักงานสถิติแห่งชาติ,142,คน,2561
ผู้ให้บริการด้านการป้องกันภัย,38988,สำนักงานสถิติแห่งชาติ,143,คน,2561
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,17039,สำนักงานสถิติแห่งชาติ,144,คน,2561
ช่างงานหัตถกรรมและงานพิมพ์,19022,สำนักงานสถิติแห่งชาติ,145,คน,2561
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),54429,สำนักงานสถิติแห่งชาติ,146,คน,2561
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,139111,สำนักงานสถิติแห่งชาติ,147,คน,2561
คนงานและผู้ช่วยทำความสะอาด,10425,สำนักงานสถิติแห่งชาติ,148,คน,2561
คนงานด้านเกษตร ประมง และป่าไม้,14936,สำนักงานสถิติแห่งชาติ,149,คน,2561
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,32940,สำนักงานสถิติแห่งชาติ,150,คน,2561
ผู้ช่วยผู้ประกอบอาหาร,2989,สำนักงานสถิติแห่งชาติ,151,คน,2561
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,15148,สำนักงานสถิติแห่งชาติ,152,คน,2561
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,16908,สำนักงานสถิติแห่งชาติ,153,คน,2561
อาชีพที่มิได้ระบุไว้,9019,สำนักงานสถิติแห่งชาติ,154,คน,2561
รวม,1559418,สำนักงานสถิติแห่งชาติ,155,คน,2561
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,21577,สำนักงานสถิติแห่งชาติ,156,คน,2562
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,42529,สำนักงานสถิติแห่งชาติ,157,คน,2562
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,128095,สำนักงานสถิติแห่งชาติ,158,คน,2562
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,44526,สำนักงานสถิติแห่งชาติ,159,คน,2562
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,24300,สำนักงานสถิติแห่งชาติ,160,คน,2562
ผู้ประกอบวิชาชีพด้านการสอน,85072,สำนักงานสถิติแห่งชาติ,161,คน,2562
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,42102,สำนักงานสถิติแห่งชาติ,162,คน,2562
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,12890,สำนักงานสถิติแห่งชาติ,163,คน,2562
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,4054,สำนักงานสถิติแห่งชาติ,164,คน,2562
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,70778,สำนักงานสถิติแห่งชาติ,165,คน,2562
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),17524,สำนักงานสถิติแห่งชาติ,166,คน,2562
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,114549,สำนักงานสถิติแห่งชาติ,167,คน,2562
เสมียนด้านการให้บริการลูกค้า,29627,สำนักงานสถิติแห่งชาติ,168,คน,2562
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,63790,สำนักงานสถิติแห่งชาติ,169,คน,2562
เสมียนอื่นๆ,25251,สำนักงานสถิติแห่งชาติ,170,คน,2562
พนักงานบริการส่วนบุคคล,83356,สำนักงานสถิติแห่งชาติ,171,คน,2562
ผู้จำหน่ายสินค้า,373866,สำนักงานสถิติแห่งชาติ,172,คน,2562
ผู้ปฎิบัติงานดูแลส่วนบุคคล,18165,สำนักงานสถิติแห่งชาติ,173,คน,2562
ผู้ให้บริการด้านการป้องกันภัย,46368,สำนักงานสถิติแห่งชาติ,174,คน,2562
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,19068,สำนักงานสถิติแห่งชาติ,175,คน,2562
ช่างงานหัตถกรรมและงานพิมพ์,17436,สำนักงานสถิติแห่งชาติ,176,คน,2562
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),52269,สำนักงานสถิติแห่งชาติ,177,คน,2562
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,144854,สำนักงานสถิติแห่งชาติ,178,คน,2562
คนงานและผู้ช่วยทำความสะอาด,10267,สำนักงานสถิติแห่งชาติ,179,คน,2562
คนงานด้านเกษตร ประมง และป่าไม้,13991,สำนักงานสถิติแห่งชาติ,180,คน,2562
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,33669,สำนักงานสถิติแห่งชาติ,181,คน,2562
ผู้ช่วยผู้ประกอบอาหาร,2191,สำนักงานสถิติแห่งชาติ,182,คน,2562
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,17032,สำนักงานสถิติแห่งชาติ,183,คน,2562
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,22373,สำนักงานสถิติแห่งชาติ,184,คน,2562
อาชีพที่มิได้ระบุไว้,8612,สำนักงานสถิติแห่งชาติ,185,คน,2562
รวม,1590181,สำนักงานสถิติแห่งชาติ,186,คน,2562
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,25881,สำนักงานสถิติแห่งชาติ,187,คน,2563
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,54904,สำนักงานสถิติแห่งชาติ,188,คน,2563
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,123521,สำนักงานสถิติแห่งชาติ,189,คน,2563
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,57880,สำนักงานสถิติแห่งชาติ,190,คน,2563
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,32232,สำนักงานสถิติแห่งชาติ,191,คน,2563
ผู้ประกอบวิชาชีพด้านการสอน,102585,สำนักงานสถิติแห่งชาติ,192,คน,2563
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,40762,สำนักงานสถิติแห่งชาติ,193,คน,2563
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,15361,สำนักงานสถิติแห่งชาติ,194,คน,2563
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,2703,สำนักงานสถิติแห่งชาติ,195,คน,2563
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,83800,สำนักงานสถิติแห่งชาติ,196,คน,2563
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),15604,สำนักงานสถิติแห่งชาติ,197,คน,2563
