﻿year,level_of_edu,quarter,_id,area,region,value,unit,source
2559,อุดมศึกษา สายวิชาการ,ไตรมาส 1,33,นอกเขตเทศบาล,ภาคเหนือ,274.72,พันคน,สำนักงานสถิติแห่งชาติ
2559,อื่น ๆ,ไตรมาส 1,34,เขตเทศบาล,ภาคใต้,2.22,พันคน,สำนักงานสถิติแห่งชาติ
2559,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,35,นอกเขตเทศบาล,ภาคกลาง,770.06,พันคน,สำนักงานสถิติแห่งชาติ
2559,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,36,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,87.66,พันคน,สำนักงานสถิติแห่งชาติ
2559,ประถมศึกษา,ไตรมาส 3,37,เขตเทศบาล,กรุงเทพมหานคร,890.63,พันคน,สำนักงานสถิติแห่งชาติ
2559,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,38,เขตเทศบาล,ภาคเหนือ,118.36,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไม่ทราบ,ไตรมาส 3,39,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2.61,พันคน,สำนักงานสถิติแห่งชาติ
2568,ต่ำกว่าประถมศึกษา,ไตรมาส 4,40,เขตเทศบาล,กรุงเทพมหานคร,252.64,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไม่มีการศึกษา,ไตรมาส 4,41,เขตเทศบาล,กรุงเทพมหานคร,123.21,พันคน,สำนักงานสถิติแห่งชาติ
2559,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,42,เขตเทศบาล,ภาคกลาง,275.31,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไม่ทราบ,ไตรมาส 4,43,นอกเขตเทศบาล,ภาคเหนือ,,พันคน,สำนักงานสถิติแห่งชาติ
2559,ประถมศึกษา,ไตรมาส 4,44,นอกเขตเทศบาล,ภาคใต้,1041.77,พันคน,สำนักงานสถิติแห่งชาติ
2560,อุดมศึกษา สายวิชาการ,ไตรมาส 1,45,นอกเขตเทศบาล,ภาคกลาง,603.7,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไม่มีการศึกษา,ไตรมาส 1,46,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,46.8,พันคน,สำนักงานสถิติแห่งชาติ
2560,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,47,เขตเทศบาล,กรุงเทพมหานคร,258.4,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไม่ทราบ,ไตรมาส 2,48,เขตเทศบาล,ภาคเหนือ,1.6,พันคน,สำนักงานสถิติแห่งชาติ
2560,ประถมศึกษา,ไตรมาส 2,49,เขตเทศบาล,ภาคใต้,320.6,พันคน,สำนักงานสถิติแห่งชาติ
2560,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,50,เขตเทศบาล,ภาคกลาง,402.3,พันคน,สำนักงานสถิติแห่งชาติ
2560,ประถมศึกษา,ไตรมาส 3,51,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,665.5,พันคน,สำนักงานสถิติแห่งชาติ
2560,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,52,นอกเขตเทศบาล,ภาคใต้,109.0,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไม่ทราบ,ไตรมาส 4,53,นอกเขตเทศบาล,ภาคกลาง,35.1,พันคน,สำนักงานสถิติแห่งชาติ
2560,มัธยมศึกษาตอนต้น,ไตรมาส 4,54,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1090.0,พันคน,สำนักงานสถิติแห่งชาติ
2561,อุดมศึกษา สายวิชาชีพ,ไตรมาส 1,55,เขตเทศบาล,กรุงเทพมหานคร,296.49,พันคน,สำนักงานสถิติแห่งชาติ
2561,ประถมศึกษา,ไตรมาส 1,56,นอกเขตเทศบาล,ภาคเหนือ,920.36,พันคน,สำนักงานสถิติแห่งชาติ
2561,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,57,เขตเทศบาล,ภาคใต้,75.07,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไม่ทราบ,ไตรมาส 2,58,เขตเทศบาล,ภาคกลาง,91.34,พันคน,สำนักงานสถิติแห่งชาติ
2561,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,59,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,72.85,พันคน,สำนักงานสถิติแห่งชาติ
2561,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 2,60,นอกเขตเทศบาล,ภาคใต้,54.12,พันคน,สำนักงานสถิติแห่งชาติ
2561,มัธยมศึกษาตอนต้น,ไตรมาส 3,61,เขตเทศบาล,ภาคเหนือ,297.97,พันคน,สำนักงานสถิติแห่งชาติ
2561,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 3,62,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไม่ทราบ,ไตรมาส 4,63,เขตเทศบาล,กรุงเทพมหานคร,13.49,พันคน,สำนักงานสถิติแห่งชาติ
2561,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,64,นอกเขตเทศบาล,ภาคเหนือ,101.72,พันคน,สำนักงานสถิติแห่งชาติ
2561,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,65,เขตเทศบาล,ภาคใต้,172.81,พันคน,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 1,66,นอกเขตเทศบาล,ภาคกลาง,1394.97,พันคน,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 1,67,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,303.01,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 1,68,นอกเขตเทศบาล,ภาคใต้,15.49,พันคน,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 2,69,เขตเทศบาล,ภาคเหนือ,78.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 2,70,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,247.11,พันคน,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,71,เขตเทศบาล,ภาคกลาง,944.92,พันคน,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,72,นอกเขตเทศบาล,ภาคเหนือ,171.17,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,73,เขตเทศบาล,ภาคใต้,24.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,74,นอกเขตเทศบาล,ภาคกลาง,283.2,พันคน,สำนักงานสถิติแห่งชาติ
2562,อื่น ๆ,ไตรมาส 4,75,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,มัธยมศึกษาตอนต้น,ไตรมาส 1,76,เขตเทศบาล,กรุงเทพมหานคร,780.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,77,เขตเทศบาล,ภาคเหนือ,57.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไม่มีการศึกษา,ไตรมาส 1,78,เขตเทศบาล,ภาคใต้,35.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,79,เขตเทศบาล,ภาคกลาง,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไม่มีการศึกษา,ไตรมาส 2,80,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,15.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,มัธยมศึกษาตอนต้น,ไตรมาส 2,81,นอกเขตเทศบาล,ภาคใต้,629.3,พันคน,สำนักงานสถิติแห่งชาติ
2568,อุดมศึกษา สายวิชาการ,ไตรมาส 4,82,นอกเขตเทศบาล,ภาคกลาง,825.47,พันคน,สำนักงานสถิติแห่งชาติ
2563,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,83,นอกเขตเทศบาล,ภาคกลาง,488.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ต่ำกว่าประถมศึกษา,ไตรมาส 3,84,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1893.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,85,เขตเทศบาล,กรุงเทพมหานคร,2.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไม่มีการศึกษา,ไตรมาส 4,86,นอกเขตเทศบาล,ภาคเหนือ,256.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,มัธยมศึกษาตอนต้น,ไตรมาส 4,87,เขตเทศบาล,ภาคใต้,259.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 1,88,เขตเทศบาล,ภาคกลาง,105.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนต้น,ไตรมาส 1,89,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,395.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 1,90,นอกเขตเทศบาล,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไม่มีการศึกษา,ไตรมาส 2,91,เขตเทศบาล,ภาคเหนือ,97.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 2,92,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,966.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,93,เขตเทศบาล,กรุงเทพมหานคร,82.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,94,นอกเขตเทศบาล,ภาคเหนือ,514.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,อุดมศึกษา สายวิชาการ,ไตรมาส 3,95,เขตเทศบาล,ภาคใต้,335.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ต่ำกว่าประถมศึกษา,ไตรมาส 4,96,นอกเขตเทศบาล,ภาคกลาง,921.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,97,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,อื่น ๆ,ไตรมาส 4,98,นอกเขตเทศบาล,ภาคใต้,5.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 1,99,เขตเทศบาล,ภาคเหนือ,279.7,พันคน,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 1,100,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,409.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,ต่ำกว่าประถมศึกษา,ไตรมาส 2,101,เขตเทศบาล,ภาคกลาง,462.3,พันคน,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการ,ไตรมาส 2,102,นอกเขตเทศบาล,ภาคเหนือ,399.8,พันคน,สำนักงานสถิติแห่งชาติ
2565,อื่น ๆ,ไตรมาส 2,103,เขตเทศบาล,ภาคใต้,9.4,พันคน,สำนักงานสถิติแห่งชาติ
2565,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,104,นอกเขตเทศบาล,ภาคกลาง,1068.1,พันคน,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,105,เขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,78.6,พันคน,สำนักงานสถิติแห่งชาติ
2565,ประถมศึกษา,ไตรมาส 4,106,เขตเทศบาล,กรุงเทพมหานคร,996.2,พันคน,สำนักงานสถิติแห่งชาติ
2565,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,107,เขตเทศบาล,ภาคเหนือ,125.0,พันคน,สำนักงานสถิติแห่งชาติ
2565,ไม่ทราบ,ไตรมาส 4,108,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 1,109,เขตเทศบาล,ภาคกลาง,1113.9,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่ทราบ,ไตรมาส 1,110,นอกเขตเทศบาล,ภาคเหนือ,695.3,พันคน,สำนักงานสถิติแห่งชาติ
2566,ต่ำกว่าประถมศึกษา,ไตรมาส 1,111,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 2,112,เขตเทศบาล,กรุงเทพมหานคร,1.1,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่มีการศึกษา,ไตรมาส 2,113,เขตเทศบาล,ภาคเหนือ,2.1,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนต้น,ไตรมาส 3,114,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,413.8,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,115,เขตเทศบาล,กรุงเทพมหานคร,2148.7,พันคน,สำนักงานสถิติแห่งชาติ
2566,ประถมศึกษา,ไตรมาส 3,116,เขตเทศบาล,ภาคเหนือ,609.6,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,117,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1197.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,อื่น ๆ,ไตรมาส 4,118,เขตเทศบาล,กรุงเทพมหานคร,1193.6,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,119,เขตเทศบาล,ภาคเหนือ,376.5,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,120,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,38.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,121,นอกเขตเทศบาล,ภาคใต้,159.8,พันคน,สำนักงานสถิติแห่งชาติ
2568,ไม่ทราบ,ไตรมาส 4,122,นอกเขตเทศบาล,ภาคกลาง,48.87,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาการ,ไตรมาส 4,123,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1359.6,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,124,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2107.5,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,125,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1236.7,พันคน,สำนักงานสถิติแห่งชาติ
2566,อื่น ๆ,ไตรมาส 4,126,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1344.5,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่ทราบ,ไตรมาส 4,127,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1204.8,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่มีการศึกษา,ไตรมาส 4,128,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,138.8,พันคน,สำนักงานสถิติแห่งชาติ
2566,ต่ำกว่าประถมศึกษา,ไตรมาส 4,129,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,ประถมศึกษา,ไตรมาส 4,130,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,809.6,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนต้น,ไตรมาส 4,131,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,392.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,132,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,274.2,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,133,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,143.4,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,134,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาการ,ไตรมาส 4,135,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,136,เขตเทศบาล,ภาคใต้,31.8,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,137,เขตเทศบาล,ภาคใต้,154.7,พันคน,สำนักงานสถิติแห่งชาติ
2566,อื่น ๆ,ไตรมาส 4,138,เขตเทศบาล,ภาคใต้,352.1,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่ทราบ,ไตรมาส 4,139,เขตเทศบาล,ภาคใต้,284.8,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่มีการศึกษา,ไตรมาส 4,140,เขตเทศบาล,ภาคใต้,355.1,พันคน,สำนักงานสถิติแห่งชาติ
2566,ต่ำกว่าประถมศึกษา,ไตรมาส 4,141,เขตเทศบาล,ภาคใต้,276.6,พันคน,สำนักงานสถิติแห่งชาติ
2566,ประถมศึกษา,ไตรมาส 4,142,เขตเทศบาล,ภาคใต้,78.4,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนต้น,ไตรมาส 4,143,เขตเทศบาล,ภาคใต้,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,144,เขตเทศบาล,ภาคใต้,607.3,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,145,เขตเทศบาล,ภาคใต้,408.9,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,146,เขตเทศบาล,ภาคใต้,148.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาการ,ไตรมาส 4,147,เขตเทศบาล,ภาคใต้,50.3,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาชีพ,ไตรมาส 4,148,เขตเทศบาล,ภาคใต้,1.2,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 4,149,เขตเทศบาล,ภาคใต้,18.5,พันคน,สำนักงานสถิติแห่งชาติ
2566,อื่น ๆ,ไตรมาส 4,150,นอกเขตเทศบาล,ภาคใต้,76.0,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่ทราบ,ไตรมาส 4,151,นอกเขตเทศบาล,ภาคใต้,398.9,พันคน,สำนักงานสถิติแห่งชาติ
2566,ไม่มีการศึกษา,ไตรมาส 4,152,นอกเขตเทศบาล,ภาคใต้,1039.4,พันคน,สำนักงานสถิติแห่งชาติ
2566,ต่ำกว่าประถมศึกษา,ไตรมาส 4,153,นอกเขตเทศบาล,ภาคใต้,608.9,พันคน,สำนักงานสถิติแห่งชาติ
2566,ประถมศึกษา,ไตรมาส 4,154,นอกเขตเทศบาล,ภาคใต้,706.3,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนต้น,ไตรมาส 4,155,นอกเขตเทศบาล,ภาคใต้,594.4,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 4,156,นอกเขตเทศบาล,ภาคใต้,111.2,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 4,157,นอกเขตเทศบาล,ภาคใต้,0.7,พันคน,สำนักงานสถิติแห่งชาติ
2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,158,นอกเขตเทศบาล,ภาคใต้,689.8,พันคน,สำนักงานสถิติแห่งชาติ
2566,อุดมศึกษา สายวิชาการ,ไตรมาส 4,159,นอกเขตเทศบาล,ภาคใต้,443.0,พันคน,สำนักงานสถิติแห่งชาติ
2568,ต่ำกว่าประถมศึกษา,ไตรมาส 4,160,เขตเทศบาล,ภาคกลาง,273.67,พันคน,สำนักงานสถิติแห่งชาติ
2568,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาส 4,161,เขตเทศบาล,ภาคกลาง,1.76,พันคน,สำนักงานสถิติแห่งชาติ
2568,อุดมศึกษา สายวิชาการ,ไตรมาส 4,162,เขตเทศบาล,ภาคกลาง,890.23,พันคน,สำนักงานสถิติแห่งชาติ
