_id,particular,unit,year,month,source,value
44,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2565,ส.ค.,กรมปศุสัตว์,100.0
45,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2565,ก.ย.,กรมปศุสัตว์,100.0
46,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2565,ต.ค.,กรมปศุสัตว์,100.0
47,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2565,พ.ย.,กรมปศุสัตว์,100.0
48,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2565,ธ.ค.,กรมปศุสัตว์,99.13
49,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,ม.ค.,กรมปศุสัตว์,98.11
50,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,ก.พ.,กรมปศุสัตว์,88.68
51,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,มี.ค.,กรมปศุสัตว์,85.46
52,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,เม.ย.,กรมปศุสัตว์,84.26
53,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,พ.ค.,กรมปศุสัตว์,75.0
54,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,มิ.ย.,กรมปศุสัตว์,77.45
55,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,ก.ค.,กรมปศุสัตว์,68.39
56,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,ส.ค.,กรมปศุสัตว์,68.97
57,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,ก.ย.,กรมปศุสัตว์,65.46
58,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,ต.ค.,กรมปศุสัตว์,62.75
59,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,พ.ย.,กรมปศุสัตว์,69.98
60,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2566,ธ.ค.,กรมปศุสัตว์,71.08
61,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,ม.ค.,กรมปศุสัตว์,71.33
62,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,ก.พ.,กรมปศุสัตว์,68.47
63,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,มี.ค.,กรมปศุสัตว์,62.86
64,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,เม.ย.,กรมปศุสัตว์,70.23
65,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,พ.ค.,กรมปศุสัตว์,74.22
66,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,มิ.ย.,กรมปศุสัตว์,72.25
67,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,ก.ค.,กรมปศุสัตว์,73.35
68,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,ส.ค.,กรมปศุสัตว์,76.16
69,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,ก.ย.,กรมปศุสัตว์,76.28
70,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,ต.ค.,กรมปศุสัตว์,74.82
71,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,พ.ย.,กรมปศุสัตว์,76.45
72,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2567,ธ.ค.,กรมปศุสัตว์,75.09
73,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,ม.ค.,กรมปศุสัตว์,77.36
74,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,ก.พ.,กรมปศุสัตว์,80.4
75,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,มี.ค.,กรมปศุสัตว์,84.98
76,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,เม.ย.,กรมปศุสัตว์,88.0
77,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,พ.ค.,กรมปศุสัตว์,88.0
78,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,มิ.ย.,กรมปศุสัตว์,84.1
79,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,ก.ค.,กรมปศุสัตว์,78.48
80,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,ส.ค.,กรมปศุสัตว์,73.14
81,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,ก.ย.,กรมปศุสัตว์,62.2
82,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,ต.ค.,กรมปศุสัตว์,56.33
83,ราคาสุกรมีชีวิตที่เกษตรกรขายได้ เฉลี่ยรายเดือน,บาท,2568,พ.ย.,กรมปศุสัตว์,65.37
84,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,ม.ค.,กรมปศุสัตว์,1980.0
85,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,ก.พ.,กรมปศุสัตว์,2100.0
86,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,มี.ค.,กรมปศุสัตว์,2100.0
87,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,เม.ย.,กรมปศุสัตว์,2100.0
88,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,พ.ค.,กรมปศุสัตว์,2150.0
89,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,มิ.ย.,กรมปศุสัตว์,2200.0
90,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,ก.ค.,กรมปศุสัตว์,2050.0
91,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,ส.ค.,กรมปศุสัตว์,1680.0
92,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,ก.ย.,กรมปศุสัตว์,1425.0
93,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,ต.ค.,กรมปศุสัตว์,1300.0
94,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,พ.ย.,กรมปศุสัตว์,1450.0
95,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2562,ธ.ค.,กรมปศุสัตว์,1850.0
96,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,ม.ค.,กรมปศุสัตว์,2580.0
97,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,ก.พ.,กรมปศุสัตว์,2175.0
98,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,มี.ค.,กรมปศุสัตว์,2175.0
99,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,เม.ย.,กรมปศุสัตว์,1800.0
100,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,พ.ค.,กรมปศุสัตว์,2075.0
101,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,มิ.ย.,กรมปศุสัตว์,2275.0
102,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,ก.ค.,กรมปศุสัตว์,2750.0
103,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,ส.ค.,กรมปศุสัตว์,2800.0
104,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,ก.ย.,กรมปศุสัตว์,2800.0
105,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,ต.ค.,กรมปศุสัตว์,2775.0
106,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,พ.ย.,กรมปศุสัตว์,2550.0
107,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2563,ธ.ค.,กรมปศุสัตว์,2350.0
108,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,ม.ค.,กรมปศุสัตว์,2700.0
109,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,ก.พ.,กรมปศุสัตว์,2675.0
110,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,มี.ค.,กรมปศุสัตว์,2800.0
111,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,เม.ย.,กรมปศุสัตว์,2800.0
112,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,พ.ค.,กรมปศุสัตว์,2650.0
113,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,มิ.ย.,กรมปศุสัตว์,2550.0
114,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,ก.ค.,กรมปศุสัตว์,2600.0
115,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,ส.ค.,กรมปศุสัตว์,1980.0
116,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,ก.ย.,กรมปศุสัตว์,1600.0
117,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,ต.ค.,กรมปศุสัตว์,1825.0
118,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,พ.ย.,กรมปศุสัตว์,2475.0
119,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2564,ธ.ค.,กรมปศุสัตว์,2800.0
120,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,ม.ค.,กรมปศุสัตว์,3650.0
121,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,ก.พ.,กรมปศุสัตว์,3075.0
122,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,มี.ค.,กรมปศุสัตว์,2825.0
123,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,เม.ย.,กรมปศุสัตว์,3200.0
124,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,พ.ค.,กรมปศุสัตว์,3520.0
125,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,มิ.ย.,กรมปศุสัตว์,3600.0
126,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,ก.ค.,กรมปศุสัตว์,3600.0
127,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,ส.ค.,กรมปศุสัตว์,3600.0
128,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,ก.ย.,กรมปศุสัตว์,3600.0
129,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,ต.ค.,กรมปศุสัตว์,3600.0
130,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,พ.ย.,กรมปศุสัตว์,3600.0
131,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2565,ธ.ค.,กรมปศุสัตว์,3480.0
132,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,ม.ค.,กรมปศุสัตว์,3350.0
133,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,ก.พ.,กรมปศุสัตว์,2525.0
134,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,มี.ค.,กรมปศุสัตว์,2200.0
135,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,เม.ย.,กรมปศุสัตว์,2075.0
136,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,พ.ค.,กรมปศุสัตว์,1700.0
137,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,มิ.ย.,กรมปศุสัตว์,1775.0
138,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,ก.ค.,กรมปศุสัตว์,1425.0
139,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,ส.ค.,กรมปศุสัตว์,1400.0
140,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,ก.ย.,กรมปศุสัตว์,1350.0
141,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,ต.ค.,กรมปศุสัตว์,1150.0
142,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,พ.ย.,กรมปศุสัตว์,1575.0
143,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2566,ธ.ค.,กรมปศุสัตว์,1600.0
144,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,ม.ค.,กรมปศุสัตว์,1650.0
145,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,ก.พ.,กรมปศุสัตว์,1550.0
146,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,มี.ค.,กรมปศุสัตว์,1425.0
147,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,เม.ย.,กรมปศุสัตว์,1675.0
148,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,พ.ค.,กรมปศุสัตว์,1900.0
149,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,มิ.ย.,กรมปศุสัตว์,1825.0
150,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,ก.ค.,กรมปศุสัตว์,1950.0
151,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,ส.ค.,กรมปศุสัตว์,2080.0
152,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,ก.ย.,กรมปศุสัตว์,2100.0
153,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,ต.ค.,กรมปศุสัตว์,2100.0
154,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,พ.ย.,กรมปศุสัตว์,2150.0
155,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2567,ธ.ค.,กรมปศุสัตว์,2160.0
156,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,ม.ค.,กรมปศุสัตว์,2225.0
157,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,ก.พ.,กรมปศุสัตว์,2400.0
158,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,มี.ค.,กรมปศุสัตว์,2625.0
159,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,เม.ย.,กรมปศุสัตว์,2825.0
160,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,พ.ค.,กรมปศุสัตว์,2900.0
161,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,มิ.ย.,กรมปศุสัตว์,2620.0
162,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,ก.ค.,กรมปศุสัตว์,2450.0
163,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,ส.ค.,กรมปศุสัตว์,2000.0
164,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,ก.ย.,กรมปศุสัตว์,1500.0
165,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,ต.ค.,กรมปศุสัตว์,1425.0
166,ราคาสุกรพันธุ์ 16 kg เฉลี่ยรายเดือน,บาท,2568,พ.ย.,กรมปศุสัตว์,1825.0
167,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,ม.ค.,กรมปศุสัตว์,33.2
168,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,ก.พ.,กรมปศุสัตว์,34.0
169,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,มี.ค.,กรมปศุสัตว์,34.5
170,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,เม.ย.,กรมปศุสัตว์,34.25
171,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,พ.ค.,กรมปศุสัตว์,34.6
172,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,มิ.ย.,กรมปศุสัตว์,37.0
173,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,ก.ค.,กรมปศุสัตว์,36.5
174,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,ส.ค.,กรมปศุสัตว์,35.8
175,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,ก.ย.,กรมปศุสัตว์,34.25
176,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,ต.ค.,กรมปศุสัตว์,33.2
177,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,พ.ย.,กรมปศุสัตว์,34.75
178,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2562,ธ.ค.,กรมปศุสัตว์,35.5
179,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,ม.ค.,กรมปศุสัตว์,33.0
180,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,ก.พ.,กรมปศุสัตว์,34.0
181,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,มี.ค.,กรมปศุสัตว์,31.75
182,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,เม.ย.,กรมปศุสัตว์,28.2
183,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,พ.ค.,กรมปศุสัตว์,28.75
184,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,มิ.ย.,กรมปศุสัตว์,34.25
185,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,ก.ค.,กรมปศุสัตว์,34.0
186,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,ส.ค.,กรมปศุสัตว์,31.75
187,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,ก.ย.,กรมปศุสัตว์,30.0
188,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,ต.ค.,กรมปศุสัตว์,30.0
189,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,พ.ย.,กรมปศุสัตว์,30.25
190,ราคาไก่เนื้อมีชีวิตที่เกษตรกรขายได้ รายเดือน (ราคาประกาศ),บาท,2563,ธ.ค.,กรมปศุสัตว์,31.0
