ที่มา,เลขทะเบียน,_id,ปี,ชื่อโรงงาน,รายการ,ที่อยู่,จังหวัด
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-53(4)-45/55นม,138,2568,บริษัท เพ็ทฟอร์ม (ไทยแลนด์) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/2 ม.1 ซ. ถ.มิตรภาพ ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-64(2)-1/34นม,139,2568,บริษัท โคราช ไซซัน จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,224 ม.3 ซ.เขตอุตสาหกรรมสุรนารี ถ.ราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-212687-9,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-11(3)-1/35นม,140,2568,บริษัท อุตสาหกรรมโคราช จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,111 ม.18 ซ. ถ.นิคมสาย 2 ต.หนองระเวียง อ.พิมาย จ.นครราชสีมา 30110 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-53(5)-30/65นม,141,2568,บริษัท นิตตะ เอ็ม แอนด์ ที (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/16 ม.1 ซ.- ถ.มิตรภาพ ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-52(4)-4/55นม,142,2568,บริษัท สยาม ฟูโกกุ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,678 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-52(4)-3/58นม,143,2568,บริษัท สยาม ฟูโกกุ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,555 ม.1 ซ. ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.044-000823,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-53(4)-2/46นม,144,2568,บริษัท ที.พี.เอ.พลาสติก จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,382 ม.6 ซ.เขตอุตสาหกรรมสุรนารี ถ.นครราชสีมา-โชคชัย ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(6)-1/48นม,145,2568,บริษัท ไทยโฟมโคราช จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,49/1 ม.8 ซ. ถ.นครราชสีมา-โชคชัย ต.ท่าอ่าง อ.โชคชัย จ.นครราชสีมา 30190 โทร.044-375369-70,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(6)-1/44นม,146,2568,บริษัท ไทยโฟม โคราช จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,49 ม.8 ซ. ถ.ราชสีมา-โชคชัย ต.ท่าอ่าง อ.โชคชัย จ.นครราชสีมา 30190 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-56-1/44นม,147,2568,บริษัท ไทยโฟม โคราช จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,49 ม.8 ซ. ถ.ราชสีมา-โชคชัย ต.ท่าอ่าง อ.โชคชัย จ.นครราชสีมา 30190 โทร.044-375370-3,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-9(2)-6/56นม,148,2568,บริษัท แป้งไทย จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,29 ม.4 ซ. ถ.เสิงสาง-โนนสมบูรณ์ ต.สระตะเคียน อ.เสิงสาง จ.นครราชสีมา 30330 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-63(2)-1/38นม,149,2568,บริษัท นีสเทิร์น สตีล จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,147 ม.9 ซ. ถ.มิตรภาพ ต.หนองงูเหลือม อ.เฉลิมพระเกียรติ จ.นครราชสีมา 30000 โทร.207247-55,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-64(2)-35/48นม,150,2568,บริษัท พี.ซี.เอส.แมชีน กรุ๊ป โฮลดิ้ง จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,2/8 ม.3 ซ. ถ. ต.โคกกรวด อ.เมืองนครราชสีมา จ.นครราชสีมา 30280 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-9(6)-1/42นม,151,2568,บริษัท โคราชมีโชคพืชผล จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,232 ม.2 ซ.- ถ.นครราชสีมา-โชคชัย ต.ด่านเกวียน อ.โชคชัย จ.นครราชสีมา 30190 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-72-8/56นม,152,2568,บริษัท ชินเฮือง จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,359 ม.10 ซ.- ถ.- ต.ด่านเกวียน อ.โชคชัย จ.นครราชสีมา 30190 โทร.044-212878,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-64(2)-1/39นม,153,2568,บริษัท เพรส คราฟท์ (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,178 ม.5 ซ. ถ.มิตรภาพ ต.กลางดง อ.ปากช่อง จ.นครราชสีมา 30320 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-64(13)-57/57นม,154,2568,บริษัท เคี้ยงรุ่งเรืองออโต้พาร์ท (2001) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,256 ม.6 ซ. ถ.สุขาภิบาล 1 ต.ท่าอ่าง อ.โชคชัย จ.นครราชสีมา 30190 โทร.044-756-898-9,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-64(1)-1/36นม,155,2568,บริษัท เอเคซี ออลล์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,420 ม.13 ซ.บ้านหนองพิมาน ถ.สุรนารายณ์ ต.จอหอ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-53(4)-1/32นม,156,2568,บริษัท แหลมทองอุตสาหกรรม จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,1 ม.8 ซ. ถ.มิตรภาพ กม.223 ต.สูงเนิน อ.สูงเนิน จ.นครราชสีมา 30170 โทร.419641,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,จ3-10(2)-1/43นม,157,2568,บริษัท พี.อาร์.ฟู๊ดแลนด์ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,56 ม.10 ซ.- ถ.- ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-4(3)-9/57นม,158,2568,บริษัท ซีพีเอฟ ฟู้ด แอนด์ เบฟเวอร์เรจ จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,888 ม.14 ซ. ถ.สีคิ้ว-เดชอุดม ต.โชคชัย อ.โชคชัย จ.นครราชสีมา 30190 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-63(2)-37/60นม,159,2568,บริษัท มังกรทอง เมททอลชีท จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,142 ม.8 ซ.- ถ.มิตรภาพ ต.หนองงูเหลือม อ.เฉลิมพระเกียรติ จ.นครราชสีมา 30000 โทร.,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-64(10)-1/44นม,160,2568,บริษัท ราชสีมา ผลิตเหล็ก จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,269 ม.1 ซ.- ถ.มิตรภาพ (กม.237) ต.โคกกรวด อ.เมืองนครราชสีมา จ.นครราชสีมา 30280 โทร.044-395162,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ข3-72-16/57นม,161,2568,บริษัท โทชิน เทคโนโลยี (ประเทศไทย) จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,999/13 ม.1 ซ.เขตประกอบการอุตสาหกรรมนวนคร ถ. ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380 โทร.044 335 577,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,ศ3-11(3)-1/39นม,162,2568,บริษัท น้ำตาลครบุรี จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,289 ม.13 ซ. ถ. ต.จระเข้หิน อ.ครบุรี จ.นครราชสีมา 30250 โทร.044-448017,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-11(3)-1/36นม,163,2568,โรงงานน้ำตาลราชสีมา,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,223 ม.1 ซ. ถ.นิเวศรัตน์ ต.แก้งสนามนาง อ.แก้งสนามนาง จ.นครราชสีมา 30440 โทร.044-339061-3,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-9(2)-4/20นม,164,2568,บริษัท สงวนวงษ์อุตสาหกรรม จำกัด,โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,120 ม. 4 ซ.- ถ.นครราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.241161,นครราชสีมา
สำนักงานอุตสาหกรรมจังหวัดนครราชสีมา,3-20(3)-1/40นม,165,2568,บริษัท ไทยน้ำทิพย์ คอร์ปอเรชั่น จำกัด (มหาชน),โรงงานที่มีน้ำเสียแต่ไม่ระบายทิ้ง,369 ม.6 ซ.- ถ.ราชสีมา-โชคชัย ต.หนองระเวียง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000 โทร.044-218055-8,นครราชสีมา
