วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ปี,วันที่รับรอง,จังหวัด,ระดับ
--,1773,GI(E) 1-818,บริษัท กวนคุน เทคโนโลยี (ประเทศไทย) จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1774,GI(E) 1-819,บริษัท หนองหงส์พาเลท จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1775,GI(E) 1-820,บริษัท ฉีหลิน ถัง จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1776,GI(E) 1-821,บริษัท เคเอชซี (ไทยแลนด์) จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1777,GI(E) 1-822,ห้างหุ้นส่วนจำกัด พีเอฟเอฟ โปรดักส์ฟูลฟิล,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1778,GI(E) 1-823,บริษัท ไฮเอ็นด์ คิทเช่น คาบิเน็ท (ประเทศไทย) จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1779,GI(E) 1-824,บริษัท ซี แอนด์ ที โมดูลาร์ จำกัด ,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1780,GI(E) 1-825,บริษัท ซี แอนด์ ที โมดูลาร์ จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1781,GI(E) 1-826,บริษัท อาร์ซี แพ็คกิ้ง จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1782,GI(E) 1-827,บริษัท มั่งมี เอเซีย ฟรุ๊ต จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1783,GI(E) 1-828,บริษัท อาร์ยู เทคโนโลยี จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1784,GI(E) 1-829,บริษัท ดีเค พรีซิชั่น โมลด์ (ประเทศไทย) จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1785,GI(E) 1-830,บริษัท เซ็นทรัล เซาท์ แพ็คกิ้ง (ไทยแลนด์) จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1786,GI(E) 1-831,ห้างหุ้นส่วนจำกัด พี.เอส.เอส รีไซเคิล,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1787,GI(E) 1-832,บริษัท จี ที ดับเบิ้ลยู อินเตอร์ จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1788,GI(E) 1-833,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1789,GI(E) 1-834,บริษัท ไปป์ปิ้ง เทคโนโลยี อินดัสทรี (ไทยแลนด์) จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1790,GI(E) 1-835,บริษัท ทีทีเอ็มเอ็ม ฟู้ด (ไทยแลนด์) จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1791,GI(E) 1-836,บริษัท คัมมอนน์ เพาเวอร์ จำกัด,2568,2568-08-03T00:00:00,ชลบุรี,1
--,1792,GI(E) 1-841,บริษัท จอยน์แฮนสด์ อินเจคชั่น ซิสเทิม (ไทยแลนด์) จำกัด,2568,2568-11-03T00:00:00,ชลบุรี,1
--,1793,GI(E) 1-852,บริษัท โตมิคิว โพลิเมอร์ (ประเทศไทย) จำกัด,2568,2568-11-03T00:00:00,ชลบุรี,1
--,1794,GI(E) 1-853,บริษัท โอรินโกะ แอดวานซ์ พลาสติก อินเตอร์เนชั่นแนล จำกัด,2568,2568-11-03T00:00:00,ชลบุรี,1
--,1795,GI(E) 1-869,บริษัท อีเรย์ จำกัด,2568,2568-03-14T00:00:00,ชลบุรี,1
--,1796,GI(E) 1-870,บริษัท ฉางยือ อินดัสเทรียล (ไทยแลนด์) จำกัด,2568,2568-03-14T00:00:00,ชลบุรี,1
--,1797,GI(E) 1-918,บริษัท พาวิน เมทอล จำกัด,2568,2568-03-20T00:00:00,ชลบุรี,1
--,1798,GI(E) 1-919,บริษัท กัลฟ์ โซล่าร์ บีวี จำกัด,2568,2568-03-20T00:00:00,ชลบุรี,1
--,1799,GI(E) 1-920,บริษัท คินเทซึ โลจิสติคส์ (ประเทศไทย) จำกัด,2568,2568-03-20T00:00:00,ชลบุรี,1
--,1800,GI(E) 1-921,บริษัท ท็อป ลิงค์ อินดัสเทรียล (ประเทศไทย) จำกัด,2568,2568-03-20T00:00:00,ชลบุรี,1
--,1801,GI(E) 1-948,บริษัท เชร็ด-เทค เอเซีย จำกัด,2568,2568-03-25T00:00:00,ชลบุรี,1
--,1802,GI(E) 1-952,บริษัท เฉินเจี้ยน แฟบริค (ไทยแลนด์) จำกัด,2568,2568-03-26T00:00:00,ชลบุรี,1
--,1803,GI(E) 1-1077,บริษัท เซียงหยวน โฟม (ประเทศไทย) จำกัด,2568,2568-07-05T00:00:00,ชลบุรี,1
--,1804,GI(E) 1-1092,บริษัท ทัศนาชลบุรี จำกัด,2568,2568-05-16T00:00:00,ชลบุรี,1
--,1805,GI(E) 1-1104,บริษัท คันธมาทน์ การาจ จำกัด,2568,2568-05-16T00:00:00,ชลบุรี,1
--,1806,GI(E) 1-1106,อู่บ้านบึงการาจ (สำนักงานใหญ่),2568,2568-05-16T00:00:00,ชลบุรี,1
--,1807,GI(E) 1-1111,บริษัท อ่าวอุดมการช่างพัทยา จำกัด,2568,2568-05-16T00:00:00,ชลบุรี,1
--,1808,GI(E) 1-1112,ห้างหุ้นส่วนจำกัด พวกกัน คาร์เซอร์วิส,2568,2568-05-16T00:00:00,ชลบุรี,1
--,1809,GI(E) 1-1171,บริษัท เคเคบอดี้เซอร์วิส จำกัด,2568,2568-05-20T00:00:00,ชลบุรี,1
--,1810,GI(E) 1-1173,ห้างหุ้นส่วนจำกัด ช.กิจทวีทรัพย์ ยานยนต์,2568,2568-05-20T00:00:00,ชลบุรี,1
--,1811,GI(E) 1-1176,บริษัท อนันต์เซอร์วิส แอนด์ ออโต้พาร์ท จำกัด,2568,2568-05-20T00:00:00,ชลบุรี,1
--,1812,GI(E) 1-1179,บริษัท ที 8 ออโต้พาร์ท เวิร์คช๊อป จำกัด,2568,2568-05-20T00:00:00,ชลบุรี,1
--,1813,GI(E) 1-1197,ห้างหุ้นส่วนจำกัด เทพศิลาอุตสาหกรรม,2568,2568-05-20T00:00:00,ชลบุรี,1
--,1814,GI(E) 1-1259,บริษัท ห้วยกะปิ 13 เซอร์วิส จำกัด,2568,2568-05-28T00:00:00,ชลบุรี,1
--,1815,GI(E) 1-1262,ห้างหุ้นส่วนจำกัด อ่าวอุดมการช่าง สาขาสุขุมวิท,2568,2568-05-28T00:00:00,ชลบุรี,1
--,1816,GI(E) 1-1267,บริษัท บางละมุง 31 เซอร์วิส จำกัด,2568,2568-05-29T00:00:00,ชลบุรี,1
--,1817,GI(E) 1-1283,บริษัท อู่เล็กการช่าง จำกัด,2568,2568-05-29T00:00:00,ชลบุรี,1
--,1818,GI(E) 1-1287,อู่แสงชล ชลบุรี,2568,2568-05-29T00:00:00,ชลบุรี,1
--,1819,GI(E) 1-1316,บริษัท ไทย หมิง ไลท์ติ้ง จำกัด,2568,2568-11-06T00:00:00,ชลบุรี,1
--,1820,GI(E) 1-1342,บริษัท แอเดียนท์ แอนด์ ซัมมิท คอร์ปอเรชั่น จำกัด,2568,2568-06-23T00:00:00,ชลบุรี,1
--,1821,GI(E) 1-1343,บริษัท ยุงค์ไฮน์ริช ลิฟท์ ทรัค จำกัด,2568,2568-06-23T00:00:00,ชลบุรี,1
--,1822,GI(E) 1-1360,บริษัท วันเวนเชอร์ จำกัด,2568,2568-06-30T00:00:00,ชลบุรี,1
--,1823,GI(E) 1-1471,บริษัท มุโรโอคะ (ประเทศไทย) จำกัด,2568,2568-07-31T00:00:00,ชลบุรี,1
--,1824,GI(E) 1-1473,บริษัท ไทย มิฮาร่า จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1825,GI(E) 1-1474,บริษัท นิปปอน คอนโป (ประเทศไทย) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1826,GI(E) 1-1475,บริษัท ไอเอซี แมนูแฟ็คเจอริ่ง (ไทยแลนด์) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1827,GI(E) 1-1476,บริษัท โอเอะ (ไทยแลนด์) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1828,GI(E) 1-1477,บริษัท โทโฮคุ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1829,GI(E) 1-1478,บริษัท นิฮอน พาร์ทส์ (ประเทศไทย) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1830,GI(E) 1-1479,บริษัท อุชิดะ-ซาโต เทค(ประเทศไทย) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1831,GI(E) 1-1480,บริษัท ฟูโซะ ทิวบ์ พาร์ท (ประเทศไทย) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1832,GI(E) 1-1481,บริษัท วาตานาเบ้ ฮีททรีทเม้นท์ จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1833,GI(E) 1-1482,บริษัท ซี.ไอ.กรุ๊ป จำกัด (มหาชน),2568,2568-01-08T00:00:00,ชลบุรี,1
--,1834,GI(E) 1-1483,บริษัท มีทัล ลาโบ (ไทยแลนด์) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1835,GI(E) 1-1484,บริษัท แอสเทียร์ (ประเทศไทย) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1836,GI(E) 1-1485,บริษัท ทสุตะ(ประเทศไทย)จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1837,GI(E) 1-1486,บริษัท ทีแอนด์จี เทคโนโลยี จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1838,GI(E) 1-1487,บริษัท วีเอสแอล ซิสเต็ม แมนนูแฟคเจอเรอร์ (ไทยแลนด์) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1839,GI(E) 1-1488,บริษัท ไทย เค เจ เค จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1840,GI(E) 1-1489,บริษัท คิตะยามะ ฮีท ทรีทติ้ง จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1841,GI(E) 1-1490,บริษัท ทีที ออโตโมทีฟ สตีล (ไทยแลนด์) จำกัด,2568,2568-01-08T00:00:00,ชลบุรี,1
--,1842,GI(E) 1-1520,บริษัท ฮักซิน (ประเทศไทย) จำกัด,2568,2568-05-08T00:00:00,ชลบุรี,1
--,1843,GI(E) 1-1521,บริษัท พริซึ่ม เทเลคอม เอเซีย จำกัด,2568,2568-05-08T00:00:00,ชลบุรี,1
--,1844,GI(E) 1-1522,บริษัท เซล อินดัสทรี (ไทยแลนด์) จำกัด,2568,2568-05-08T00:00:00,ชลบุรี,1
--,1845,GI(E) 1-1536,บริษัท จี้ซิน อินดัสเตรียล (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1846,GI(E) 1-1537,บริษัท ศรีราชา ไฟร์บริค จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1847,GI(E) 1-1538,บริษัท ไตเต๋อ แบ๊กส์ (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1848,GI(E) 1-1539,บริษัท อีอีซี รีไซเคิล จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1849,GI(E) 1-1540,บริษัท อาฟเฟทโตะ เวิลด์ จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1850,GI(E) 1-1541,บริษัท ศุภผล โลหะกิจ จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1851,GI(E) 1-1542,บริษัท มินิกริป (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1852,GI(E) 1-1543,บริษัท ไบโอโกกรีน จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1853,GI(E) 1-1544,บริษัท แอ๊บโซลูทกรีน เอ็นเนอร์จี จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1854,GI(E) 1-1545,บริษัท เหอ ยี่ คลีน (ไทยแลนด์) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1855,GI(E) 1-1546,บริษัท บลู วอเตอร์ แทงค์ เดโป้ เซอร์วิส จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1856,GI(E) 1-1547,บริษัท ธนพิพัฒน์ เอ็นเตอร์ไพรซ์ จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1857,GI(E) 1-1548,บริษัท กลอรี่ สวิฟท์ กรุ๊ป จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1858,GI(E) 1-1549,บริษัท ฉู่ไท่ซิน อิเล็กทรอนิกส์ เทคโนโลยี (ไทยแลนด์) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1859,GI(E) 1-1550,บริษัท เต็งเหมย ออโตโมทีฟ พาร์ท (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1860,GI(E) 1-1551,บริษัท ซิป้า เทคโนโลยี จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1861,GI(E) 1-1552,บริษัท เว่ยเคอ ดีโคเรชั่น แมททีเรียล เทคโนโลยี (ไทยแลนด์) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1862,GI(E) 1-1553,บริษัท อาชิน ออปติคส์ (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1863,GI(E) 1-1554,บริษัท ไสเฟย(ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1864,GI(E) 1-1555,บริษัท ซาน ซ่ง มิลส์ จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1865,GI(E) 1-1556,บริษัท ริคิม แมชชีน จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1866,GI(E) 1-1557,บริษัท ฟอเรสเทีย จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1867,GI(E) 1-1558,บริษัท เดอ ฮูอี้ อินดัสเทรียล จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1868,GI(E) 1-1559,บริษัท ไทย เอสทีซี จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1869,GI(E) 1-1560,ห้างหุ้นส่วนจำกัด ตะวันออกการจราจร,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1870,GI(E) 1-1561,บริษัท เฟิงเย่ คาสท์ (ไทยแลนด์) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1871,GI(E) 1-1562,บริษัท แอมเบอร์ วู้ด อินโนเวชั่น (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1872,GI(E) 1-1563,บริษัท ยูซีไอโฟมเมอร์ (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1873,GI(E) 1-1564,บริษัท อี้ไท่ พรีซิชั่น แมชชีนเนอรี่ (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1874,GI(E) 1-1565,บริษัท ศิริชัย สาคู 65 จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1875,GI(E) 1-1566,บริษัท อัลส์โก แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1876,GI(E) 1-1567,บริษัท ซีดับบลิวเอส ทรานส์มิชชั่น (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1877,GI(E) 1-1568,บริษัท ไทย วายดี จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1878,GI(E) 1-1569,บริษัท เซียงฉวน พรีซิชั่น เทคโนโลยี (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1879,GI(E) 1-1570,บริษัท ลี่เฟิง เทคโนโลยี (ไทยแลนด์) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1880,GI(E) 1-1571,บริษัท โกลบอล ยูไนเต็ด (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1881,GI(E) 1-1572,ห้างหุ้นส่วนจำกัด โชคบูรพา รีเทค,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1882,GI(E) 1-1573,บริษัท มาเปิล อิเล็คทริคอล แอพพลายแอนซ์ จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1883,GI(E) 1-1574,บริษัท เจริญดี กรีน กรุ๊ป จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1884,GI(E) 1-1575,บริษัท หยวนฉวน วู้ด อินดัสทรี จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1885,GI(E) 1-1576,บริษัท เจียงชุน สูทเคส แอนด์ แฮนด์แบ๊ก สแปร์ พาร์ทส์ (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1886,GI(E) 1-1577,บริษัท ซิงเผิง เอนไวรอนเมนท์ (ไทยแลนด์) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1887,GI(E) 1-1578,บริษัท แดชัง เทรดดิ้ง(ไทยแลนด์) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1888,GI(E) 1-1579,บริษัท แหลมฉบัง คอยล์ เซ็นเตอร์ จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1889,GI(E) 1-1580,บริษัท เยียร์นิ่ง เทค (ประเทศไทย) จำกัด,2568,2568-07-08T00:00:00,ชลบุรี,1
--,1890,GI(E) 1-1585,บริษัท เอ็นบีซี เมชเทค (ไทยแลนด์) จำกัด,2568,2568-08-08T00:00:00,ชลบุรี,1
--,1891,GI(E) 1-1586,บริษัท ดีเอช อินเตอร์เนชั่นแนล อลูมิเนียม (ไทยแลนด์) จำกัด,2568,2568-08-08T00:00:00,ชลบุรี,1
--,1892,GI(E) 1-1587,บริษัท เทเทอร์ เทคโนโลยี (ไทยแลนด์) จำกัด,2568,2568-08-08T00:00:00,ชลบุรี,1
--,1893,GI(E) 1-1588,บริษัท เทคาร่า (ประเทศไทย) จำกัด,2568,2568-08-08T00:00:00,ชลบุรี,1
--,1894,GI(E) 1-1614,บริษัท เถียร ชุน เมทัล เทคโนโลยี จำกัด,2568,2568-08-18T00:00:00,ชลบุรี,1
--,1895,GI(E) 1-1615,บริษัท โฮมเทค อิเล็คทรอนิคส์ (ไทยแลนด์) จำกัด,2568,2568-08-18T00:00:00,ชลบุรี,1
--,1896,GI(E) 1-1616,บริษัท พานาเซีย คิทเช่น แอนด์ บาธ โพรดักส์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,2568,2568-08-18T00:00:00,ชลบุรี,1
--,1897,GI(E) 1-1617,ห้างหุ้นส่วนจำกัด ทรัพย์มงคล พลาสติก,2568,2568-08-18T00:00:00,ชลบุรี,1
--,1898,GI(E) 1-1630,บริษัท ออฟติเซ่น จำกัด,2568,2568-08-19T00:00:00,ชลบุรี,1
--,1899,GI(E) 1-1668,บริษัท ลองเทค อินเตอร์คอนเน็กซ์ (ไทยแลนด์) จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1900,GI(E) 1-1669,บริษัท วาโลซิตี้คราฟ (ประเทศไทย) จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1901,GI(E) 1-1670,บริษัท เวอร์บรู๊กเกน พาเลไทซิ่ง เอเชีย แปซิฟิค จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1902,GI(E) 1-1671,บริษัท อู โบ อินดัสเตรียล (ประเทศไทย) จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1903,GI(E) 1-1672,บริษัท โรงโม่หินพิบูลย์รัตน์ จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1904,GI(E) 1-1684,บริษัท ซีเอ็น พรีซิชั่น เคสซิ่ง (ประเทศไทย) จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1905,GI(E) 1-1685,บริษัท ดรีมมี่ บิวตี้ จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1906,GI(E) 1-1686,บริษัท ดรีมมี่ บิวตี้ จำกัด,2568,2568-08-25T00:00:00,ชลบุรี,1
--,1907,GI(E) 1-1736,บริษัท โลตัส เอเชีย แปซิฟิค แมนูแฟคเจอริ่ง จำกัด,2568,2568-08-28T00:00:00,ชลบุรี,1
--,1908,GI(E) 1-1771,บริษัท เจ.เอ เซอร์วิส แอนด์ ซัพพลาย จำกัด ,2568,2568-02-09T00:00:00,ชลบุรี,1
--,1909,GI(E) 1-1772,บริษัท ซัง มูน ดัง จำกัด,2568,2568-02-09T00:00:00,ชลบุรี,1
--,1910,GI(E) 1-1773,บริษัท ดี ซี แอล โมลด์แอนด์ออโต้ พาร์ทส จำกัด,2568,2568-02-09T00:00:00,ชลบุรี,1
--,1911,GI(E) 1-1774,บริษัท เด็กซ์ตัน อินดัสเทรียล (ไทยแลนด์) จำกัด,2568,2568-02-09T00:00:00,ชลบุรี,1
--,1912,GI(E) 1-2402,บริษัท นิปปอน เอ็กซ์เพรส โลจิสติกส์ (ประเทศไทย) จำกัด,2568,2568-09-23T00:00:00,ชลบุรี,1
--,1913,GI(E) 1-2403,บริษัท นิวซัน ดีเวลล็อปเม้นท์ จำกัด ,2568,2568-09-23T00:00:00,ชลบุรี,1
--,1914,GI(E) 1-2404,บริษัท ศิลาพรชัย จำกัด,2568,2568-09-23T00:00:00,ชลบุรี,1
--,1915,GI(E) 1-2405,บริษัท แอโร่เวิร์ค คอมโพสิต (เอเชีย) จำกัด,2568,2568-09-23T00:00:00,ชลบุรี,1
--,1916,GI(E) 1-2406,บริษัท คิงส์ แพ็ค อินดัสเตรียล จำกัด,2568,2568-09-23T00:00:00,ชลบุรี,1
--,1917,GI(E) 1-2472,บริษัท ซาเดซ่า (ประเทศไทย) จำกัด,2568,2568-09-26T00:00:00,ชลบุรี,1
--,1918,GI(E) 1-2553,บริษัท แบล็คร็อค นิว แมททีเรียล จำกัด,2568,2568-09-30T00:00:00,ชลบุรี,1
6/1/2571,1919,GI(E) 2-406,บริษัท เจซี เฮลธ์ตี้ โปร อินโนเวชั่น (ประเทศไทย) จำกัด,2568,2568-07-01T00:00:00,ชลบุรี,2
7/1/2571,1920,GI(E) 2-411,บริษัท อีสเทิร์น พลาสแพ็ค จำกัด,2568,2568-08-01T00:00:00,ชลบุรี,2
14/1/2571,1921,GI(E) 2-432,บริษัท ฉัตรการช่าง แหลมฉบัง จำกัด,2568,2568-01-15T00:00:00,ชลบุรี,2
3/2/2571,1922,GI(E) 2-489,บริษัท สุพรีม พลาสติก อินดัสตรี้ จำกัด,2568,2568-04-02T00:00:00,ชลบุรี,2
3/2/2571,1923,GI(E) 2-491,บริษัท เอสเอ็มที 54 จำกัด,2568,2568-04-02T00:00:00,ชลบุรี,2
5/2/2571,1924,GI(E) 2-501,บริษัท ยงคอนกรีต จำกัด,2568,2568-06-02T00:00:00,ชลบุรี,2
10/2/2571,1925,GI(E) 2-527,บริษัท วาโก้ศรีราชา จำกัด,2568,2568-11-02T00:00:00,ชลบุรี,2
18/2/2571,1926,GI(E) 2-555,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),2568,2568-02-19T00:00:00,ชลบุรี,2
19/2/2571,1927,GI(E) 2-557,บริษัท บี.เอ.ซีเทค จำกัด,2568,2568-02-20T00:00:00,ชลบุรี,2
24/2/2571,1928,GI(E) 2-596,บริษัท ซิงหวอไท่ จำกัด,2568,2568-02-25T00:00:00,ชลบุรี,2
26/2/2571,1929,GI(E) 2-597,บริษัท จุฑาวรรณ จำกัด,2568,2568-02-27T00:00:00,ชลบุรี,2
3/3/2571,1930,GI(E) 2-610,บริษัท นิรมิตรขนส่ง 2003 จำกัด,2568,2568-04-03T00:00:00,ชลบุรี,2
6/3/2571,1931,GI(E) 2-630,บริษัท เอ็ม เอส โอ แอนด์ พี (ไทยแลนด์) จำกัด,2568,2568-07-03T00:00:00,ชลบุรี,2
11/3/2571,1932,GI(E) 2-671,บริษัท เอ็ม เอส โอ แอนด์ พี (ไทยแลนด์) จำกัด,2568,2568-12-03T00:00:00,ชลบุรี,2
18/3/2571,1933,GI(E) 2-758,บริษัท โตโยดะ เซโก (ประเทศไทย) จำกัด,2568,2568-03-19T00:00:00,ชลบุรี,2
18/3/2571,1934,GI(E) 2-771,บริษัท สุขสมบูรณ์ผลิตภัณฑ์น้ำมันพืช จำกัด,2568,2568-03-19T00:00:00,ชลบุรี,2
24/3/2571,1935,GI(E) 2-833,บริษัท พลังงานสุขสมบูรณ์ จำกัด,2568,2568-03-25T00:00:00,ชลบุรี,2
25/3/2571,1936,GI(E) 2-862,บริษัท โตโยกซ์ เอเชีย (ไทยแลนด์) จำกัด,2568,2568-03-26T00:00:00,ชลบุรี,2
2/4/2571,1937,GI(E) 2-1033,บริษัท กล่องดวงใจ เมนูแฟคเจอริ่ง จำกัด,2568,2568-03-04T00:00:00,ชลบุรี,2
3/4/2571,1938,GI(E) 2-1041,บริษัท เจทีเอส อลูมิเนียม แอนด์ เมทเทิล จำกัด,2568,2568-04-04T00:00:00,ชลบุรี,2
20/4/2571,1939,GI(E) 2-1059,บริษัท เมอิโก เอเชีย จำกัด,2568,2568-04-21T00:00:00,ชลบุรี,2
21/4/2571,1940,GI(E) 2-1061,บริษัท ชาเขียว จำกัด,2568,2568-04-22T00:00:00,ชลบุรี,2
23/4/2571,1941,GI(E) 2-1072,บริษัท เบเคอร์ ฮิวช์ส แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2568,2568-04-24T00:00:00,ชลบุรี,2
29/4/2571,1942,GI(E) 2-1098,บริษัท ศานติ กรีน แพค จำกัด,2568,2568-04-30T00:00:00,ชลบุรี,2
7/5/2571,1943,GI(E) 2-1141,บริษัท โซโนโค (ประเทศไทย) จำกัด,2568,2568-08-05T00:00:00,ชลบุรี,2
12/5/2571,1944,GI(E) 2-1148,บริษัท กลอรี่ วินเนอร์ (ประเทศไทย) จำกัด,2568,2568-05-13T00:00:00,ชลบุรี,2
5/6/2571,1945,GI(E) 2-1253,บริษัท เจ.เอส.ที. เซอร์วิสเซส จำกัด,2568,2568-06-06T00:00:00,ชลบุรี,2
8/6/2571,1946,GI(E) 2-1264,บริษัท ซึคาทานิ (ประเทศไทย) จำกัด,2568,2568-09-06T00:00:00,ชลบุรี,2
19/6/2571,1947,GI(E) 2-1356,บริษัท โปรเกรสพลาส จำกัด,2568,2568-06-20T00:00:00,ชลบุรี,2
19/6/2571,1948,GI(E) 2-1359,บริษัท ไทย คอมโพสิท จำกัด,2568,2568-06-20T00:00:00,ชลบุรี,2
24/6/2571,1949,GI(E) 2-1382,บริษัท นทีออยล์ จำกัด,2568,2568-06-25T00:00:00,ชลบุรี,2
29/6/2571,1950,GI(E) 2-1392,บริษัท วันเวนเชอร์ จำกัด,2568,2568-06-30T00:00:00,ชลบุรี,2
1/7/2571,1951,GI(E) 2-1408,บริษัท เจแปน เวิรค์ ซิสเต็ม (ประเทศไทย) จำกัด,2568,2568-02-07T00:00:00,ชลบุรี,2
1/7/2571,1952,GI(E) 2-1409,บริษัท อาร์มสตรอง ฟลอร์ริ่ง (ไทยแลนด์) จำกัด,2568,2568-02-07T00:00:00,ชลบุรี,2
