ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ผลิต - ประกอบ วงกบ ประตู หน้าต่าง ที่ทำด้วย UPVC หรือไวนิล อลูมิเนียม ผ้าเพดาน ราวระเบียง พื้นสำเร็จรูป รางน้ำฝน และงานกระจกทุกชนิด ผลิตมู่ลี่ ม่านปรับแสง,เมืองอุดรธานี,6200,โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซม เครื่องเรือนหรือเครื่องตบแต่งภายในอาคาร,เลียบคลองเจริญ,NULL,60400000000000,20.5,18,อุดรธานี,9,499,53.85,2564,หมากแข้ง,อ2-62-13/64อด,บริษัท อีเคพี กรุ๊ป จำกัด,2624,บริษัท อีเคพี กรุ๊ป จำกัด,2,41000
ทำวงกบประตู-หน้าต่างอลูมิเนียม งานกระจก และทำส่วนประกอบสำหรับใช้ในงานก่อสร้างอาคารทุกชนิด,เมืองอุดรธานี,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,อุดร-หนองคาย,คำงาม 2,60400000000000,4,5,อุดรธานี,1,164/2,57,2564,หนองบัว,อ2-63(2)-84/64อด,นายธนพล กองทรัพย์ไพศาล,2625,บริษัท สแตนดาร์ดพลัสเซอร์วิส จำกัด,2,41000
ผลิตแผ่นหลังคาเหล็ก ขึ้นรูป รีด ตัด พับ และเชื่อมโลหะทั่วไป,วังสามหมอ,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,สายศรีธาตุ-วังสามหมอ,บ้านนาคูณ,60400000000000,6.5,7,อุดรธานี,11,73,63.33,2564,วังสามหมอ,อ2-63(2)-100/64อด,บริษัท บี.เค.เม็ททอลชีท (วังสามหมอ) จำกัด,2626,ห้างหุ้นส่วนจำกัด บี.เค. เม็ททอลชีท ( วังสามหมอ ),2,41280
อัดเศษโลหะ,วังสะพุง,6411,การอัดเศษโลหะ,-,-,60400000000000,50.8,7,เลย,10,789,69,2567,ศรีสงคราม,อ2-64(11)-4/67ลย,บริษัท เอ็มทีเอ็น รีไซเคิล จำกัด ,2627,วังขยะรวย,2,42130
โรงสีข้าว,เกษตรวิสัย,901,การสี ฝัด หรือขัดข้าว,ปัทมานนท์,บ้านหว้างาม,60500000000000,2.9,2,ร้อยเอ็ด,12,46063,65,2563,เกษตรวิสัย,อ2-9(1)-1/63รอ,นายคำมี เขียวสนาม,2628,นายคำมี เขียวสนาม,2,45150
ทำหลังคาโลหะแผ่นรีดลอน ทำประตูม้วน,พังโคน,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,สายบ้านโพธิ์ตาก - บ้านพังโคน,NULL,60500000000000,6,3,สกลนคร,9,225,54,2563,พังโคน,อ2-63(2)-9/63สน,นางสาวน้ำทิพย์ ขุมเงิน,2629,ทวีการช่าง 2559,2,47160
ซ่อมเครื่องยนต์และเคาะพ่นสีรถยนต์,เมืองนครพนม,6500,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องยนต์ เครื่องกังหัน และรวมถึงส่วนประกอบ,อภิบาลบัญชา,ส.วัฒนาอุทิศ,60500000000000,7.7,15,นครพนม,NULL,136,50,2563,ในเมือง,อ2-65-10/63นพ,นางอัญชลี เลขะพันธ์รัตน์,2630,ทองบริการ,2,48000
ทำผลิตภัณฑ์จากคอนกรีต เช่นท่อคอนกรีตอัดแรง แผ่นพื้นคอนกรีต ผลิตภัณฑ์คอนกรีตอัดแรง เป็นต้น,นาหว้า,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,NULL,NULL,60500000000000,8,3,นครพนม,1,โฉนดเลขที่12682,68.1,2563,นาหว้า,อ2-58(1)-41/63นพ,บริษัท นครพิงค์คอนกรีต จำกัด,2631,บริษัท นครพิงค์คอนกรีต จำกัด,2,48180
ผลิตคอนกรีตผสมเสร็จ,ดอนตาล,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,NULL,NULL,60500000000000,3.15,3,มุกดาหาร,7,299,73.5,2564,ดอนตาล,อ2-58(1)-220/64มห,นายชนินทร์ นุ่มน้อย,2632,ดอนตาลคอนกรีต,2,49120
โรงงานซักรีด ซักแห้ง ซักฟอก รีด อัด หรือย้อมผ้า เครื่องนุ่งห่ม พรม หรือ ขนสัตว์,ดอยสะเก็ด,9800,โรงงานซักรีด ซักแห้ง ซักฟอก รีด อัด หรือย้อมผ้า หรือนุ่งห่ม พรม หรือขนสัตว์,-,-,60500000000000,12.5,9,เชียงใหม่,2,181,65.5,2564,แม่คือ,อ2-98-1/64ชม,ห้างหุ้นส่วนจำกัด ปาณิฐิตา,2633,เอ็ม แอนด์ เอ็ม ลอนตรี้,2,50220
ตัดเย็บเสื้อผ้าสำเร็จรูป,พร้าว,2801,การตัดหรือเย็บเครื่องนุ่งห่ม เข็มขัด ผ้าเช็ดหน้า ผ้าพันคอ เนกไท หูกระต่าย  ปลอกแขน ถุงมือ,-,บุญมา ซอย 1,60500000000000,11.25,74,เชียงใหม่,3,213,33.66,2564,เวียง,อ2-28(1)-49/64ชม,บริษัท ซี.เอ็ม.แอพพาเรล จำกัด,2634,บริษัท ซี.เอ็ม.แอพพาเรล จำกัด,2,50190
"ผลิตขิงดอง,ลังไม้",ไชยปราการ,802,การถนอมผัก พืช หรือผลไม้โดยวิธีกวน ตากแห้ง ดอง หรือทำให้เยือกแข็งโดยฉับพลันหรือแห้ง,NULL,NULL,60500000000000,21.9,61,เชียงใหม่,10,265/1,69.84,2564,หนองบัว,อ2-8(2)-8/64ชม,บริษัท ต้าเฉิน อินเตอร์เนชั่นแนล จำกัด,2635,บริษัท ต้าเฉิน อินเตอร์เนชั่นเนล จำกัด,2,50320
กรอด้าย เข้าเกลียวด้าย,แม่ริม,2201,การหมัก คาร์บอไนซ์ สาง หวี รีด ปั่น อบ ควบ บิดเกลียว กรอ เท็กซเจอร์ไรซ์ ฟอก หรือย้อมสีเส้นใย,NULL,NULL,60500000000000,5.8,15,เชียงใหม่,3,46059,55,2564,เหมืองแก้ว,อ2-22(1)-1/64ชม,นางสาวรัตนาภรณ์ อาวิพันธ์,2636,โรงงานฝ้ายป่าไผ่,2,50180
แบ่งบรรจุสินค้าทั่วไปในภาชนะปิดผนึก,บางพลี,9101,การบรรจุสินค้าทั่วไป,กิ่งแก้ว,กิ่งแก้ว 21/2,20100000000000,13,9,สมุทรปราการ,12,120/30,50,2564,ราชาเทวะ,จ2-91(1)-4/64สป,บริษัท บีเอ็นเอฟ คอร์ปอเรชั่น จำกัด,2637,บริษัท บีเอ็นเอฟ คอร์ปอเรชั่น จำกัด,2,10540
