﻿year,sex,quarter,_id,area,region,value,unit,source
2561,หญิง,ไตรมาส 4,72,นอกเขตเทศบาล,ภาคใต้,0.18,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,73,ในเขตเทศบาล,กรุงเทพมหานคร,4.67,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,74,ในเขตเทศบาล,กรุงเทพมหานคร,1.03,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,75,ในเขตเทศบาล,ภาคกลาง,1.07,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,76,ในเขตเทศบาล,ภาคกลาง,1.75,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,77,นอกเขตเทศบาล,ภาคกลาง,7.91,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,78,นอกเขตเทศบาล,ภาคกลาง,7.04,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,79,ในเขตเทศบาล,ภาคเหนือ,4.14,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,80,ในเขตเทศบาล,ภาคเหนือ,3.4,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,81,นอกเขตเทศบาล,ภาคเหนือ,24.33,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,82,นอกเขตเทศบาล,ภาคเหนือ,19.78,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,83,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,38.07,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,84,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,27.43,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,85,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,96.35,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,86,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,72.77,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,87,ในเขตเทศบาล,ภาคใต้,0.62,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,88,ในเขตเทศบาล,ภาคใต้,0.52,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 1,89,นอกเขตเทศบาล,ภาคใต้,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 1,90,นอกเขตเทศบาล,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,91,ในเขตเทศบาล,กรุงเทพมหานคร,4.67,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,92,ในเขตเทศบาล,กรุงเทพมหานคร,1.06,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,93,ในเขตเทศบาล,ภาคกลาง,4.23,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,94,ในเขตเทศบาล,ภาคกลาง,0.51,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,95,นอกเขตเทศบาล,ภาคกลาง,8.72,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,96,นอกเขตเทศบาล,ภาคกลาง,8.24,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,97,ในเขตเทศบาล,ภาคเหนือ,6.22,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,98,ในเขตเทศบาล,ภาคเหนือ,5.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,99,นอกเขตเทศบาล,ภาคเหนือ,26.45,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,100,นอกเขตเทศบาล,ภาคเหนือ,24.61,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,101,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,17.93,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,102,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,14.73,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,103,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,81.99,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,104,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,55.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,105,ในเขตเทศบาล,ภาคใต้,0.12,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,106,ในเขตเทศบาล,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 2,107,นอกเขตเทศบาล,ภาคใต้,0.52,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 2,108,นอกเขตเทศบาล,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,109,ในเขตเทศบาล,กรุงเทพมหานคร,6.11,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,110,ในเขตเทศบาล,กรุงเทพมหานคร,2.88,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,111,ในเขตเทศบาล,ภาคกลาง,1.93,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,112,ในเขตเทศบาล,ภาคกลาง,1.31,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,113,นอกเขตเทศบาล,ภาคกลาง,7.91,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,114,นอกเขตเทศบาล,ภาคกลาง,4.08,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,115,ในเขตเทศบาล,ภาคเหนือ,4.06,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,116,ในเขตเทศบาล,ภาคเหนือ,0.75,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,117,นอกเขตเทศบาล,ภาคเหนือ,7.01,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,118,นอกเขตเทศบาล,ภาคเหนือ,3.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,119,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,7.98,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,120,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1.33,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,121,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,18.74,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,122,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,5.02,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,123,ในเขตเทศบาล,ภาคใต้,1.48,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,124,ในเขตเทศบาล,ภาคใต้,0.58,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 3,125,นอกเขตเทศบาล,ภาคใต้,2.15,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 3,126,นอกเขตเทศบาล,ภาคใต้,1.41,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,127,ในเขตเทศบาล,กรุงเทพมหานคร,6.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,128,ในเขตเทศบาล,กรุงเทพมหานคร,3.06,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,129,ในเขตเทศบาล,ภาคกลาง,3.46,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,130,ในเขตเทศบาล,ภาคกลาง,1.14,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,131,นอกเขตเทศบาล,ภาคกลาง,8.85,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,132,นอกเขตเทศบาล,ภาคกลาง,7.87,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,133,ในเขตเทศบาล,ภาคเหนือ,3.45,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,134,ในเขตเทศบาล,ภาคเหนือ,2.21,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,135,นอกเขตเทศบาล,ภาคเหนือ,14.56,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,136,นอกเขตเทศบาล,ภาคเหนือ,5.8,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,137,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,10.05,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,138,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3.08,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,139,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,30.44,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,140,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,10.3,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,141,ในเขตเทศบาล,ภาคใต้,0.45,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,142,ในเขตเทศบาล,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ชาย,ไตรมาส 4,143,นอกเขตเทศบาล,ภาคใต้,1.31,พันคน,สำนักงานสถิติแห่งชาติ
2562,หญิง,ไตรมาส 4,144,นอกเขตเทศบาล,ภาคใต้,0.97,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,145,ในเขตเทศบาล,กรุงเทพมหานคร,1.96,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,146,ในเขตเทศบาล,กรุงเทพมหานคร,1.25,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,147,ในเขตเทศบาล,ภาคกลาง,4.32,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,148,ในเขตเทศบาล,ภาคกลาง,1.62,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,149,นอกเขตเทศบาล,ภาคกลาง,13.78,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,150,นอกเขตเทศบาล,ภาคกลาง,8.35,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,151,ในเขตเทศบาล,ภาคเหนือ,13.32,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,152,ในเขตเทศบาล,ภาคเหนือ,5.52,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,153,นอกเขตเทศบาล,ภาคเหนือ,30.09,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,154,นอกเขตเทศบาล,ภาคเหนือ,22.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,155,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,29.27,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,156,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,19.87,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,157,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,133.78,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,158,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,85.22,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,159,ในเขตเทศบาล,ภาคใต้,0.71,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,160,ในเขตเทศบาล,ภาคใต้,0.06,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 1,161,นอกเขตเทศบาล,ภาคใต้,2.07,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 1,162,นอกเขตเทศบาล,ภาคใต้,0.12,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,163,ในเขตเทศบาล,กรุงเทพมหานคร,7.29,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,164,ในเขตเทศบาล,กรุงเทพมหานคร,3.15,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,165,ในเขตเทศบาล,ภาคกลาง,6.45,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,166,ในเขตเทศบาล,ภาคกลาง,5.12,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,167,นอกเขตเทศบาล,ภาคกลาง,21.43,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,168,นอกเขตเทศบาล,ภาคกลาง,14.65,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,169,ในเขตเทศบาล,ภาคเหนือ,12.95,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,170,ในเขตเทศบาล,ภาคเหนือ,8.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,171,นอกเขตเทศบาล,ภาคเหนือ,70.84,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,172,นอกเขตเทศบาล,ภาคเหนือ,46.83,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,173,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,15.77,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,174,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,13.78,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,175,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,68.36,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,176,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,47.81,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,177,ในเขตเทศบาล,ภาคใต้,0.43,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,178,ในเขตเทศบาล,ภาคใต้,1.14,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 2,179,นอกเขตเทศบาล,ภาคใต้,1.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 2,180,นอกเขตเทศบาล,ภาคใต้,1.29,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 3,181,ในเขตเทศบาล,กรุงเทพมหานคร,5.55,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 3,182,ในเขตเทศบาล,กรุงเทพมหานคร,1.32,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 3,183,ในเขตเทศบาล,ภาคกลาง,1.45,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 3,184,ในเขตเทศบาล,ภาคกลาง,1.09,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 3,185,นอกเขตเทศบาล,ภาคกลาง,9.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 3,186,นอกเขตเทศบาล,ภาคกลาง,3.67,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 3,187,ในเขตเทศบาล,ภาคเหนือ,4.74,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 3,188,ในเขตเทศบาล,ภาคเหนือ,1.92,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 3,189,นอกเขตเทศบาล,ภาคเหนือ,11.86,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 3,190,นอกเขตเทศบาล,ภาคเหนือ,5.09,พันคน,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไตรมาส 3,191,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,3.21,พันคน,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไตรมาส 3,192,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1.23,พันคน,สำนักงานสถิติแห่งชาติ
