data,province,_id,tombon,year,value,amphor,unit,source
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,12,กระดังงา,2562,187,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,13,บางสะแก,2562,"2,069",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,14,บางยี่รงค์,2562,572,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,15,โรงหีบ,2562,647,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,16,บางคนที,2562,12,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,17,ดอนมะโนรา,2562,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,18,บางพรม,2562,"1,156",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,19,บางกุ้ง,2562,"1,630",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,20,จอมปลวก,2562,3,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,21,บางนกแขวก,2562,4,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,22,ยายแพง,2562,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,23,บางกระบือ,2562,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,24,บ้านปราโมทย์,2562,443,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,25,อัมพวา,2562,160,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,26,สวนหลวง,2562,789,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,27,ท่าคา,2562,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,28,วัดประดู่,2562,411,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,29,เหมืองใหม่,2562,"2,370",อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,30,บางช้าง,2562,360,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,31,แควอ้อม,2562,"1,280",อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,32,ปลายโพงพาง,2562,65,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,33,บางแค,2562,489,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,34,แพรกหนามแดง,2562,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,35,ยี่สาร,2562,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,36,บางนางลี่,2562,553,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,37,แม่กลอง,2563,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,38,บางขันแตก,2563,224,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,39,ลาดใหญ่,2563,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,40,บ้านปรก,2563,2,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,41,บางแก้ว,2563,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,42,ท้ายหาด,2563,4,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,43,แหลมใหญ่,2563,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,44,คลองเขิน,2563,5,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,45,คลองโคน,2563,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,46,นางตะเคียน,2563,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,47,บางจะเกร็ง,2563,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,48,กระดังงา,2563,187,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,49,บางสะแก,2563,"2,069",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,50,บางยี่รงค์,2563,385,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,51,โรงหีบ,2563,631,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,52,บางคนที,2563,12,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,53,ดอนมะโนรา,2563,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,54,บางพรม,2563,"1,244",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,55,บางกุ้ง,2563,"1,008",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,56,จอมปลวก,2563,3,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,57,บางนกแขวก,2563,4,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,58,ยายแพง,2563,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,59,บางกระบือ,2563,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,60,บ้านปราโมทย์,2563,443,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,61,อัมพวา,2563,160,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,62,สวนหลวง,2563,789,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,63,ท่าคา,2563,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,64,วัดประดู่,2563,411,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,65,เหมืองใหม่,2563,"2,300",อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,66,บางช้าง,2563,360,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,67,แควอ้อม,2563,850,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,68,ปลายโพงพาง,2563,125,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,69,บางแค,2563,489,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,70,แพรกหนามแดง,2563,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,71,ยี่สาร,2563,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,72,บางนางลี่,2563,658,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,73,แม่กลอง,2564,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,74,บางขันแตก,2564,197,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,75,ลาดใหญ่,2564,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,76,บ้านปรก,2564,2,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,77,บางแก้ว,2564,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,78,ท้ายหาด,2564,2,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,79,แหลมใหญ่,2564,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,80,คลองเขิน,2564,3,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,81,คลองโคน,2564,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,82,นางตะเคียน,2564,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,83,บางจะเกร็ง,2564,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,84,กระดังงา,2564,187,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,85,บางสะแก,2564,"2,069",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,86,บางยี่รงค์,2564,385,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,87,โรงหีบ,2564,631,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,88,บางคนที,2564,12,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,89,ดอนมะโนรา,2564,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,90,บางพรม,2564,"1,156",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,91,บางกุ้ง,2564,"1,008",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,92,จอมปลวก,2564,3,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,93,บางนกแขวก,2564,4,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,94,ยายแพง,2564,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,95,บางกระบือ,2564,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,96,บ้านปราโมทย์,2564,443,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,97,อัมพวา,2564,150,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,98,สวนหลวง,2564,789,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,99,ท่าคา,2564,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,100,วัดประดู่,2564,390,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,101,เหมืองใหม่,2564,"2,300",อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,102,บางช้าง,2564,360,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,103,แควอ้อม,2564,850,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,104,ปลายโพงพาง,2564,125,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,105,บางแค,2564,489,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,106,แพรกหนามแดง,2564,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,107,ยี่สาร,2564,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,108,บางนางลี่,2564,585,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,109,แม่กลอง,2562,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,110,บางขันแตก,2562,170,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,111,ลาดใหญ่,2562,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,112,บ้านปรก,2562,2,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,113,บางแก้ว,2562,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,114,ท้ายหาด,2562,4,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,115,แหลมใหญ่,2562,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,116,คลองเขิน,2562,7,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,117,คลองโคน,2562,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,118,นางตะเคียน,2562,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,119,บางจะเกร็ง,2562,0,เมืองสมุทรสงคราม,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,120,กระดังงา,2562,187,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,121,บางสะแก,2562,"2,069",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,122,บางยี่รงค์,2562,572,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,123,โรงหีบ,2562,647,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,124,บางคนที,2562,12,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,125,ดอนมะโนรา,2562,0,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,126,บางพรม,2562,"1,156",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,127,บางกุ้ง,2562,"1,630",บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,128,จอมปลวก,2562,3,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,129,บางนกแขวก,2562,4,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,130,ยายแพง,2562,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,131,บางกระบือ,2562,6,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,132,บ้านปราโมทย์,2562,443,บางคนที,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,133,อัมพวา,2562,160,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,134,สวนหลวง,2562,789,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,135,ท่าคา,2562,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,136,วัดประดู่,2562,411,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,137,เหมืองใหม่,2562,"2,370",อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,138,บางช้าง,2562,360,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,139,แควอ้อม,2562,"1,280",อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,140,ปลายโพงพาง,2562,65,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,141,บางแค,2562,489,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,142,แพรกหนามแดง,2562,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,143,ยี่สาร,2562,0,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
จำนวนพื้นที่ปลูกส้มโอรายตำบล,สมุทรสงคราม,144,บางนางลี่,2562,553,อัมพวา,ไร่,สำนักงานเกษตรจังหวัดสมุทรสงคราม
