จำนวน,_id,ปี,เพศ,ปัญหา,จังหวัด,ประเภทแรงงาน,หน่วย
2501,6751,2564,ชาย,งานไม่ต่อเนื่อง,ชุมพร,แรงงานนอกระบบ,คน
468,6752,2564,ชาย,ไม่มีสวัสดิการ,ชุมพร,แรงงานนอกระบบ,คน
1270,6753,2564,หญิง,ค่าตอบแทน,ชุมพร,แรงงานนอกระบบ,คน
838,6754,2564,หญิง,งานไม่ต่อเนื่อง,ชุมพร,แรงงานนอกระบบ,คน
136,6755,2564,หญิง,ไม่มีสวัสดิการ,ชุมพร,แรงงานนอกระบบ,คน
9622,6756,2564,ชาย,ค่าตอบแทน,สงขลา,แรงงานในระบบ,คน
6383,6757,2564,ชาย,งานหนัก,สงขลา,แรงงานในระบบ,คน
945,6758,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,สงขลา,แรงงานในระบบ,คน
11610,6759,2564,ชาย,งานไม่ต่อเนื่อง,สงขลา,แรงงานในระบบ,คน
937,6760,2564,ชาย,ชั่วโมงทำงานมากเกินไป,สงขลา,แรงงานในระบบ,คน
13353,6761,2564,หญิง,ค่าตอบแทน,สงขลา,แรงงานในระบบ,คน
2974,6762,2564,หญิง,งานหนัก,สงขลา,แรงงานในระบบ,คน
11497,6763,2564,หญิง,งานไม่ต่อเนื่อง,สงขลา,แรงงานในระบบ,คน
1068,6764,2564,หญิง,ไม่มีสวัสดิการ,สงขลา,แรงงานในระบบ,คน
42314,6765,2564,ชาย,ค่าตอบแทน,สงขลา,แรงงานนอกระบบ,คน
446,6766,2564,ชาย,งานหนัก,สงขลา,แรงงานนอกระบบ,คน
12773,6767,2564,ชาย,งานไม่ต่อเนื่อง,สงขลา,แรงงานนอกระบบ,คน
1594,6768,2564,ชาย,ไม่มีสวัสดิการ,สงขลา,แรงงานนอกระบบ,คน
24365,6769,2564,หญิง,ค่าตอบแทน,สงขลา,แรงงานนอกระบบ,คน
413,6770,2564,หญิง,งานหนัก,สงขลา,แรงงานนอกระบบ,คน
5292,6771,2564,หญิง,งานไม่ต่อเนื่อง,สงขลา,แรงงานนอกระบบ,คน
1140,6772,2564,หญิง,ไม่มีสวัสดิการ,สงขลา,แรงงานนอกระบบ,คน
1544,6773,2564,ชาย,ค่าตอบแทน,สตูล,แรงงานในระบบ,คน
509,6774,2564,ชาย,งานหนัก,สตูล,แรงงานในระบบ,คน
427,6775,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,สตูล,แรงงานในระบบ,คน
9348,6776,2564,ชาย,งานไม่ต่อเนื่อง,สตูล,แรงงานในระบบ,คน
294,6777,2564,ชาย,ชั่วโมงทำงานมากเกินไป,สตูล,แรงงานในระบบ,คน
158,6778,2564,ชาย,ไม่มีวันหยุด,สตูล,แรงงานในระบบ,คน
95,6779,2564,ชาย,ลาพักผ่อนไม่ได้,สตูล,แรงงานในระบบ,คน
804,6780,2564,ชาย,ไม่มีสวัสดิการ,สตูล,แรงงานในระบบ,คน
1073,6781,2564,หญิง,ค่าตอบแทน,สตูล,แรงงานในระบบ,คน
280,6782,2564,หญิง,งานหนัก,สตูล,แรงงานในระบบ,คน
96,6783,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,สตูล,แรงงานในระบบ,คน
4181,6784,2564,หญิง,งานไม่ต่อเนื่อง,สตูล,แรงงานในระบบ,คน
157,6785,2564,หญิง,ชั่วโมงทำงานมากเกินไป,สตูล,แรงงานในระบบ,คน
142,6786,2564,หญิง,ลาพักผ่อนไม่ได้,สตูล,แรงงานในระบบ,คน
1379,6787,2564,หญิง,ไม่มีสวัสดิการ,สตูล,แรงงานในระบบ,คน
4436,6788,2564,ชาย,ค่าตอบแทน,สตูล,แรงงานนอกระบบ,คน
358,6789,2564,ชาย,งานหนัก,สตูล,แรงงานนอกระบบ,คน
177,6790,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,สตูล,แรงงานนอกระบบ,คน
12624,6791,2564,ชาย,งานไม่ต่อเนื่อง,สตูล,แรงงานนอกระบบ,คน
343,6792,2564,ชาย,ไม่มีวันหยุด,สตูล,แรงงานนอกระบบ,คน
138,6793,2564,ชาย,ไม่มีสวัสดิการ,สตูล,แรงงานนอกระบบ,คน
3415,6794,2564,หญิง,ค่าตอบแทน,สตูล,แรงงานนอกระบบ,คน
220,6795,2564,หญิง,งานหนัก,สตูล,แรงงานนอกระบบ,คน
426,6796,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,สตูล,แรงงานนอกระบบ,คน
6347,6797,2564,หญิง,งานไม่ต่อเนื่อง,สตูล,แรงงานนอกระบบ,คน
38,6798,2564,หญิง,ไม่มีวันหยุด,สตูล,แรงงานนอกระบบ,คน
137,6799,2564,หญิง,ไม่มีสวัสดิการ,สตูล,แรงงานนอกระบบ,คน
3361,6800,2564,ชาย,ค่าตอบแทน,ตรัง,แรงงานในระบบ,คน
3572,6801,2564,ชาย,งานหนัก,ตรัง,แรงงานในระบบ,คน
625,6802,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,ตรัง,แรงงานในระบบ,คน
13946,6803,2564,ชาย,งานไม่ต่อเนื่อง,ตรัง,แรงงานในระบบ,คน
37,6804,2564,ชาย,ชั่วโมงทำงานมากเกินไป,ตรัง,แรงงานในระบบ,คน
331,6805,2564,ชาย,ลาพักผ่อนไม่ได้,ตรัง,แรงงานในระบบ,คน
4196,6806,2564,ชาย,ไม่มีสวัสดิการ,ตรัง,แรงงานในระบบ,คน
2995,6807,2564,หญิง,ค่าตอบแทน,ตรัง,แรงงานในระบบ,คน
62,6808,2564,หญิง,งานหนัก,ตรัง,แรงงานในระบบ,คน
226,6809,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,ตรัง,แรงงานในระบบ,คน
7954,6810,2564,หญิง,งานไม่ต่อเนื่อง,ตรัง,แรงงานในระบบ,คน
1143,6811,2564,หญิง,ไม่มีสวัสดิการ,ตรัง,แรงงานในระบบ,คน
13719,6812,2564,ชาย,ค่าตอบแทน,ตรัง,แรงงานนอกระบบ,คน
620,6813,2564,ชาย,งานหนัก,ตรัง,แรงงานนอกระบบ,คน
599,6814,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,ตรัง,แรงงานนอกระบบ,คน
13959,6815,2564,ชาย,งานไม่ต่อเนื่อง,ตรัง,แรงงานนอกระบบ,คน
580,6816,2564,ชาย,ไม่มีสวัสดิการ,ตรัง,แรงงานนอกระบบ,คน
