_id,permission,﻿year,unit,source,province,license_type,region,value
73,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,4505
74,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,371
75,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,90
76,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,4718
77,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,307
78,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,142
79,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,4712
80,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,384
81,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,148
82,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,4836
83,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,384
84,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครปฐม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,104
85,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,2793
86,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,1402
87,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,191
88,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,2826
89,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,1411
90,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,199
91,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,3064
92,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,1504
93,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,187
94,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต (ราย),กรุงเทพมหานคร และปริมณฑล,3046
95,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),กรุงเทพมหานคร และปริมณฑล,1628
96,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สมุทรสาคร,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),กรุงเทพมหานคร และปริมณฑล,223
97,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,4810
98,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคกลาง,384
99,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคกลาง,115
100,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,4732
101,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคกลาง,372
102,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคกลาง,132
103,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,5544
104,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคกลาง,462
105,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคกลาง,165
106,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,6166
107,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคกลาง,375
108,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคกลาง,111
109,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,1116
110,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคกลาง,41
111,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคกลาง,18
112,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,1652
113,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคกลาง,66
114,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคกลาง,48
115,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,2273
116,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต ประเภทความยาว (ราย),ภาคกลาง,86
117,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต ประเภทพื้นที่ (ราย),ภาคกลาง,78
118,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พระนครศรีอยุธยา,จำนวนผู้ได้รับอนุญาต (ราย),ภาคกลาง,2652
