เนื้อที่เพาะปลูก,_id,ปี,หน่วยนับ,อำเภอ,รายการ
12365.0,51,2567/2568,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกอ้อยโรงงาน
110600.0,52,2567/2568,ไร่,ตาคลี,เนื้อที่เพาะปลูกอ้อยโรงงาน
22362.25,53,2567/2568,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกอ้อยโรงงาน
38737.0,54,2567/2568,ไร่,ไพศาลี,เนื้อที่เพาะปลูกอ้อยโรงงาน
70253.0,55,2567/2568,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกอ้อยโรงงาน
16101.5,56,2567/2568,ไร่,ลาดยาว,เนื้อที่เพาะปลูกอ้อยโรงงาน
41507.0,57,2567/2568,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกอ้อยโรงงาน
20660.5,58,2567/2568,ไร่,แม่วงก์,เนื้อที่เพาะปลูกอ้อยโรงงาน
8767.75,59,2567/2568,ไร่,แม่เปิน,เนื้อที่เพาะปลูกอ้อยโรงงาน
67788.0,60,2567/2568,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกอ้อยโรงงาน
13615.0,61,2568/2569,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกอ้อยโรงงาน
5859.0,62,2568/2569,ไร่,โกรกพระ,เนื้อที่เพาะปลูกอ้อยโรงงาน
36.0,63,2568/2569,ไร่,ชุมแสง,เนื้อที่เพาะปลูกอ้อยโรงงาน
7774.25,64,2568/2569,ไร่,หนองบัว,เนื้อที่เพาะปลูกอ้อยโรงงาน
11167.0,65,2568/2569,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกอ้อยโรงงาน
12365.0,66,2568/2569,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกอ้อยโรงงาน
63920.0,67,2568/2569,ไร่,ตาคลี,เนื้อที่เพาะปลูกอ้อยโรงงาน
11815.25,68,2568/2569,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกอ้อยโรงงาน
38794.0,69,2568/2569,ไร่,ไพศาลี,เนื้อที่เพาะปลูกอ้อยโรงงาน
61302.0,70,2568/2569,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกอ้อยโรงงาน
11669.75,71,2568/2569,ไร่,ลาดยาว,เนื้อที่เพาะปลูกอ้อยโรงงาน
23996.0,72,2568/2569,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกอ้อยโรงงาน
14030.0,73,2568/2569,ไร่,แม่วงก์,เนื้อที่เพาะปลูกอ้อยโรงงาน
14043.0,74,2568/2569,ไร่,แม่เปิน,เนื้อที่เพาะปลูกอ้อยโรงงาน
53281.0,75,2568/2569,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกอ้อยโรงงาน
