เดือน,ไม่อันตราย (ตัน),อันตราย (ตัน),_id,ปี,ลำดับเดือน,ของเสียทั้งหมด (ตัน),จังหวัด,หน่วย
ก.ค.,0,9.5412,3342,2567,7,9.5412,ภูเก็ต,ตัน
ก.ค.,15.08,7.087,3343,2567,7,22.167,มหาสารคาม,ตัน
ก.ค.,1.096,3.324,3344,2567,7,4.42,มุกดาหาร,ตัน
ก.ค.,0,1.045,3345,2567,7,1.045,แม่ฮ่องสอน,ตัน
ก.ค.,0,0.85,3346,2567,7,0.85,ยโสธร,ตัน
ก.ค.,0,0,3347,2567,7,0,ยะลา,ตัน
ก.ค.,5.45,3.095,3348,2567,7,8.545,ร้อยเอ็ด,ตัน
ก.ค.,191.876,4.544399994,3349,2567,7,196.4204,ระนอง,ตัน
ก.ค.,184645.2593,35545.5997,3350,2567,7,220190.859,ระยอง,ตัน
ก.ค.,23466.722,456.176,3351,2567,7,23922.898,ราชบุรี,ตัน
ก.ค.,57895.2962,328.6677,3352,2567,7,58223.9639,ลพบุรี,ตัน
ก.ค.,25.185,1152.886,3353,2567,7,1178.071,ลำปาง,ตัน
ก.ค.,1410.8676,595.9862,3354,2567,7,2006.8538,ลำพูน,ตัน
ก.ค.,0,0.107,3355,2567,7,0.107,เลย,ตัน
ก.ค.,0,16.798,3356,2567,7,16.798,ศรีสะเกษ,ตัน
ก.ค.,2.02,2.78,3357,2567,7,4.8,สกลนคร,ตัน
ก.ค.,7919.0525,398.406,3358,2567,7,8317.4585,สงขลา,ตัน
ก.ค.,115.69,0.352599998,3359,2567,7,116.0426,สตูล,ตัน
ก.ค.,49402.735,10061.0688,3360,2567,7,59463.8038,สมุทรปราการ,ตัน
ก.ค.,1132.746,21.634,3361,2567,7,1154.38,สมุทรสงคราม,ตัน
ก.ค.,50545.3564,4009.7977,3362,2567,7,54555.1541,สมุทรสาคร,ตัน
ก.ค.,1492.36,9.076,3363,2567,7,1501.436,สระแก้ว,ตัน
ก.ค.,39673.1721,6856.0335,3364,2567,7,46529.2056,สระบุรี,ตัน
ก.ค.,12371.9529,45.8665,3365,2567,7,12417.8194,สิงห์บุรี,ตัน
ก.ค.,0,4.366299999,3366,2567,7,4.366299999,สุโขทัย,ตัน
ก.ค.,10163.07,26.25610001,3367,2567,7,10189.3261,สุพรรณบุรี,ตัน
ก.ค.,7375.0788,60.182,3368,2567,7,7435.2608,สุราษฎร์ธานี,ตัน
ก.ค.,73.11,3.04,3369,2567,7,76.15,สุรินทร์,ตัน
ก.ค.,1.97,1.698,3370,2567,7,3.668,หนองคาย,ตัน
ก.ค.,227.1,21.4341,3371,2567,7,248.5341,หนองบัวลำภู,ตัน
ก.ค.,285,2487.264,3372,2567,7,2772.264,อ่างทอง,ตัน
ก.ค.,0,4.633,3373,2567,7,4.633,อำนาจเจริญ,ตัน
ก.ค.,95.50680005,11.7265,3374,2567,7,107.2333,อุดรธานี,ตัน
ก.ค.,11.3,2.965,3375,2567,7,14.265,อุตรดิตถ์,ตัน
ก.ค.,5.38,2.07,3376,2567,7,7.45,อุทัยธานี,ตัน
ก.ค.,2.16,27.075,3377,2567,7,29.235,อุบลราชธานี,ตัน
ส.ค.,184855.283,36525.249,3378,2567,8,221380.532,ระยอง,ตัน
ส.ค.,122569.557,17514.637,3379,2567,8,140084.194,ชลบุรี,ตัน
ส.ค.,56297.336,3535.321,3380,2567,8,59832.657,ปราจีนบุรี,ตัน
ส.ค.,40016.852,9788.736,3381,2567,8,49805.588,สมุทรปราการ,ตัน
ส.ค.,39312.935,7670.221,3382,2567,8,46983.156,ฉะเชิงเทรา,ตัน
ส.ค.,33338.077,6140.277,3383,2567,8,39478.354,สระบุรี,ตัน
ส.ค.,25064.342,3998.242,3384,2567,8,29062.584,สมุทรสาคร,ตัน
ส.ค.,21202.304,6597.218,3385,2567,8,27799.522,พระนครศรีอยุธยา,ตัน
ส.ค.,23312.174,4056.743,3386,2567,8,27368.917,ปทุมธานี,ตัน
ส.ค.,26997.077,330.909,3387,2567,8,27327.986,ขอนแก่น,ตัน
ส.ค.,25923.896,390.091,3388,2567,8,26313.987,กาญจนบุรี,ตัน
ส.ค.,21240.97,389.879,3389,2567,8,21630.849,ราชบุรี,ตัน
ส.ค.,16480.061,3594.394,3390,2567,8,20074.455,กรุงเทพมหานคร,ตัน
ส.ค.,17893.711,558.705,3391,2567,8,18452.416,นครปฐม,ตัน
ส.ค.,18135.058,4.222,3392,2567,8,18139.28,ตาก,ตัน
ส.ค.,12664.816,2118.996,3393,2567,8,14783.812,นครราชสีมา,ตัน
ส.ค.,13536.5,0.89,3394,2567,8,13537.39,เลย,ตัน
ส.ค.,11161.2,2.986,3395,2567,8,11164.186,เพชรบูรณ์,ตัน
ส.ค.,10017.37,1.703,3396,2567,8,10019.073,อำนาจเจริญ,ตัน
ส.ค.,9407.341,2.642,3397,2567,8,9409.983,สุพรรณบุรี,ตัน
ส.ค.,9060.744,53.462,3398,2567,8,9114.206,สิงห์บุรี,ตัน
ส.ค.,8202.445,457.479,3399,2567,8,8659.924,ลพบุรี,ตัน
ส.ค.,6730.957,42.211,3400,2567,8,6773.168,สุราษฎร์ธานี,ตัน
ส.ค.,5348.316,500.299,3401,2567,8,5848.615,สงขลา,ตัน
ส.ค.,5047.724,96.896,3402,2567,8,5144.62,นครสวรรค์,ตัน
ส.ค.,3743.92,49.87,3403,2567,8,3793.79,กำแพงเพชร,ตัน
ส.ค.,2431.41,568.439,3404,2567,8,2999.849,ประจวบคีรีขันธ์,ตัน
ส.ค.,192.1,2351.638,3405,2567,8,2543.738,อ่างทอง,ตัน
ส.ค.,1555.472,456.914,3406,2567,8,2012.386,ลำพูน,ตัน
ส.ค.,1626.69,1.397,3407,2567,8,1628.087,ตรัง,ตัน
ส.ค.,946.534,469.14,3408,2567,8,1415.674,นนทบุรี,ตัน
ส.ค.,1098.37,51.914,3409,2567,8,1150.284,สระแก้ว,ตัน
ส.ค.,691.163,371.037,3410,2567,8,1062.2,เพชรบุรี,ตัน
ส.ค.,1018.463,26.275,3411,2567,8,1044.738,สมุทรสงคราม,ตัน
ส.ค.,738.602,8.1,3412,2567,8,746.702,นครนายก,ตัน
ส.ค.,706.147,37.64,3413,2567,8,743.787,พิจิตร,ตัน
ส.ค.,685.941,51.942,3414,2567,8,737.883,เชียงใหม่,ตัน
ส.ค.,387.71,31.514,3415,2567,8,419.224,กาฬสินธุ์,ตัน
ส.ค.,365.086,33.361,3416,2567,8,398.447,นครศรีธรรมราช,ตัน
ส.ค.,381.07,3.2,3417,2567,8,384.27,ระนอง,ตัน
ส.ค.,220.09,25.83,3418,2567,8,245.92,หนองบัวลำภู,ตัน
ส.ค.,141.99,17.311,3419,2567,8,159.301,สตูล,ตัน
ส.ค.,42.534,93.1,3420,2567,8,135.634,พิษณุโลก,ตัน
ส.ค.,117.384,15,3421,2567,8,132.384,ชัยนาท,ตัน
ส.ค.,118.26,0,3422,2567,8,118.26,พังงา,ตัน
ส.ค.,89.45,21.812,3423,2567,8,111.262,ชุมพร,ตัน
ส.ค.,95.41,5.087,3424,2567,8,100.497,มหาสารคาม,ตัน
ส.ค.,93.35,2.76,3425,2567,8,96.126,อุดรธานี,ตัน
ส.ค.,55.87,25.604,3426,2567,8,81.474,บุรีรัมย์,ตัน
ส.ค.,52.19,17.864,3427,2567,8,70.054,ศรีสะเกษ,ตัน
ส.ค.,47.22,15.26,3428,2567,8,62.48,สุรินทร์,ตัน
ส.ค.,37.692,17.791,3429,2567,8,55.483,ชัยภูมิ,ตัน
ส.ค.,8.54,38.519,3430,2567,8,47.059,อุบลราชธานี,ตัน
ส.ค.,43.565,1.634,3431,2567,8,45.199,จันทบุรี,ตัน
ส.ค.,43.17,0.588,3432,2567,8,43.758,ตราด,ตัน
ส.ค.,30.289,9.136,3433,2567,8,39.425,ร้อยเอ็ด,ตัน
ส.ค.,16.251,9.069,3434,2567,8,25.32,ลำปาง,ตัน
ส.ค.,21.76,2.78,3435,2567,8,24.54,อุทัยธานี,ตัน
ส.ค.,5.68,16.53,3436,2567,8,22.21,มุกดาหาร,ตัน
ส.ค.,6.15,13.115,3437,2567,8,19.265,ภูเก็ต,ตัน
ส.ค.,12.04,5.62,3438,2567,8,17.66,สกลนคร,ตัน
ส.ค.,1.035,12.4,3439,2567,8,13.435,พัทลุง,ตัน
ส.ค.,10.312,2.44,3440,2567,8,12.752,เชียงราย,ตัน
ส.ค.,7.259,1.812,3441,2567,8,9.071,หนองคาย,ตัน
ส.ค.,0,5.84,3442,2567,8,5.84,บึงกาฬ,ตัน
ส.ค.,0,2.515,3443,2567,8,2.515,กระบี่,ตัน
ส.ค.,0,2.27,3444,2567,8,2.27,สุโขทัย,ตัน
ส.ค.,0,1.86,3445,2567,8,1.86,นครพนม,ตัน
ส.ค.,0,1.3,3446,2567,8,1.3,น่าน,ตัน
ส.ค.,0,1.254,3447,2567,8,1.254,แม่ฮ่องสอน,ตัน
ส.ค.,0,0,3448,2567,8,0,นราธิวาส,ตัน
ส.ค.,0,0,3449,2567,8,0,ปัตตานี,ตัน
ส.ค.,0,0,3450,2567,8,0,พะเยา,ตัน
ส.ค.,0,0,3451,2567,8,0,แพร่,ตัน
ส.ค.,0,0,3452,2567,8,0,ยโสธร,ตัน
ส.ค.,0,0,3453,2567,8,0,ยะลา,ตัน
ส.ค.,0,0,3454,2567,8,0,อุตรดิตถ์,ตัน
ก.ย.,0,3.02,3455,2567,9,3.02,กระบี่,ตัน
ก.ย.,13469.646,3153.405,3456,2567,9,16623.051,กรุงเทพมหานคร,ตัน
ก.ย.,36396.988,443.468,3457,2567,9,36840.456,กาญจนบุรี,ตัน
ก.ย.,2691.19,20.39,3458,2567,9,2711.58,กาฬสินธุ์,ตัน
ก.ย.,2243.811,22.287,3459,2567,9,2266.098,กำแพงเพชร,ตัน
ก.ย.,10918.219,315.183,3460,2567,9,11233.402,ขอนแก่น,ตัน
ก.ย.,32.03,1.512,3461,2567,9,33.542,จันทบุรี,ตัน
ก.ย.,48787.882,6011.183,3462,2567,9,54799.065,ฉะเชิงเทรา,ตัน
ก.ย.,91910.077,18491.782,3463,2567,9,110401.859,ชลบุรี,ตัน
ก.ย.,126.14,54.25,3464,2567,9,180.39,ชัยนาท,ตัน
ก.ย.,88.558,47.04,3465,2567,9,135.598,ชัยภูมิ,ตัน
ก.ย.,299.36,18.77,3466,2567,9,318.13,ชุมพร,ตัน
ก.ย.,0,0.82,3467,2567,9,0.82,เชียงราย,ตัน
ก.ย.,430.147,42.845,3468,2567,9,472.992,เชียงใหม่,ตัน
ก.ย.,990.03,14.463,3469,2567,9,1004.493,ตรัง,ตัน
ก.ย.,43,0.422,3470,2567,9,43.422,ตราด,ตัน
ก.ย.,15469.853,4.663,3471,2567,9,15474.516,ตาก,ตัน
ก.ย.,613.454,10.554,3472,2567,9,624.008,นครนายก,ตัน
ก.ย.,13669.675,907.653,3473,2567,9,14577.328,นครปฐม,ตัน
ก.ย.,0,0,3474,2567,9,0,นครพนม,ตัน
ก.ย.,12631.518,2130.243,3475,2567,9,14761.761,นครราชสีมา,ตัน
ก.ย.,138.441,22.306,3476,2567,9,160.747,นครศรีธรรมราช,ตัน
ก.ย.,186.286,140.659,3477,2567,9,326.945,นครสวรรค์,ตัน
ก.ย.,942.202,355.652,3478,2567,9,1297.854,นนทบุรี,ตัน
ก.ย.,0,0,3479,2567,9,0,นราธิวาส,ตัน
ก.ย.,0,2.856,3480,2567,9,2.856,น่าน,ตัน
ก.ย.,0,2,3481,2567,9,2,บึงกาฬ,ตัน
ก.ย.,10964.12,2,3482,2567,9,10966.12,บุรีรัมย์,ตัน
ก.ย.,21894.656,5401.431,3483,2567,9,27296.087,ปทุมธานี,ตัน
ก.ย.,2096.665,489.906,3484,2567,9,2586.571,ประจวบคีรีขันธ์,ตัน
ก.ย.,64009.616,3143.151,3485,2567,9,67152.767,ปราจีนบุรี,ตัน
ก.ย.,0,0,3486,2567,9,0,ปัตตานี,ตัน
ก.ย.,38950.799,10822.567,3487,2567,9,49773.366,พระนครศรีอยุธยา,ตัน
ก.ย.,0,0,3488,2567,9,0,พะเยา,ตัน
ก.ย.,82.81,0,3489,2567,9,82.81,พังงา,ตัน
ก.ย.,4.829,0,3490,2567,9,4.829,พัทลุง,ตัน
ก.ย.,1087.618,68.488,3491,2567,9,1156.106,พิจิตร,ตัน
ก.ย.,123.433,27.173,3492,2567,9,150.606,พิษณุโลก,ตัน
ก.ย.,876.518,236.063,3493,2567,9,1112.581,เพชรบุรี,ตัน
ก.ย.,14.01,8.766,3494,2567,9,22.776,เพชรบูรณ์,ตัน
ก.ย.,0,3.91,3495,2567,9,3.91,แพร่,ตัน
ก.ย.,0,8.258,3496,2567,9,8.258,ภูเก็ต,ตัน
ก.ย.,93.5,5.26,3497,2567,9,98.76,มหาสารคาม,ตัน
ก.ย.,13.34,5.674,3498,2567,9,19.014,มุกดาหาร,ตัน
ก.ย.,0,1.254,3499,2567,9,1.254,แม่ฮ่องสอน,ตัน
ก.ย.,0,3,3500,2567,9,3,ยโสธร,ตัน
ก.ย.,0,0,3501,2567,9,0,ยะลา,ตัน
ก.ย.,50.34,3.261,3502,2567,9,53.601,ร้อยเอ็ด,ตัน
ก.ย.,517.23,2.8,3503,2567,9,520.03,ระนอง,ตัน
ก.ย.,216815.95,30839.971,3504,2567,9,247655.921,ระยอง,ตัน
ก.ย.,17748.608,450.521,3505,2567,9,18199.129,ราชบุรี,ตัน
ก.ย.,72291.229,327.458,3506,2567,9,72618.687,ลพบุรี,ตัน
ก.ย.,46.652,13.98,3507,2567,9,60.632,ลำปาง,ตัน
ก.ย.,1225.824,417.868,3508,2567,9,1643.692,ลำพูน,ตัน
ก.ย.,0.91,7.36,3509,2567,9,8.27,เลย,ตัน
ก.ย.,88.47,18.112,3510,2567,9,106.582,ศรีสะเกษ,ตัน
ก.ย.,0,0,3511,2567,9,0,สกลนคร,ตัน
ก.ย.,7151.987,364.9,3512,2567,9,7516.887,สงขลา,ตัน
ก.ย.,99.36,0.241,3513,2567,9,99.601,สตูล,ตัน
ก.ย.,56132.903,9196.968,3514,2567,9,65329.871,สมุทรปราการ,ตัน
ก.ย.,823.931,21.716,3515,2567,9,845.647,สมุทรสงคราม,ตัน
ก.ย.,22415.096,3585.296,3516,2567,9,26000.392,สมุทรสาคร,ตัน
ก.ย.,630.565,7.09,3517,2567,9,637.655,สระแก้ว,ตัน
ก.ย.,29461.143,6006.126,3518,2567,9,35467.269,สระบุรี,ตัน
ก.ย.,12965.939,66.104,3519,2567,9,13032.043,สิงห์บุรี,ตัน
ก.ย.,0,5.97,3520,2567,9,5.97,สุโขทัย,ตัน
ก.ย.,1798.742,18.973,3521,2567,9,1817.715,สุพรรณบุรี,ตัน
ก.ย.,6431.47,33.686,3522,2567,9,6465.156,สุราษฎร์ธานี,ตัน
ก.ย.,52.77,15.64,3523,2567,9,68.41,สุรินทร์,ตัน
ก.ย.,4.811,6.041,3524,2567,9,10.852,หนองคาย,ตัน
ก.ย.,389.02,1.34,3525,2567,9,390.36,หนองบัวลำภู,ตัน
ก.ย.,110.515,2117.593,3526,2567,9,2228.108,อ่างทอง,ตัน
ก.ย.,7231,14.037,3527,2567,9,7245.037,อำนาจเจริญ,ตัน
ก.ย.,131.804,7.992,3528,2567,9,139.796,อุดรธานี,ตัน
ก.ย.,0,12.92,3529,2567,9,12.92,อุตรดิตถ์,ตัน
ก.ย.,14.15,5.4,3530,2567,9,19.55,อุทัยธานี,ตัน
ก.ย.,0,23.186,3531,2567,9,23.186,อุบลราชธานี,ตัน
ต.ค.,0,3.025,3532,2567,10,3.025,กระบี่,ตัน
ต.ค.,13203.022,3433.373,3533,2567,10,16636.395,กรุงเทพมหานคร,ตัน
ต.ค.,24314.641,381.506,3534,2567,10,24696.147,กาญจนบุรี,ตัน
ต.ค.,1118.93,6.767,3535,2567,10,1125.697,กาฬสินธุ์,ตัน
ต.ค.,2325.985,14.259,3536,2567,10,2340.244,กำแพงเพชร,ตัน
ต.ค.,12196.795,170.478,3537,2567,10,12367.273,ขอนแก่น,ตัน
ต.ค.,32.299,47.272,3538,2567,10,79.571,จันทบุรี,ตัน
ต.ค.,43050.549,5167.347,3539,2567,10,48217.896,ฉะเชิงเทรา,ตัน
ต.ค.,97609.311,16400.592,3540,2567,10,114009.903,ชลบุรี,ตัน
ต.ค.,72.321,42.36,3541,2567,10,114.681,ชัยนาท,ตัน
ต.ค.,70.335,5.737,3542,2567,10,76.072,ชัยภูมิ,ตัน
ต.ค.,153.49,6.528,3543,2567,10,160.018,ชุมพร,ตัน
ต.ค.,14.43,1.74,3544,2567,10,16.17,เชียงราย,ตัน
ต.ค.,545.146,32.857,3545,2567,10,578.003,เชียงใหม่,ตัน
ต.ค.,880.16,9.69,3546,2567,10,889.85,ตรัง,ตัน
ต.ค.,23.15,0.24,3547,2567,10,23.39,ตราด,ตัน
ต.ค.,9072.413,5.96,3548,2567,10,9078.373,ตาก,ตัน
ต.ค.,629.326,11.398,3549,2567,10,640.724,นครนายก,ตัน
ต.ค.,13854.899,721.639,3550,2567,10,14576.538,นครปฐม,ตัน
ต.ค.,0,1.66,3551,2567,10,1.66,นครพนม,ตัน
ต.ค.,14806.271,1976.175,3552,2567,10,16782.446,นครราชสีมา,ตัน
ต.ค.,58.427,16.329,3553,2567,10,74.756,นครศรีธรรมราช,ตัน
ต.ค.,25.485,18.661,3554,2567,10,44.146,นครสวรรค์,ตัน
ต.ค.,1132.273,389.709,3555,2567,10,1521.982,นนทบุรี,ตัน
ต.ค.,0,0,3556,2567,10,0,นราธิวาส,ตัน
ต.ค.,0,1.856,3557,2567,10,1.856,น่าน,ตัน
ต.ค.,0,3.2,3558,2567,10,3.2,บึงกาฬ,ตัน
ต.ค.,6961.7,1.584,3559,2567,10,6963.284,บุรีรัมย์,ตัน
ต.ค.,34088.18,3836.969,3560,2567,10,37925.149,ปทุมธานี,ตัน
ต.ค.,1959.8,504.659,3561,2567,10,2464.459,ประจวบคีรีขันธ์,ตัน
ต.ค.,47506.309,3063.043,3562,2567,10,50569.352,ปราจีนบุรี,ตัน
ต.ค.,0,0,3563,2567,10,0,ปัตตานี,ตัน
ต.ค.,40367.242,6029.492,3564,2567,10,46396.734,พระนครศรีอยุธยา,ตัน
ต.ค.,30.01,0,3565,2567,10,30.01,พะเยา,ตัน
ต.ค.,98.235,0,3566,2567,10,98.235,พังงา,ตัน
ต.ค.,0,0.88,3567,2567,10,0.88,พัทลุง,ตัน
ต.ค.,165.325,33.43,3568,2567,10,198.755,พิจิตร,ตัน
ต.ค.,91.31,16.742,3569,2567,10,108.052,พิษณุโลก,ตัน
ต.ค.,790.24,245.409,3570,2567,10,1035.649,เพชรบุรี,ตัน
ต.ค.,62.87,6.262,3571,2567,10,69.132,เพชรบูรณ์,ตัน
ต.ค.,0,0,3572,2567,10,0,แพร่,ตัน
ต.ค.,217.26,15.266,3573,2567,10,232.526,ภูเก็ต,ตัน
ต.ค.,146.167,0.74,3574,2567,10,146.907,มหาสารคาม,ตัน
ต.ค.,1.7,1.47,3575,2567,10,3.17,มุกดาหาร,ตัน
ต.ค.,0,1.254,3576,2567,10,1.254,แม่ฮ่องสอน,ตัน
ต.ค.,2.903,1.809,3577,2567,10,4.712,ยโสธร,ตัน
ต.ค.,0,0,3578,2567,10,0,ยะลา,ตัน
ต.ค.,55.22,4.171,3579,2567,10,59.391,ร้อยเอ็ด,ตัน
ต.ค.,447.984,4.678,3580,2567,10,452.662,ระนอง,ตัน
ต.ค.,195765.179,36651.98,3581,2567,10,232417.159,ระยอง,ตัน
ต.ค.,19344.416,426.951,3582,2567,10,19771.367,ราชบุรี,ตัน
ต.ค.,8015.166,466.234,3583,2567,10,8481.4,ลพบุรี,ตัน
ต.ค.,53.417,2.69,3584,2567,10,56.107,ลำปาง,ตัน
ต.ค.,1611.512,459.905,3585,2567,10,2071.417,ลำพูน,ตัน
ต.ค.,0,3.56,3586,2567,10,3.56,เลย,ตัน
ต.ค.,109.901,3.056,3587,2567,10,112.957,ศรีสะเกษ,ตัน
ต.ค.,0,0,3588,2567,10,0,สกลนคร,ตัน
ต.ค.,18233.73,354.727,3589,2567,10,18588.457,สงขลา,ตัน
ต.ค.,107.715,0.2,3590,2567,10,107.915,สตูล,ตัน
ต.ค.,36446.401,9581.277,3591,2567,10,46027.678,สมุทรปราการ,ตัน
ต.ค.,581.739,19.71,3592,2567,10,601.449,สมุทรสงคราม,ตัน
ต.ค.,26048.06,3577.924,3593,2567,10,29625.984,สมุทรสาคร,ตัน
ต.ค.,1325.64,107.878,3594,2567,10,1433.518,สระแก้ว,ตัน
ต.ค.,32037.699,6961.597,3595,2567,10,38999.296,สระบุรี,ตัน
ต.ค.,3449.573,207.793,3596,2567,10,3657.366,สิงห์บุรี,ตัน
ต.ค.,0,2.8,3597,2567,10,2.8,สุโขทัย,ตัน
ต.ค.,4428.197,26.436,3598,2567,10,4454.633,สุพรรณบุรี,ตัน
ต.ค.,10441.973,32.699,3599,2567,10,10474.672,สุราษฎร์ธานี,ตัน
ต.ค.,46.62,5.83,3600,2567,10,52.45,สุรินทร์,ตัน
ต.ค.,2.22,1.27,3601,2567,10,3.49,หนองคาย,ตัน
ต.ค.,581.616,0.595,3602,2567,10,582.211,หนองบัวลำภู,ตัน
ต.ค.,235.45,2710.539,3603,2567,10,2945.989,อ่างทอง,ตัน
ต.ค.,28,3.31,3604,2567,10,31.31,อำนาจเจริญ,ตัน
ต.ค.,165.49,23.6,3605,2567,10,189.09,อุดรธานี,ตัน
ต.ค.,0,8.455,3606,2567,10,8.455,อุตรดิตถ์,ตัน
ต.ค.,5.44,2.01,3607,2567,10,7.45,อุทัยธานี,ตัน
ต.ค.,0,16.301,3608,2567,10,16.301,อุบลราชธานี,ตัน
พ.ย.,78.3,2.82,3609,2567,11,81.12,กระบี่,ตัน
พ.ย.,12566.632,3336.194,3610,2567,11,15902.826,กรุงเทพมหานคร,ตัน
พ.ย.,15453.647,409.251,3611,2567,11,15862.898,กาญจนบุรี,ตัน
พ.ย.,1858.74,12.754,3612,2567,11,1871.494,กาฬสินธุ์,ตัน
พ.ย.,4070.93,16.622,3613,2567,11,4087.552,กำแพงเพชร,ตัน
พ.ย.,42559.764,150.012,3614,2567,11,42709.776,ขอนแก่น,ตัน
พ.ย.,23.54,15.803,3615,2567,11,39.343,จันทบุรี,ตัน
พ.ย.,48884.889,4779.984,3616,2567,11,53664.873,ฉะเชิงเทรา,ตัน
พ.ย.,92286.528,20065.985,3617,2567,11,112352.513,ชลบุรี,ตัน
พ.ย.,83.508,53.14,3618,2567,11,136.648,ชัยนาท,ตัน
พ.ย.,32.914,28.47,3619,2567,11,61.384,ชัยภูมิ,ตัน
พ.ย.,68.36,5.192,3620,2567,11,73.552,ชุมพร,ตัน
พ.ย.,0.2,3.59,3621,2567,11,3.79,เชียงราย,ตัน
พ.ย.,511.185,99.618,3622,2567,11,610.803,เชียงใหม่,ตัน
พ.ย.,1041.715,4.97,3623,2567,11,1046.685,ตรัง,ตัน
พ.ย.,34.9,0.512,3624,2567,11,35.412,ตราด,ตัน
พ.ย.,16419.596,4.054,3625,2567,11,16423.65,ตาก,ตัน
พ.ย.,695.582,22.486,3626,2567,11,718.068,นครนายก,ตัน
พ.ย.,14838.969,641.309,3627,2567,11,15480.278,นครปฐม,ตัน
พ.ย.,0,3.436,3628,2567,11,3.436,นครพนม,ตัน
พ.ย.,12778.524,1453.014,3629,2567,11,14231.538,นครราชสีมา,ตัน
พ.ย.,106.581,43.951,3630,2567,11,150.532,นครศรีธรรมราช,ตัน
พ.ย.,34.554,1.885,3631,2567,11,36.439,นครสวรรค์,ตัน
พ.ย.,985.89,305.164,3632,2567,11,1291.054,นนทบุรี,ตัน
พ.ย.,0,0,3633,2567,11,0,นราธิวาส,ตัน
พ.ย.,0,4.956,3634,2567,11,4.956,น่าน,ตัน
พ.ย.,19.23,0,3635,2567,11,19.23,บึงกาฬ,ตัน
พ.ย.,6678.09,17.738,3636,2567,11,6695.828,บุรีรัมย์,ตัน
พ.ย.,22384.636,3909.202,3637,2567,11,26293.838,ปทุมธานี,ตัน
พ.ย.,1371.907,398.711,3638,2567,11,1770.618,ประจวบคีรีขันธ์,ตัน
พ.ย.,49327.467,2567.034,3639,2567,11,51894.501,ปราจีนบุรี,ตัน
พ.ย.,0,0,3640,2567,11,0,ปัตตานี,ตัน
พ.ย.,28832.15,5790.637,3641,2567,11,34622.787,พระนครศรีอยุธยา,ตัน
พ.ย.,22.11,0,3642,2567,11,22.11,พะเยา,ตัน
พ.ย.,101.88,0,3643,2567,11,101.88,พังงา,ตัน
พ.ย.,3.87,3.6,3644,2567,11,7.47,พัทลุง,ตัน
พ.ย.,287.49,34.04,3645,2567,11,321.53,พิจิตร,ตัน
พ.ย.,93.568,44.994,3646,2567,11,138.562,พิษณุโลก,ตัน
พ.ย.,710.586,238.702,3647,2567,11,949.288,เพชรบุรี,ตัน
พ.ย.,1.51,36.408,3648,2567,11,37.918,เพชรบูรณ์,ตัน
พ.ย.,0,0,3649,2567,11,0,แพร่,ตัน
พ.ย.,220.22,10.28,3650,2567,11,230.5,ภูเก็ต,ตัน
พ.ย.,83.903,1.974,3651,2567,11,85.877,มหาสารคาม,ตัน
พ.ย.,15.34,7.578,3652,2567,11,22.918,มุกดาหาร,ตัน
พ.ย.,0,0,3653,2567,11,0,แม่ฮ่องสอน,ตัน
พ.ย.,0,0,3654,2567,11,0,ยโสธร,ตัน
พ.ย.,0,3.014,3655,2567,11,3.014,ยะลา,ตัน
พ.ย.,58.74,8.286,3656,2567,11,67.026,ร้อยเอ็ด,ตัน
พ.ย.,420.685,2.225,3657,2567,11,422.91,ระนอง,ตัน
พ.ย.,145871.29,35099.25,3658,2567,11,180970.54,ระยอง,ตัน
พ.ย.,18288.843,365.456,3659,2567,11,18654.299,ราชบุรี,ตัน
พ.ย.,5402.037,675.318,3660,2567,11,6077.355,ลพบุรี,ตัน
พ.ย.,881.664,3.984,3661,2567,11,885.648,ลำปาง,ตัน
พ.ย.,1411.441,392.766,3662,2567,11,1804.207,ลำพูน,ตัน
พ.ย.,0,15.8,3663,2567,11,15.8,เลย,ตัน
พ.ย.,111.92,17.898,3664,2567,11,129.818,ศรีสะเกษ,ตัน
พ.ย.,8.58,16.76,3665,2567,11,25.34,สกลนคร,ตัน
พ.ย.,6166.694,367.762,3666,2567,11,6534.456,สงขลา,ตัน
พ.ย.,80.4,0.1,3667,2567,11,80.5,สตูล,ตัน
พ.ย.,40061.012,8382.357,3668,2567,11,48443.369,สมุทรปราการ,ตัน
พ.ย.,432.802,37.575,3669,2567,11,470.377,สมุทรสงคราม,ตัน
พ.ย.,21717.308,3368.323,3670,2567,11,25085.631,สมุทรสาคร,ตัน
พ.ย.,737.155,4.198,3671,2567,11,741.353,สระแก้ว,ตัน
พ.ย.,28744.256,5236.832,3672,2567,11,33981.088,สระบุรี,ตัน
พ.ย.,12114.602,39.138,3673,2567,11,12153.74,สิงห์บุรี,ตัน
พ.ย.,1.9,28.438,3674,2567,11,30.338,สุโขทัย,ตัน
พ.ย.,3087.136,9.809,3675,2567,11,3096.945,สุพรรณบุรี,ตัน
พ.ย.,7982.751,62.49,3676,2567,11,8045.241,สุราษฎร์ธานี,ตัน
พ.ย.,50.67,1.523,3677,2567,11,52.193,สุรินทร์,ตัน
พ.ย.,16.278,3.6,3678,2567,11,19.878,หนองคาย,ตัน
พ.ย.,321.85,0,3679,2567,11,321.85,หนองบัวลำภู,ตัน
พ.ย.,519.305,1878.178,3680,2567,11,2397.483,อ่างทอง,ตัน
พ.ย.,0,7.013,3681,2567,11,7.013,อำนาจเจริญ,ตัน
