FROAD,FID,DISPFACREG,FAMPNAME,FPROVNAME,ONAME,FMOO,_id,FNAME,OBJECT,STATUS,Last_update,LNG,FADDR,LAT,FSOI,FTUMNAME
มุขมนตรี,10300100225236,3-63(2)-2/23นม,เมืองนครราชสีมา,นครราชสีมา,นายธนพงษ์ สิรพิทูร,NULL,11,สมเกียรติการช่าง,ทำประตู หน้าต่างเหล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,102.09862,446-448,14.98754,NULL,ในเมือง
มิตรภาพ,10300100225335,3-77(1)-2/33นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด อู่ชายการช่าง,7,12,อู่ชายการช่าง,ซ่อม-ต่อตัวถังรถบรรทุก,ดำเนินกิจการ,2023-04-18T21:00:05,101.97567,38,14.9314,บ้านคลองกระบือ,โคกกรวด
นครราชสีมา-โชคชัย,10300100325341,3-77(1)-3/34นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท โคราชส่องแสงเอ็นเตอร์ไพรส์ จำกัด,8,13,บริษัท โคราชส่องแสงเอ็นเตอร์ไพรส์ จำกัด,ดัดแปลง เปลี่ยนแปลงสภาพรถบรรทุก,ดำเนินกิจการ,2023-04-18T21:00:05,102.11674,88/2,14.96099,NULL,หัวทะเล
-,10300001025347,3-9(6)-10/34นม,ด่านขุนทด,นครราชสีมา,นายสุทิน รวมทรัพย์,5,14,ไทยแสงทอง,ทำมันเส้น ได้เดือนละ 400 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,101.50277,108,15.12399,-,ห้วยบง
กุดม่วง - ท่าขี้เหล็ก,10300001225210,3-9(6)-12/21นม,ด่านขุนทด,นครราชสีมา,นางสาวมลธยา จรัสธเนศ,2,15,มลธยาพืชผล,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,101.60363,NULL,15.17571,NULL,หินดาด
มิตรภาพ-หนองคาย,300000225346,ศ3-10(1)-2/34นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท รอยัลโฮมฟู้ด โปรดัคส์ จำกัด,16,16,บริษัท รอยัลโฮมฟู้ด โปรดักส์ จำกัด,ทำขนมปัง ขนมเค้ก และขนมเปี๊ยะ,ดำเนินกิจการ,2023-04-18T21:00:05,102.10856,49,14.99923,-,หมื่นไวย
นครราชสีมา-โชคชัย,300200125346,ศ3-11(6)-1/34นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท คอร์นโปรดักส์ อำมาด๊าส (ประเทศไทย) จำกัด,4,17,บริษัท คอนร์นโปรดักส์ อำมาด๊าส (ประเทศไทย) จำกัด,ผลิตกลูโคส,ดำเนินกิจการ,2023-04-18T21:00:05,102.11769,350,14.97354,NULL,ในเมือง
นครราชสีมา-โชคชัย,20300001125376,จ3-58(1)-11/37นม,โชคชัย,นครราชสีมา,บริษัท ศิริพงษ์ผลิตภัณฑ์คอนกรีต จำกัด,10,18,บริษัท ศิริพงษ์ผลิตภัณฑ์คอนกรีต จำกัด,ทำผลิตภัณฑ์คอนกรีต เช่น ท่อ คอนกรีตบล๊อก,ดำเนินกิจการ,2023-04-18T21:00:05,102.16253,199,14.77027,บ้านบึงทับปรางค์,โชคชัย
โชคชัย-ครบุรี,300100125370,ศ3-14-1/37นม,โชคชัย,นครราชสีมา,บริษัท โรงน้ำแข็งเอ็น.เอ. จำกัด,11,19,ห้างหุ้นส่วนจำกัด โรงน้ำแข็ง เอ็น.เอ.,ทำน้ำแข็งซองและน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,2023-04-18T21:00:05,102.16779,84,14.71205,บ้านปรางค์พะโค,กระโทก
นครราชสีมา-โชคชัย,20300101025369,จ3-9(6)-10/36นม,โชคชัย,นครราชสีมา,นายปราโมทย์ กงทอง,10,20,มีโชคพืชผล,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,102.160323,356,14.779142,-,โชคชัย
นครราชสีมา-โชคชัย กม.12,300200225344,ศ3-15(1)-2/34นม,โชคชัย,นครราชสีมา,นายสุกิจ จิตต์เจริญธรรม,2,21,ฟาร์มโชคชัยการสุกร,ผลิตอาหารสำหรับเลี้ยงสุกร,ดำเนินกิจการ,2023-04-18T21:00:05,102.17515,287,14.87677,NULL,ด่านเกวียน
นครราชสีมา-โชคชัย,10300200125286,3-9(6)-1/28นม,โชคชัย,นครราชสีมา,บริษัท โรงงานอัดมันเม็ดแสงอยุธยา จำกัด,12,22,บริษัท โรงงานอัดมันเม็ดแสงอยุธยา จำกัด,ทำมันเม็ดแข็ง,ดำเนินกิจการ,2023-04-18T21:00:05,102.16263,259/1,14.75408,NULL,โชคชัย
ท้าวสุระ,300000125363,ศ3-14-1/36นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด ธาราทิพย์ ศาลาลอย,NULL,23,ห้างหุ้นส่วนจำกัด ธาราทิพย์ ศาลาลอย,ทำน้ำแข็งก้อนเล็กได้วันละ 51.86 ตัน น้ำแข็งเกล็ดได้วันละ 25.75 ตัน และทำน้ำดื่ม,ดำเนินกิจการ,2023-04-18T21:00:05,102.11823,357/1,14.97912,3,ในเมือง
นครราชสีมา-โชคชัย,300500125343,ศ3-92-1/34นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท แวนการ์ด ฟู้ดส์ (ประเทศไทย) จำกัด,3,24,บริษัท แวนการ์ด ฟู้ดส์ (ประเทศไทย) จำกัด,ห้องเย็นแช่หน่อไม้น้ำ,ดำเนินกิจการ,2023-04-18T21:00:05,102.16163,174,14.9187,-,หนองบัวศาลา
มิตรภาพ,20300001525351,จ3-95(1)-15/35นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ปฐพีทองออโต้ จำกัด,NULL,25,บริษัท ปฐพีทองออโต้ จำกัด,ซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.08191,1196-1200,14.97969,NULL,ในเมือง
มิตรภาพ (กม.ที่ 237),10300500125366,3-63(2)-1/36นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ซันเม็ททัล จำกัด,1,26,บริษัท ซันเม็ททัล จำกัด,ผลิตชุดประตูหน้าต่าง ผนังแบ่งกั้นที่ทำจากโลหะ ได้ปีละ 12000 ชุด,ดำเนินกิจการ,2023-04-18T21:00:05,101.95544,269,14.91971,NULL,โคกกรวด
นครราชสีมา-โชคชัย,20300000625376,จ3-9(6)-6/37นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด ส่องแสงพืชผล,1,27,ห้างหุ้นส่วนจำกัด ส่องแสงพืชผล,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,102.11835,375/2,14.95915,NULL,หัวทะเล
มิตรภาพ,20300002425379,จ3-95(1)-24/37นม,เมืองนครราชสีมา,นครราชสีมา,นายบุญยง เจษฎจรัสพงศ์,NULL,28,ราชสีมาศูนย์ล้อ,ซ่อมแซมช่วงล่างรถยนต์ และปะยางรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.0646,901/1-3,14.97335,NULL,ในเมือง
มิตรภาพ,20300500125372,จ3-77(2)-1/37นม,เมืองนครราชสีมา,นครราชสีมา,นายไชยยง ม้าทอง,NULL,29,ยงพัฒนา,ทำท่อไอเสียรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.08033,551/1,14.97929,NULL,ในเมือง
มิตรภาพ,10300003425321,3-95(1)-34/32นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ชัยเกิดผล จำกัด,3,30,บริษัท ชัยเกิดผล จำกัด,ซ่อม พ่นสี และต่อตัวถังรถยนต์โดยสาร,ดำเนินกิจการ,2023-04-18T21:00:05,102.14179,255,15.03144,NULL,จอหอ
มิตรภาพ,10300001925348,3-95(1)-19/34นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ที.เอ็น.การาจ จำกัด,NULL,31,บริษัท ที.เอ็น.การาจ จำกัด,ซ่อม-เคาะพ่นสีรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.03926,1589-1591,14.95761,NULL,ในเมือง
NULL,10300001325218,3-9(6)-13/21นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท เยนเนอรัลมิลล์ คอร์ปอร์เรชั่น จำกัด,1,32,บริษัท เยนเนอรัลมิลล์ คอร์ปอร์เรชั่น จำกัด,ทำมันเส้นและมันเม็ดแข็ง,ดำเนินกิจการ,2023-04-18T21:00:05,102.12715,41,14.94743,NULL,หนองบัวศาลา
มิตรภาพ,10300300125319,3-77(1)-1/31นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ประกิจยนต์ จำกัด,NULL,33,บริษัท ประกิจยนต์ จำกัด,ต่อตัวถังรถยนต์ ซ่อมเครื่องยนต์และซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.03194,โฉนดเลขที่ 53382,14.95519,NULL,ในเมือง
มิตรภาพ,10300100525304,3-77(2)-5/30นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด ราชสีมารวมช่าง,NULL,34,ห้างหุ้นส่วนจำกัด ราชสีมารวมช่าง,ผลิตและซ่อมส่วนประกอบของรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.09064,291-293-295-297,14.97946,NULL,ในเมือง
มิตรภาพ,10300000625238,3-95(1)-6/23นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท คิงส์ยนต์ จำกัด,NULL,35,บริษัท คิงส์ยนต์ จำกัด,ซ่อมรถยนต์ เคาะ-พ่นสีรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.08568,976,14.97991,NULL,ในเมือง
ด่านขุนทด-หนองกราด,10300001925280,3-9(6)-19/28นม,ด่านขุนทด,นครราชสีมา,นายสุนทร เอกวาสนานันต์,2,36,แสงชัยพืชผล,ทำมันเส้นและกะเทาะเมล็ดข้าวโพด,ดำเนินกิจการ,2023-04-18T21:00:05,101.76821,545,15.21147,NULL,ด่านขุนทด
ด่านขุนทด-คำปิง,10300002025288,3-9(6)-20/28นม,ด่านขุนทด,นครราชสีมา,นางสาวกนกกุล พิภพคุณกร,2,37,พ.พืชผล,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,101.76821,-,15.21147,บ้านหัวบึง,ด่านขุนทด
ราชนิกูล,10300000125254,3-66-1/25นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด โรงกลึงโต๊ะกิมเซ้งโคราช,NULL,38,โรงกลึงโต๊ะกิมเซ้งโคราช,ทำเครื่องหั่นมัน,ดำเนินกิจการ,2023-04-18T21:00:05,102.11368,1720-1728,14.97005,NULL,ในเมือง
นครราชสีมา-โชคชัย,10300000225286,3-66-2/28นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท โคราช พี.เอส.เวอร์ค จำกัด,1,39,บริษัท โคราช พี.เอส.เวอร์ค จำกัด,ผลิตหรือซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรม,ดำเนินกิจการ,2023-04-18T21:00:05,102.12592,321,14.94764,NULL,หนองบัวศาลา
เพชรมาตุคลา,10300001525320,3-66-15/32นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท โคราชเอสดับบลิวกรุ๊พ จำกัด,2,40,บริษัท โคราชเอสดับบลิวกรุ๊พ จำกัด,ทำ-ซ่อมเครื่องมือ เครื่องจักรและอุปกรณ์สำหรับใช้ในอุตสาหกรรมแป้ง,ดำเนินกิจการ,2023-04-18T21:00:05,102.12677,267,14.95715,NULL,หัวทะเล
นครราชสีมา-โชคชัย,10300000125163,3-9(2)-1/16นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท แป้งมันอิสาน จำกัด,1,41,บริษัท แป้งมันอิสาน จำกัด,ทำแป้งมันสำปะหลัง,ดำเนินกิจการ,2023-04-18T21:00:05,102.13174,35,14.93901,-,หนองบัวศาลา
มิตรภาพ,10300007225214,3-9(1)-72/21นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด โรงสีไทยถาวรโคราช,3,42,ห้างหุ้นส่วนจำกัด โรงสีไทยถาวรโคราช,สีข้าวชนิดแยกแกลบแยกรำ กำลังสีสูงสุดของร้านสีข้าว 60 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,102.130974,322,15.015714,NULL,จอหอ
มิตรภาพ,10300300125327,3-52(1)-1/32นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ราชสีมายางรีเคลม จำกัด,1,43,บริษัท ราชสีมายางรีเคลม จำกัด,ผลิตยางรีเคลม ผสมเนื้อยางและผลิตล้อยางตัน,ดำเนินกิจการ,2023-04-18T21:00:05,102.13107,373,15.01671,NULL,บ้านเกาะ
มิตรภาพ,10300400225324,3-77(1)-2/32นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท เชิดชัยกลการ จำกัด,NULL,44,บริษัท เชิดชัยกลการ จำกัด,ต่อตัวถังรถยนต์และทำชิ้นส่วนอุปกรณ์รถยนต์ เช่น แช็สซีส์รถยนต์และติดตั้งเครื่องยนต์บนแช็สซีส์,ดำเนินกิจการ,2023-04-18T21:00:05,102.06393,2200,14.96509,NULL,ในเมือง
นครราชสีมา-กบินทร์บุรี,10300000225153,3-20(3)-2/15นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท เสริมสุข จำกัด (มหาชน),14,45,บริษัท เสริมสุข จำกัด (มหาชน),ผลิตน้ำอัดลมชนิดไม่มีแอลกอฮอล์และทำน้ำดื่ม,ดำเนินกิจการ,2023-04-18T21:00:05,102.05481,211,14.94172,-,ปรุใหญ่
มิตรภาพ,10300100125188,3-58(1)-1/18นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท เสรีภัณฑ์ โปร เซ็นเตอร์ จำกัด,NULL,46,บริษัท เสรีภัณฑ์ โปร เซ็นเตอร์ จำกัด,ทำซีเมนต์บล๊อก และท่อคอนกรีต,ดำเนินกิจการ,2023-04-18T21:00:05,102.03421,3158,14.95683,NULL,ในเมือง
มิตรภาพ,10300001325325,3-95(1)-13/32นม,เมืองนครราชสีมา,นครราชสีมา,นางรัชเกล้า เจริญผล,NULL,47,ราชสีมาผ้าเบรค,ซ่อมระบบเบรครถยนต์และตั้งศูนย์ถ่วงล้อรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.08323,"491,493,495,497",14.97925,NULL,ในเมือง
นครราชสีมา-โชคชัย,10300001825324,3-9(6)-18/32นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด ราชสีมาบุญนภา,1,48,ห้างหุ้นส่วนจำกัด ราชสีมาบุญนภา,ทำมันเม็ดอัดแข็ง กำลังการผลิต 192 ตัน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,102.13039,31,14.94227,บ้านหนองตะคลอง,หัวทะเล
มิตรภาพ,10300500125275,3-95(1)-1/27นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด อู่ ช.ยานยนต์,NULL,49,ห้างหุ้นส่วนจำกัด อู่ ช.ยานยนต์อะไหล่,ซ่อมรถยนต์ และเครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.08762,1738,14.90829,NULL,หนองจะบก
ราชสีมา-โชคชัย,10300700125349,3-64(2)-1/34นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท โคราช ไซซัน จำกัด,3,50,บริษัท โคราช ไซซัน จำกัด,ผลิตแบบแม่พิมพ์ และปั๊มขึ้นรูปเครื่องจักร เครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.16675,224,14.92179,เขตอุตสาหกรรมสุรนารี,หนองบัวศาลา
มิตรภาพ,10300600125340,3-58(1)-1/34นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท เสรีภัณฑ์ โปร เซ็นเตอร์ จำกัด,NULL,51,บริษัท เสรีภัณฑ์ โปร เซ็นเตอร์ จำกัด,ทำคอนกรีตผสมเสร็จ,ดำเนินกิจการ,2023-04-18T21:00:05,102.03427,3158,14.95633,NULL,ในเมือง
มิตรภาพ,20300100225366,จ3-66-2/36นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท สยามแทรกเตอร์ 289 จำกัด,4,52,บริษัท สยามแทรกเตอร์ 289 จำกัด,ซ่อมและผลิตอุปกรณ์เครืองจักรเพื่อใช้ในการกสิกรรม,ดำเนินกิจการ,2023-04-18T21:00:05,102.18637,99,15.06682,บ้านศรีพัฒนา,บ้านโพธิ์
-,20300000225375,จ3-4(3)-2/37นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ฮะกี่ลิ้มจิงเฮียง จำกัด,4,53,บริษัท ฮะกี่ลิ้มจิงเฮียง จำกัด,ผลิตกุนเชียง หมูหยอง หมูแผ่น,ดำเนินกิจการ,2023-04-18T21:00:05,102.18188,44,15.06178,บ้านแสนเมือง,บ้านโพธิ์
มิตรภาพ,20300700125370,จ3-95(1)-1/37นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ตังปักโคราช จำกัด,NULL,54,บริษัท ตังปักโคราช จำกัด,ซ่อมเครื่องยนต์ และซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.07379,695/2,14.97949,NULL,ในเมือง
มิตรภาพ,10300000425316,3-58(1)-4/31นม,โนนสูง,นครราชสีมา,ห้างหุ้นส่วนจำกัด เขตรุ่งเรือง เค.อาร์,1,55,ห้างหุ้นส่วนจำกัด เขตรุ่งเรือง เค.อาร์,ทำคอนกรีตบล๊อก ท่อคอนกรีตอัดแรง และเสาเข็มคอนกรีตอัดแรง,ดำเนินกิจการ,2023-04-18T21:00:05,102.41434,64/9-1,15.25627,บ้านตลาดแค,ธารปราสาท
รพช.บ้านหญ้าคา-บ้านหัวฟาน,20300100425362,จ3-103(1)-4/36นม,โนนสูง,นครราชสีมา,นายอาชวิน กุลธนนันท์,4,56,NULL,ทำเกลือสินเธาว์และสูบหรือนำน้ำเกลือขึ้นมาจากใต้ดิน,ดำเนินกิจการ,2023-04-18T21:00:05,102.2957,147,15.33205,บ้านเสลา,พลสงคราม
โชคชัย-ครบุรี,10300200125369,3-9(2)-1/36นม,ครบุรี,นครราชสีมา,บริษัท เยนเนรัล สตาร์ช จำกัด,6,57,บริษัท เยนเนรัล สตาร์ช จำกัด,ผลิตแป้งมันสำปะหลัง และแป้งมันสำปะหลังแปรรูป ผลิตกระแสไฟฟ้าจากก๊าซชีวภาพ เพื่อใช้เองในโรงงาน  ,ดำเนินกิจการ,2023-04-18T21:00:05,102.188008,99-100,14.579015,-,อรพิมพ์
มิตรภาพ,10300300225325,3-22(1)-2/32นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ไทยซิลค์โปรดัคส์ จำกัด,10,58,บริษัท ไทยซิลค์โปรดัคส์ จำกัด,"สาวไหมด้วยเครื่องจักร, ควบและตีเกลียวเส้นไหม",ดำเนินกิจการ,2023-04-18T21:00:05,102.00377,74,14.94463,NULL,โคกกรวด
มิตรภาพ,10300200225326,3-12(11)-2/32นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท บ้านช้างเผือก,NULL,59,มิตรภาพไอศกรีม,ทำไอศกรีม,ดำเนินกิจการ,2023-04-18T21:00:05,102.07231,1308,14.9791,NULL,ในเมือง
นครราชสีมา-โชคชัย,10300100225327,3-9(1)-2/32นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท นครราชสีมาสิริโชคชัย จำกัด,5,60,บริษัท นครราชสีมาสิริโชคชัย จำกัด,"สีข้าว (กำลังสีสูงสุดของร้านสีข้าว รวม 1,000 เกวียน/วัน) และขัดข้าว และคัดคุณภาพข้าวสาร",ดำเนินกิจการ,2023-04-18T21:00:05,102.1674,85,14.88818,-,หนองบัวศาลา
นครราชสีมา-โชคชัย,10300000425209,3-9(2)-4/20นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท สงวนวงษ์อุตสาหกรรม จำกัด,4,61,บริษัท สงวนวงษ์อุตสาหกรรม จำกัด,ทำแป้งมันสำปะหลัง ทำแป้งมันสำเร็จรูป อัด และอบแห้งกากมัน ผลิตก๊าซชีวภาพจากน้ำเสีย,ดำเนินกิจการ,2023-04-18T21:00:05,102.15914,120,14.91854,-,หนองบัวศาลา
รพช.บ้านใหม่-มาบกราด,10300013025319,3-9(6)-130/31นม,ครบุรี,นครราชสีมา,นางสุวรรณี เหลืองกอไพบูลย์,8,62,สยามพืชไร่,ทำมันเส้น ได้เดือนละ 16 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,102.22572,NULL,14.45928,NULL,บ้านใหม่
มิตรภาพ,10300004225332,3-95(1)-42/33นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท โตโยต้าไทยเย็น จำกัด,NULL,63,บริษัท โตโยต้าไทยเย็น จำกัด,ตรวจเช็ค ซ่อม และเคาะพ่นสีรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.07195,699,14.97878,NULL,ในเมือง
มิตรภาพ,300000225288,ส3-15(1)-2/28นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),6,64,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),การทำอาหารผสมสำเร็จรูปสำหรับเลี้ยงสัตว์,ดำเนินกิจการ,2023-04-18T21:00:05,101.96896,86,14.92763,NULL,โคกกรวด
มิตรภาพ,10300000725152,3-14-7/15นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งมิตรภาพนครราชสีมา,NULL,65,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งมิตรภาพนครราชสีมา,ทำน้ำแข็งซอง ได้วันละ 616 ซอง,ดำเนินกิจการ,2023-04-18T21:00:05,102.07446,1268,14.97931,NULL,ในเมือง
นครราชสีมา-โชคชัย,10300000225211,3-34(2)-2/21นม,เมืองนครราชสีมา,นครราชสีมา,ห้างหุ้นส่วนจำกัด ยงประเสริฐ,1,66,ห้างหุ้นส่วนจำกัด ยงประเสริฐ,ทำวงกบประตู-หน้าต่าง เครื่องเรือน และครุภัณฑ์,ดำเนินกิจการ,2023-04-18T21:00:05,102.08309,46,14.97972,NULL,ในเมือง
มิตรภาพ,10300100125121,3-51-1/12นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท เมืองงามรับเบอร์ จำกัด,NULL,67,บริษัท เมืองงามรับเบอร์ จำกัด,หล่อดอกยางรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,102.07741,3412/1,14.96999,NULL,ในเมือง
เสิงสาง-ปะคำ,10300010525311,3-9(6)-105/31นม,เสิงสาง,นครราชสีมา,นายต่อพงษ์ ฉันทวิจัยกุล,12,68,สามชัยพืชผล,ทำมันเส้น ได้เดือนละ 600 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,102.51023,34,14.43257,บ้านดอนไร่,กุดโบสถ์
สืบศิริ,300000425334,ศ3-4(3)-4/33นม,เมืองนครราชสีมา,นครราชสีมา,บริษัท ปึงหงี่เชียง ฟู้ด โปรดักส์ จำกัด,-,69,บริษัท ปึงหงี่เชียง ฟู้ด โปรดักส์ จำกัด,ทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสุกร เช่น กุนเชียง หมูหยอง หมูยอ แหนม หมูสวรรค์ ไส้กรอก เป็นต้น,ดำเนินกิจการ,2023-04-18T21:00:05,102.05501,3403-3411,14.95919,-,ในเมือง
