_id,ปี,แหล่งที่มา,เดือน,ประเภท,รถจดทะเบียนใหม่
610,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 16 รถพ่วง,0
611,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 17 รถจักรยานยนต์สาธารณะ,85
612,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
613,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,269
614,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,78
615,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,160
616,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
617,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
618,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
619,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
620,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 8 รถยนต์รับจ้างสามล้อ,0
621,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 9 รถยนต์บริการธุรกิจ,0
622,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 10 รถยนต์บริการทัศนาจร,0
623,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 11 รถยนต์บริการให้เช่า,0
624,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 12 รถจักรยานยนต์,882
625,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 13 รถแทรกเตอร์,55
626,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 14 รถบดถนน,0
627,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 15 รถใช้งานเกษตรกรรม,0
628,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 16 รถพ่วง,0
629,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 17 รถจักรยานยนต์สาธารณะ,50
630,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,1
631,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,315
632,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,125
633,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,157
634,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
635,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
636,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
637,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
638,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
639,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 9 รถยนต์บริการธุรกิจ,0
640,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 10 รถยนต์บริการทัศนาจร,0
641,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 11 รถยนต์บริการให้เช่า,0
642,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 12 รถจักรยานยนต์,960
643,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 13 รถแทรกเตอร์,50
644,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 14 รถบดถนน,1
645,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 15 รถใช้งานเกษตรกรรม,0
646,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 16 รถพ่วง,0
647,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 17 รถจักรยานยนต์สาธารณะ,61
648,2568,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
