AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
50-59,83.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3235,ยอดรวม,ร้อยละ,ภาคเหนือ,2563
60 ขึ้นไป,41.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3236,ยอดรวม,ร้อยละ,ภาคเหนือ,2563
ยอดรวม,74.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3237,ชาย,ร้อยละ,ภาคเหนือ,2563
15-19,20.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3238,ชาย,ร้อยละ,ภาคเหนือ,2563
20-24,79.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3239,ชาย,ร้อยละ,ภาคเหนือ,2563
30-34,94.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3240,ชาย,ร้อยละ,ภาคเหนือ,2563
35-39,94.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3241,ชาย,ร้อยละ,ภาคเหนือ,2563
40-49,93.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3242,ชาย,ร้อยละ,ภาคเหนือ,2563
50-59,92.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3243,ชาย,ร้อยละ,ภาคเหนือ,2563
60 ขึ้นไป,51.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3244,ชาย,ร้อยละ,ภาคเหนือ,2563
ยอดรวม,58.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3245,หญิง,ร้อยละ,ภาคเหนือ,2563
15-19,8.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3246,หญิง,ร้อยละ,ภาคเหนือ,2563
20-24,62.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3247,หญิง,ร้อยละ,ภาคเหนือ,2563
25-29,73.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3248,หญิง,ร้อยละ,ภาคเหนือ,2563
30-34,80.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3249,หญิง,ร้อยละ,ภาคเหนือ,2563
35-39,84.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3250,หญิง,ร้อยละ,ภาคเหนือ,2563
40-49,85.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3251,หญิง,ร้อยละ,ภาคเหนือ,2563
50-59,75.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3252,หญิง,ร้อยละ,ภาคเหนือ,2563
60 ขึ้นไป,32.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3253,หญิง,ร้อยละ,ภาคเหนือ,2563
ยอดรวม,65.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3254,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
15-19,14.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3255,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
20-24,66.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3256,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
25-29,83.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3257,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
30-34,87.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3258,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
35-39,88.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3259,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
40-49,90.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3260,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
50-59,85.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3261,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
60 ขึ้นไป,39.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3262,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
ยอดรวม,74.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3263,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
15-19,20.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3264,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
20-24,76.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3265,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
25-29,93.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3266,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
30-34,93.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3267,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
35-39,93.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3268,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
40-49,95.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3269,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
50-59,94.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3270,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
60 ขึ้นไป,52.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3271,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
ยอดรวม,57.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3272,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
15-19,7.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3273,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
20-24,55.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3274,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
25-29,73.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3275,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
30-34,81.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3276,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
35-39,83.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3277,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
40-49,85.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3278,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
50-59,77.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3279,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
60 ขึ้นไป,29.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3280,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
ยอดรวม,69.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3281,ยอดรวม,ร้อยละ,ภาคใต้,2563
15-19,18.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3282,ยอดรวม,ร้อยละ,ภาคใต้,2563
20-24,67.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3283,ยอดรวม,ร้อยละ,ภาคใต้,2563
25-29,86.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3284,ยอดรวม,ร้อยละ,ภาคใต้,2563
30-34,87.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3285,ยอดรวม,ร้อยละ,ภาคใต้,2563
35-39,88.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3286,ยอดรวม,ร้อยละ,ภาคใต้,2563
40-49,88.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3287,ยอดรวม,ร้อยละ,ภาคใต้,2563
50-59,83.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3288,ยอดรวม,ร้อยละ,ภาคใต้,2563
60 ขึ้นไป,42.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3289,ยอดรวม,ร้อยละ,ภาคใต้,2563
ยอดรวม,80.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3290,ชาย,ร้อยละ,ภาคใต้,2563
15-19,27.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3291,ชาย,ร้อยละ,ภาคใต้,2563
20-24,81.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3292,ชาย,ร้อยละ,ภาคใต้,2563
25-29,93.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3293,ชาย,ร้อยละ,ภาคใต้,2563
30-34,96.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3294,ชาย,ร้อยละ,ภาคใต้,2563
35-39,96.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3295,ชาย,ร้อยละ,ภาคใต้,2563
40-49,96.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3296,ชาย,ร้อยละ,ภาคใต้,2563
50-59,93.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3297,ชาย,ร้อยละ,ภาคใต้,2563
60 ขึ้นไป,54.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3298,ชาย,ร้อยละ,ภาคใต้,2563
ยอดรวม,60.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3299,หญิง,ร้อยละ,ภาคใต้,2563
15-19,10.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3300,หญิง,ร้อยละ,ภาคใต้,2563
20-24,52.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3301,หญิง,ร้อยละ,ภาคใต้,2563
25-29,77.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3302,หญิง,ร้อยละ,ภาคใต้,2563
30-34,78.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3303,หญิง,ร้อยละ,ภาคใต้,2563
35-39,81.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3304,หญิง,ร้อยละ,ภาคใต้,2563
40-49,81.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3305,หญิง,ร้อยละ,ภาคใต้,2563
50-59,73.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3306,หญิง,ร้อยละ,ภาคใต้,2563
60 ขึ้นไป,32.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,3307,หญิง,ร้อยละ,ภาคใต้,2563
ยอดรวม,68.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3308,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
15-19,15.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3309,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
20-24,64.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3310,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
25-29,87.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3311,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
30-34,89.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3312,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
35-39,89.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3313,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
40-49,88.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3314,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
50-59,81.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3315,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
60 ขึ้นไป,36.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3316,ยอดรวม,ร้อยละ,ทั่วราชอาณาจักร,2564
ยอดรวม,76.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3317,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
15-19,21.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3318,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
20-24,72.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3319,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
25-29,93.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3320,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
35-39,95.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3321,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
40-49,95.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3322,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
50-59,91.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3323,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
60 ขึ้นไป,47.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3324,ชาย,ร้อยละ,ทั่วราชอาณาจักร,2564
ยอดรวม,60.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3325,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
15-19,9.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3326,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
20-24,55.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3327,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
25-29,80.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3328,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
30-34,83.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3329,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
35-39,84.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3330,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
40-49,82.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3331,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
50-59,72.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3332,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
60 ขึ้นไป,28.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3333,หญิง,ร้อยละ,ทั่วราชอาณาจักร,2564
ยอดรวม,72.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3334,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
15-19,13.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3335,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
20-24,59.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3336,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
25-29,91.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3337,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
30-34,92.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3338,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
35-39,91.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3339,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
40-49,90.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3340,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
50-59,79.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3341,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
60 ขึ้นไป,27.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3342,ยอดรวม,ร้อยละ,กรุงเทพมหานคร,2564
ยอดรวม,78.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3343,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
15-19,14.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3344,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
20-24,63.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3345,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
25-29,93.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3346,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
30-34,96.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3347,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
35-39,97.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3348,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
40-49,97.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3349,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
50-59,88.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3350,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
60 ขึ้นไป,33.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3351,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
ยอดรวม,67.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3352,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
15-19,11.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3353,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
20-24,56.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3354,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
25-29,90.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3355,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
30-34,88.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3356,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
35-39,87.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3357,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
40-49,83.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3358,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
50-59,71.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3359,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
60 ขึ้นไป,23.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3360,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
ยอดรวม,70.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3361,ยอดรวม,ร้อยละ,ภาคกลาง,2564
15-19,15.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3362,ยอดรวม,ร้อยละ,ภาคกลาง,2564
20-24,67.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3363,ยอดรวม,ร้อยละ,ภาคกลาง,2564
25-29,90.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3364,ยอดรวม,ร้อยละ,ภาคกลาง,2564
30-34,91.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3365,ยอดรวม,ร้อยละ,ภาคกลาง,2564
35-39,90.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3366,ยอดรวม,ร้อยละ,ภาคกลาง,2564
40-49,88.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3367,ยอดรวม,ร้อยละ,ภาคกลาง,2564
50-59,79.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3368,ยอดรวม,ร้อยละ,ภาคกลาง,2564
60 ขึ้นไป,34.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3369,ยอดรวม,ร้อยละ,ภาคกลาง,2564
ยอดรวม,78.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3370,ชาย,ร้อยละ,ภาคกลาง,2564
15-19,19.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3371,ชาย,ร้อยละ,ภาคกลาง,2564
20-24,74.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3372,ชาย,ร้อยละ,ภาคกลาง,2564
25-29,95.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3373,ชาย,ร้อยละ,ภาคกลาง,2564
30-34,96.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3374,ชาย,ร้อยละ,ภาคกลาง,2564
35-39,96.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3375,ชาย,ร้อยละ,ภาคกลาง,2564
40-49,95.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3376,ชาย,ร้อยละ,ภาคกลาง,2564
50-59,89.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3377,ชาย,ร้อยละ,ภาคกลาง,2564
60 ขึ้นไป,42.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3378,ชาย,ร้อยละ,ภาคกลาง,2564
ยอดรวม,63.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3379,หญิง,ร้อยละ,ภาคกลาง,2564
15-19,10.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3380,หญิง,ร้อยละ,ภาคกลาง,2564
20-24,60.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3381,หญิง,ร้อยละ,ภาคกลาง,2564
25-29,85.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3382,หญิง,ร้อยละ,ภาคกลาง,2564
30-34,85.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3383,หญิง,ร้อยละ,ภาคกลาง,2564
35-39,84.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3384,หญิง,ร้อยละ,ภาคกลาง,2564
40-49,82.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3385,หญิง,ร้อยละ,ภาคกลาง,2564
50-59,69.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3386,หญิง,ร้อยละ,ภาคกลาง,2564
60 ขึ้นไป,27.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3387,หญิง,ร้อยละ,ภาคกลาง,2564
ยอดรวม,66.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3388,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
15-19,16.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3389,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
20-24,67.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3390,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
25-29,85.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3391,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
30-34,87.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3392,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
35-39,88.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3393,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
40-49,88.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3394,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
50-59,83.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3395,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
60 ขึ้นไป,41.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3396,ยอดรวม,ร้อยละ,ภาคเหนือ,2564
ยอดรวม,75.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3397,ชาย,ร้อยละ,ภาคเหนือ,2564
15-19,24.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3398,ชาย,ร้อยละ,ภาคเหนือ,2564
20-24,74.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3399,ชาย,ร้อยละ,ภาคเหนือ,2564
25-29,94.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3400,ชาย,ร้อยละ,ภาคเหนือ,2564
30-34,95.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3401,ชาย,ร้อยละ,ภาคเหนือ,2564
35-39,93.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3402,ชาย,ร้อยละ,ภาคเหนือ,2564
40-49,94.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3403,ชาย,ร้อยละ,ภาคเหนือ,2564
60 ขึ้นไป,52.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3404,ชาย,ร้อยละ,ภาคเหนือ,2564
ยอดรวม,58.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3405,หญิง,ร้อยละ,ภาคเหนือ,2564
15-19,9.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3406,หญิง,ร้อยละ,ภาคเหนือ,2564
20-24,59.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3407,หญิง,ร้อยละ,ภาคเหนือ,2564
25-29,76.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3408,หญิง,ร้อยละ,ภาคเหนือ,2564
30-34,78.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3409,หญิง,ร้อยละ,ภาคเหนือ,2564
35-39,83.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3410,หญิง,ร้อยละ,ภาคเหนือ,2564
40-49,83.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3411,หญิง,ร้อยละ,ภาคเหนือ,2564
50-59,75.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3412,หญิง,ร้อยละ,ภาคเหนือ,2564
60 ขึ้นไป,33.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3413,หญิง,ร้อยละ,ภาคเหนือ,2564
ยอดรวม,62.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3414,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
15-19,13.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3415,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
20-24,62.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3416,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
25-29,80.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3417,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
30-34,86.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3418,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
35-39,88.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3419,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
40-49,86.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3420,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
50-59,81.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3421,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
60 ขึ้นไป,36.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3422,ยอดรวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
ยอดรวม,71.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3423,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
15-19,19.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3424,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
20-24,72.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3425,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
25-29,89.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3426,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
30-34,93.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3427,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
35-39,93.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3428,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
40-49,92.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,3429,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
