ประเภท,เนื้อที่สะสม,ภาค,รายละเอียด,_id,หน่วย,ปีเพาะปลูก,สภาพการเพาะปลูก,หมวดหมู่,จังหวัด,ลักษณะการใช้พื้นที่
พืชผัก,,ตอน.,ปลูก,540,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,หนองบัวลำภู,ปลูก 
พื้นที่ชลประทาน,1384,ตอน.,พื้นที่ชลประทาน,541,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,บึงกาฬ,พื้นที่ชลประทาน
พื้นที่คาดการณ์,472,ตอน.,พื้นที่คาดการณ์,542,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,พื้นที่คาดการณ์
นาปรัง,856,ตอน.,ปลูก,543,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,ปลูก
นาปรัง 2,,ตอน.,ปลูก,544,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,ปลูก
นาปรัง,,ตอน.,เสียหาย,545,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,น้ำท่วม
นาปรัง,,ตอน.,เสียหาย,546,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,น้ำแล้ง
นาปรัง,,ตอน.,เสียหาย,547,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,"โรค,แมลง "
นาปรัง 2,,ตอน.,เสียหาย,548,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,น้ำท่วม 
นาปรัง 2,,ตอน.,เสียหาย,549,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,น้ำแล้ง 
นาปรัง 2,,ตอน.,เสียหาย,550,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,"โรค,แมลง "
นาปรัง,856,ตอน.,เก็บเกี่ยว,551,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,เก็บเกี่ยว
นาปรัง 2,,ตอน.,เก็บเกี่ยว,552,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,บึงกาฬ,เก็บเกี่ยว
พื้นที่คาดการณ์,20,ตอน.,พื้นที่คาดการณ์,553,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,บึงกาฬ,พื้นที่คาดการณ์
พืชไร่,,ตอน.,ปลูก,554,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,บึงกาฬ,ปลูก 
พืชผัก,,ตอน.,ปลูก,555,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,บึงกาฬ,ปลูก 
พื้นที่ชลประทาน,684557,กลาง,พื้นที่ชลประทาน,556,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ชัยนาท,พื้นที่ชลประทาน
พื้นที่คาดการณ์,450628,กลาง,พื้นที่คาดการณ์,557,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,พื้นที่คาดการณ์
นาปรัง,485674,กลาง,ปลูก,558,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,ปลูก
นาปรัง 2,,กลาง,ปลูก,559,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,ปลูก
นาปรัง,,กลาง,เสียหาย,560,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,น้ำท่วม
นาปรัง,,กลาง,เสียหาย,561,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,น้ำแล้ง
นาปรัง,,กลาง,เสียหาย,562,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,"โรค,แมลง "
นาปรัง 2,,กลาง,เสียหาย,563,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,น้ำท่วม 
นาปรัง 2,,กลาง,เสียหาย,564,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,น้ำแล้ง 
นาปรัง 2,,กลาง,เสียหาย,565,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,"โรค,แมลง "
นาปรัง,485674,กลาง,เก็บเกี่ยว,566,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,เก็บเกี่ยว
นาปรัง 2,,กลาง,เก็บเกี่ยว,567,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชัยนาท,เก็บเกี่ยว
พื้นที่คาดการณ์,2005,กลาง,พื้นที่คาดการณ์,568,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชัยนาท,พื้นที่คาดการณ์
พืชไร่,,กลาง,ปลูก,569,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชัยนาท,ปลูก 
พืชผัก,202,กลาง,ปลูก,570,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชัยนาท,ปลูก 
พื้นที่ชลประทาน,424000,กลาง,พื้นที่ชลประทาน,571,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,สิงห์บุรี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,280277,กลาง,พื้นที่คาดการณ์,572,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,พื้นที่คาดการณ์
นาปรัง,269944,กลาง,ปลูก,573,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,ปลูก
นาปรัง 2,,กลาง,ปลูก,574,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,ปลูก
นาปรัง,,กลาง,เสียหาย,575,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,น้ำท่วม
นาปรัง,,กลาง,เสียหาย,576,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,น้ำแล้ง
นาปรัง,,กลาง,เสียหาย,577,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,"โรค,แมลง "
นาปรัง 2,,กลาง,เสียหาย,578,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,น้ำท่วม 
นาปรัง 2,,กลาง,เสียหาย,579,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,น้ำแล้ง 
นาปรัง 2,,กลาง,เสียหาย,580,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,"โรค,แมลง "
นาปรัง,269944,กลาง,เก็บเกี่ยว,581,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,เก็บเกี่ยว
นาปรัง 2,,กลาง,เก็บเกี่ยว,582,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สิงห์บุรี,เก็บเกี่ยว
พื้นที่คาดการณ์,1236,กลาง,พื้นที่คาดการณ์,583,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สิงห์บุรี,พื้นที่คาดการณ์
พืชไร่,435,กลาง,ปลูก,584,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สิงห์บุรี,ปลูก 
พืชผัก,,กลาง,ปลูก,585,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สิงห์บุรี,ปลูก 
พื้นที่ชลประทาน,507360,กลาง,พื้นที่ชลประทาน,586,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,อ่างทอง,พื้นที่ชลประทาน
พื้นที่คาดการณ์,281365,กลาง,พื้นที่คาดการณ์,587,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,พื้นที่คาดการณ์
นาปรัง,326836,กลาง,ปลูก,588,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,ปลูก
นาปรัง 2,,กลาง,ปลูก,589,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,ปลูก
นาปรัง,,กลาง,เสียหาย,590,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,น้ำท่วม
นาปรัง,,กลาง,เสียหาย,591,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,น้ำแล้ง
นาปรัง,,กลาง,เสียหาย,592,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,"โรค,แมลง "
นาปรัง 2,,กลาง,เสียหาย,593,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,น้ำท่วม 
นาปรัง 2,,กลาง,เสียหาย,594,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อ่างทอง,น้ำแล้ง 
