ประเภท,เนื้อที่สะสม,ภาค,รายละเอียด,_id,หน่วย,ปีเพาะปลูก,สภาพการเพาะปลูก,หมวดหมู่,จังหวัด,ลักษณะการใช้พื้นที่
นาปรัง,2700,ตะวันตก,เก็บเกี่ยว,926,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สมุทรสงคราม,เก็บเกี่ยว
นาปรัง 2,,ตะวันตก,เก็บเกี่ยว,927,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สมุทรสงคราม,เก็บเกี่ยว
พื้นที่คาดการณ์,1700,ตะวันตก,พื้นที่คาดการณ์,928,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สมุทรสงคราม,พื้นที่คาดการณ์
พืชไร่,102,ตะวันตก,ปลูก,929,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สมุทรสงคราม,ปลูก 
พืชผัก,1621,ตะวันตก,ปลูก,930,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สมุทรสงคราม,ปลูก 
พื้นที่ชลประทาน,1739326,ตะวันตก,พื้นที่ชลประทาน,931,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,สุพรรณบุรี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,919789,ตะวันตก,พื้นที่คาดการณ์,932,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,พื้นที่คาดการณ์
นาปรัง,1041883,ตะวันตก,ปลูก,933,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,ปลูก
นาปรัง 2,,ตะวันตก,ปลูก,934,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,ปลูก
นาปรัง,,ตะวันตก,เสียหาย,935,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,น้ำท่วม
นาปรัง,,ตะวันตก,เสียหาย,936,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,น้ำแล้ง
นาปรัง,,ตะวันตก,เสียหาย,937,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,"โรค,แมลง "
นาปรัง 2,,ตะวันตก,เสียหาย,938,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,น้ำท่วม 
นาปรัง 2,,ตะวันตก,เสียหาย,939,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,น้ำแล้ง 
นาปรัง 2,,ตะวันตก,เสียหาย,940,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,"โรค,แมลง "
นาปรัง,958567,ตะวันตก,เก็บเกี่ยว,941,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,เก็บเกี่ยว
นาปรัง 2,,ตะวันตก,เก็บเกี่ยว,942,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุพรรณบุรี,เก็บเกี่ยว
พื้นที่คาดการณ์,9843,ตะวันตก,พื้นที่คาดการณ์,943,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุพรรณบุรี,พื้นที่คาดการณ์
พืชไร่,3561,ตะวันตก,ปลูก,944,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุพรรณบุรี,ปลูก 
พืชผัก,4700,ตะวันตก,ปลูก,945,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุพรรณบุรี,ปลูก 
พื้นที่ชลประทาน,30000,ใต้,พื้นที่ชลประทาน,946,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ชุมพร,พื้นที่ชลประทาน
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,947,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,พื้นที่คาดการณ์
นาปรัง,,ใต้,ปลูก,948,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,ปลูก
นาปรัง 2,,ใต้,ปลูก,949,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,ปลูก
นาปรัง,,ใต้,เสียหาย,950,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,951,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,952,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,953,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,954,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,955,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,956,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,957,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ชุมพร,เก็บเกี่ยว
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,958,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชุมพร,พื้นที่คาดการณ์
พืชไร่,,ใต้,ปลูก,959,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชุมพร,ปลูก 
พืชผัก,,ใต้,ปลูก,960,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ชุมพร,ปลูก 
พื้นที่ชลประทาน,765500,ใต้,พื้นที่ชลประทาน,961,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,นครศรีธรรมราช,พื้นที่ชลประทาน
พื้นที่คาดการณ์,39981,ใต้,พื้นที่คาดการณ์,962,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,พื้นที่คาดการณ์
นาปรัง,26259,ใต้,ปลูก,963,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,ปลูก
นาปรัง 2,,ใต้,ปลูก,964,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,ปลูก
นาปรัง,,ใต้,เสียหาย,965,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,966,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,967,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,968,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,969,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,970,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,"โรค,แมลง "
นาปรัง,4815,ใต้,เก็บเกี่ยว,971,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,972,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครศรีธรรมราช,เก็บเกี่ยว
พื้นที่คาดการณ์,6670,ใต้,พื้นที่คาดการณ์,973,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครศรีธรรมราช,พื้นที่คาดการณ์
พืชไร่,846,ใต้,ปลูก,974,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครศรีธรรมราช,ปลูก 
พืชผัก,2727,ใต้,ปลูก,975,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครศรีธรรมราช,ปลูก 
พื้นที่ชลประทาน,24860,ใต้,พื้นที่ชลประทาน,976,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,กระบี่,พื้นที่ชลประทาน
พื้นที่คาดการณ์,20,ใต้,พื้นที่คาดการณ์,977,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,พื้นที่คาดการณ์
นาปรัง,48,ใต้,ปลูก,978,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,ปลูก
นาปรัง 2,,ใต้,ปลูก,979,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,ปลูก
นาปรัง,,ใต้,เสียหาย,980,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,981,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,982,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,983,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,984,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,985,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,"โรค,แมลง "
นาปรัง,48,ใต้,เก็บเกี่ยว,986,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,987,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กระบี่,เก็บเกี่ยว
พื้นที่คาดการณ์,70,ใต้,พื้นที่คาดการณ์,988,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กระบี่,พื้นที่คาดการณ์
พืชไร่,,ใต้,ปลูก,989,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กระบี่,ปลูก 
พืชผัก,29,ใต้,ปลูก,990,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กระบี่,ปลูก 
พื้นที่ชลประทาน,27200,ใต้,พื้นที่ชลประทาน,991,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,พังงา,พื้นที่ชลประทาน
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,992,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,พื้นที่คาดการณ์
นาปรัง,,ใต้,ปลูก,993,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,ปลูก
นาปรัง 2,,ใต้,ปลูก,994,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,ปลูก
นาปรัง,,ใต้,เสียหาย,995,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,996,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,997,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,998,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,999,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1000,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,1001,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1002,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พังงา,เก็บเกี่ยว
พื้นที่คาดการณ์,61,ใต้,พื้นที่คาดการณ์,1003,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,พังงา,พื้นที่คาดการณ์
พืชไร่,,ใต้,ปลูก,1004,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,พังงา,ปลูก 
พืชผัก,58,ใต้,ปลูก,1005,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,พังงา,ปลูก 
พื้นที่ชลประทาน,68115,ใต้,พื้นที่ชลประทาน,1006,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,สุราษฎร์ธานี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,3020,ใต้,พื้นที่คาดการณ์,1007,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,พื้นที่คาดการณ์
นาปรัง,1922,ใต้,ปลูก,1008,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,ปลูก
นาปรัง 2,,ใต้,ปลูก,1009,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,ปลูก
นาปรัง,,ใต้,เสียหาย,1010,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,1011,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,1012,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,1013,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,1014,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1015,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,"โรค,แมลง "
นาปรัง,1922,ใต้,เก็บเกี่ยว,1016,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1017,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สุราษฎร์ธานี,เก็บเกี่ยว
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,1018,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุราษฎร์ธานี,พื้นที่คาดการณ์
พืชไร่,,ใต้,ปลูก,1019,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุราษฎร์ธานี,ปลูก 
พืชผัก,,ใต้,ปลูก,1020,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สุราษฎร์ธานี,ปลูก 
พื้นที่ชลประทาน,,ใต้,พื้นที่ชลประทาน,1021,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ภูเก็ต,พื้นที่ชลประทาน
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,1022,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,พื้นที่คาดการณ์
นาปรัง,,ใต้,ปลูก,1023,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,ปลูก
นาปรัง 2,,ใต้,ปลูก,1024,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,ปลูก
นาปรัง,,ใต้,เสียหาย,1025,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,1026,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,1027,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,1028,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,1029,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1030,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,1031,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1032,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ภูเก็ต,เก็บเกี่ยว
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,1033,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ภูเก็ต,พื้นที่คาดการณ์
พืชไร่,,ใต้,ปลูก,1034,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ภูเก็ต,ปลูก 
พืชผัก,,ใต้,ปลูก,1035,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ภูเก็ต,ปลูก 
พื้นที่ชลประทาน,,ใต้,พื้นที่ชลประทาน,1036,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ระนอง,พื้นที่ชลประทาน
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,1037,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,พื้นที่คาดการณ์
นาปรัง,,ใต้,ปลูก,1038,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,ปลูก
นาปรัง 2,,ใต้,ปลูก,1039,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,ปลูก
นาปรัง,,ใต้,เสียหาย,1040,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,1041,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,1042,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,1043,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,1044,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1045,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,1046,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1047,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ระนอง,เก็บเกี่ยว
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,1048,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ระนอง,พื้นที่คาดการณ์
พืชไร่,,ใต้,ปลูก,1049,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ระนอง,ปลูก 
พืชผัก,,ใต้,ปลูก,1050,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ระนอง,ปลูก 
พื้นที่ชลประทาน,70400,ใต้,พื้นที่ชลประทาน,1051,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ตรัง,พื้นที่ชลประทาน
พื้นที่คาดการณ์,64,ใต้,พื้นที่คาดการณ์,1052,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,พื้นที่คาดการณ์
นาปรัง,85,ใต้,ปลูก,1053,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,ปลูก
นาปรัง 2,,ใต้,ปลูก,1054,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,ปลูก
นาปรัง,,ใต้,เสียหาย,1055,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,1056,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,1057,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,1058,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,1059,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1060,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,1061,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1062,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ตรัง,เก็บเกี่ยว
พื้นที่คาดการณ์,1313,ใต้,พื้นที่คาดการณ์,1063,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ตรัง,พื้นที่คาดการณ์
พืชไร่,276,ใต้,ปลูก,1064,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ตรัง,ปลูก 
พืชผัก,386,ใต้,ปลูก,1065,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,ตรัง,ปลูก 
พื้นที่ชลประทาน,39450,ใต้,พื้นที่ชลประทาน,1066,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,สตูล,พื้นที่ชลประทาน
พื้นที่คาดการณ์,,ใต้,พื้นที่คาดการณ์,1067,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,พื้นที่คาดการณ์
นาปรัง,,ใต้,ปลูก,1068,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,ปลูก
นาปรัง 2,,ใต้,ปลูก,1069,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,ปลูก
นาปรัง,,ใต้,เสียหาย,1070,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,1071,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,1072,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,1073,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,1074,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1075,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,1076,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1077,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สตูล,เก็บเกี่ยว
พื้นที่คาดการณ์,100,ใต้,พื้นที่คาดการณ์,1078,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สตูล,พื้นที่คาดการณ์
พืชไร่,45,ใต้,ปลูก,1079,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สตูล,ปลูก 
พืชผัก,43,ใต้,ปลูก,1080,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สตูล,ปลูก 
พื้นที่ชลประทาน,339890,ใต้,พื้นที่ชลประทาน,1081,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,สงขลา,พื้นที่ชลประทาน
พื้นที่คาดการณ์,51608,ใต้,พื้นที่คาดการณ์,1082,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,พื้นที่คาดการณ์
นาปรัง,76387,ใต้,ปลูก,1083,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,ปลูก
นาปรัง 2,,ใต้,ปลูก,1084,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,ปลูก
นาปรัง,,ใต้,เสียหาย,1085,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,1086,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,1087,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,1088,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,1089,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1090,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,1091,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1092,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,สงขลา,เก็บเกี่ยว
พื้นที่คาดการณ์,2643,ใต้,พื้นที่คาดการณ์,1093,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สงขลา,พื้นที่คาดการณ์
พืชไร่,,ใต้,ปลูก,1094,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สงขลา,ปลูก 
พืชผัก,,ใต้,ปลูก,1095,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,สงขลา,ปลูก 
พื้นที่ชลประทาน,353642,ใต้,พื้นที่ชลประทาน,1096,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,ปัตตานี,พื้นที่ชลประทาน
พื้นที่คาดการณ์,60000,ใต้,พื้นที่คาดการณ์,1097,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,พื้นที่คาดการณ์
นาปรัง,36336,ใต้,ปลูก,1098,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,ปลูก
นาปรัง 2,,ใต้,ปลูก,1099,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,ปลูก
นาปรัง,,ใต้,เสียหาย,1100,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,น้ำท่วม
นาปรัง,,ใต้,เสียหาย,1101,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,น้ำแล้ง
นาปรัง,,ใต้,เสียหาย,1102,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,"โรค,แมลง "
นาปรัง 2,,ใต้,เสียหาย,1103,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,น้ำท่วม 
นาปรัง 2,,ใต้,เสียหาย,1104,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,น้ำแล้ง 
นาปรัง 2,,ใต้,เสียหาย,1105,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,"โรค,แมลง "
นาปรัง,,ใต้,เก็บเกี่ยว,1106,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,เก็บเกี่ยว
นาปรัง 2,,ใต้,เก็บเกี่ยว,1107,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,ปัตตานี,เก็บเกี่ยว
