ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
การทำผลิตภัณฑ์จากหิน เช่น แคลเซียมคาร์บอเนตน้ำ,5,, 11.00 ,จ3-58(3)-4/49ชบ,20200200425496,956, 293.00 ,5803,บริษัท เคมมิค วิซ จำกัด,หนองบอนแดง,49,,บ้านบึง,89/3,ชลบุรี,บริษัท เคมมิค วิซ จำกัด,3, 10 ,20170
ทำผลิตภัณฑ์จากหินอ่อนตัดแบ่งเป็นแผ่นและทำเป็นหินประดับ,1,มาบไผ่-เกาะไม้แหลม, 53.00 ,จ3-58(3)-1/60ชบ,20200300125608,957, 475.00 ,5803,บริษัท อันมาร์ จำกัด,มาบไผ่,60,,บ้านบึง,47/3,ชลบุรี,บริษัท อันมาร์ จำกัด,3, 50 ,20170
ทำผลิตภัณฑ์จากหิน เช่น แผ่นหินประดับ,7,, 17.20 ,จ3-58(3)-2/67ชบ,20200141825671,958, 417.31 ,5803,บริษัท ฟิโลลิน่า สโตน จำกัด,คลองกิ่ว,67,,บ้านบึง,โฉนดที่ดินเลขที่ 43422,ชลบุรี,บริษัท ฟิโลลิน่า สโตน จำกัด,3, 30 ,20220
ผลิตภัณฑ์สำหรับขัดเงาโลหะและอโลหะ,1,, 38.00 ,จ3-58(4)-1/59ชบ,20200500125598,959, 77.77 ,5804,บริษัท คิงส์ไบรท์ จำกัด,หนองบอนแดง,59,,บ้านบึง,119,ชลบุรี,บริษัท คิงส์ไบรท์ จำกัด,3, 10 ,20170
ทำแผ่นขัดเจียนโลหะและแผ่นตัดโลหะ ได้ 480000 แผ่นต่อปี,3,, 16.33 ,3-58(4)-1/36ชบ,10200400125369,960, 688.67 ,5804,บริษัท ฟูหลงอินดัสตรี้ จำกัด,บ้านบึง,36,,บ้านบึง,99/1,ชลบุรี,บริษัท ฟูหลงอินดัสตรี้ จำกัด,3, 65 ,20170
หลอม หล่อ ชิ้นส่วนเครื่องจักรจากเหล็ก เช่น ชิ้นส่วนกังหันลม ชิ้นส่วนเครื่อง MRI,9,," 2,000.00 ",3-59-2/63ชบ,10200073225637,961," 35,941.52 ",5900,บริษัท ยอง ก๊วน เฮฟวี่ อินดัสทรี (ไทยแลนด์) จำกัด,คลองกิ่ว,63,,บ้านบึง,200,ชลบุรี,บริษัท ยอง ก๊วน เฮฟวี่ อินดัสทรี (ไทยแลนด์) จำกัด,3, 280 ,20220
หลอมและรีดเหล็ก (เหล็กแท่ง เหล็กเส้นเสริมคอนกรีตและเหล็กโครงสร้างรูปพรรณ ได้วันละ 800 ตัน/วัน),1,," 1,680.00 ",3-59-8/52ชบ,10200000825525,962," 118,829.00 ",5900,บริษัท ไพศาลสตีล จำกัด,หนองอิรุณ,52,,บ้านบึง,8/88,ชลบุรี,บริษัท ไพศาลสตีล จำกัด,3, 240 ,20220
"ผลิตเหล็กเส้นเสริมคอนกรีตชนิดเหล็กเส้นกลม-เหล็กข้ออ้อย ได้ปีละ 210,000 ตัน (จำนวน 2 สายการผลิต)",7,331, 115.00 ,3-59-2/37ชบ,10200000225379,963," 8,327.40 ",5900,บริษัท ทวีชัยอุตสาหกรรมเหล็ก จำกัด,หนองอิรุณ,37,,บ้านบึง,533,ชลบุรี,บริษัท ทวีชัยอุตสาหกรรมเหล็ก จำกัด,3, 60 ,20220
ผลิตลวดเหล็ก และเหล็กเพลาขาว กำลังการผลิต 7 ตันต่อวัน,2,, 150.80 ,3-59-1/57ชบ,10200000125579,964," 1,510.25 ",5900,บริษัท ซุปเปอร์ สตีล เอ็นเตอร์ไพรส์ จำกัด,หนองชาก,57,,บ้านบึง,168,ชลบุรี,บริษัท ซุปเปอร์ สตีล เอ็นเตอร์ไพรส์ จำกัด,3, 27 ,20170
หลอมหล่อเหล็ก และอลูมิเนียม เช่น พูลเล่ย์และชิ้นส่วนเครื่องจักรกล,6,, 204.86 ,3-59-5/56ชบ,10200100525561,965," 4,875.00 ",5900,บริษัท ไท้เฮงการช่างและการหล่อ (1959) จำกัด,หนองบอนแดง,56,,บ้านบึง,124,ชลบุรี,บริษัท ไท้เฮงการช่างและการหล่อ (1959) จำกัด,3, 171 ,20170
หลอมหล่อโลหะ อัดเศษโลหะ,7,, 66.00 ,จ3-60-22/65ชบ,20200199525652,966, 484.80 ,6000,บริษัท อีสเทิร์น ฟอร์จูน แอดวานซ์ แมททีเรียล (ประเทศไทย) จำกัด ,หนองอิรุณ,65,,บ้านบึง,โฉนดที่ดินเลขที่  21501 ,ชลบุรี,บริษัท อีสเทิร์น ฟอร์จูน แอดวานซ์ แมททีเรียล (ประเทศไทย) จำกัด ,3, 20 ,20220
หลอมโลหะ เช่น อลูมิเนียม และอัดเศษโลหะ คัดแยกวัสดุที่ไม่ใช้แล้ว และนำเศษโลหะ มาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกลับไปใช้ประโยชน์ใหม่,1,สาย 331, 13.00 ,จ3-60-9/48ชบ,20200000925489,967, 149.00 ,6000,บริษัท นวภัทรกิจ จำกัด,หนองไผ่แก้ว,48,,บ้านบึง,310,ชลบุรี,บริษัท นวภัทรกิจ จำกัด,3, 20 ,20220
หลอมโลหะ,5,, 90.00 ,จ3-60-1/66ชบ,20200005325669,968, 462.14 ,6000,บริษัท เอ็มเอ็ชซี กรุ๊ป ฟรีโซน จำกัด,หนองอิรุณ,66,,บ้านบึง,โฉนดที่ดินเลขที่ 15987,ชลบุรี,บริษัท เอ็มเอ็ชซี กรุ๊ป ฟรีโซน จำกัด,3, 32 ,20220
ผลิตชิ้นส่วนอะไหล่ที่หล่อจากอลูมิเนียม,1,, 598.55 ,จ3-60-14/54ชบ,20200001425547,969," 2,350.25 ",6000,บริษัท แอดวานซ์ ได-คัสติ้ง อินดัสทรี จำกัด,หนองซ้ำซาก,54,,บ้านบึง,25/5,ชลบุรี,บริษัท แอดวานซ์ ได-คัสติ้ง อินดัสทรี จำกัด,3, 420 ,20170
หลอมอลูมิเนียม เช่น เครื่องใช้และอุปกรณ์ที่ทำจากโลหะและอลูมิเนียมทุกชนิด,2,-, 24.00 ,จ3-60-24/51ชบ,20200102425511,970, 394.50 ,6000,บริษัท เอ-พลัส อลูมิเนียม จำกัด,หนองไผ่แก้ว,51,-,บ้านบึง,104/1,ชลบุรี,บริษัท เอ-พลัส อลูมิเนียม จำกัด,3, 29 ,20220
หลอมหล่อโลหะผสมเพื่อใช้ในการบัดกรี (Solder)  ดีบุกและทองแดง หลอมเศษโลหะผสมเพื่อใช้ในการบัดกรี เศษดีบุกและเศษทองแดง ที่เป็นของเสียหรือวัสดุที่ไม่ใช้แล้วจากโ,4,-, 5.20 ,จ3-60-1/42ชบ,20201000125427,971, 87.00 ,6000,บริษัท จีเอส อีเลคทรอนิคส์ เมทัล จำกัด,หนองอิรุณ,42,-,บ้านบึง,320,ชลบุรี,บริษัท จีเอส อีเลคทรอนิคส์ เมทัล จำกัด,3, 27 ,20220
รีดและขัดเงาท่อสแตนเลส,2,, 60.00 ,จ3-60-7/61ชบ,20200400725612,972, 281.50 ,6000,บริษัท ติ่ง ซิน สแตนเลส จำกัด,หนองบอนแดง,61,,บ้านบึง,112/1-2,ชลบุรี,บริษัท ติ่ง ซิน สแตนเลส จำกัด,3, 24 ,20170
ผลิตผลิตภัณฑ์โลหะรวมทั้งชิ้นส่วนโลหะสำหรับยานยนต์ อิเลคทรอนิกส์ และการผลิตเครื่องจักรรืออุปกรณ์สำหรับงานอุตสาหกรรม ,2,ชลบุรี-บ้านบึง, 43.30 ,3-60-1/40ชบ,10200900125406,973, 497.76 ,6000,บริษัท เจ้น ฟา อินดัสเทรียล จำกัด,หนองซ้ำซาก,40,,บ้านบึง,47/4,ชลบุรี,บริษัท เจ้น ฟา อินดัสเทรียล จำกัด,3, 38 ,20170
ผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือเครื่องใช้ที่ทำด้วยเหล็กและส่วนประกอบของเครื่องมือ เช่น แม่พิมพ์ต่างๆ และส่วนประกอบของแม่พิมพ์และทำผลิตภัณฑ์จากพลาสติก,3,, 43.65 ,จ3-61-3/62ชบ,20200086825629,974, 329.00 ,6100,บริษัท ไทย เค เอส ที เทค จำกัด,บ้านบึง,62,,บ้านบึง,223/7,ชลบุรี,บริษัท ไทย เค เอส ที เทค จำกัด,3, 16 ,20170
ทำปืนยิงลูกแม็กลม,1,, 45.00 ,จ3-61-1/65ชบ,20200004425650,975, 205.00 ,6100,บริษัท เคอหลง ทูลส์ (ไทยแลนด์) จำกัด,หนองไผ่แก้ว,65,,บ้านบึง,742/9,ชลบุรี,บริษัท เคอหลง ทูลส์ (ไทยแลนด์) จำกัด,3, 12 ,20220
ผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องจักรที่ทำด้วยเหล็ก หรือเหล็กกล้า เช่น เครื่องพับเหล็ก และรวมถึงส่วนประกอบหรืออุปกรณ์เครื่องจักร,4,บ้านบึง-พนัสนิคม, 27.00 ,3-61-1/40ชบ,10201000125403,976, 718.00 ,6100,บริษัท 3114 เอ็นจิเนียริ่ง จำกัด,หนองชาก,40,-,บ้านบึง,311,ชลบุรี,บริษัท 3114 เอ็นจิเนียริ่ง จำกัด,3, 95 ,20170
ผลิตข้อต่อเหล็กสำเร็จรูป,3,วิฑูรย์ดำริ, 380.00 ,3-61-7/52ชบ,10200000725527,977," 3,297.44 ",6100,บริษัท อวาจิ แมตทีเรีย (ประเทศไทย) จำกัด,บ้านบึง,52,,บ้านบึง,115/5,ชลบุรี,บริษัท อวาจิ แมตทีเรีย (ประเทศไทย) จำกัด,3, 600 ,20170
"ผลิตชิ้นงานโลหะ เช่น ชั้นวางของ (Rack), ชั้นวางคลังสินค้า (Pallet rack) และชิ้นงานโลหะตามแบบลูกค้า ผลิต ซ่อมแซม เครื่องจักรและอะไหล่เครื่องจักร จำพวกเครื่อง CNC เครื่อง Press machine เป็นต้น ",5,-, 4.80 ,จ3-61-6/66ชบ,20200200925669,978, 220.26 ,6100,บริษัท อา-เตะ เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด ,หนองซ้ำซาก,66,-,บ้านบึง,41/1,ชลบุรี,บริษัท อา-เตะ เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด ,3, 12 ,20170
ผลิตบล็อกตัด ใบมีดตัดจากโลหะ,4,, 51.00 ,จ3-61-1/67ชบ,20200052925676,979, 132.15 ,6100,บริษัท ดี.เค. ไดคัท จำกัด,หนองชาก,67,,บ้านบึง,331/4,ชลบุรี,บริษัท ดี.เค. ไดคัท จำกัด,3, 13 ,20170
ผลิตสายวัดระยะตลับเมตรที่ทำมาจากเหล็ก,2,-, 5.96 ,จ3-61-2/65ชบ,20200205925656,980, 186.10 ,6100,บริษัท ฮีหนาน เจียงหัว เมชเชอร์ ทูลส์ (ประเทศไทย) จำกัด,หนองบอนแดง,65,-,บ้านบึง,223,ชลบุรี,บริษัท ฮีหนาน เจียงหัว เมชเชอร์ ทูลส์ (ประเทศไทย) จำกัด,3, 9 ,20170
ผลิตม่านสำเร็จรูปชิ้นส่วนหรืออุปกรณ์ม่านและชิ้นส่วนเฟอร์นิเจอร์ทุกชนิด,10,, 9.49 ,จ3-62-7/56ชบ,20200100725565,981, 212.50 ,6200,บริษัท แกรนด์ เลค ลีฟวิ่ง จำกัด,หนองอิรุณ,56,,บ้านบึง,999/2,ชลบุรี,บริษัท แกรนด์ เลค ลีฟวิ่ง จำกัด,3, 193 ,20220
ผลิตเฟอร์นิเจอร์ เช่น โต๊ะ ตู้ ชั้นวาง จากโลหะ,1,, 7.38 ,จ3-62-1/68ชบ,20200015625686,982, 249.00 ,6200,บริษัท ทีบีเค อินดัสทรี (ไทยแลนด์) จำกัด,มาบไผ่,68,,บ้านบึง,269,ชลบุรี,บริษัท ทีบีเค อินดัสทรี (ไทยแลนด์) จำกัด,3, 19 ,20170
ผลิตเครื่องเรือน เครื่องครัว เครื่องเคหะภัณฑ์จากโลหะ และข้อต่อท่อ วาล์วเปิด-ปิดน้ำ,6,-, 100.50 ,จ3-62-1/45ชบ,20201300125457,983," 1,452.60 ",6200,บริษัท แคสท๊อป เมทริค จำกัด,หนองบอนแดง,45,-,บ้านบึง,96,ชลบุรี,บริษัท แคสท๊อป เมทริค จำกัด,3, 180 ,20170
ผลิตม่านสำเร็จรูป และส่วนประกอบของม่านและชิ้นส่วนเฟอร์นิเจอร์,10,, 258.40 ,จ3-62-2/54ชบ,20200200225540,984," 8,456.52 ",6200,บริษัท รอยัล ฟินนิชชิ่งจ์ จำกัด,หนองอิรุณ,54,,บ้านบึง,999/1-3,ชลบุรี,บริษัท รอยัล ฟินนิชชิ่งจ์ จำกัด,3, 110 ,20220
ผลิตเครื่องเรือนจากโลหะ,5,-, 41.78 ,จ3-62-2/45ชบ,20200400225456,985," 1,115.03 ",6200,บริษัท เด็คส์เตอร์ อินดัสทรี จำกัด,บ้านบึง,45,-,บ้านบึง,199,ชลบุรี,บริษัท เด็คส์เตอร์ อินดัสทรี จำกัด,3, 175 ,20170
ผลิตม่านสำเร็จรูป ชิ้นส่วนหรืออุปกรณ์ม่านและชิ้นส่วนเฟอร์นิเจอร์ทุกชนิด,10,, 4.00 ,จ3-62-10/56ชบ,20200201025568,986, 165.00 ,6200,บริษัท รอยัล ฟินนิชชิ่งจ์ จำกัด,หนองอิรุณ,56,,บ้านบึง,999/2,ชลบุรี,บริษัท รอยัล ฟินนิชชิ่งจ์ จำกัด,3, 88 ,20220
ผลิตและประกอบเครื่องครัว,3,, 310.00 ,3-62-1/40ชบ,10201100125402,987," 2,480.44 ",6200,บริษัท เฟิสท์ ฉื่อ จิ้น ฮั้ว จำกัด,คลองกิ่ว,40,,บ้านบึง,234,ชลบุรี,บริษัท เฟิสท์ ฉื่อ จิ้น ฮั้ว จำกัด,3, 100 ,20220
ผลิตชั้นวางสินค้า ตู้เก็บสินค้า ตู้เก็บเอกสาร ครุภัณฑ์ ซึ่งผลิตจากเหล็กและโลหะ,3,, 9.80 ,จ3-62-1/49ชบ,20200400125490,988, 174.60 ,6200,บริษัท บราโว่ อุตสาหกรรม จำกัด,บ้านบึง,49,,บ้านบึง,35/10,ชลบุรี,บริษัท บราโว่ อุตสาหกรรม จำกัด,3, 55 ,20170
ผลิตเหล็กโครงสร้าง เช่น เหล็กตัวซี,4,, 47.50 ,จ3-63(1)-5/49ชบ,20200100525494,989, 90.00 ,6301,บริษัท ฟูเจียน สเมล เมทเทิล จำกัด,หนองชาก,49,,บ้านบึง,132/3,ชลบุรี,บริษัท ฟูเจียน สเมล เมทเทิล จำกัด,3, 10 ,20170
ชิ้นส่วนอุปกรณ์สำหรับใช้ในการก่อสร้างจากโลหะ,7,, 15.00 ,จ3-63(1)-1/40ชบ,20200300125400,990, 173.50 ,6301,บริษัท ซินิเมจ แมคแคนิคอล จำกัด,คลองกิ่ว,40,,บ้านบึง,23,ชลบุรี,บริษัท ซินิเมจ แมคแคนิคอล จำกัด,3, 16 ,20220
ผลิตประกอบชิ้นส่วนสำหรับการก่อสร้างสะพานเทียบเครื่องบิน และสำหรับการก่อาสร้างอาคาร,4,ชลบุรี-บ้านบึง, 51.00 ,จ3-63(1)-3/50ชบ,20200400325504,991, 576.60 ,6301,บริษัท ไทย จูรอง เอ็นจิเนียริ่ง จำกัด,หนองซ้ำซาก,50,,บ้านบึง,54,ชลบุรี,บริษัท ไทย จูรอง เอ็นจิเนียริ่ง จำกัด,3, 145 ,20170
ทำอุปกรณ์เครื่องจักรและโครงสร้างเหล็ก,1,, 150.00 ,จ3-63(2)-29/54ชบ,20200002925545,992, 283.00 ,6302,บริษัท เวอร์เท็คซ์ เอ็นจิเนียริ่ง จำกัด,คลองกิ่ว,54,,บ้านบึง,888/7,ชลบุรี,บริษัท เวอร์เท็คซ์ เอ็นจิเนียริ่ง จำกัด,3, 122 ,20220
ผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้าง การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร ผลิตภัณฑ์โลหะการตัด พับ หรือม้วนโลหะ เช่น ท่อเหล็ก เหล็กรูปพรรณ เป็นต้น,2,, 80.00 ,จ3-63(2)-1/59ชบ,20200600125597,993, 479.15 ,6302,บริษัท ไทย เฟอโรแมกซ์ จำกัด,หนองอิรุณ,59,,บ้านบึง,534/3,ชลบุรี,บริษัท ไทย เฟอโรแมกซ์ จำกัด,3, 20 ,20220
รับผลิตชิ้นส่วนหรืออุปกรณ์เครื่องใช้ของผลิตภัณฑ์โลหะ และการทำส่วนประกอบสำหรับใช้ในการก่อสร้าง,4,, 1.00 ,จ3-63(2)-32/58ชบ,20200203225588,994, 135.50 ,6302,บริษัท ชิแชม สแตนลี่ กรุ๊ป จำกัด,มาบไผ่,58,,บ้านบึง,71/8,ชลบุรี,บริษัท ชิแชม สแตนลี่ กรุ๊ป จำกัด,3, 3 ,20170
ทำโครงสร้างเหล็ก,5,, 12.02 ,จ3-63(2)-10/52ชบ,20200201025527,995, 175.04 ,6302,บริษัท เฉิง ฟา จำกัด,บ้านบึง,52,,บ้านบึง,19/1,ชลบุรี,บริษัท เฉิง ฟา จำกัด,3, 7 ,20170
ทำเหล็กโครงสร้างรูปพรรณต่าง ๆ และถังรับแรงดัน,4,ทางหลวงสาย 331, -   ,3-63(2)-28/53ชบ,10200102825530,996," 2,859.50 ",6302,บริษัท แอ๊พพลายด์แมชีนเนอรี่ จำกัด,คลองกิ่ว,53,,บ้านบึง,13,ชลบุรี,บริษัท แอ๊พพลายด์แมชีนเนอรี่ จำกัด,3, 80 ,20220
ผลิตเหล็กแผ่นรีดลอน,5,, 32.00 ,จ3-63(2)-32/63ชบ,20200208425639,997, 175.50 ,6302,บริษัท หลังคาเหล็ก ยูเนียน พียูโฟม จำกัด,บ้านบึง,63,,บ้านบึง,999,ชลบุรี,บริษัท หลังคาเหล็ก ยูเนียน พียูโฟม จำกัด,3, 10 ,20170
รีดแผนโลหะเป็นวัสดุก่อสร้าง เช่นแผ่นมุงหลังคา รางน้ำ แผ่นฉนวนกันความร้อน และกันเสียง,1,ชลบุรี-บ้านบึง, 30.86 ,จ3-63(2)-16/47ชบ,20200001625476,998, 110.50 ,6302,บริษัท วายทีที เอ็นจิเนียริ่ง คอนสตรัคชั่น (ประเทศไทย) จำกัด ,มาบไผ่,47,ยี่กงษี,บ้านบึง,147,ชลบุรี,บริษัท วายทีที เอ็นจิเนียริ่ง คอนสตรัคชั่น (ประเทศไทย) จำกัด ,3, 18 ,20170
ผลิตภาชนะบรรจุ เช่น ตะกร้า ตะแกรง ถาด กล่อง,2,, 7.50 ,จ3-64(1)-4/59ชบ,20200200425595,999, 293.00 ,6401,บริษัท จิน เชิน จำกัด,หนองบอนแดง,59,,บ้านบึง,203/6,ชลบุรี,บริษัท จิน เชิน จำกัด,3, 32 ,20170
ผลิตภัณฑ์จากโลหะ เช่น ถังเหล็ก ถังแก๊ส ฯลฯ,1,-, 505.00 ,3-64(1)-6/51ชบ,10200000625511,1000," 2,186.50 ",6401,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),หนองชาก,51,-,บ้านบึง,10/4,ชลบุรี,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),3, 336 ,20170
ทำภาชนะบรรจุจากโลหะ ผลิตหอถังเหล็กเก็บน้ำ ถังกรองน้ำ และเจาะ เจียร เชื่อม ม้วนโลหะ,3,, 14.90 ,จ3-64(1)-1/61ชบ,20200800125611,1001, 139.00 ,6401,บริษัท ชลวรรษ 1994 จำกัด,หนองอิรุณ,61,,บ้านบึง,224,ชลบุรี,บริษัท ชลวรรษ 1994 จำกัด,3, 14 ,20220
ผลิตผลิตภัณฑ์โลหะ เช่น ถังน้ำ และการกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,,บ้านบึง-แกลง, 115.00 ,จ3-64(1)-2/57ชบ,20200600225579,1002, 481.69 ,6401,บริษัท โอเอ็มวาย (ไทยแลนด์) จำกัด,บ้านบึง,57,,บ้านบึง,8,ชลบุรี,บริษัท โอเอ็มวาย (ไทยแลนด์) จำกัด,3, 29 ,20170
ทำผลิตภัณฑ์จากโลหะ เช่น ถังเหล็ก ถังบรรจุความดัน งานโครงสร้างเหล็ก,3,บ้านบึง-ป่ายุบ, 210.00 ,3-64(1)-1/35ชบ,10200600125359,1003," 3,035.95 ",6401,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด(มหาชน),หนองชาก,35,,บ้านบึง,10/8,ชลบุรี,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด(มหาชน),3, 129 ,20170
การทำภาชนะบรรจุจากโลหะ,7,, 47.09 ,จ3-64(1)-1/59ชบ,20200700125596,1004, 494.50 ,6401,บริษัท บางกอกเมทัลเครท จำกัด,คลองกิ่ว,59,,บ้านบึง,429/3,ชลบุรี,บริษัท บางกอกเมทัลเครท จำกัด,3, 51 ,20220
ผลิตชิ้นส่วนปั๊มป์ขึ้นรูปโลหะ,2,, 74.52 ,จ3-64(2)-26/57ชบ,20200102625573,1005, 327.00 ,6402,บริษัท ชิมาดะ เวิร์ค (ประเทศไทย) จำกัด,หนองชาก,57,,บ้านบึง,98/11,ชลบุรี,บริษัท ชิมาดะ เวิร์ค (ประเทศไทย) จำกัด,3, 25 ,20170
ปั๊มโลหะ เพื่อใช้เป็นชิ้นส่วนอุปกรณ์รถยนต์และเครื่องใช้ไฟฟ้า,4,, 33.20 ,จ3-64(2)-7/67ชบ,20200101825679,1006, 439.00 ,6402,บริษัท ดี ซี แอล โมลด์แอนด์ออโต้ พาร์ทส จำกัด,บ้านบึง,67,,บ้านบึง,11/8,ชลบุรี,บริษัท ดี ซี แอล โมลด์แอนด์ออโต้ พาร์ทส จำกัด,3, 77 ,20170
ทำผลิตภัณฑ์โลหะด้วยวิธีปั้ม ฯลฯ,1,, 387.12 ,จ3-64(2)-19/57ชบ,20200101925578,1007, 593.50 ,6402,บริษัท ฮัวเหม่ย (ประเทศไทย) จำกัด,มาบไผ่,57,,บ้านบึง,158/11,ชลบุรี,บริษัท ฮัวเหม่ย (ประเทศไทย) จำกัด,3, 97 ,20170
อัดปั้มขึ้นรูปแผ่นโลหะ,3,, 330.03 ,จ3-64(2)-23/56ชบ,20200102325562,1008, 595.00 ,6402,บริษัท พี.เอ.ออโต้ ซัพพลาย จำกัด,หนองบอนแดง,56,,บ้านบึง,143/5,ชลบุรี,บริษัท พี.เอ.ออโต้ ซัพพลาย จำกัด,3, 112 ,20170
ปั๊มชิ้นส่วนโลหะ ได้แก่ ชิ้นส่วนคีย์บอร์ด                  ,3,, 15.10 ,จ3-64(2)-10/67ชบ,20200174025678,1009, 175.00 ,6402,บริษัท ฮงพิน อิเล็กทรอนิกส์ เทคโนโลยี จำกัด,หนองบอนแดง,67,,บ้านบึง,88/4,ชลบุรี,บริษัท ฮงพิน อิเล็กทรอนิกส์ เทคโนโลยี จำกัด,3, 60 ,20170
ปั๊มขึ้นรูปโลหะ,5,, 50.41 ,จ3-64(2)-11/67ชบ,20200178925675,1010, 164.86 ,6402,บริษัท อี้ไท่ พรีซิชั่น แมชชีนเนอรี่ (ประเทศไทย) จำกัด,หนองอิรุณ,67,,บ้านบึง,200/2,ชลบุรี,บริษัท อี้ไท่ พรีซิชั่น แมชชีนเนอรี่ (ประเทศไทย) จำกัด,3, 21 ,20220
ตัด กลึง เจาะ กัด ไส เจียน เชื่อมโลหะ และปั๊มชิ้นงานโลหะ,1,, 31.00 ,จ3-64(2)-6/64ชบ,20200313725642,1011, 359.50 ,6402,บริษัท ที เค จี อินดัสเตรียล (ประเทศไทย) จำกัด,คลองกิ่ว,64,,บ้านบึง,680/15,ชลบุรี,บริษัท ที เค จี อินดัสเตรียล (ประเทศไทย) จำกัด,3, 30 ,20220
ทำผลิตภัณฑ์โลหะด้วยวิธีปั๊ม ตัด พับ ม้วน และเจาะโลหะ เช่น โครงกล่องเซิร์ฟเวอร์ โครงกล่องเพาว์เวอร์ซัพพลาย โครงกล่องอุปกรณ์เครือข่าย,9,, 18.42 ,จ3-64(2)-8/66ชบ,20200111625663,1012, 441.00 ,6402,บริษัท ลองซี เทคโนโลยี (ประเทศไทย) จำกัด,หนองอิรุณ,66,,บ้านบึง,112/6,ชลบุรี,บริษัท ลองซี เทคโนโลยี (ประเทศไทย) จำกัด,3, 48 ,20220
ผลิตชิ้นส่วนยานยนต์ จักรยานยนต์ ฯลฯ ด้วยวิธีปั๊มกระแทก,5,-, 8.00 ,จ3-64(2)-21/54ชบ,20200102125541,1013, 258.50 ,6402,บริษัท ไฮเทค ออโต เทคโนโลยี จำกัด,บ้านบึง,54,-,บ้านบึง,148/4,ชลบุรี,บริษัท ไฮเทค ออโต เทคโนโลยี จำกัด,3, 46 ,20170
รับจ้าง ผลิต แม่พิมพ์ งานกลึง ปั๊มชิ้นส่วนต่าง ๆ ทุกชนิด,1,ทางหลวง 3133, 44.50 ,จ3-64(2)-10/49ชบ,20200001025495,1014, 298.00 ,6402,บริษัท ซัมมิตโลคัลพาร์ตส์ จำกัด,หนองอิรุณ,49,,บ้านบึง,37,ชลบุรี,บริษัท ซัมมิตโลคัลพาร์ตส์ จำกัด,3, 95 ,20220
ปั๊มชิ้นส่วนรถยนต์,2,, 28.00 ,จ3-64(2)-1/54ชบ,20200500125549,1015, 210.00 ,6402,บริษัท ธาดาเมทัล พาร์ส จำกัด,หนองชาก,54,,บ้านบึง,18/18,ชลบุรี,บริษัท ธาดาเมทัล พาร์ส จำกัด,3, 30 ,20170
ปั๊มขึ้นรูปโลหะ และกลึง เจาะ คว้าน กัด ไส เจียน โลหะทั่วไป,2,, 9.00 ,จ3-64(2)-2/65ชบ,20200046725653,1016, 76.50 ,6402,ห้างหุ้นส่วนจำกัด เอส.เฮช.เอ.เตชะ เอ็นจิเนียริ่ง,หนองบอนแดง,65,,บ้านบึง,203/1,ชลบุรี,ห้างหุ้นส่วนจำกัด เอส.เฮช.เอ.เตชะ เอ็นจิเนียริ่ง,3, 10 ,20170
ผลิตชิ้นส่วนรถยนต์ ชิ้นส่วนเครื่องใช้ไฟฟ้า,3,-, 310.43 ,จ3-64(2)-28/48ชบ,20200002825489,1017," 1,707.50 ",6402,บริษัท ยูไนเต็ด ออนเนสตี้ เมกเกอร์ จำกัด,หนองซ้ำซาก,48,-,บ้านบึง,40/4,ชลบุรี,บริษัท ยูไนเต็ด ออนเนสตี้ เมกเกอร์ จำกัด,3, 255 ,20170
ปั๊มโลหะ กัด ไส เจียรโลหะทั่วไป,5,, 6.30 ,จ3-64(2)-12/59ชบ,20200301225597,1018, 188.50 ,6402,บริษัท คณะวงศ์ดีเวลลอปเม้นท์ จำกัด,มาบไผ่,59,,บ้านบึง,92/1,ชลบุรี,บริษัท คณะวงศ์ดีเวลลอปเม้นท์ จำกัด,3, 11 ,20170
ปั๊ม ตัด พับหรือม้วนโลหะ กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,2,, 10.53 ,จ3-64(2)-22/61ชบ,20200302225612,1019, 271.69 ,6402,บริษัท เคบีเค โกลบอล จำกัด,หนองบอนแดง,61,,บ้านบึง,230,ชลบุรี,บริษัท เคบีเค โกลบอล จำกัด,3, 14 ,20170
