_id,รายชื่อสถานประกอบการ,ระดับ,ปีงบประมาณ
948,บริษัท รชต พลาสติก อินเจ็คชั่น จำกัด,1,2565
949,บริษัท พานทอง ไทย แพ็ค จำกัด,1,2565
950,บริษัท หลงเจิ้น เทคโนโลยี จำกัด,1,2565
951,บริษัท ยูราเทค อินดัสทรี จำกัด,1,2565
952,บริษัท ซันไลท์ ซัพพลาย จำกัด,1,2565
953,บริษัท พี.วี.เอส พลาสติก จำกัด,1,2565
954,บริษัท โกลบอล พลาส เซ็นเตอร์ จำกัด,1,2565
955,บริษัท เชียง อี้ เทคโนโลยี กรุ๊ป จำกัด,1,2565
956,บริษัท อีลิทวิน จำกัด,1,2565
957,บริษัท โคตรรวย อินเตอร์พลาสท์ จำกัด,1,2565
958,บริษัท ซอง อีน จำกัด,1,2565
959,บริษัท ธัญวลัย พาเลท จำกัด,1,2565
960,บริษัท ตงหง จำกัด,1,2565
961,บริษัท ชาเขียว จำกัด,1,2565
962,บริษัท จิ่วหลงไทย จำกัด,1,2565
963,บริษัท จินจงฟา อุตสาหกรรมกระดาษ จำกัด,1,2565
964,บริษัท จิ่งเม่า บ็อกซ์ เมนูแฟคเจอริ่ง จำกัด,1,2565
965,บริษัท กอบโชคธุรกิจทราย จำกัด,1,2565
966,ซี เอส เอส,1,2565
967,บริษัท แคร์รี่ แพ็ค จำกัด,1,2565
968,บริษัท บูวอน เทค จำกัด,1,2565
969,บริษัท คิวซี รีไซเคิล จำกัด,1,2565
970,บริษัท พอล แอนด์ โค (ประเทศไทย) จำกัด,1,2565
971,บริษัท พีคส์ อัลลายแอนซ์ จำกัด,1,2565
972,บริษัท พีเอสเค โมลด์ส เมกเกอร์ จำกัด,1,2565
973,บริษัท ยูนิคัล เวิร์คส์ จำกัด,1,2565
974,บริษัท อริยผล เทรดดิ้ง จำกัด,1,2565
975,บริษัท ม้าดำ จำกัด,1,2565
976,บริษัท เผิงเฟย พรีซิชั่น ฮาร์ดแวร์ (ไทยแลนด์) จำกัด,1,2565
977,บริษัท บูรพา รับเบอร์ อินดัสตรี จำกัด,1,2565
978,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,1,2565
979,บริษัท ดง ฮัน ไบโอเทค (ประเทศไทย) จำกัด,1,2565
980,บริษัท เทพรดาภรณ์ แอนด์ ซัพพลาย จำกัด,1,2565
981,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,1,2565
982,บริษัท เค.พี.เอส.รีไซเคิ้ล จำกัด,1,2565
983,บริษัท เค.พี.เอส.รีไซเคิ้ล จำกัด,1,2565
984,บริษัท จีเอส อีเลคทรอนิคส์ เมทัล จำกัด,1,2565
985,บริษัท เฉาเชิ่ง ลาเท็กซ์ จำกัด,1,2565
986,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,1,2565
987,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),1,2565
988,บริษัท แก้วบุญมา พลาสติก จำกัด,1,2565
989,บริษัท กานต์สินี รีไซเคิล จำกัด,1,2565
990,บริษัท ซัมอิล เทคโนโลยี (ไทยแลนด์) จำกัด,1,2565
991,บริษัท พารา เพียว ลาเท็กซ์ จำกัด,1,2565
992,บริษัท 1595 จำกัด,1,2565
993,บริษัท กานต์สินี รีไซเคิล จำกัด,1,2565
994,บริษัท นพรุจ รีไซเคิล จำกัด,1,2565
995,บริษัท 687 พลาสติก แอนด์ โมลด์ จำกัด,1,2565
996,บริษัท เทจิน เดรน เทค จำกัด,1,2565
997,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,1,2565
998,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,1,2565
999,บริษัท ดามัวร์ อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,1,2565
1000,บริษัท จีเอส อีเลคทรอนิคส์ เมทัล จำกัด,1,2565
1001,บริษัท ธันเดอร์ เทคโนโลยี่ (ไทยแลนด์) จำกัด,1,2565
1002,บริษัท อินเตอร์ จิ๊ก จำกัด,1,2565
1003,นายสุภาค รัตนะรังษี,1,2565
1004,บริษัท เวน จูน เทค จำกัด,1,2565
1005,บริษัท พลาสติกเอเชียอินเตอร์เทรด จำกัด,1,2565
1006,บริษัท พีอาร์ ฟู้ดส์ กรุ๊ป จำกัด,1,2565
1007,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,1,2565
1008,บริษัท เพิ่มพูลสลักภัณฑ์และกลการ (2004) จำกัด,1,2565
1009,บริษัท บุรีรัมย์ธงชัยก่อสร้าง จำกัด,1,2565
1010,ไทยฟริคชั่นดัสท์ โปรดักส์,1,2565
1011,ห้างหุ้นส่วนจำกัด สุวรรณกูล รีไซเคิล,1,2565
1012,โรงงานสาคูกรณิฑัศณ์,1,2565
1013,ห้างหุ้นส่วนจำกัด สมชาย โฮม เฟอร์นิเจอร์,1,2565
1014,บริษัท จาด้าเทค อินดัสทรีส์ จำกัด,1,2565
1015,บ่อดิน P.T.,1,2565
1016,บ่อดิน ส.สุขปิติ,1,2565
1017,บริษัท บูซอง โพลีคอม (ประเทศไทย) จำกัด,1,2565
1018,บริษัท ทริปเปิ้ล เอ็กซ์ กรุ๊ป จำกัด,1,2565
1019,บริษัท พีแอนด์ไอ (ไทยแลนด์) จำกัด,1,2565
1020,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด,1,2565
1021,บริษัท โตโย แอดวานซ์ เทคโนโลยีส์ ออโต้โมบิล คอมโพเนนส์ (ไทยแลนด์) จำกัด,1,2565
1022,บริษัท จุฑาวรรณ จำกัด,1,2565
1023,บริษัท โคเอ ซังเกียว (ประเทศไทย) จำกัด,1,2565
1024,บริษัท ไทยสตีลเคเบิล จำกัด (มหาชน),1,2565
1025,บริษัท คิว แอนด์ คิว โฮลดิ้ง จำกัด,1,2565
