_id,หน่วยงานเจ้าของ,หน่วย,ชื่อโรงงาน,ประกอบกิจการ,ปีที่ได้รับอนุญาต,ตำบล,อำเภอ,เงินลงทุนรวม,TSIC,รหัสประเภท
11,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ท่าทรายโชคบริบูรณ์,ดูดทรายและกรวด,2561,บางทรายน้อย,หว้านใหญ่," 2,500,000 ",8103,304
12,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ท่าทรายนางสาววาสนา กำยาน,ดูดทรายและกรวด,2562,บางทรายน้อย,หว้านใหญ่," 2,000,000 ",8103,304
13,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงฆ่าสัตว์สหกรณ์การเกษตรหนองสูง จำกัด,ฆ่าและชำแหละโคขุน,2560,มุกดาหาร,เมืองมุกดาหาร," 27,888,800 ",10111,401
14,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงฆ่าสัตว์สหกรณ์การเกษตรหนองสูง จำกัด,ฆ่าและชำแหละโคขุน,2550,หนองสูงเหนือ,หนองสูง," 47,270,000 ",10111,401
15,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ลูกชิ้นสมศักดิ์,ผลิตลูกชิ้นและหมูยอจากเนื้อสัตว์,2556,นาสีนวน,เมืองมุกดาหาร," 4,500,000 ",10139,403
16,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท เอ็นเนอร์โกร (ประเทศไทย) จำกัด,"สกัดและผลิตน้ำมัน CBD, น้ำมันเมล็ดกัญชง (Hemp Seed Oil) แปรรูปผลผลิตจาก กัญชง และสมุนไพร",2564,คำอาฮวน,เมืองมุกดาหาร," 124,332,000 ",10491,701
17,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,สุริยาการค้า,สีข้าว ชนิดแยกแกลบแยกรำกำลังสูงสุด 15 เกวียน/วัน,2546,น้ำเที่ยง,คำชะอี," 700,000 ",10611,901
18,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด สมบูรณ์พูนผล,สีข้าว,2554,คำป่าหลาย,เมืองมุกดาหาร," 60,000,000 ",10611,901
19,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท มุกดาธัญญทิพย์ จำกัด,สีข้าว (รวมกำลังสีสูงสุดของร้านสีข้าวได้ 210 เกวียนต่อวัน เท่าสิทธิเดิม) และอบข้าวเปลือก,2514,มุกดาหาร,เมืองมุกดาหาร," 24,200,000 ",10611,901
20,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด โรงสีกิมเจ็กซินมุกดาหาร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 25 เกวียน/วัน,2527,มุกดาหาร,เมืองมุกดาหาร," 1,400,000 ",10611,901
21,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท โรงสีมุกธัญญา จำกัด,สีข้าว,2555,มุกดาหาร,เมืองมุกดาหาร," 280,000,000 ",10611,901
22,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ไทยปราณี,สีข้าวชนิดแยกแกลบแยกรำ ,2546,บ้านเป้า,หนองสูง," 490,000 ",10611,901
23,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ชนัญญาการเกษตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียนต่อวัน,2560,หว้านใหญ่,หว้านใหญ่," 10,500,000 ",10611,901
24,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ดงหลวง ควอลลิตี้ สตาร์ช จำกัด,ทำแป้งมันสำปะหลัง (กำลังการผลิตสูงสุด 50 ตันแป้ง/วัน),2553,หนองแคน,ดงหลวง," 1,057,500,000 ",10622,902
25,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ผลิตแป้งมันสำปะหลัง,2550,คำป่าหลาย,เมืองมุกดาหาร," 110,000,000 ",10612,902
26,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ผลิตแป้งมันสำปะหลัง,2559,คำป่าหลาย,เมืองมุกดาหาร," 105,000,000 ",10612,902
27,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์โมดิไฟด์สตาร์ช จำกัด,ผลิตแป้งมันสำปะหลังดัดแปร,2559,คำป่าหลาย,เมืองมุกดาหาร," 605,000,000 ",10612,902
28,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,สุรัญญาพืชผล,ทำมันเส้น,2555,น้ำเที่ยง,คำชะอี," 2,800,000 ",10621,906
29,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ลานมันสุวิทย์พืชผล,ทำมันเส้น,2556,หนองแคน,ดงหลวง," 6,000,000 ",10621,906
30,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ทำมันเส้น,2551,คำป่าหลาย,เมืองมุกดาหาร," 2,500,000 ",10621,906
31,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท สหเรือง จำกัด,ผลิตน้ำตาลทรายดิบและน้ำตาลทรายขาว กำลังผลิต 5992 ตันอ้อย/วัน,2536,บางทรายใหญ่,เมืองมุกดาหาร," 504,000,000 ",10721,1103
32,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท กิมชุนไอซ์ ดอนตาล จำกัด,ผลิตน้ำแข็งหลอดและน้ำดื่ม,2566,โพธิ์ไทร,ดอนตาล," 34,000,000 ",10795,1400
33,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท กิมชุนไอซ์ นิคมคำสร้อย จำกัด,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2560,นิคมคำสร้อย,นิคมคำสร้อย," 14,300,000 ",10795,1400
34,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ชื่นชนก,ผลิตน้ำแข็งก้อนเล็ก ได้วันละ 37 ตัน,2545,บางทรายใหญ่,เมืองมุกดาหาร," 5,000,000 ",10795,1400
35,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท กิมชุนไอซ์ มุกดาหาร จำกัด,ผลิตน้ำแข็งก้อนเล็ก,2559,กุดแข้,เมืองมุกดาหาร," 27,000,000 ",10795,1400
36,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท เกียรติมุกดา พรีเมี่ยมไอซ์ จำกัด,ทำน้ำแข็ง,2560,คำอาฮวน,เมืองมุกดาหาร," 85,000,000 ",10795,1400
37,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด กรเดชมุกดาหาร,ทำน้ำแข็งก้อนเล็ก กำลังการผลิตสูงสุด 220 ตัน/วัน,2553,บางทรายใหญ่,เมืองมุกดาหาร," 49,500,000 ",10795,1400
38,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงน้ำแข็งเกียรติมุกดา,ผลิตน้ำแข็งก้อนเล็ก,2535,มุกดาหาร,เมืองมุกดาหาร," 23,000,000 ",10795,1400
39,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงน้ำแข็งพีทีเอ็ม,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2562,บางทรายใหญ่,เมืองมุกดาหาร," 1,800,000 ",10795,1400
40,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท วารีเทพ มุกดาหาร จำกัด,ผลิตน้ำแข็ง,2565,บางทรายน้อย,หว้านใหญ่," 31,000,000 ",10795,1400
41,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงงานผลิตอาหารสัตว์หนองสูง,ผลิตอาหารสัตว์สำเร็จรูปสำหรับเลี้ยงสัตว์,2556,หนองสูงเหนือ,หนองสูง," 47,500,000 ",10801,1501
42,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,น้ำดื่มโพธิ์ไทรวอเตอร์,ทำน้ำดื่ม และทำภาชนะบรรจุจากพลาสติก,2557,โพธิ์ไทร,ดอนตาล," 12,500,000 ",11041,2001
43,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ชัยวัฒนาธร จำกัด,ซอยไม้แปรรูป,2542,มุกดาหาร,เมืองมุกดาหาร," 1,140,000 ",16101,3401
44,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ฟ้ารุ่งค้าไม้ จำกัด,ทำวงกบประตู ขอบหน้าต่าง บานประตู บานหน้าต่างหรือส่วนประกอบที่ทำด้วยไม้ของอาคาร,2555,บางทรายใหญ่,เมืองมุกดาหาร," 15,000,000 ",16220,3402
45,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ประทุมมาประดิษฐกรรมเฟอร์นิเจอร์,ผลิตและจำหน่ายวงกบ ประตู หน้าต่าง,2548,นาสีนวน,เมืองมุกดาหาร," 3,100,000 ",16220,3402
46,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท เสริมชัย คอมเมิร์ซ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,โชคชัย,นิคมคำสร้อย," 55,700,000 ",16299,3404
47,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท มหาอนันต์ วู๊ดชิพ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2566,กุดแข้,เมืองมุกดาหาร," 6,000,000 ",16299,3404
48,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท มุกดาหาร วู๊ดชิพ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,คำป่าหลาย,เมืองมุกดาหาร," 45,000,000 ",16299,3404
49,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท อิสาน ทิมเบอร์ จำกัด,ผลิตชิ้นไม้สับที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี และไม้ยางพารา เพื่อจำหน่าย,2566,คำป่าหลาย,เมืองมุกดาหาร," 11,000,000 ",16299,3404
50,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,นางสาวมานิดา ชะนะแรง,ทำภาชนะบรรจุภัณฑ์จากไม้ เช่น แพลเล็ท ลังไม้ เป็นต้น,2558,โพธิ์ไทร,ดอนตาล," 5,100,000 ",16230,3601
51,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ศรีรุ้งเฟอร์นิเจอร์ จำกัด,ทำวงกบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร และผลิตภัณฑ์แปรรูปไม้เพื่อประดิษฐกรรม เช่น เครื่องเรือนที่ทำจากไม้ เฟอร์นิเจอร์ไม้ เป็นต้น,2564,กกแดง,นิคมคำสร้อย," 57,410,000 ",16230,3601
52,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ไม้งาม,ผลิตผลิตภัณฑ์จากไม้ เช่น แจกันไม้ แก้วไม้ พานไม้ เป็นต้น,2562,ดงเย็น,เมืองมุกดาหาร," 800,000 ",16230,3601
53,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ว่านใหญ่การเกษตร,อัดเศษกระดาษ และเศษโลหะ,2560,คำป่าหลาย,เมืองมุกดาหาร," 2,300,000 ",23991,4001
54,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,เมืองโขงการเกษตร,ทำหรือผลิตปุ๋ยอินทรีย์อัดเม็ด,2554,คำอาฮวน,เมืองมุกดาหาร," 1,950,000 ",20121,4301
55,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท สุริยาขนส่งอุบล จำกัด,ผลิตแอสฟัลท์ติกคอนกรีต,2566,หนองเอี่ยน,คำชะอี," 16,532,000 ",19201,5004
56,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด เมืองทองทวีทรัพย์,ผลิตแอสฟัลท์ติกคอนกรีต กำลังการผลิตสูงสุด 90 ตัน/ชม.,2565,ดงหลวง,ดงหลวง," 15,000,000 ",19209,5004
57,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด เพชรรวมสาส์น มุกดาหาร,ผลิตแอสฟัลท์ติกคอนกรีต,2566,หนองแวง,นิคมคำสร้อย," 19,760,000 ",19201,5004
58,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ดนุสิริกำพลการโยธา จำกัด,ผลิตแอสฟัลท์ติดคอนกรีต,2554,มุกดาหาร,เมืองมุกดาหาร," 72,100,000 ",19209,5004
59,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัดชัยมงคลมุกดาหาร,ผสมผลิตภัณฑ์จากปิโตรเลี่ยมกับหินเพื่อใช้ในงานก่อสร้างผิวถนน,2549,ศรีบุญเรือง,เมืองมุกดาหาร," 30,000,000 ",19209,5004
60,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท รับเบอร์แลนด์โปรดักส์ จำกัด,ผลิตยางเครปและยางสับ,2566,บางทรายใหญ่,เมืองมุกดาหาร," 1,440,000,000 ",22191,5202
61,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พุทธรักษา ไทยรับเบอร์ จำกัด,ทำยางเครปและแผ่นรมควันอัดก้อน,2550,หนองแคน,ดงหลวง," 101,800,000 ",22191,5203
62,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,กลุ่มเกษตรกรทำสวนยางพาราบ้านหนองบอน,ทำยางเครป,2566,นาสะเม็ง,ดอนตาล," 1,600,000 ",22191,5203
63,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ทรัสต์ รับเบอร์ อินดัสตรี จำกัด,ทำน้ำยางข้น ทำผลิตภัณฑ์ยางพารา เช่น ถุงมือแพทย์ หมอน เป็นต้น,2556,กกแดง,นิคมคำสร้อย," 62,000,000 ",22191,5203
64,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท อินฟินิท รับเบอร์ จำกัด,ผลิตยางเครพรมควัน,2563,กกแดง,นิคมคำสร้อย," 37,600,000 ",22191,5203
65,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท รับเบอร์แลนด์ โปรดักส์ จำกัด,"ผลิตยางเครป, ยางแท่ง เอสทีอาร์ 20, ยางผสม",2554,บางทรายใหญ่,เมืองมุกดาหาร," 230,000,000 ",22191,5203
66,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ธงทอง รับเบอร์ จำกัด,"การทำยางเครป, ยางเครปอบแห้ง, ยางผสม (Compound Rubber) , ยางแท่ง",2556,โพนทราย,เมืองมุกดาหาร," 46,500,000 ",22191,5203
67,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ว่านใหญ่การเกษตร,ทำยางเครป,2561,คำป่าหลาย,เมืองมุกดาหาร," 2,500,000 ",22191,5203
68,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท นาคิเทค จำกัด,ผลิตผลิตภัณฑ์จากยางธรรมชาติ และส่งออกผลิตภัณฑ์ยางพารา,2560,คำป่าหลาย,เมืองมุกดาหาร," 198,600,000 ",22191,5203
69,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท เอ็นเทคโพลิเมอร์ จำกัด,"ผลิตยางแท่ง STR, Mixture Rubber (ยางผสมสารเคมี) Block Rubber",2554,คำป่าหลาย,เมืองมุกดาหาร," 1,020,000,000 ",22191,5203
70,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท มุกดาหาร พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2559,คำป่าหลาย,เมืองมุกดาหาร," 7,500,000 ",22220,5304
71,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,พาวเวอร์พี แอนด์รีไซเคิล,ทำถุงพลาสติก,2536,คำอาฮวน,เมืองมุกดาหาร," 6,000,000 ",22220,5304
72,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ดีดี พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2562,ชะโนด,หว้านใหญ่," 20,000,000 ",22220,5304
73,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ว่านใหญ่เอ็นเตอร์ไพรส์ จำกัด,ทำเม็ดพลาสติก,2564,คำป่าหลาย,เมืองมุกดาหาร," 2,500,000 ",22230,5305
74,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,เจริญอิฐแดง,ผลิตอิฐดินเผา,2564,มุกดาหาร,เมืองมุกดาหาร," 20,225,000 ",23921,5600
75,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ดีโฮมคอนกรีต มุกดาหาร สาขา1,ผลิตคอนกรีตผสมเสร็จ,2564,หนองเอี่ยน,คำชะอี," 13,000,000 ",23953,5801
76,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด สามอาร์ ซีเมนต์,ผลิตคอนกรีตผสมเสร็จ,2561,หนองเอี่ยน,คำชะอี," 6,000,000 ",23953,5801
77,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บิ๊กศิริมาศ,ผลิตคอนกรีตผสมเสร็จ,2559,ดงหลวง,ดงหลวง," 3,700,000 ",23953,5801
78,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,สินเจริญ,ผลิตคอนกรีตผสมเสร็จ,2562,ดอนตาล,ดอนตาล," 3,500,000 ",23953,5801
79,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ดอนตาลคอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2564,ดอนตาล,ดอนตาล," 3,150,000 ",23953,5801
80,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ทรัพย์ไพบูลย์ วัสดุก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2565,หนองแวง,นิคมคำสร้อย," 8,000,000 ",23953,5801
81,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ป่งแดงการช่าง,ทำผลิตภัณฑ์คอนกรีต,2564,หนองแวง,นิคมคำสร้อย," 3,100,000 ",23953,5801
82,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด มุกดาหาร บีเอ็มซี คอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2558,คำอาฮวน,เมืองมุกดาหาร," 10,200,000 ",23953,5801
83,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท สามน้ำวิศวกรรม จำกัด,ผลิตคอนกรีตผสมเสร็จ,2564,มุกดาหาร,เมืองมุกดาหาร," 8,000,000 ",23953,5801
84,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ดีโฮมคอนกรีตมุกดาหาร จำกัด,ผลิตคอนกรีตผสมเสร็จ,2558,มุกดาหาร,เมืองมุกดาหาร," 9,200,000 ",23951,5801
85,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2558,มุกดาหาร,เมืองมุกดาหาร," 10,000,000 ",23953,5801
86,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด เค เค มุกดาหารก่อสร้าง,ผลิตภัณฑ์คอนกรีตสำเร็จรูป,2554,กุดแข้,เมืองมุกดาหาร," 2,200,000 ",23953,5801
87,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท คิงส์ คอนกรีต มุกดาหาร จำกัด,ผลิตคอนกรีตผสมเสร็จ,2559,คำอาฮวน,เมืองมุกดาหาร," 11,200,000 ",23951,5801
88,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,คอนกรีตผสมเสร็จ มุกดาหาร 3,ผลิตคอนกรีตผสมเสร็จ,2554,มุกดาหาร,เมืองมุกดาหาร," 3,000,000 ",23953,5801
89,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท กู๊ด บิวดิ้ง ดีไซน์ จำกัด,ทำผลิตภัณฑ์คอนกรีตผสม,2565,บางทรายใหญ่,เมืองมุกดาหาร," 25,000,000 ",23951,5801
90,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ป.วัสดุ มุกดาหาร จำกัด,ทำผลิตภัณฑ์คอนกรีตผสม,2565,มุกดาหาร,เมืองมุกดาหาร," 4,500,000 ",23951,5801
91,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ซี เอ็ม เค เอ็นจิเนียริ่ง กรุ๊ป,ผลิตผลิตภัณฑ์คอนกรีต เช่น เสา คานสำเร็จรูป แผ่นพื้นสำเร็จรูป ท่อ และท่อคอนกรีตอัดแรง ฯลฯ,2543,ศรีบุญเรือง,เมืองมุกดาหาร," 11,500,000 ",23953,5801
92,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด มุกดาหารพัฒนาก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2563,โพนทราย,เมืองมุกดาหาร," 12,700,000 ",23951,5801
93,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ริมโขง คอนกรีต จำกัด,"ผลิตคอนกรีตผสมเสร็จ,ซีเมนต์บล๊อก และผลิตภัณฑ์จากคอนกรีตอื่นๆ",2539,บางทรายใหญ่,เมืองมุกดาหาร," 11,700,000 ",23953,5801
94,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ทรัพย์ปรีชาวิศวกรรม,ทำคอนกรีตผสมเสร็จ,2557,คำอาฮวน,เมืองมุกดาหาร," 6,700,000 ",23953,5801
95,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2564,กุดแข้,เมืองมุกดาหาร," 10,500,000 ",23953,5801
96,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด วิบูลย์เอ็นจิเนียริ่ง,ผลิตคอนกรีตผสมเสร็จ,2547,มุกดาหาร,เมืองมุกดาหาร," 4,000,000 ",23953,5801
97,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงงานคอนกรีตผสมเสร็จมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2545,บางทรายใหญ่,เมืองมุกดาหาร," 3,000,000 ",23953,5801
98,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บิ๊ก ดี คำชะอี,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,น้ำเที่ยง,คำชะอี," 11,000,000 ",25111,6302
