ประเภท,_id,ปี,พื้นที่ปลูก,หน่วยนับ,หน่วยงานเจ้าของข้อมูล,อำเภอ,รายการข้อมูล,จังหวัด
ข้าวนาปรัง,19,2567,6892.51,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,พังโคน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,20,2567,1850.5,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,วาริชภูมิ,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,21,2567,46,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,นิคมน้ำอูน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,22,2567,339,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,วานรนิวาส,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,23,2567,3065.95,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,คำตากล้า,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,24,2567,2155.75,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,บ้านม่วง,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,25,2567,11262.18,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,อากาศอำนวย,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,26,2567,2664.35,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,สว่างแดนดิน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,27,2567,30,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,ส่องดาว,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,28,2567,60.75,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,เต่างอย,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,29,2567,1130.95,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,โคกศรีสุพรรณ,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,30,2567,2564.25,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,เจริญศิลป์,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,31,2567,1943.25,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,โพนนาแก้ว,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,32,2567,0,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,ภูพาน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,33,2568,24031.54,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,เมืองสกลนคร,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,34,2568,9385.91,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,กุสุมาลย์,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,35,2568,584.04,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,กุดบาก,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,36,2568,36908.5,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,พรรณานิคม,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,37,2568,17941.77,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,พังโคน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,38,2568,8581.51,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,วาริชภูมิ,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,39,2568,649.38,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,นิคมน้ำอูน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,40,2568,8755.11,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,วานรนิวาส,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,41,2568,3020.6,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,คำตากล้า,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,42,2568,6783.5,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,บ้านม่วง,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,43,2568,22454.14,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,อากาศอำนวย,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,44,2568,27139.69,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,สว่างแดนดิน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,45,2568,394,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,ส่องดาว,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,46,2568,1613.17,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,เต่างอย,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,47,2568,1576.42,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,โคกศรีสุพรรณ,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,48,2568,4738.25,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,เจริญศิลป์,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,49,2568,15771.93,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,โพนนาแก้ว,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
ข้าวนาปรัง,50,2568,211.22,ไร่,สำนักงานเกษตรจังหวัดสกลนคร,ภูพาน,ข้อมูลพื้นที่ปลูกข้าวนาปรัง (ไร่) จังหวัดสกลนคร,สกลนคร
