VALUE,QUARTER,SOURCE,_id,INDUSTRY,UNIT,REGION,YEAR
24713.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,23,ที่พักแรมและบริการด้านอาหาร,บาท,กรุงเทพมหานคร,2567
84384.56,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,24,ข้อมูลข่าวสารและการสื่อสาร,บาท,กรุงเทพมหานคร,2567
60633.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,25,กิจกรรมทางการเงินและการประกันภัย,บาท,กรุงเทพมหานคร,2567
16957.71,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,26,กิจกรรมอสังหาริมทรัพย์,บาท,กรุงเทพมหานคร,2567
48016.17,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,27,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,กรุงเทพมหานคร,2567
19169.07,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,28,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,กรุงเทพมหานคร,2567
41707.91,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,29,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,กรุงเทพมหานคร,2567
46151.12,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,30,การศึกษา,บาท,กรุงเทพมหานคร,2567
67740.17,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,31,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,กรุงเทพมหานคร,2567
20629.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,32,ศิลปะ ความบันเทิง และนันทนาการ,บาท,กรุงเทพมหานคร,2567
22446.05,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,33,กิจกรรมบริการด้านอื่น ๆ,บาท,กรุงเทพมหานคร,2567
29962.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,34,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,กรุงเทพมหานคร,2567
45000.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,35,กิจกรรมขององค์การระหว่างประเทศ,บาท,กรุงเทพมหานคร,2567
387545.46,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,36,ไม่ทราบ,บาท,กรุงเทพมหานคร,2567
22110.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,37,รวม,บาท,ภาคกลาง,2567
13707.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,38,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคกลาง,2567
11975.83,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,39,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคกลาง,2567
19019.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,40,การผลิต,บาท,ภาคกลาง,2567
43838.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,41,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคกลาง,2567
17967.93,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,42,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคกลาง,2567
15185.15,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,43,การก่อสร้าง,บาท,ภาคกลาง,2567
29814.77,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,44,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคกลาง,2567
22576.62,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,45,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคกลาง,2567
27570.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,46,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคกลาง,2567
50594.98,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,47,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคกลาง,2567
30468.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,48,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคกลาง,2567
42161.09,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,49,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคกลาง,2567
22977.83,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,50,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคกลาง,2567
21039.75,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,51,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคกลาง,2567
23218.79,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,52,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคกลาง,2567
33746.89,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,53,การศึกษา,บาท,ภาคกลาง,2567
23878.57,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,54,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคกลาง,2567
20026.49,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,55,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคกลาง,2567
18638.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,56,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคกลาง,2567
8613.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,57,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคกลาง,2567
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,58,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคกลาง,2567
697135.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,59,ไม่ทราบ,บาท,ภาคกลาง,2567
16354.11,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,60,รวม,บาท,ภาคเหนือ,2567
10192.72,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,61,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคเหนือ,2567
12742.38,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,62,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคเหนือ,2567
12848.92,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,63,การผลิต,บาท,ภาคเหนือ,2567
26147.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,64,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคเหนือ,2567
16030.85,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,65,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคเหนือ,2567
9407.88,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,66,การก่อสร้าง,บาท,ภาคเหนือ,2567
25275.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,67,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคเหนือ,2567
15741.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,68,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคเหนือ,2567
21823.79,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,69,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคเหนือ,2567
21496.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,70,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคเหนือ,2567
30211.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,71,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคเหนือ,2567
21853.19,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,72,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคเหนือ,2567
26329.53,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,73,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคเหนือ,2567
12491.58,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,74,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคเหนือ,2567
19434.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,75,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคเหนือ,2567
34113.92,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,76,การศึกษา,บาท,ภาคเหนือ,2567
22912.13,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,77,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคเหนือ,2567
22695.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,78,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคเหนือ,2567
11330.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,79,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคเหนือ,2567
6550.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,80,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคเหนือ,2567
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,81,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคเหนือ,2567
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,82,ไม่ทราบ,บาท,ภาคเหนือ,2567
14300.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,83,รวม,บาท,ภาคตะวันออกเฉียงเหนือ,2567
7821.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,84,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคตะวันออกเฉียงเหนือ,2567
10844.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,85,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคตะวันออกเฉียงเหนือ,2567
12417.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,86,การผลิต,บาท,ภาคตะวันออกเฉียงเหนือ,2567
41531.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,87,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
17055.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,88,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคตะวันออกเฉียงเหนือ,2567
9531.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,89,การก่อสร้าง,บาท,ภาคตะวันออกเฉียงเหนือ,2567
25096.98,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,90,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคตะวันออกเฉียงเหนือ,2567
15236.75,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,91,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคตะวันออกเฉียงเหนือ,2567
22024.67,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,92,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคตะวันออกเฉียงเหนือ,2567
21737.89,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,93,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคตะวันออกเฉียงเหนือ,2567
19775.28,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,94,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคตะวันออกเฉียงเหนือ,2567
20132.35,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,95,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคตะวันออกเฉียงเหนือ,2567
19075.45,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,96,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคตะวันออกเฉียงเหนือ,2567
13190.37,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,97,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคตะวันออกเฉียงเหนือ,2567
18415.66,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,98,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคตะวันออกเฉียงเหนือ,2567
27155.98,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,99,การศึกษา,บาท,ภาคตะวันออกเฉียงเหนือ,2567
22284.73,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,100,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคตะวันออกเฉียงเหนือ,2567
26121.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,101,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
9132.48,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,102,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
7678.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,103,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคตะวันออกเฉียงเหนือ,2567
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,104,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,105,ไม่ทราบ,บาท,ภาคตะวันออกเฉียงเหนือ,2567
15269.23,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,106,รวม,บาท,ภาคใต้,2567
10023.65,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,107,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคใต้,2567
21276.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,108,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคใต้,2567
12045.47,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,109,การผลิต,บาท,ภาคใต้,2567
19621.83,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,110,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคใต้,2567
15214.71,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,111,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ภาคใต้,2567
10854.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,112,การก่อสร้าง,บาท,ภาคใต้,2567
21588.19,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,113,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคใต้,2567
18312.74,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,114,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคใต้,2567
16978.17,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,115,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคใต้,2567
25435.93,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,116,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคใต้,2567
24206.71,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,117,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคใต้,2567
25200.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,118,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคใต้,2567
21091.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,119,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ภาคใต้,2567
14673.65,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,120,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคใต้,2567
18335.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,121,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ภาคใต้,2567
24013.06,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,122,การศึกษา,บาท,ภาคใต้,2567
19293.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,123,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคใต้,2567
18036.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,124,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคใต้,2567
13172.82,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,125,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคใต้,2567
8915.99,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,126,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ภาคใต้,2567
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,127,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคใต้,2567
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,128,ไม่ทราบ,บาท,ภาคใต้,2567
14746.29,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,129,รวม,บาท,ทั่วประเทศ,2567
7517.63,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,130,เกษตรกรรม การป่าไม้ และการประมง,บาท,ทั่วประเทศ,2567
13896.55,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,131,การทำเหมืองแร่ และเหมืองหิน,บาท,ทั่วประเทศ,2567
13420.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,132,การผลิต,บาท,ทั่วประเทศ,2567
22750.13,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,133,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ทั่วประเทศ,2567
18300.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,134,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,ทั่วประเทศ,2567
10609.48,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,135,การก่อสร้าง,บาท,ทั่วประเทศ,2567
12362.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,136,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ทั่วประเทศ,2567
15957.41,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,137,การขนส่ง และสถานที่เก็บสินค้า,บาท,ทั่วประเทศ,2567
11398.29,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,138,ที่พักแรมและบริการด้านอาหาร,บาท,ทั่วประเทศ,2567
28260.81,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,139,ข้อมูลข่าวสารและการสื่อสาร,บาท,ทั่วประเทศ,2567
24104.89,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,140,กิจกรรมทางการเงินและการประกันภัย,บาท,ทั่วประเทศ,2567
16082.26,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,141,กิจกรรมอสังหาริมทรัพย์,บาท,ทั่วประเทศ,2567
20849.08,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,142,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,ทั่วประเทศ,2567
12724.52,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,143,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ทั่วประเทศ,2567
19066.22,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,144,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,ทั่วประเทศ,2567
24835.75,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,145,การศึกษา,บาท,ทั่วประเทศ,2567
21030.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,146,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ทั่วประเทศ,2567
13154.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,147,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ทั่วประเทศ,2567
9141.29,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,148,กิจกรรมบริการด้านอื่น ๆ,บาท,ทั่วประเทศ,2567
8811.74,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,149,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,บาท,ทั่วประเทศ,2567
47500.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,150,กิจกรรมขององค์การระหว่างประเทศ,บาท,ทั่วประเทศ,2567
23073.33,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,151,ไม่ทราบ,บาท,ทั่วประเทศ,2567
20455.58,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,152,รวม,บาท,กรุงเทพมหานคร,2567
7680.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,153,เกษตรกรรม การป่าไม้ และการประมง,บาท,กรุงเทพมหานคร,2567
20000.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,154,การทำเหมืองแร่ และเหมืองหิน,บาท,กรุงเทพมหานคร,2567
18994.22,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,155,การผลิต,บาท,กรุงเทพมหานคร,2567
30370.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,156,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,กรุงเทพมหานคร,2567
27030.77,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,157,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,บาท,กรุงเทพมหานคร,2567
18113.85,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,158,การก่อสร้าง,บาท,กรุงเทพมหานคร,2567
18594.69,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,159,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,กรุงเทพมหานคร,2567
21032.17,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,160,การขนส่ง และสถานที่เก็บสินค้า,บาท,กรุงเทพมหานคร,2567
15385.37,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,161,ที่พักแรมและบริการด้านอาหาร,บาท,กรุงเทพมหานคร,2567
36084.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,162,ข้อมูลข่าวสารและการสื่อสาร,บาท,กรุงเทพมหานคร,2567
34043.61,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,163,กิจกรรมทางการเงินและการประกันภัย,บาท,กรุงเทพมหานคร,2567
17868.97,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,164,กิจกรรมอสังหาริมทรัพย์,บาท,กรุงเทพมหานคร,2567
28239.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,165,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,บาท,กรุงเทพมหานคร,2567
14854.93,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,166,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,กรุงเทพมหานคร,2567
23892.33,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,167,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,บาท,กรุงเทพมหานคร,2567
27605.52,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,168,การศึกษา,บาท,กรุงเทพมหานคร,2567
