VALUE,QUARTER,SOURCE,_id,INDUSTRY,UNIT,REGION,YEAR
17465.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1255,การบริหารราชการ การป้องกันประเทศ การปร,บาท,ภาคใต้,2564
20442.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1256,การศึกษา,บาท,ภาคใต้,2564
19817.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1257,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคใต้,2564
11298.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1258,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคใต้,2564
7174.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1259,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคใต้,2564
8882.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1260,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,ภาคใต้,2564
0.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1261,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคใต้,2564
18000.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,1262,ไม่ทราบ,บาท,ภาคใต้,2564
14600.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1263,รวม,บาท,ทั่วประเทศ,2564
6212.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1264,เกษตรกรรม การป่าไม้ และการประมง,บาท,ทั่วประเทศ,2564
15778.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1265,การทำเหมืองแร่ และเหมืองหิน,บาท,ทั่วประเทศ,2564
13632.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1266,การผลิต,บาท,ทั่วประเทศ,2564
30909.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1267,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ทั่วประเทศ,2564
16241.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1268,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,ทั่วประเทศ,2564
10530.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1269,การก่อสร้าง,บาท,ทั่วประเทศ,2564
12714.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1270,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ทั่วประเทศ,2564
16556.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1271,การขนส่ง และสถานที่เก็บสินค้า,บาท,ทั่วประเทศ,2564
11115.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1272,ที่พักแรมและบริการด้านอาหาร,บาท,ทั่วประเทศ,2564
28651.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1273,ข้อมูลข่าวสารและการสื่อสาร,บาท,ทั่วประเทศ,2564
26077.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1274,กิจกรรมทางการเงินและการประกันภัย,บาท,ทั่วประเทศ,2564
16012.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1275,กิจกรรมอสังหาริมทรัพย์,บาท,ทั่วประเทศ,2564
23009.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1276,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิ,บาท,ทั่วประเทศ,2564
13330.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1277,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ทั่วประเทศ,2564
18160.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1278,การบริหารราชการ การป้องกันประเทศ การปร,บาท,ทั่วประเทศ,2564
23999.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1279,การศึกษา,บาท,ทั่วประเทศ,2564
19301.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1280,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ทั่วประเทศ,2564
12905.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1281,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ทั่วประเทศ,2564
7901.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1282,กิจกรรมบริการด้านอื่น ๆ,บาท,ทั่วประเทศ,2564
8982.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1283,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,ทั่วประเทศ,2564
30000.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1284,กิจกรรมขององค์การระหว่างประเทศ,บาท,ทั่วประเทศ,2564
21234.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1285,ไม่ทราบ,บาท,ทั่วประเทศ,2564
19216.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1286,รวม,บาท,กรุงเทพมหานคร,2564
11991.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1287,เกษตรกรรม การป่าไม้ และการประมง,บาท,กรุงเทพมหานคร,2564
39538.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1288,การทำเหมืองแร่ และเหมืองหิน,บาท,กรุงเทพมหานคร,2564
17845.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1289,การผลิต,บาท,กรุงเทพมหานคร,2564
39394.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1290,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,กรุงเทพมหานคร,2564
32449.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1291,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,กรุงเทพมหานคร,2564
15216.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1292,การก่อสร้าง,บาท,กรุงเทพมหานคร,2564
17081.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1293,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,กรุงเทพมหานคร,2564
19471.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1294,การขนส่ง และสถานที่เก็บสินค้า,บาท,กรุงเทพมหานคร,2564
14374.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1295,ที่พักแรมและบริการด้านอาหาร,บาท,กรุงเทพมหานคร,2564
30512.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1296,ข้อมูลข่าวสารและการสื่อสาร,บาท,กรุงเทพมหานคร,2564
31073.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1297,กิจกรรมทางการเงินและการประกันภัย,บาท,กรุงเทพมหานคร,2564
17673.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1298,กิจกรรมอสังหาริมทรัพย์,บาท,กรุงเทพมหานคร,2564
26153.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1299,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิ,บาท,กรุงเทพมหานคร,2564
14836.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1300,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,กรุงเทพมหานคร,2564
23888.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1301,การบริหารราชการ การป้องกันประเทศ การปร,บาท,กรุงเทพมหานคร,2564
25445.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1302,การศึกษา,บาท,กรุงเทพมหานคร,2564
22493.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1303,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,กรุงเทพมหานคร,2564
14405.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1304,ศิลปะ ความบันเทิง และนันทนาการ,บาท,กรุงเทพมหานคร,2564
12029.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1305,กิจกรรมบริการด้านอื่น ๆ,บาท,กรุงเทพมหานคร,2564
10304.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1306,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,กรุงเทพมหานคร,2564
30000.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1307,กิจกรรมขององค์การระหว่างประเทศ,บาท,กรุงเทพมหานคร,2564
22207.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1308,ไม่ทราบ,บาท,กรุงเทพมหานคร,2564
14606.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1309,รวม,บาท,ภาคกลาง,2564
7243.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1310,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคกลาง,2564
12704.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1311,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคกลาง,2564
13847.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1312,การผลิต,บาท,ภาคกลาง,2564
33103.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1313,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคกลาง,2564
13195.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1314,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,ภาคกลาง,2564
11895.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1315,การก่อสร้าง,บาท,ภาคกลาง,2564
12673.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1316,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคกลาง,2564
15955.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1317,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคกลาง,2564
10852.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1318,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคกลาง,2564
28982.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1319,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคกลาง,2564
24495.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1320,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคกลาง,2564
13818.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1321,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคกลาง,2564
22330.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1322,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิ,บาท,ภาคกลาง,2564
12555.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1323,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคกลาง,2564
19273.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1324,การบริหารราชการ การป้องกันประเทศ การปร,บาท,ภาคกลาง,2564
24044.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1325,การศึกษา,บาท,ภาคกลาง,2564
19316.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1326,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคกลาง,2564
13336.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1327,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคกลาง,2564
8924.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1328,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคกลาง,2564
9320.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1329,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,ภาคกลาง,2564
0.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1330,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคกลาง,2564
16384.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1331,ไม่ทราบ,บาท,ภาคกลาง,2564
13030.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1332,รวม,บาท,ภาคเหนือ,2564
5775.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1333,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคเหนือ,2564
12771.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1334,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคเหนือ,2564
9653.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1335,การผลิต,บาท,ภาคเหนือ,2564
29145.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1336,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคเหนือ,2564
16490.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1337,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,ภาคเหนือ,2564
7901.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1338,การก่อสร้าง,บาท,ภาคเหนือ,2564
10584.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1339,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคเหนือ,2564
13327.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1340,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคเหนือ,2564
8765.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1341,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคเหนือ,2564
27982.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1342,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคเหนือ,2564
21142.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1343,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคเหนือ,2564
12939.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1344,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคเหนือ,2564
16452.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1345,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิ,บาท,ภาคเหนือ,2564
9071.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1346,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคเหนือ,2564
16921.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1347,การบริหารราชการ การป้องกันประเทศ การปร,บาท,ภาคเหนือ,2564
23424.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1348,การศึกษา,บาท,ภาคเหนือ,2564
17984.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1349,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคเหนือ,2564
10831.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1350,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคเหนือ,2564
7541.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1351,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคเหนือ,2564
6645.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1352,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,ภาคเหนือ,2564
30000.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1353,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคเหนือ,2564
0.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1354,ไม่ทราบ,บาท,ภาคเหนือ,2564
12418.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1355,รวม,บาท,ภาคตะวันออกเฉียงเหนือ,2564
5651.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1356,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคตะวันออกเฉียงเหนือ,2564
11619.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1357,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคตะวันออกเฉียงเหนือ,2564
9763.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1358,การผลิต,บาท,ภาคตะวันออกเฉียงเหนือ,2564
27844.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1359,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคตะวันออกเฉียงเหนือ,2564
17299.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1360,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,ภาคตะวันออกเฉียงเหนือ,2564
7635.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1361,การก่อสร้าง,บาท,ภาคตะวันออกเฉียงเหนือ,2564
9928.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1362,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคตะวันออกเฉียงเหนือ,2564
13087.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1363,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคตะวันออกเฉียงเหนือ,2564
9006.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1364,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคตะวันออกเฉียงเหนือ,2564
20829.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1365,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคตะวันออกเฉียงเหนือ,2564
20277.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1366,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคตะวันออกเฉียงเหนือ,2564
11052.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1367,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคตะวันออกเฉียงเหนือ,2564
16884.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1368,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิ,บาท,ภาคตะวันออกเฉียงเหนือ,2564
10187.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1369,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคตะวันออกเฉียงเหนือ,2564
15253.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1370,การบริหารราชการ การป้องกันประเทศ การปร,บาท,ภาคตะวันออกเฉียงเหนือ,2564
25285.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1371,การศึกษา,บาท,ภาคตะวันออกเฉียงเหนือ,2564
18325.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1372,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคตะวันออกเฉียงเหนือ,2564
9942.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1373,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคตะวันออกเฉียงเหนือ,2564
5874.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1374,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคตะวันออกเฉียงเหนือ,2564
6617.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1375,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,ภาคตะวันออกเฉียงเหนือ,2564
0.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1376,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคตะวันออกเฉียงเหนือ,2564
0.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1377,ไม่ทราบ,บาท,ภาคตะวันออกเฉียงเหนือ,2564
11423.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1378,รวม,บาท,ภาคใต้,2564
5716.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1379,เกษตรกรรม การป่าไม้ และการประมง,บาท,ภาคใต้,2564
20148.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1380,การทำเหมืองแร่ และเหมืองหิน,บาท,ภาคใต้,2564
9724.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1381,การผลิต,บาท,ภาคใต้,2564
18490.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1382,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ภาคใต้,2564
11585.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1383,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,ภาคใต้,2564
9450.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1384,การก่อสร้าง,บาท,ภาคใต้,2564
10555.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1385,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ภาคใต้,2564
14304.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1386,การขนส่ง และสถานที่เก็บสินค้า,บาท,ภาคใต้,2564
9256.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1387,ที่พักแรมและบริการด้านอาหาร,บาท,ภาคใต้,2564
17830.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1388,ข้อมูลข่าวสารและการสื่อสาร,บาท,ภาคใต้,2564
19322.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1389,กิจกรรมทางการเงินและการประกันภัย,บาท,ภาคใต้,2564
13318.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1390,กิจกรรมอสังหาริมทรัพย์,บาท,ภาคใต้,2564
16962.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1391,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิ,บาท,ภาคใต้,2564
11279.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1392,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ภาคใต้,2564
17730.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1393,การบริหารราชการ การป้องกันประเทศ การปร,บาท,ภาคใต้,2564
21186.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1394,การศึกษา,บาท,ภาคใต้,2564
18540.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1395,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ภาคใต้,2564
11573.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1396,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ภาคใต้,2564
7829.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1397,กิจกรรมบริการด้านอื่น ๆ,บาท,ภาคใต้,2564
7615.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1398,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,ภาคใต้,2564
0.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1399,กิจกรรมขององค์การระหว่างประเทศ,บาท,ภาคใต้,2564
0.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,1400,ไม่ทราบ,บาท,ภาคใต้,2564
14655.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1401,รวม,บาท,ทั่วประเทศ,2564
6054.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1402,เกษตรกรรม การป่าไม้ และการประมง,บาท,ทั่วประเทศ,2564
15029.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1403,การทำเหมืองแร่ และเหมืองหิน,บาท,ทั่วประเทศ,2564
13469.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1404,การผลิต,บาท,ทั่วประเทศ,2564
26480.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1405,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,ทั่วประเทศ,2564
16995.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1406,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,ทั่วประเทศ,2564
10928.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1407,การก่อสร้าง,บาท,ทั่วประเทศ,2564
12825.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1408,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,ทั่วประเทศ,2564
16262.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1409,การขนส่ง และสถานที่เก็บสินค้า,บาท,ทั่วประเทศ,2564
10767.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1410,ที่พักแรมและบริการด้านอาหาร,บาท,ทั่วประเทศ,2564
29908.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1411,ข้อมูลข่าวสารและการสื่อสาร,บาท,ทั่วประเทศ,2564
25764.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1412,กิจกรรมทางการเงินและการประกันภัย,บาท,ทั่วประเทศ,2564
16086.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1413,กิจกรรมอสังหาริมทรัพย์,บาท,ทั่วประเทศ,2564
22427.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1414,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิ,บาท,ทั่วประเทศ,2564
13114.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1415,กิจกรรมการบริหารและการบริการสนับสนุน,บาท,ทั่วประเทศ,2564
18060.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1416,การบริหารราชการ การป้องกันประเทศ การปร,บาท,ทั่วประเทศ,2564
24243.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1417,การศึกษา,บาท,ทั่วประเทศ,2564
19913.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1418,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,บาท,ทั่วประเทศ,2564
12548.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1419,ศิลปะ ความบันเทิง และนันทนาการ,บาท,ทั่วประเทศ,2564
7864.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1420,กิจกรรมบริการด้านอื่น ๆ,บาท,ทั่วประเทศ,2564
9030.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1421,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล,บาท,ทั่วประเทศ,2564
51690.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1422,กิจกรรมขององค์การระหว่างประเทศ,บาท,ทั่วประเทศ,2564
21352.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1423,ไม่ทราบ,บาท,ทั่วประเทศ,2564
19611.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1424,รวม,บาท,กรุงเทพมหานคร,2564
9900.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1425,เกษตรกรรม การป่าไม้ และการประมง,บาท,กรุงเทพมหานคร,2564
28487.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1426,การทำเหมืองแร่ และเหมืองหิน,บาท,กรุงเทพมหานคร,2564
17113.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1427,การผลิต,บาท,กรุงเทพมหานคร,2564
36803.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1428,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,บาท,กรุงเทพมหานคร,2564
32584.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1429,การจัดหาน้ำ การจัดการและการบำบัดน้ำเส,บาท,กรุงเทพมหานคร,2564
17431.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1430,การก่อสร้าง,บาท,กรุงเทพมหานคร,2564
17871.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1431,การขายส่ง และการขายปลีก การซ่อมยานยนต์,บาท,กรุงเทพมหานคร,2564
19018.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1432,การขนส่ง และสถานที่เก็บสินค้า,บาท,กรุงเทพมหานคร,2564
12824.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1433,ที่พักแรมและบริการด้านอาหาร,บาท,กรุงเทพมหานคร,2564
