เนื้อที่เพาะปลูก,_id,ปี,หน่วยนับ,อำเภอ,รายการ
5904.47,20,2565/2566,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกมันสำปะหลัง
1139.99,21,2565/2566,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกมันสำปะหลัง
14806.59,22,2565/2566,ไร่,ตาคลี,เนื้อที่เพาะปลูกมันสำปะหลัง
24005.84,23,2565/2566,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกมันสำปะหลัง
106235.72,24,2565/2566,ไร่,ไพศาลี,เนื้อที่เพาะปลูกมันสำปะหลัง
25534.74,25,2565/2566,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกมันสำปะหลัง
95908.59,26,2565/2566,ไร่,ลาดยาว,เนื้อที่เพาะปลูกมันสำปะหลัง
64201.15,27,2565/2566,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกมันสำปะหลัง
75195.87,28,2565/2566,ไร่,แม่วงก์,เนื้อที่เพาะปลูกมันสำปะหลัง
22943.47,29,2565/2566,ไร่,แม่เปิน,เนื้อที่เพาะปลูกมันสำปะหลัง
21358.23,30,2565/2566,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกมันสำปะหลัง
12926.95,31,2566/2567,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกมันสำปะหลัง
705.5,32,2566/2567,ไร่,โกรกพระ,เนื้อที่เพาะปลูกมันสำปะหลัง
24.5,33,2566/2567,ไร่,ชุมแสง,เนื้อที่เพาะปลูกมันสำปะหลัง
38364.98,34,2566/2567,ไร่,หนองบัว,เนื้อที่เพาะปลูกมันสำปะหลัง
2237.25,35,2566/2567,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกมันสำปะหลัง
877.43,36,2566/2567,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกมันสำปะหลัง
11905.01,37,2566/2567,ไร่,ตาคลี,เนื้อที่เพาะปลูกมันสำปะหลัง
18628.49,38,2566/2567,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกมันสำปะหลัง
86716.24,39,2566/2567,ไร่,ไพศาลี,เนื้อที่เพาะปลูกมันสำปะหลัง
23311.21,40,2566/2567,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกมันสำปะหลัง
88095.07,41,2566/2567,ไร่,ลาดยาว,เนื้อที่เพาะปลูกมันสำปะหลัง
40054.68,42,2566/2567,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกมันสำปะหลัง
62979.96,43,2566/2567,ไร่,แม่วงก์,เนื้อที่เพาะปลูกมันสำปะหลัง
19175.25,44,2566/2567,ไร่,แม่เปิน,เนื้อที่เพาะปลูกมันสำปะหลัง
18846.26,45,2566/2567,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกมันสำปะหลัง
13127.51,46,2567/2568,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกมันสำปะหลัง
598.5,47,2567/2568,ไร่,โกรกพระ,เนื้อที่เพาะปลูกมันสำปะหลัง
31.25,48,2567/2568,ไร่,ชุมแสง,เนื้อที่เพาะปลูกมันสำปะหลัง
34349.39,49,2567/2568,ไร่,หนองบัว,เนื้อที่เพาะปลูกมันสำปะหลัง
2385.1,50,2567/2568,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกมันสำปะหลัง
717.5,51,2567/2568,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกมันสำปะหลัง
7975.79,52,2567/2568,ไร่,ตาคลี,เนื้อที่เพาะปลูกมันสำปะหลัง
18407,53,2567/2568,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกมันสำปะหลัง
79031,54,2567/2568,ไร่,ไพศาลี,เนื้อที่เพาะปลูกมันสำปะหลัง
23613.6,55,2567/2568,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกมันสำปะหลัง
81079.54,56,2567/2568,ไร่,ลาดยาว,เนื้อที่เพาะปลูกมันสำปะหลัง
35011.48,57,2567/2568,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกมันสำปะหลัง
68516.9,58,2567/2568,ไร่,แม่วงก์,เนื้อที่เพาะปลูกมันสำปะหลัง
19665.35,59,2567/2568,ไร่,แม่เปิน,เนื้อที่เพาะปลูกมันสำปะหลัง
17833.04,60,2567/2568,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกมันสำปะหลัง
8283,61,2568/2569,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกมันสำปะหลัง
490,62,2568/2569,ไร่,โกรกพระ,เนื้อที่เพาะปลูกมันสำปะหลัง
37,63,2568/2569,ไร่,ชุมแสง,เนื้อที่เพาะปลูกมันสำปะหลัง
25296,64,2568/2569,ไร่,หนองบัว,เนื้อที่เพาะปลูกมันสำปะหลัง
2917,65,2568/2569,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกมันสำปะหลัง
765,66,2568/2569,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกมันสำปะหลัง
9437.75,67,2568/2569,ไร่,ตาคลี,เนื้อที่เพาะปลูกมันสำปะหลัง
17660,68,2568/2569,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกมันสำปะหลัง
76301,69,2568/2569,ไร่,ไพศาลี,เนื้อที่เพาะปลูกมันสำปะหลัง
17224,70,2568/2569,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกมันสำปะหลัง
90054.75,71,2568/2569,ไร่,ลาดยาว,เนื้อที่เพาะปลูกมันสำปะหลัง
35386,72,2568/2569,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกมันสำปะหลัง
71093,73,2568/2569,ไร่,แม่วงก์,เนื้อที่เพาะปลูกมันสำปะหลัง
46722,74,2568/2569,ไร่,แม่เปิน,เนื้อที่เพาะปลูกมันสำปะหลัง
23306,75,2568/2569,,ชุมตาบง,เนื้อที่เพาะปลูกมันสำปะหลัง
