CNG-เบนซิน,ไม่ใช้เชื้อเพลิง,ดีเซล,เบนซิน-ไฟฟ้า,LPGและเบนซิน,CNG-ดีเซล-ไฟฟ้า,เบนซิน-E20,ดีเซล-ไฟฟ้า,รวม,LPG-ดีเซล-ไฟฟ้า,CNG-LPG,เบนซิน-เอทานอล,CNG-ดีเซล,LPG-เบนซิน-ไฟฟ้า,ไม่ระบุ,CNG,ไฟฟ้า,CNG-LPG-ดีเซล,ก๊าซ LPG,_id,เบนซิน,LPGและดีเซล,CNG-LPG-เบนซิน,CNG-เบนซิน-ไฟฟ้า
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,0,0.0,0.0,0.0
0.0,0.0,3,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,37,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,38,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39,0,0.0,0.0,0.0
0.0,0.0,3,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40,0,0.0,0.0,0.0
0.0,0.0,3,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,41,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42,0,0.0,0.0,0.0
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43,0,0.0,0.0,0.0
