จำนวน,_id,ปี,ไตรมาส,หน่วยวัด,อุตสาหกรรม
0,90,2564,1,คน,การทำเหมืองแร่ และเหมืองหิน
"16,756",91,2564,1,คน,การผลิต
750,92,2564,1,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
308,93,2564,1,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"15,258",94,2564,1,คน,การก่อสร้าง
"24,219",95,2564,1,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"1,931",96,2564,1,คน,การขนส่ง และสถานที่เก็บสินค้า
"12,989",97,2564,1,คน,ที่พักแรมและบริการด้านอาหาร
454,98,2564,1,คน,ข้อมูลข่าวสารและการสื่อสาร
"2,294",99,2564,1,คน,กิจกรรมทางการเงินและการประกันภัย
169,100,2564,1,คน,กิจกรรมอสังหาริมทรัพย์
911,101,2564,1,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
469,102,2564,1,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"15,454",103,2564,1,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"7,571",104,2564,1,คน,การศึกษา
"5,335",105,2564,1,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
368,106,2564,1,คน,ศิลปะ ความบันเทิง และนันทนาการ
"3,647",107,2564,1,คน,กิจกรรมบริการด้านอื่น ๆ
406,108,2564,1,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,109,2564,1,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,110,2564,1,คน,ไม่ทราบ
"110,289",111,2564,2,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,112,2564,2,คน,การทำเหมืองแร่ และเหมืองหิน
"12,182",113,2564,2,คน,การผลิต
725,114,2564,2,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
112,115,2564,2,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"12,878",116,2564,2,คน,การก่อสร้าง
"28,510",117,2564,2,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"2,501",118,2564,2,คน,การขนส่ง และสถานที่เก็บสินค้า
"9,677",119,2564,2,คน,ที่พักแรมและบริการด้านอาหาร
547,120,2564,2,คน,ข้อมูลข่าวสารและการสื่อสาร
"1,816",121,2564,2,คน,กิจกรรมทางการเงินและการประกันภัย
0,122,2564,2,คน,กิจกรรมอสังหาริมทรัพย์
864,123,2564,2,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
914,124,2564,2,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"13,856",125,2564,2,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"8,154",126,2564,2,คน,การศึกษา
"4,168",127,2564,2,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
77,128,2564,2,คน,ศิลปะ ความบันเทิง และนันทนาการ
"3,970",129,2564,2,คน,กิจกรรมบริการด้านอื่น ๆ
299,130,2564,2,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,131,2564,2,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,132,2564,2,คน,ไม่ทราบ
"136,115",133,2564,3,คน,เกษตรกรรม การป่าไม้ และการประมง 
439,134,2564,3,คน,การทำเหมืองแร่ และเหมืองหิน
"11,200",135,2564,3,คน,การผลิต
213,136,2564,3,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
110,137,2564,3,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"6,833",138,2564,3,คน,การก่อสร้าง
"20,702",139,2564,3,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"1,724",140,2564,3,คน,การขนส่ง และสถานที่เก็บสินค้า
"9,000",141,2564,3,คน,ที่พักแรมและบริการด้านอาหาร
282,142,2564,3,คน,ข้อมูลข่าวสารและการสื่อสาร
"2,416",143,2564,3,คน,กิจกรรมทางการเงินและการประกันภัย
0,144,2564,3,คน,กิจกรรมอสังหาริมทรัพย์
"1,392",145,2564,3,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
285,146,2564,3,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"12,140",147,2564,3,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"5,315",148,2564,3,คน,การศึกษา
"3,050",149,2564,3,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
"1,310",150,2564,3,คน,ศิลปะ ความบันเทิง และนันทนาการ
"2,526",151,2564,3,คน,กิจกรรมบริการด้านอื่น ๆ
690,152,2564,3,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,153,2564,3,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,154,2564,3,คน,ไม่ทราบ
"118,612",155,2564,4,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,156,2564,4,คน,การทำเหมืองแร่ และเหมืองหิน
"9,907",157,2564,4,คน,การผลิต
169,158,2564,4,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
337,159,2564,4,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"10,801",160,2564,4,คน,การก่อสร้าง
"19,200",161,2564,4,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"1,672",162,2564,4,คน,การขนส่ง และสถานที่เก็บสินค้า
"14,407",163,2564,4,คน,ที่พักแรมและบริการด้านอาหาร
853,164,2564,4,คน,ข้อมูลข่าวสารและการสื่อสาร
"1,717",165,2564,4,คน,กิจกรรมทางการเงินและการประกันภัย
0,166,2564,4,คน,กิจกรรมอสังหาริมทรัพย์
0,167,2564,4,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
478,168,2564,4,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"13,355",169,2564,4,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"6,924",170,2564,4,คน,การศึกษา
"3,361",171,2564,4,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
900,172,2564,4,คน,ศิลปะ ความบันเทิง และนันทนาการ
"2,453",173,2564,4,คน,กิจกรรมบริการด้านอื่น ๆ
816,174,2564,4,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,175,2564,4,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,176,2564,4,คน,ไม่ทราบ
"75,045",177,2565,1,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,178,2565,1,คน,การทำเหมืองแร่ และเหมืองหิน
"12,122",179,2565,1,คน,การผลิต
"1,300",180,2565,1,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
169,181,2565,1,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"16,808",182,2565,1,คน,การก่อสร้าง
"28,051",183,2565,1,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"1,867",184,2565,1,คน,การขนส่ง และสถานที่เก็บสินค้า
"13,251",185,2565,1,คน,ที่พักแรมและบริการด้านอาหาร
387,186,2565,1,คน,ข้อมูลข่าวสารและการสื่อสาร
617,187,2565,1,คน,กิจกรรมทางการเงินและการประกันภัย
0,188,2565,1,คน,กิจกรรมอสังหาริมทรัพย์
454,189,2565,1,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
"1,134",190,2565,1,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"8,460",191,2565,1,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"8,156",192,2565,1,คน,การศึกษา
"4,081",193,2565,1,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
"1,898",194,2565,1,คน,ศิลปะ ความบันเทิง และนันทนาการ
"2,557",195,2565,1,คน,กิจกรรมบริการด้านอื่น ๆ
859,196,2565,1,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,197,2565,1,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,198,2565,1,คน,ไม่ทราบ
"74,943",199,2565,2,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,200,2565,2,คน,การทำเหมืองแร่ และเหมืองหิน
"9,209",201,2565,2,คน,การผลิต
840,202,2565,2,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
390,203,2565,2,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"18,451",204,2565,2,คน,การก่อสร้าง
"28,052",205,2565,2,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
723,206,2565,2,คน,การขนส่ง และสถานที่เก็บสินค้า
"9,030",207,2565,2,คน,ที่พักแรมและบริการด้านอาหาร
830,208,2565,2,คน,ข้อมูลข่าวสารและการสื่อสาร
"2,487",209,2565,2,คน,กิจกรรมทางการเงินและการประกันภัย
465,210,2565,2,คน,กิจกรรมอสังหาริมทรัพย์
"1,353",211,2565,2,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
"1,455",212,2565,2,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"8,913",213,2565,2,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"7,173",214,2565,2,คน,การศึกษา
"5,690",215,2565,2,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
"1,412",216,2565,2,คน,ศิลปะ ความบันเทิง และนันทนาการ
"1,992",217,2565,2,คน,กิจกรรมบริการด้านอื่น ๆ
750,218,2565,2,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,219,2565,2,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,220,2565,2,คน,ไม่ทราบ
"96,236",221,2565,3,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,222,2565,3,คน,การทำเหมืองแร่ และเหมืองหิน
"7,414",223,2565,3,คน,การผลิต
162,224,2565,3,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
0,225,2565,3,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"11,282",226,2565,3,คน,การก่อสร้าง
"27,919",227,2565,3,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
907,228,2565,3,คน,การขนส่ง และสถานที่เก็บสินค้า
"13,198",229,2565,3,คน,ที่พักแรมและบริการด้านอาหาร
475,230,2565,3,คน,ข้อมูลข่าวสารและการสื่อสาร
"4,324",231,2565,3,คน,กิจกรรมทางการเงินและการประกันภัย
156,232,2565,3,คน,กิจกรรมอสังหาริมทรัพย์
592,233,2565,3,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
"1,066",234,2565,3,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"8,776",235,2565,3,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"7,637",236,2565,3,คน,การศึกษา
"4,217",237,2565,3,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
0,238,2565,3,คน,ศิลปะ ความบันเทิง และนันทนาการ
"1,551",239,2565,3,คน,กิจกรรมบริการด้านอื่น ๆ
700,240,2565,3,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,241,2565,3,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,242,2565,3,คน,ไม่ทราบ
"84,581",243,2565,4,คน,เกษตรกรรม การป่าไม้ และการประมง 
199,244,2565,4,คน,การทำเหมืองแร่ และเหมืองหิน
"9,892",245,2565,4,คน,การผลิต
91,246,2565,4,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
195,247,2565,4,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"8,737",248,2565,4,คน,การก่อสร้าง
"27,145",249,2565,4,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
617,250,2565,4,คน,การขนส่ง และสถานที่เก็บสินค้า
"11,639",251,2565,4,คน,ที่พักแรมและบริการด้านอาหาร
0,252,2565,4,คน,ข้อมูลข่าวสารและการสื่อสาร
"1,962",253,2565,4,คน,กิจกรรมทางการเงินและการประกันภัย
0,254,2565,4,คน,กิจกรรมอสังหาริมทรัพย์
350,255,2565,4,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
557,256,2565,4,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"8,471",257,2565,4,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"9,667",258,2565,4,คน,การศึกษา
"3,350",259,2565,4,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
652,260,2565,4,คน,ศิลปะ ความบันเทิง และนันทนาการ
"2,342",261,2565,4,คน,กิจกรรมบริการด้านอื่น ๆ
198,262,2565,4,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,263,2565,4,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,264,2565,4,คน,ไม่ทราบ
"75,550",265,2566,1,คน,เกษตรกรรม การป่าไม้ และการประมง 
141,266,2566,1,คน,การทำเหมืองแร่ และเหมืองหิน
"14,071",267,2566,1,คน,การผลิต
169,268,2566,1,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
654,269,2566,1,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"15,292",270,2566,1,คน,การก่อสร้าง
"25,731",271,2566,1,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"2,530",272,2566,1,คน,การขนส่ง และสถานที่เก็บสินค้า
"13,606",273,2566,1,คน,ที่พักแรมและบริการด้านอาหาร
469,274,2566,1,คน,ข้อมูลข่าวสารและการสื่อสาร
"1,846",275,2566,1,คน,กิจกรรมทางการเงินและการประกันภัย
0,276,2566,1,คน,กิจกรรมอสังหาริมทรัพย์
579,277,2566,1,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
"1,122",278,2566,1,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"12,555",279,2566,1,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"6,819",280,2566,1,คน,การศึกษา
"3,721",281,2566,1,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
880,282,2566,1,คน,ศิลปะ ความบันเทิง และนันทนาการ
"1,895",283,2566,1,คน,กิจกรรมบริการด้านอื่น ๆ
421,284,2566,1,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,285,2566,1,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,286,2566,1,คน,ไม่ทราบ
"79,398",287,2566,2,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,288,2566,2,คน,การทำเหมืองแร่ และเหมืองหิน
"10,265",289,2566,2,คน,การผลิต
125,290,2566,2,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
865,291,2566,2,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"15,413",292,2566,2,คน,การก่อสร้าง
"28,431",293,2566,2,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"2,766",294,2566,2,คน,การขนส่ง และสถานที่เก็บสินค้า
"13,116",295,2566,2,คน,ที่พักแรมและบริการด้านอาหาร
209,296,2566,2,คน,ข้อมูลข่าวสารและการสื่อสาร
947,297,2566,2,คน,กิจกรรมทางการเงินและการประกันภัย
354,298,2566,2,คน,กิจกรรมอสังหาริมทรัพย์
990,299,2566,2,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
585,300,2566,2,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"10,181",301,2566,2,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"6,581",302,2566,2,คน,การศึกษา
"2,932",303,2566,2,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
"1,139",304,2566,2,คน,ศิลปะ ความบันเทิง และนันทนาการ
"4,907",305,2566,2,คน,กิจกรรมบริการด้านอื่น ๆ
413,306,2566,2,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,307,2566,2,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,308,2566,2,คน,ไม่ทราบ
"93,918",309,2566,3,คน,เกษตรกรรม การป่าไม้ และการประมง 
153,310,2566,3,คน,การทำเหมืองแร่ และเหมืองหิน
"4,030",311,2566,3,คน,การผลิต
304,312,2566,3,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
889,313,2566,3,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"7,193",314,2566,3,คน,การก่อสร้าง
"25,449",315,2566,3,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"1,695",316,2566,3,คน,การขนส่ง และสถานที่เก็บสินค้า
"9,589",317,2566,3,คน,ที่พักแรมและบริการด้านอาหาร
120,318,2566,3,คน,ข้อมูลข่าวสารและการสื่อสาร
"1,044",319,2566,3,คน,กิจกรรมทางการเงินและการประกันภัย
670,320,2566,3,คน,กิจกรรมอสังหาริมทรัพย์
637,321,2566,3,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
"1,627",322,2566,3,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"11,023",323,2566,3,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"9,299",324,2566,3,คน,การศึกษา
"3,379",325,2566,3,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
748,326,2566,3,คน,ศิลปะ ความบันเทิง และนันทนาการ
"4,666",327,2566,3,คน,กิจกรรมบริการด้านอื่น ๆ
127,328,2566,3,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,329,2566,3,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,330,2566,3,คน,ไม่ทราบ
"71,910",331,2566,4,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,332,2566,4,คน,การทำเหมืองแร่ และเหมืองหิน
"8,587",333,2566,4,คน,การผลิต
0,334,2566,4,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
0,335,2566,4,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"15,619",336,2566,4,คน,การก่อสร้าง
"24,209",337,2566,4,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"2,430",338,2566,4,คน,การขนส่ง และสถานที่เก็บสินค้า
"13,924",339,2566,4,คน,ที่พักแรมและบริการด้านอาหาร
410,340,2566,4,คน,ข้อมูลข่าวสารและการสื่อสาร
"2,082",341,2566,4,คน,กิจกรรมทางการเงินและการประกันภัย
281,342,2566,4,คน,กิจกรรมอสังหาริมทรัพย์
536,343,2566,4,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
"1,007",344,2566,4,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"13,851",345,2566,4,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"7,903",346,2566,4,คน,การศึกษา
"3,885",347,2566,4,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
458,348,2566,4,คน,ศิลปะ ความบันเทิง และนันทนาการ
"3,739",349,2566,4,คน,กิจกรรมบริการด้านอื่น ๆ
121,350,2566,4,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,351,2566,4,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,352,2566,4,คน,ไม่ทราบ
"71,863",353,2567,1,คน,เกษตรกรรม การป่าไม้ และการประมง 
0,354,2567,1,คน,การทำเหมืองแร่ และเหมืองหิน
"9,634",355,2567,1,คน,การผลิต
