_id,พ.ศ.,ผลผลิตรวม,หน่วยพื้นที่เพาะปลูก,ชนิด,ราคาเฉลี่ย,หน่วยราคาเฉลี่ย,หน่วยมูลค่าผลผลิตรวม,มูลค่าผลผลิตรวม,หน่วยผลผลิตรวม,พื้นที่เพาะปลูก,หน่วยผลผลิตเฉลี่ย,ผลผลิตเฉลี่ย
11,2562,"9,384.60",ไร่,กล้วยไม้,40,บาท/กก.,บาท/ปี,"9,384,600",กิโลกรัม,"3,838.00","กก./ไร่/ปี,รอบ","2,445.00"
12,2562,"4,740,400.00",ไร่,พืชผัก,10.74,บาท/กก.,บาท/ปี,"50,528,400",กิโลกรัม,"2,472.00","กก./ไร่/ปี,รอบ","1,903.00"
13,2562,"236,576,000.00",ไร่,นาเกลือ,1,บาท/กก.,บาท/ปี,"236,576,000",กิโลกรัม,"14,786.00","กก./ไร่/ปี,รอบ","16,000.00"
14,2563,"1,958,057.00",ไร่,ข้าวนาปรัง 62/63,6.56,บาท/กก.,บาท/ปี,"12,851,683",กิโลกรัม,"2,931.00","กก./ไร่/ปี,รอบ",674
15,2563,"3,494,825.00",ไร่,ข้าวนาปี 63/64,6.63,บาท/กก.,บาท/ปี,"23,153,639",กิโลกรัม,"5,040.75","กก./ไร่/ปี,รอบ",693
16,2563,"130,249,200.00",ไร่,มะพร้าวน้ำหอม,10.09,บาท/กก.,บาท/ปี,"1,313,715,000",กิโลกรัม,"33,312.00","กก./ไร่/ปี,รอบ","4,753.00"
17,2563,"1,660,573.00",ไร่,มะพร้าวแก่,14.3,บาท/กก.,บาท/ปี,"23,754,089",กิโลกรัม,"1,572.50","กก./ไร่/ปี,รอบ","1,056.00"
18,2563,"14,566,000.00",ไร่,มะม่วง,20,บาท/กก.,บาท/ปี,"291,320,000",กิโลกรัม,"7,631.18","กก./ไร่/ปี,รอบ","2,000.00"
19,2563,"21,256,100.00",ไร่,มะนาว,30,บาท/กก.,บาท/ปี,"637,683,000",กิโลกรัม,"7,194.22","กก./ไร่/ปี,รอบ","3,521.00"
20,2563,"42,127,255.00",ไร่,ฝรั่ง,25,บาท/กก.,บาท/ปี,"1,053,181,375",กิโลกรัม,"7,971.00","กก./ไร่/ปี,รอบ","5,351.00"
21,2563,"6,667,025.00",ไร่,ลำไย,50,บาท/กก.,บาท/ปี,"333,351,250",กิโลกรัม,"4,411.00","กก./ไร่/ปี,รอบ","1,589.00"
22,2563,"1,891,609.00",ไร่,ชมพู่,31.39,บาท/กก.,บาท/ปี,"59,375,315",กิโลกรัม,877.29,"กก./ไร่/ปี,รอบ","2,171.00"
23,2563,"3,548,400.00",ไร่,กล้วยน้ำว้า,10,บาท/กก.,บาท/ปี,"35,484,000",กิโลกรัม,"1,467.50","กก./ไร่/ปี,รอบ","2,451.00"
24,2563,"462,080.00",ไร่,มะขามเทศ,50,บาท/กก.,บาท/ปี,"23,104,000",กิโลกรัม,748.5,"กก./ไร่/ปี,รอบ",617
25,2563,"918,000.00",ไร่,แก้วมังกร,20,บาท/กก.,บาท/ปี,"18,360,000",กิโลกรัม,459,"กก./ไร่/ปี,รอบ","2,000.00"
26,2563,"400,750.00",ไร่,พุทรา,30.53,บาท/กก.,บาท/ปี,"12,236,250",กิโลกรัม,202.75,"กก./ไร่/ปี,รอบ","1,977.00"
27,2563,"13,020,897.00",ไร่,กล้วยไม้,40,บาท/กก.,บาท/ปี,"520,835,880",กิโลกรัม,"4,897.11","กก./ไร่/ปี,รอบ","2,659.00"
28,2563,"13,069,800.00",ไร่,พืชผัก,11.21,บาท/กก.,บาท/ปี,"146,457,600",กิโลกรัม,"6,021.00","กก./ไร่/ปี,รอบ","6,512.00"
29,2563,"630,000.00",ไร่,สมุนไพร,60,บาท/กก.,บาท/ปี,"37,800,000",กิโลกรัม,276.71,"กก./ไร่/ปี,รอบ","3,500.00"
30,2563,"1,984,500.00",ไร่,ไม้ดอกอื่นๆ,80,บาท/กก.,บาท/ปี,"158,760,000",กิโลกรัม,"1,103.00","กก./ไร่/ปี,รอบ","1,800.00"
31,2563,"8,953,700.00",ไร่,ไม้ดอกไม้ประดับ,30,บาท/กก.,บาท/ปี,"26,811,000",กิโลกรัม,895.37,"กก./ไร่/ปี,รอบ","50,000.00"
32,2563,"346,224,000.00",ไร่,นาเกลือ,1,บาท/กก.,บาท/ปี,"346,224,000",กิโลกรัม,"21,639.00","กก./ไร่/ปี,รอบ","16,000.00"
33,2564,"1,926,598.00",ไร่,ข้าวนาปรัง 63/64,6.57,บาท/กก.,บาท/ปี,"12,650,201",กิโลกรัม,"2,854.00","กก./ไร่/ปี,รอบ",683
34,2564,"3,351,482.00",ไร่,ข้าวนาปี 64/65,6.83,บาท/กก.,บาท/ปี,"22,877,446",กิโลกรัม,"4,780.25","กก./ไร่/ปี,รอบ",701
35,2564,"205,437,000.00",ไร่,มะพร้าวน้ำหอม,8,บาท/กก.,บาท/ปี,"1,654,494,000",กิโลกรัม,"44,828.00","กก./ไร่/ปี,รอบ","4,700.00"
36,2564,"1,637,600.00",ไร่,มะพร้าวแก่,10,บาท/กก.,บาท/ปี,"16,652,600",กิโลกรัม,"1,478.25","กก./ไร่/ปี,รอบ","1,108.00"
37,2564,"14,982,750.00",ไร่,มะม่วง,20,บาท/กก.,บาท/ปี,"299,655,000",กิโลกรัม,"7,737.00","กก./ไร่/ปี,รอบ","2,053.00"
38,2564,"19,585,300.00",ไร่,มะนาว,30,บาท/กก.,บาท/ปี,"587,559,000",กิโลกรัม,"7,113.00","กก./ไร่/ปี,รอบ","3,107.00"
39,2564,"41,354,350.00",ไร่,ฝรั่ง,20,บาท/กก.,บาท/ปี,"834,937,000",กิโลกรัม,"7,817.00","กก./ไร่/ปี,รอบ","5,365.00"
40,2564,"6,517,744.00",ไร่,ลำไย,50,บาท/กก.,บาท/ปี,"325,887,200",กิโลกรัม,"4,693.00","กก./ไร่/ปี,รอบ","1,518.00"
41,2564,"1,694,300.00",ไร่,ชมพู่,39,บาท/กก.,บาท/ปี,"65,527,000",กิโลกรัม,839,"กก./ไร่/ปี,รอบ","2,073.00"
42,2564,"3,583,464.00",ไร่,กล้วยน้ำว้า,10,บาท/กก.,บาท/ปี,"35,834,639",กิโลกรัม,"1,651.50","กก./ไร่/ปี,รอบ","2,170.00"
43,2564,"479,162.00",ไร่,มะขามเทศ,70,บาท/กก.,บาท/ปี,"33,541,312",กิโลกรัม,707,"กก./ไร่/ปี,รอบ",681
44,2564,"1,098,000.00",ไร่,แก้วมังกร,18,บาท/กก.,บาท/ปี,"19,984,000",กิโลกรัม,549,"กก./ไร่/ปี,รอบ","2,000.00"
45,2564,"544,600.00",ไร่,พุทรา,30,บาท/กก.,บาท/ปี,"16,338,000",กิโลกรัม,251.75,"กก./ไร่/ปี,รอบ","2,163.00"
46,2564,"1,461,853.00",ไร่,องุ่น,35,บาท/กก.,บาท/ปี,"51,164,848",กิโลกรัม,610,"กก./ไร่/ปี,รอบ","2,396.00"
47,2564,"12,382,967.00",ไร่,กล้วยไม้,40,บาท/กก.,บาท/ปี,"495,318,680",กิโลกรัม,"4,716.50","กก./ไร่/ปี,รอบ","2,625.00"
48,2564,"43,145,100.00",ไร่,พืชผัก,11,บาท/กก.,บาท/ปี,"471,481,200",กิโลกรัม,"6,768.00","กก./ไร่/ปี,รอบ","6,375.00"
49,2564,"550,000.00",ไร่,สมุนไพร,60,บาท/กก.,บาท/ปี,"33,000,000",กิโลกรัม,284.5,"กก./ไร่/ปี,รอบ","2,000.00"
50,2564,"1,794,100.00",ไร่,ไม้ดอกอื่นๆ,76,บาท/กก.,บาท/ปี,"136,598,000",กิโลกรัม,"1,208.00","กก./ไร่/ปี,รอบ","1,485.00"
51,2564,"12,597,000.00",ไร่,ไม้ดอกไม้ประดับ,50,บาท/กก.,บาท/ปี,"629,675,000",กิโลกรัม,788,"กก./ไร่/ปี,รอบ","15,986.00"
52,2564,"389,488,000.00",ไร่,นาเกลือ,0.8,บาท/กก.,บาท/ปี,"311,590,400",กิโลกรัม,"24,343.00","กก./ไร่/ปี,รอบ","16,000.00"
53,2565,"1,749,809.00",ไร่,ข้าวนาปรัง 64/65,6.83,บาท/กก.,บาท/ปี,"11,956,000",กิโลกรัม,"2,547.00","กก./ไร่/ปี,รอบ",687
54,2565,"2,709,985.00",ไร่,ข้าวนาปี 65/66,7.11,บาท/กก.,บาท/ปี,"19,274,000",กิโลกรัม,"3,856.00","กก./ไร่/ปี,รอบ",703
55,2565,"207,298,200.00",ไร่,มะพร้าวน้ำหอม,9,บาท/กก.,บาท/ปี,"1,865,683,000",กิโลกรัม,"44,106.00","กก./ไร่/ปี,รอบ","4,700"
56,2565,"632,036.00",ไร่,มะพร้าวแก่,10,บาท/กก.,บาท/ปี,"6,472,000",กิโลกรัม,992,"กก./ไร่/ปี,รอบ",686
57,2565,"14,025,600.00",ไร่,มะม่วง,23,บาท/กก.,บาท/ปี,"326,250,000",กิโลกรัม,"6,871.00","กก./ไร่/ปี,รอบ","2,041"
58,2565,"20,571,500.00",ไร่,มะนาว,29,บาท/กก.,บาท/ปี,"610,775,000",กิโลกรัม,"6,625.00","กก./ไร่/ปี,รอบ","3,105"
59,2565,"40,034,700.00",ไร่,ฝรั่ง,28,บาท/กก.,บาท/ปี,"1,145,051,000",กิโลกรัม,"7,440.00","กก./ไร่/ปี,รอบ","5,381"
60,2565,"6,218,811.00",ไร่,ลำไย,50,บาท/กก.,บาท/ปี,"310,940,000",กิโลกรัม,"4,457.00","กก./ไร่/ปี,รอบ","1,395"
61,2565,"1,581,300.00",ไร่,ชมพู่,46,บาท/กก.,บาท/ปี,"74,025,000",กิโลกรัม,761,"กก./ไร่/ปี,รอบ","2,078"
62,2565,"3,436,900.00",ไร่,กล้วยน้ำว้า,10,บาท/กก.,บาท/ปี,"34,369,000",กิโลกรัม,"1,546.00","กก./ไร่/ปี,รอบ","2,223"
63,2565,"423,000.00",ไร่,มะขามเทศ,70,บาท/กก.,บาท/ปี,"29,610,000",กิโลกรัม,694,"กก./ไร่/ปี,รอบ",610
64,2565,"1,038,000.00",ไร่,แก้วมังกร,24,บาท/กก.,บาท/ปี,"25,380,000",กิโลกรัม,519,"กก./ไร่/ปี,รอบ","2,000"
65,2565,"469,650.00",ไร่,พุทรา,30,บาท/กก.,บาท/ปี,"14,089,000",กิโลกรัม,204,"กก./ไร่/ปี,รอบ","2,032"
66,2565,"1,338,600.00",ไร่,องุ่น,60,บาท/กก.,บาท/ปี,"80,316,000",กิโลกรัม,582,"กก./ไร่/ปี,รอบ","2,300"
67,2565,"8,918,000.00",ไร่,กล้วยไม้,56,บาท/กก.,บาท/ปี,"502,892,000",กิโลกรัม,"3,430.00","กก./ไร่/ปี,รอบ","2,600"
68,2565,"11,984,400.00",ไร่,พืชผัก,16,บาท/กก.,บาท/ปี,"189,280,000",กิโลกรัม,"5,526.00","กก./ไร่/ปี,รอบ","6,506"
69,2565,"1,871,000.00",ไร่,สมุนไพร,60,บาท/กก.,บาท/ปี,"112,260,000",กิโลกรัม,549,"กก./ไร่/ปี,รอบ","3,408"
70,2565,"1,419,000.00",ไร่,ไม้ดอกอื่นๆ, 50 - 80 ,บาท/กก.,บาท/ปี,"104,358,000",กิโลกรัม,941,"กก./ไร่/ปี,รอบ","1,508"
71,2565,"1,218,000.00",ไร่,ไม้ดอกไม้ประดับ, 30 - 100 ,บาท/กก.,บาท/ปี,"365,430,000",กิโลกรัม,731,"กก./ไร่/ปี,รอบ","16,000"
72,2565,"268,608,000.00",ไร่,นาเกลือ,2,บาท/กก.,บาท/ปี,"537,216,000",กิโลกรัม,"16,788.00","กก./ไร่/ปี,รอบ","16,000"
73,2566,"1,623,095.00",ไร่,ข้าวนาปรัง 65/66,11,บาท/กก.,บาท/ปี,"17,854,045",กิโลกรัม,"2,366.25","กก./ไร่/ปี,รอบ",686
74,2566,"2,545,049.00",ไร่,ข้าวนาปี 66/67,11.6,บาท/กก.,บาท/ปี,"29,522,568",กิโลกรัม,"3,568.00","กก./ไร่/ปี,รอบ",713
75,2566,"201,210,716.00",ไร่,มะพร้าวน้ำหอม,12.98,บาท/กก.,บาท/ปี,"2,611,715,094",กิโลกรัม,"46,551.00","กก./ไร่/ปี,รอบ","4,460.00"
76,2566,"1,526,780.00",ไร่,มะพร้าวแก่,13,บาท/กก.,บาท/ปี,"19,848,140",กิโลกรัม,"1,419.48","กก./ไร่/ปี,รอบ","1,111.00"
77,2566,"15,398,598.00",ไร่,มะม่วง,29,บาท/กก.,บาท/ปี,"446,559,342",กิโลกรัม,"7,152.47","กก./ไร่/ปี,รอบ","2,158.00"
78,2566,"21,227,551.00",ไร่,มะนาว,50.57,บาท/กก.,บาท/ปี,"1,073,477,254",กิโลกรัม,"6,830.51","กก./ไร่/ปี,รอบ","3,108.00"
79,2566,"41,403,343.00",ไร่,ฝรั่ง,24.02,บาท/กก.,บาท/ปี,"994,508,299",กิโลกรัม,"7,681.37","กก./ไร่/ปี,รอบ","5,391.00"
80,2566,"5,487,400.00",ไร่,ลำไย,50,บาท/กก.,บาท/ปี,"274,370,000",กิโลกรัม,"3,812.00","กก./ไร่/ปี,รอบ","1,440.00"
81,2566,"1,473,200.00",ไร่,ชมพู่,34.08,บาท/กก.,บาท/ปี,"50,206,656",กิโลกรัม,708,"กก./ไร่/ปี,รอบ","2,081.00"
82,2566,"3,462,227.00",ไร่,กล้วยน้ำว้า,10.66,บาท/กก.,บาท/ปี,"36,907,340",กิโลกรัม,"1,581.49","กก./ไร่/ปี,รอบ","2,189.00"
83,2566,"363,000.00",ไร่,มะขามเทศ,73.98,บาท/กก.,บาท/ปี,"26,854,740",กิโลกรัม,605,"กก./ไร่/ปี,รอบ",600
84,2566,"783,500.00",ไร่,แก้วมังกร,25,บาท/กก.,บาท/ปี,"19,587,500",กิโลกรัม,395.5,"กก./ไร่/ปี,รอบ","1,981.00"
85,2566,"384,725.00",ไร่,พุทรา,23.03,บาท/กก.,บาท/ปี,"8,860,217",กิโลกรัม,168.29,"กก./ไร่/ปี,รอบ","2,286.00"
86,2566,"1,287,000.00",ไร่,องุ่น,60,บาท/กก.,บาท/ปี,"77,220,000",กิโลกรัม,585,"กก./ไร่/ปี,รอบ","2,200.00"
87,2566,"6,253,582.00",ไร่,กล้วยไม้ ,46,บาท/กก.,บาท/ปี,"287,664,772",กิโลกรัม,"3,015.25","กก./ไร่/ปี,รอบ","2,074.00"
88,2566,"8,901,250.00",ไร่,พืชผัก ,12.18,บาท/กก.,บาท/ปี,"108,417,225",กิโลกรัม,"4,524.00","กก./ไร่/ปี,รอบ","5,902.00"
89,2566,"1,753,960.00",ไร่,สมุนไพร,115.72,บาท/กก.,บาท/ปี,"202,968,251",กิโลกรัม,537.48,"กก./ไร่/ปี,รอบ","3,263.00"
90,2566,"728,225.00",ไร่,ไม้ดอกอื่นๆ,68,บาท/กก.,บาท/ปี,"49,519,300",กิโลกรัม,843.9,"กก./ไร่/ปี,รอบ",863
91,2566,"839,000.00",ไร่,ไม้ประดับ,26.12,บาท/กก.,บาท/ปี,"21,914,680",กิโลกรัม,665,"กก./ไร่/ปี,รอบ","1,262.00"
92,2566,"301,360,000.00",ไร่ ,นาเกลือ,0.8,บาท/กก.,บาท/ปี,"241,088,000",กิโลกรัม,"18,835.00","กก./ไร่/ปี,รอบ","16,000.00"
93,2567,"1,695,878.75",ไร่,ข้าวนาปรัง 65/66,9.33,บาท/กก.,บาท/ปี,"15,822,549",กิโลกรัม,"2,408.00","กก./ไร่/ปี,รอบ",704.27
94,2567,"2,402,575.25",ไร่,ข้าวนาปี 66/67,8.33,บาท/กก.,บาท/ปี,"20,013,452",กิโลกรัม,"3,391.37","กก./ไร่/ปี,รอบ",708.44
95,2567,"141,592,800.00",ไร่,มะพร้าวน้ำหอม,18.16,บาท/กก.,บาท/ปี,"2,571,325,248",กิโลกรัม,"71,730.93","กก./ไร่/ปี,รอบ","2,602.14"
96,2567,"1,304,820.34",ไร่,มะพร้าวแก่,15,บาท/กก.,บาท/ปี,"19,572,305",กิโลกรัม,"1,170.48","กก./ไร่/ปี,รอบ","1,170.48"
97,2567,"15,446,905.00",ไร่,มะม่วง,27.41,บาท/กก.,บาท/ปี,"423,399,666",กิโลกรัม,"7,108.97","กก./ไร่/ปี,รอบ","2,172.88"
98,2567,"20,032,781.00",ไร่,มะนาว,49.76,บาท/กก.,บาท/ปี,"996,831,183",กิโลกรัม,"6,452.51","กก./ไร่/ปี,รอบ","3,104.65"
99,2567,"41,443,765.50",ไร่,ฝรั่ง,25.82,บาท/กก.,บาท/ปี,"1,070,078,025",กิโลกรัม,"7,696.62","กก./ไร่/ปี,รอบ","5,384.67"
100,2567,"5,928,350.00",ไร่,ลำไย,50,บาท/กก.,บาท/ปี,"296,417,500",กิโลกรัม,"4,117.75","กก./ไร่/ปี,รอบ","1,439.51"
101,2567,"1,461,500.00",ไร่,ชมพู่,35.94,บาท/กก.,บาท/ปี,"52,526,310",กิโลกรัม,702.5,"กก./ไร่/ปี,รอบ","2,080.43"
102,2567,"3,374,827.00",ไร่,กล้วยน้ำว้า,10.68,บาท/กก.,บาท/ปี,"36,043,152",กิโลกรัม,"1,543.49","กก./ไร่/ปี,รอบ","2,186.49"
103,2567,"362,400.00",ไร่,มะขามเทศ,80,บาท/กก.,บาท/ปี,"28,992,000",กิโลกรัม,604,"กก./ไร่/ปี,รอบ",600
104,2567,"774,000.00",ไร่,แก้วมังกร,25,บาท/กก.,บาท/ปี,"19,350,000",กิโลกรัม,387,"กก./ไร่/ปี,รอบ","2,000.00"
105,2567,"379,525.00",ไร่,พุทรา,26.47,บาท/กก.,บาท/ปี,"10,046,027",กิโลกรัม,165.54,"กก./ไร่/ปี,รอบ","2,292.65"
106,2567,"1,236,950.00",ไร่,องุ่น,70,บาท/กก.,บาท/ปี,"86,586,500",กิโลกรัม,588.5,"กก./ไร่/ปี,รอบ","2,200.00"
107,2567,"6,534,877.00",ไร่,กล้วยไม้ ,50,บาท/กก.,บาท/ปี,"326,743,850",กิโลกรัม,"3,152.00","กก./ไร่/ปี,รอบ","2,073.25"
108,2567,"15,657,225.00",ไร่,พืชผัก ,24.84,บาท/กก.,บาท/ปี,"388,925,469",กิโลกรัม,"1,143.50","กก./ไร่/ปี,รอบ","13,692.37"
109,2567,"346,662.00",ไร่,สมุนไพร,49.54,บาท/กก.,บาท/ปี,"17,173,635",กิโลกรัม,506.23,"กก./ไร่/ปี,รอบ",679.42
110,2567,"1,695,200.00",ไร่,ไม้ดอกอื่นๆ,49.96,บาท/กก.,บาท/ปี,"84,692,192",กิโลกรัม,804.9,"กก./ไร่/ปี,รอบ","2,106.62"
111,2567,"1,284.78",ไร่,ไม้ประดับ,87.68,บาท/กก.,บาท/ปี,"112,649",กิโลกรัม,980.5,"กก./ไร่/ปี,รอบ","1,310.33"
112,2567,"225,720,000.00",ไร่,นาเกลือ,0.8,บาท/กก.,บาท/ปี,"180,576,000",กิโลกรัม,"18,810.00","กก./ไร่/ปี,รอบ","12,000.00"
