﻿year,sex,level_of_edu,quarter,_id,area,region,value,unit,source
2561,รวม,ไม่มีการศึกษา,ไตรมาสที่ 1,38,ในเขตเทศบาล,ทั่วประเทศ,8339,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,39,ในเขตเทศบาล,ทั่วประเทศ,8944,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาสที่ 1,40,ในเขตเทศบาล,ทั่วประเทศ,9800,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,41,ในเขตเทศบาล,ทั่วประเทศ,10622,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,42,ในเขตเทศบาล,ทั่วประเทศ,12076,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,43,ในเขตเทศบาล,ทั่วประเทศ,14565,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,44,ในเขตเทศบาล,ทั่วประเทศ,9830,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,45,ในเขตเทศบาล,ทั่วประเทศ,27148,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,46,ในเขตเทศบาล,ทั่วประเทศ,18203,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,47,ในเขตเทศบาล,ทั่วประเทศ,24162,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,48,ในเขตเทศบาล,ทั่วประเทศ,11104,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาสที่ 1,49,ในเขตเทศบาล,ทั่วประเทศ,16572,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาสที่ 1,50,ในเขตเทศบาล,ทั่วประเทศ,8900,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,51,ในเขตเทศบาล,ทั่วประเทศ,9550,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาสที่ 1,52,ในเขตเทศบาล,ทั่วประเทศ,10294,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,53,ในเขตเทศบาล,ทั่วประเทศ,11102,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,54,ในเขตเทศบาล,ทั่วประเทศ,12890,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,55,ในเขตเทศบาล,ทั่วประเทศ,15540,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,56,ในเขตเทศบาล,ทั่วประเทศ,9830,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,57,ในเขตเทศบาล,ทั่วประเทศ,30061,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,58,ในเขตเทศบาล,ทั่วประเทศ,19225,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,59,ในเขตเทศบาล,ทั่วประเทศ,25346,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,60,ในเขตเทศบาล,ทั่วประเทศ,11324,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาสที่ 1,61,ในเขตเทศบาล,ทั่วประเทศ,16384,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาสที่ 1,62,ในเขตเทศบาล,ทั่วประเทศ,7669,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,63,ในเขตเทศบาล,ทั่วประเทศ,8260,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาสที่ 1,64,ในเขตเทศบาล,ทั่วประเทศ,9071,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,65,ในเขตเทศบาล,ทั่วประเทศ,9846,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,66,ในเขตเทศบาล,ทั่วประเทศ,11014,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,67,ในเขตเทศบาล,ทั่วประเทศ,12868,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,68,ในเขตเทศบาล,ทั่วประเทศ,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,69,ในเขตเทศบาล,ทั่วประเทศ,25066,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,70,ในเขตเทศบาล,ทั่วประเทศ,16847,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,71,ในเขตเทศบาล,ทั่วประเทศ,23550,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,72,ในเขตเทศบาล,ทั่วประเทศ,10832,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาสที่ 1,73,นอกเขตเทศบาล,ทั่วประเทศ,19490,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาสที่ 1,74,นอกเขตเทศบาล,ทั่วประเทศ,9086,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,75,นอกเขตเทศบาล,ทั่วประเทศ,10748,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาสที่ 1,76,นอกเขตเทศบาล,ทั่วประเทศ,11031,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,77,นอกเขตเทศบาล,ทั่วประเทศ,11506,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,78,นอกเขตเทศบาล,ทั่วประเทศ,13739,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,79,นอกเขตเทศบาล,ทั่วประเทศ,16144,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,80,นอกเขตเทศบาล,ทั่วประเทศ,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,81,นอกเขตเทศบาล,ทั่วประเทศ,29268,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,82,นอกเขตเทศบาล,ทั่วประเทศ,19461,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,83,นอกเขตเทศบาล,ทั่วประเทศ,23691,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,84,นอกเขตเทศบาล,ทั่วประเทศ,12042,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาสที่ 1,85,นอกเขตเทศบาล,ทั่วประเทศ,19550,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาสที่ 1,86,นอกเขตเทศบาล,ทั่วประเทศ,10063,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,87,นอกเขตเทศบาล,ทั่วประเทศ,11567,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาสที่ 1,88,นอกเขตเทศบาล,ทั่วประเทศ,11699,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,89,นอกเขตเทศบาล,ทั่วประเทศ,11840,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,90,นอกเขตเทศบาล,ทั่วประเทศ,14568,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,91,นอกเขตเทศบาล,ทั่วประเทศ,17695,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,92,นอกเขตเทศบาล,ทั่วประเทศ,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,93,นอกเขตเทศบาล,ทั่วประเทศ,31402,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,94,นอกเขตเทศบาล,ทั่วประเทศ,20958,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,95,นอกเขตเทศบาล,ทั่วประเทศ,25217,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,96,นอกเขตเทศบาล,ทั่วประเทศ,14545,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาสที่ 1,97,นอกเขตเทศบาล,ทั่วประเทศ,19427,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาสที่ 1,98,นอกเขตเทศบาล,ทั่วประเทศ,8196,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,99,นอกเขตเทศบาล,ทั่วประเทศ,10000,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาสที่ 1,100,นอกเขตเทศบาล,ทั่วประเทศ,10165,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,101,นอกเขตเทศบาล,ทั่วประเทศ,10975,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,102,นอกเขตเทศบาล,ทั่วประเทศ,12514,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,103,นอกเขตเทศบาล,ทั่วประเทศ,13771,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,104,นอกเขตเทศบาล,ทั่วประเทศ,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,105,นอกเขตเทศบาล,ทั่วประเทศ,27733,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,106,นอกเขตเทศบาล,ทั่วประเทศ,17312,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,107,นอกเขตเทศบาล,ทั่วประเทศ,22421,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,108,นอกเขตเทศบาล,ทั่วประเทศ,10657,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,รวม,ไตรมาสที่ 1,109,ในเขตเทศบาล,กรุงเทพมหานคร,19490,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ไม่มีการศึกษา,ไตรมาสที่ 1,110,ในเขตเทศบาล,กรุงเทพมหานคร,9086,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,111,ในเขตเทศบาล,กรุงเทพมหานคร,10748,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,ประถมศึกษา,ไตรมาสที่ 1,112,ในเขตเทศบาล,กรุงเทพมหานคร,11031,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,113,ในเขตเทศบาล,กรุงเทพมหานคร,11506,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,114,ในเขตเทศบาล,กรุงเทพมหานคร,13739,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,115,ในเขตเทศบาล,กรุงเทพมหานคร,16144,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,116,ในเขตเทศบาล,กรุงเทพมหานคร,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,117,ในเขตเทศบาล,กรุงเทพมหานคร,29268,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,118,ในเขตเทศบาล,กรุงเทพมหานคร,19461,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,119,ในเขตเทศบาล,กรุงเทพมหานคร,23691,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,รวม,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,120,ในเขตเทศบาล,กรุงเทพมหานคร,12042,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,รวม,ไตรมาสที่ 1,121,ในเขตเทศบาล,กรุงเทพมหานคร,19550,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไม่มีการศึกษา,ไตรมาสที่ 1,122,ในเขตเทศบาล,กรุงเทพมหานคร,10063,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,123,ในเขตเทศบาล,กรุงเทพมหานคร,11567,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,ประถมศึกษา,ไตรมาสที่ 1,124,ในเขตเทศบาล,กรุงเทพมหานคร,11699,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,125,ในเขตเทศบาล,กรุงเทพมหานคร,11840,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,126,ในเขตเทศบาล,กรุงเทพมหานคร,14568,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,127,ในเขตเทศบาล,กรุงเทพมหานคร,17695,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,128,ในเขตเทศบาล,กรุงเทพมหานคร,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,129,ในเขตเทศบาล,กรุงเทพมหานคร,31402,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,130,ในเขตเทศบาล,กรุงเทพมหานคร,20958,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,131,ในเขตเทศบาล,กรุงเทพมหานคร,25217,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,ชาย,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,132,ในเขตเทศบาล,กรุงเทพมหานคร,14545,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,รวม,ไตรมาสที่ 1,133,ในเขตเทศบาล,กรุงเทพมหานคร,19427,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ไม่มีการศึกษา,ไตรมาสที่ 1,134,ในเขตเทศบาล,กรุงเทพมหานคร,8196,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาสที่ 1,135,ในเขตเทศบาล,กรุงเทพมหานคร,10000,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,ประถมศึกษา,ไตรมาสที่ 1,136,ในเขตเทศบาล,กรุงเทพมหานคร,10165,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนต้น,ไตรมาสที่ 1,137,ในเขตเทศบาล,กรุงเทพมหานคร,10975,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาสที่ 1,138,ในเขตเทศบาล,กรุงเทพมหานคร,12514,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาสที่ 1,139,ในเขตเทศบาล,กรุงเทพมหานคร,13771,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา,ไตรมาสที่ 1,140,ในเขตเทศบาล,กรุงเทพมหานคร,0,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการ,ไตรมาสที่ 1,141,ในเขตเทศบาล,กรุงเทพมหานคร,27733,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาชีพ,ไตรมาสที่ 1,142,ในเขตเทศบาล,กรุงเทพมหานคร,17312,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,อุดมศึกษา สายวิชาการศึกษา,ไตรมาสที่ 1,143,ในเขตเทศบาล,กรุงเทพมหานคร,22421,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2561,หญิง,การศึกษาอื่นๆ และไม่ทราบ,ไตรมาสที่ 1,144,ในเขตเทศบาล,กรุงเทพมหานคร,10657,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
