﻿year,sex,level_of_edu,quarter,_id,region,value,unit,source
2556,ชาย,ประถมศึกษา,ไตรมาส 1,20,ภาคเหนือ,2.83,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 1,21,ภาคเหนือ,2.87,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,22,ภาคเหนือ,3.66,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,23,ภาคเหนือ,4.92,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,24,ภาคเหนือ,1.43,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,25,ภาคเหนือ,0.71,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 1,26,ภาคเหนือ,0.49,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 1,27,ภาคเหนือ,0.15,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 1,28,ภาคเหนือ,0.42,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,29,ภาคเหนือ,0.99,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 1,30,ภาคตะวันออกเฉียงเหนือ,0.91,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 1,31,ภาคตะวันออกเฉียงเหนือ,0.87,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 1,32,ภาคตะวันออกเฉียงเหนือ,56.52,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 1,33,ภาคตะวันออกเฉียงเหนือ,78.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 1,34,ภาคตะวันออกเฉียงเหนือ,31.46,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 1,35,ภาคตะวันออกเฉียงเหนือ,36.47,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,36,ภาคตะวันออกเฉียงเหนือ,17.34,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,37,ภาคตะวันออกเฉียงเหนือ,16.3,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,38,ภาคตะวันออกเฉียงเหนือ,13.89,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,39,ภาคตะวันออกเฉียงเหนือ,11.66,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 1,40,ภาคตะวันออกเฉียงเหนือ,0.38,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 1,41,ภาคตะวันออกเฉียงเหนือ,0.28,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 1,42,ภาคตะวันออกเฉียงเหนือ,1.08,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,43,ภาคตะวันออกเฉียงเหนือ,0.93,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,44,ภาคตะวันออกเฉียงเหนือ,0.65,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 1,45,ภาคใต้,2.51,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 1,46,ภาคใต้,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 1,47,ภาคใต้,0.97,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 1,48,ภาคใต้,0.93,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 1,49,ภาคใต้,1.83,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 1,50,ภาคใต้,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการศึกษา,ไตรมาส 1,51,ภาคใต้,0.03,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,52,กรุงเทพมหานคร,0.52,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,53,กรุงเทพมหานคร,0.22,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 2,54,กรุงเทพมหานคร,0.22,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,55,ภาคกลาง,1.2,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,56,ภาคกลาง,3.34,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 2,57,ภาคกลาง,2.04,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 2,58,ภาคกลาง,0.87,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,59,ภาคกลาง,2.62,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,60,ภาคกลาง,1.98,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,61,ภาคกลาง,0.18,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,62,ภาคกลาง,0.48,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 2,63,ภาคกลาง,1.32,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 2,64,ภาคกลาง,0.43,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 2,65,ภาคกลาง,0.57,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,66,ภาคกลาง,0.17,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่ทราบ,ไตรมาส 2,67,ภาคกลาง,0.04,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 2,68,ภาคเหนือ,0.43,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 2,69,ภาคเหนือ,1.82,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,70,ภาคเหนือ,9.0,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,71,ภาคเหนือ,10.85,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 2,72,ภาคเหนือ,2.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 2,73,ภาคเหนือ,3.99,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,74,ภาคเหนือ,3.75,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,75,ภาคเหนือ,2.01,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,76,ภาคเหนือ,2.35,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,77,ภาคเหนือ,1.64,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 2,78,ภาคเหนือ,0.79,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,79,ภาคเหนือ,0.61,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,80,ภาคเหนือ,0.07,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 2,81,ภาคตะวันออกเฉียงเหนือ,1.97,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,82,ภาคตะวันออกเฉียงเหนือ,40.22,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,83,ภาคตะวันออกเฉียงเหนือ,65.64,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 2,84,ภาคตะวันออกเฉียงเหนือ,18.61,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 2,85,ภาคตะวันออกเฉียงเหนือ,30.05,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,86,ภาคตะวันออกเฉียงเหนือ,19.79,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,87,ภาคตะวันออกเฉียงเหนือ,16.38,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,88,ภาคตะวันออกเฉียงเหนือ,12.28,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,89,ภาคตะวันออกเฉียงเหนือ,14.36,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 2,90,ภาคตะวันออกเฉียงเหนือ,1.96,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,91,ภาคตะวันออกเฉียงเหนือ,1.62,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 2,92,ภาคตะวันออกเฉียงเหนือ,2.16,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 2,93,ภาคใต้,0.05,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 2,94,ภาคใต้,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 2,95,ภาคใต้,0.27,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,96,ภาคใต้,0.49,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,97,ภาคใต้,1.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,98,ภาคใต้,0.55,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 2,99,ภาคใต้,0.86,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 3,100,กรุงเทพมหานคร,0.54,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 3,101,กรุงเทพมหานคร,1.53,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,102,กรุงเทพมหานคร,0.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 3,103,กรุงเทพมหานคร,1.15,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 3,104,กรุงเทพมหานคร,0.8,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 3,105,กรุงเทพมหานคร,0.96,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,106,ภาคกลาง,0.66,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,107,ภาคกลาง,0.46,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 3,108,ภาคกลาง,0.84,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 3,109,ภาคกลาง,1.61,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,110,ภาคกลาง,0.69,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,111,ภาคกลาง,0.23,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 3,112,ภาคกลาง,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการศึกษา,ไตรมาส 3,113,ภาคกลาง,0.09,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,114,ภาคเหนือ,0.68,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,115,ภาคเหนือ,1.98,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 3,116,ภาคเหนือ,0.31,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 3,117,ภาคเหนือ,0.73,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,118,ภาคเหนือ,0.66,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,119,ภาคเหนือ,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,120,ภาคเหนือ,0.66,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 3,121,ภาคตะวันออกเฉียงเหนือ,0.06,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,122,ภาคตะวันออกเฉียงเหนือ,1.71,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,123,ภาคตะวันออกเฉียงเหนือ,9.39,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 3,124,ภาคตะวันออกเฉียงเหนือ,3.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 3,125,ภาคตะวันออกเฉียงเหนือ,3.65,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,126,ภาคตะวันออกเฉียงเหนือ,1.7,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,127,ภาคตะวันออกเฉียงเหนือ,5.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,128,ภาคตะวันออกเฉียงเหนือ,0.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,129,ภาคตะวันออกเฉียงเหนือ,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่ทราบ,ไตรมาส 3,130,ภาคตะวันออกเฉียงเหนือ,0.28,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 3,131,ภาคใต้,0.43,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 3,132,ภาคใต้,0.7,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,133,ภาคใต้,0.09,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 3,134,ภาคใต้,2.95,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 3,135,ภาคใต้,0.36,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,136,ภาคใต้,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,137,ภาคใต้,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,138,ภาคใต้,0.62,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 3,139,ภาคใต้,0.46,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 3,140,ภาคใต้,0.22,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 3,141,ภาคใต้,0.7,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 3,142,ภาคใต้,0.2,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาชีพ,ไตรมาส 3,143,ภาคใต้,0.15,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 3,144,ภาคใต้,0.29,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 4,145,กรุงเทพมหานคร,2.48,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,146,กรุงเทพมหานคร,1.42,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,147,กรุงเทพมหานคร,0.42,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 4,148,กรุงเทพมหานคร,1.69,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 4,149,กรุงเทพมหานคร,1.75,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการ,ไตรมาส 4,150,กรุงเทพมหานคร,1.44,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการ,ไตรมาส 4,151,กรุงเทพมหานคร,2.98,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่ทราบ,ไตรมาส 4,152,กรุงเทพมหานคร,0.37,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 4,153,ภาคกลาง,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,154,ภาคกลาง,1.09,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,155,ภาคกลาง,2.93,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 4,156,ภาคกลาง,0.29,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 4,157,ภาคกลาง,0.52,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,158,ภาคกลาง,1.98,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,159,ภาคกลาง,0.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 4,160,ภาคกลาง,0.4,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 4,161,ภาคกลาง,0.65,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาชีพ,ไตรมาส 4,162,ภาคกลาง,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,อุดมศึกษาสายวิชาการศึกษา,ไตรมาส 4,163,ภาคกลาง,0.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,อุดมศึกษาสายวิชาการศึกษา,ไตรมาส 4,164,ภาคกลาง,0.59,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไม่มีการศึกษา,ไตรมาส 4,165,ภาคเหนือ,0.37,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไม่มีการศึกษา,ไตรมาส 4,166,ภาคเหนือ,1.03,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,167,ภาคเหนือ,1.58,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,168,ภาคเหนือ,3.83,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 4,169,ภาคเหนือ,2.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 4,170,ภาคเหนือ,1.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 4,171,ภาคเหนือ,0.53,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 4,172,ภาคเหนือ,0.27,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 4,173,ภาคเหนือ,0.23,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,มัธยมศึกษาตอนปลายสายสามัญ,ไตรมาส 4,174,ภาคเหนือ,0.38,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,มัธยมศึกษาตอนปลายสายอาชีวศึกษา,ไตรมาส 4,175,ภาคเหนือ,0.22,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 4,176,ภาคตะวันออกเฉียงเหนือ,7.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 4,177,ภาคตะวันออกเฉียงเหนือ,15.16,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ประถมศึกษา,ไตรมาส 4,178,ภาคตะวันออกเฉียงเหนือ,7.12,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ประถมศึกษา,ไตรมาส 4,179,ภาคตะวันออกเฉียงเหนือ,10.14,พันคน,สำนักงานสถิติแห่งชาติ
