﻿year,sex,quarter,_id,area,region,value,unit,source
2556,ชาย,ไตรมาส 1,15,ในเขตเทศบาล,ภาคใต้,193.74,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,16,ในเขตเทศบาล,ภาคใต้,385.58,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 1,17,นอกเขตเทศบาล,ภาคใต้,407.87,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 1,18,นอกเขตเทศบาล,ภาคใต้,902.25,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,19,ในเขตเทศบาล,กรุงเทพมหานคร,552.91,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,20,ในเขตเทศบาล,กรุงเทพมหานคร,1114.85,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,21,ในเขตเทศบาล,ภาคกลาง,486.58,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,22,ในเขตเทศบาล,ภาคกลาง,897.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,23,นอกเขตเทศบาล,ภาคกลาง,735.32,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,24,นอกเขตเทศบาล,ภาคกลาง,1437.31,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,25,ในเขตเทศบาล,ภาคเหนือ,301.25,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,26,ในเขตเทศบาล,ภาคเหนือ,518.99,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,27,นอกเขตเทศบาล,ภาคเหนือ,696.33,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,28,นอกเขตเทศบาล,ภาคเหนือ,1326.89,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,29,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,402.65,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,30,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,735.81,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,31,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1393.58,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,32,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2938.05,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,33,ในเขตเทศบาล,ภาคใต้,207.37,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,34,ในเขตเทศบาล,ภาคใต้,403.06,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 2,35,นอกเขตเทศบาล,ภาคใต้,405.88,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 2,36,นอกเขตเทศบาล,ภาคใต้,922.37,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,37,ในเขตเทศบาล,กรุงเทพมหานคร,574.27,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,38,ในเขตเทศบาล,กรุงเทพมหานคร,1143.41,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,39,ในเขตเทศบาล,ภาคกลาง,482.85,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,40,ในเขตเทศบาล,ภาคกลาง,945.49,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,41,นอกเขตเทศบาล,ภาคกลาง,773.9,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,42,นอกเขตเทศบาล,ภาคกลาง,1551.15,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,43,ในเขตเทศบาล,ภาคเหนือ,315.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,44,ในเขตเทศบาล,ภาคเหนือ,525.5,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,45,นอกเขตเทศบาล,ภาคเหนือ,661.48,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,46,นอกเขตเทศบาล,ภาคเหนือ,1319.41,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,47,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,403.1,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,48,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,739.85,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,49,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1396.61,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,50,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2775.54,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,51,ในเขตเทศบาล,ภาคใต้,202.64,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,52,ในเขตเทศบาล,ภาคใต้,414.25,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 3,53,นอกเขตเทศบาล,ภาคใต้,405.72,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 3,54,นอกเขตเทศบาล,ภาคใต้,992.55,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,55,ในเขตเทศบาล,กรุงเทพมหานคร,594.93,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,56,ในเขตเทศบาล,กรุงเทพมหานคร,1174.79,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,57,ในเขตเทศบาล,ภาคกลาง,492.84,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,58,ในเขตเทศบาล,ภาคกลาง,925.81,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,59,นอกเขตเทศบาล,ภาคกลาง,761.64,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,60,นอกเขตเทศบาล,ภาคกลาง,1535.32,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,61,ในเขตเทศบาล,ภาคเหนือ,307.52,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,62,ในเขตเทศบาล,ภาคเหนือ,534.63,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,63,นอกเขตเทศบาล,ภาคเหนือ,683.21,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,64,นอกเขตเทศบาล,ภาคเหนือ,1360.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,65,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,405.04,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,66,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,752.24,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,67,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1348.48,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,68,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2823.95,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,69,ในเขตเทศบาล,ภาคใต้,211.12,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,70,ในเขตเทศบาล,ภาคใต้,414.66,พันคน,สำนักงานสถิติแห่งชาติ
2556,ชาย,ไตรมาส 4,71,นอกเขตเทศบาล,ภาคใต้,429.64,พันคน,สำนักงานสถิติแห่งชาติ
2556,หญิง,ไตรมาส 4,72,นอกเขตเทศบาล,ภาคใต้,1009.9,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,73,ในเขตเทศบาล,กรุงเทพมหานคร,737.15,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,74,ในเขตเทศบาล,กรุงเทพมหานคร,1394.22,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,75,ในเขตเทศบาล,ภาคกลาง,690.3,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,76,ในเขตเทศบาล,ภาคกลาง,1350.5,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,77,นอกเขตเทศบาล,ภาคกลาง,783.9,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,78,นอกเขตเทศบาล,ภาคกลาง,1494.8,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,79,ในเขตเทศบาล,ภาคเหนือ,394.1,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,80,ในเขตเทศบาล,ภาคเหนือ,656.0,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,81,นอกเขตเทศบาล,ภาคเหนือ,599.3,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,82,นอกเขตเทศบาล,ภาคเหนือ,1232.2,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,83,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,534.2,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,84,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,970.0,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,85,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1102.2,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,86,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2342.5,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,87,ในเขตเทศบาล,ภาคใต้,240.8,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,88,ในเขตเทศบาล,ภาคใต้,472.7,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 1,89,นอกเขตเทศบาล,ภาคใต้,385.9,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 1,90,นอกเขตเทศบาล,ภาคใต้,852.4,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,91,ในเขตเทศบาล,กรุงเทพมหานคร,756.32,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,92,ในเขตเทศบาล,กรุงเทพมหานคร,1375.8,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,93,ในเขตเทศบาล,ภาคกลาง,703.32,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,94,ในเขตเทศบาล,ภาคกลาง,1364.42,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,95,นอกเขตเทศบาล,ภาคกลาง,799.02,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,96,นอกเขตเทศบาล,ภาคกลาง,1549.58,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,97,ในเขตเทศบาล,ภาคเหนือ,403.05,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,98,ในเขตเทศบาล,ภาคเหนือ,676.14,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,99,นอกเขตเทศบาล,ภาคเหนือ,608.21,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,100,นอกเขตเทศบาล,ภาคเหนือ,1232.75,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,101,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,521.17,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,102,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,973.48,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,103,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1078.21,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,104,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2273.63,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,105,ในเขตเทศบาล,ภาคใต้,243.86,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,106,ในเขตเทศบาล,ภาคใต้,492.84,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 2,107,นอกเขตเทศบาล,ภาคใต้,381.02,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 2,108,นอกเขตเทศบาล,ภาคใต้,918.77,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,109,ในเขตเทศบาล,กรุงเทพมหานคร,774.08,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,110,ในเขตเทศบาล,กรุงเทพมหานคร,1376.11,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,111,ในเขตเทศบาล,ภาคกลาง,713.27,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,112,ในเขตเทศบาล,ภาคกลาง,1358.24,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,113,นอกเขตเทศบาล,ภาคกลาง,782.49,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,114,นอกเขตเทศบาล,ภาคกลาง,1568.37,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,115,ในเขตเทศบาล,ภาคเหนือ,408.13,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,116,ในเขตเทศบาล,ภาคเหนือ,666.7,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,117,นอกเขตเทศบาล,ภาคเหนือ,598.69,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,118,นอกเขตเทศบาล,ภาคเหนือ,1193.54,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,119,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,527.52,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,120,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,928.18,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,121,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1036.13,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,122,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2177.97,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,123,ในเขตเทศบาล,ภาคใต้,240.98,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,124,ในเขตเทศบาล,ภาคใต้,490.36,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 3,125,นอกเขตเทศบาล,ภาคใต้,376.34,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 3,126,นอกเขตเทศบาล,ภาคใต้,870.35,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,127,ในเขตเทศบาล,กรุงเทพมหานคร,801.52,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,128,ในเขตเทศบาล,กรุงเทพมหานคร,1368.35,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,129,ในเขตเทศบาล,ภาคกลาง,691.12,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,130,ในเขตเทศบาล,ภาคกลาง,1385.61,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,131,นอกเขตเทศบาล,ภาคกลาง,781.82,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,132,นอกเขตเทศบาล,ภาคกลาง,1577.18,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,133,ในเขตเทศบาล,ภาคเหนือ,415.84,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,134,ในเขตเทศบาล,ภาคเหนือ,679.32,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,135,นอกเขตเทศบาล,ภาคเหนือ,613.35,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,136,นอกเขตเทศบาล,ภาคเหนือ,1222.61,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,137,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,540.21,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,138,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,964.36,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,139,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1104.11,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,140,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2246.53,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,141,ในเขตเทศบาล,ภาคใต้,233.4,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,142,ในเขตเทศบาล,ภาคใต้,478.86,พันคน,สำนักงานสถิติแห่งชาติ
2557,ชาย,ไตรมาส 4,143,นอกเขตเทศบาล,ภาคใต้,390.9,พันคน,สำนักงานสถิติแห่งชาติ
2557,หญิง,ไตรมาส 4,144,นอกเขตเทศบาล,ภาคใต้,900.19,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,145,ในเขตเทศบาล,กรุงเทพมหานคร,727.18,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,146,ในเขตเทศบาล,กรุงเทพมหานคร,1328.79,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,147,ในเขตเทศบาล,ภาคกลาง,735.28,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,148,ในเขตเทศบาล,ภาคกลาง,1370.34,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,149,นอกเขตเทศบาล,ภาคกลาง,803.7,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,150,นอกเขตเทศบาล,ภาคกลาง,1596.9,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,151,ในเขตเทศบาล,ภาคเหนือ,412.43,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,152,ในเขตเทศบาล,ภาคเหนือ,704.11,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,153,นอกเขตเทศบาล,ภาคเหนือ,659.8,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,154,นอกเขตเทศบาล,ภาคเหนือ,1278.43,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,155,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,554.61,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,156,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1014.23,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,157,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1202.42,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,158,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2389.58,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,159,ในเขตเทศบาล,ภาคใต้,237.23,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,160,ในเขตเทศบาล,ภาคใต้,485.0,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 1,161,นอกเขตเทศบาล,ภาคใต้,402.21,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 1,162,นอกเขตเทศบาล,ภาคใต้,908.85,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,163,ในเขตเทศบาล,กรุงเทพมหานคร,777.71,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,164,ในเขตเทศบาล,กรุงเทพมหานคร,1358.41,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,165,ในเขตเทศบาล,ภาคกลาง,731.77,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,166,ในเขตเทศบาล,ภาคกลาง,1389.16,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,167,นอกเขตเทศบาล,ภาคกลาง,813.64,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,168,นอกเขตเทศบาล,ภาคกลาง,1572.85,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,169,ในเขตเทศบาล,ภาคเหนือ,402.59,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,170,ในเขตเทศบาล,ภาคเหนือ,709.67,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,171,นอกเขตเทศบาล,ภาคเหนือ,660.71,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,172,นอกเขตเทศบาล,ภาคเหนือ,1257.27,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,173,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,535.78,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,174,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,989.06,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,175,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,1148.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,176,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,2320.42,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,177,ในเขตเทศบาล,ภาคใต้,250.45,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,178,ในเขตเทศบาล,ภาคใต้,499.96,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 2,179,นอกเขตเทศบาล,ภาคใต้,420.4,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 2,180,นอกเขตเทศบาล,ภาคใต้,950.7,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 3,181,ในเขตเทศบาล,กรุงเทพมหานคร,781.66,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 3,182,ในเขตเทศบาล,กรุงเทพมหานคร,1394.38,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 3,183,ในเขตเทศบาล,ภาคกลาง,725.09,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 3,184,ในเขตเทศบาล,ภาคกลาง,1394.86,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 3,185,นอกเขตเทศบาล,ภาคกลาง,804.62,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 3,186,นอกเขตเทศบาล,ภาคกลาง,1596.05,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 3,187,ในเขตเทศบาล,ภาคเหนือ,408.05,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 3,188,ในเขตเทศบาล,ภาคเหนือ,678.5,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 3,189,นอกเขตเทศบาล,ภาคเหนือ,655.0,พันคน,สำนักงานสถิติแห่งชาติ
2558,หญิง,ไตรมาส 3,190,นอกเขตเทศบาล,ภาคเหนือ,1211.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,ชาย,ไตรมาส 3,191,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,541.09,พันคน,สำนักงานสถิติแห่งชาติ
